row_id,Facility Name,Area,Type,Contact Phone,Managed by,Cost,Apply hours,Apply Location,Eligibility,Other,Address Line1,Address Line2,City,Postal Code,Province,country
Canada-BC-31-BC-SeniorsServicesSoc-output-481,ANNIEVILLE HOUSE,DELTA,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-584-2224,Abbeyfield House Annieville Society,Market RateSAFER,Regular office hours; or email chrispedersen@telus.net anytime,Directly to building manager,Age Requirement: 55+,Wheelchair Accessible,11030 River Rd.,,Delta,V4E 2Z6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-482,PARKVIEW REST HOME,NEW WESTMINSTER,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-526-7768,Fraser Health Authority,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,121 3rd St.,,New Westminster,V3L 2R1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-483,WEST VANCOUVER CARE CENTRE,WEST VANCOUVER,"RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",604-925-1247,Vancouver Coastal Health Authority,"Residential Care Public: 80% of net incomeResidential Care Private: approx. $2,500-10,000/month",Monday - Friday 9AM to 5PM,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1675 27th St.,,West Vancouver,V7V 4K9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-484,CHARTWELL CRESCENT GARDENS,WHITE ROCK,"RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
SUPPORTIVE HOUSING - RETIREMENT HOMES",604-541-8861,Chartwell REIT,"Residential Care Private: approx. $2,500-10,000/monthMarket RateSAFER",Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible; Pets Allowed; Smoking Allowed,1222 King George Hwy.,,Surrey,V4A 9W6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-485,VANCOUVER CHINESE MENNONITE CHURCH SENIORS,VANCOUVER DOWNTOWN,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-669-9356,Vancouver Chinese Mennonite Church,SAFERMarket Rate,Regular office hours,Directly to building; ; 604-669-8762,Age Requirement: 65+,N/A,485 Dunlevy St.,,Vancouver,V6A 3Y4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-486,L.J. CHRISTMAS MANOR,COQUITLAM,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-936-8122,Burquitlam Senior Housing Society,SAFERMarket Rate,Call office for tour and application during regular office hours,Elaine de Koning; 560 Austin Ave.,Age Requirement: 60+,Wheelchair Accessible,560 Austin Ave.,,Coquitlam,V3K 3M9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-487,SOUTHVIEW TERRACE,VANCOUVER SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-438-3367,Salvation Army,SAFERMarket Rate,Regular office hours,"Salvation Army; 7252 Kerr St.; Vancouver, BC; V5S 3V2",BC Residency; Age Requirement: 55+,Smoking Allowed; Wheelchair Accessible; Pets Allowed,3131 E. 58th Ave.,,Vancouver,V5S 4V2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-488,GEORGE DERBY CENTRE,BURNABY SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-521-2676,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Smoking Allowed; Wheelchair Accessible,7550 Cumberland St.,,Burnaby,V3N 3X5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-489,DUFFERIN CARE CENTRE,COQUITLAM,"RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)",604-552-1166,Retirement Concepts,"Residential Care Private: approx. $2,500-10,000/monthResidential Care Public: 80% of net income",Regular office hours,Directly to building or local health authority,No Age Requirement,Smoking Allowed; Wheelchair Accessible,1131 Dufferin St.,,Coquitlam,V3B 7X5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-490,MURRAYVILLE MANOR,LANGLEY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-530-9033,Murrayville Manor,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,21616 46th Ave.,,Langley,V3A 3J4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-491,SWEDISH ASSISTED LIVING RESIDENCE,BURNABY NORTH,"ASSISTED LIVING - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-420-3222,Mender Property Services Ltd.,"Assisted Living Public: 70% of net incomeAssisted Living Private: approx. $1,500-7,000/month",Regular office hours,"Your local health authority; ; or Swedish Canadian Rest Home Assn.; 1800 Duthie Ave.; Burnaby, BC; V5A 2R8",Age Requirement: 55+,Wheelchair Accessible,7230 Halifax St.,,Burnaby,V5C 5R3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-492,FELLBURN CARE CENTRE,BURNABY NORTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-412-6510,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,6050 E. Hastings St.,,Burnaby,V5B 1R6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-493,RIDGE MEADOWS HEALTH CARE CENTRE,MAPLE RIDGE,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-463-4111,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Fraser Health Authority,BC Residency; No Age Requirement,Wheelchair Accessible,11666 Laity St.,,Maple Ridge,V2X 5A3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-494,PURDY PAVILION UBC HOSPITAL,VANCOUVER WEST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-822-7121,Vancouver Hospital and Health Sciences Centre,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,2211 Westbrook Mall,,Vancouver,V6T 2B5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-495,RENFREW CARE CENTRE,VANCOUVER EAST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-255-7723,Retirement Concepts,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Smoking Allowed; Wheelchair Accessible,1880 Renfrew St.,,Vancouver,V5M 3H9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-496,MAY'S PLACE,VANCOUVER DOWNTOWN,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-606-0380,St. James Community Services,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,333 Powell St.,,Vancouver,V6A 1G5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-497,BANFIELD PAVILION VGH,VANCOUVER WEST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-875-4711,Vancouver Hospital and Health Sciences Centre,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement,Wheelchair Accessible,2785 Ash St.,,Vancouver,V5Z 1M9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-498,COLUMBUS LODGE,DELTA,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-970-8444,Columbus Charities Association,SAFERMarket Rate,Call 604-439-2443 or visit during regular office hours,"Directly to building manager; 407-5233 Joyce St.; Vancouver, BC; V5R 4G9",Age Requirement: 55+,Wheelchair Accessible,8850 118A St.,,Delta,V4C 6L5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-499,GILMORE GARDENS,RICHMOND,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-271-7222,Diversicare Management Services,Market RateSAFER,Regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible; Smoking Allowed,4088 Blundell Rd.,,Richmond,V7C 5V1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-500,NEW VISTA CARE HOME,BURNABY SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-521-7764,New Vista Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,7550 Rosewood St.,,Burnaby,V5E 3Z3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-501,ST. MICHAEL'S CENTRE,BURNABY SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-434-1323,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,7451 Sussex St.,,Burnaby,V5J 5C2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-502,PARKWOOD MANOR,COQUITLAM,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-941-7651,Revera Inc.,SAFERMarket Rate,Regular office hours,Directly to building,Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,1142 Dufferin St.,,Coquitlam,V3B 6V4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-503,WILLINGDON CARE CENTRE,BURNABY SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-433-2455,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,4435 Grange St.,,Burnaby,V5H 1P4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-504,CARTIER HOUSE,COQUITLAM,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-939-4654,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority; ; http://www.fraserhealth.ca/,BC Residency; No Age Requirement,Wheelchair Accessible,1419 Cartier Ave.,,Coquitlam,V3K 2C6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-505,EAGLE RIDGE HOSPITAL & MANOR,PORT MOODY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-469-5115,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,475 Guildford Way,,Port Moody,V3H 3W9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-506,DELTA VIEW HABILITATION CENTRE,DELTA,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-596-8842,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,9341 Burns Dr.,,Delta,V4K 3N3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-507,WEST SHORE LAYLUM,DELTA,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-946-2822,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,4900 Central Ave.,,Delta,V4K 2G7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-508,ARBUTUS PLACE AT PEACE ARCH HOSPITAL,LANGLEY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-535-4500 e756708,Neufeld Investments Ltd.,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,20619 Eastleigh Cr.,,Langley,V3A 4C3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-509,MANOAH MANOR,LANGLEY,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-530-9895,Canadian Reformed Senior Citizen Home Society,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,BC Residency; No Age Requirement,Wheelchair Accessible,20265 54A Ave.,,Langley,V3A 3W6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-510,SIMPSON PRIVATE HOSPITAL,LANGLEY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-888-0711,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,8838 Glover Rd.,,Fort Langley,V1M 2R4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-511,HOLYROOD MANOR,MAPLE RIDGE,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-467-8831,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Smoking Allowed,22710 Holyrood Manor,,Maple Ridge,V2X 3E6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-512,KIWANIS CARE CENTRE,NEW WESTMINSTER,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-525-6471,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Directly to building or your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,35 Clute St.,,New Westminster,V3L 1Z5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-513,LYNN VALLEY CARE CENTRE,NORTH VANCOUVER,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-988-4181,Lynn Valley Private Hospital Inc.,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Smoking Allowed; Wheelchair Accessible,1070 Lynn Valley Rd.,,North Vancouver,V7J 1Z8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-514,FRASERVIEW INTERMEDIATE CARE LODGE,RICHMOND,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-274-3510,Fraserview Intermediate Care Lodge Co. Ltd.,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Smoking Allowed; Wheelchair Accessible,9580 Williams Rd.,,Richmond,V7A 1H2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-515,CENTENNIAL PARK LODGE,SURREY,ASSISTED LIVING - PRIVATE (apply directly to facility),604-584-6811,Abundant Care Homes Ltd.,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,Age Requirement: 55+; BC Residency; Age Requirement: under 55 with disability,Wheelchair Accessible,11861 99th Ave.,,Surrey,V3V 2M3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-516,CHERINGTON PLACE,SURREY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-581-2885,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,"Your local health authority; ; http://www.fraserhealth.ca/find-us/residential-care-facilities/residential-care---surrey,-white-rock/cherington-place",No Age Requirement; BC Residency,Wheelchair Accessible,13453 111A Ave.,,Surrey,V3R 2C5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-517,KINSMEN LODGE,SURREY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-588-0445,Fraser Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Pets Allowed; Wheelchair Accessible,9650 137A St.,,Surrey,V3T 4J1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-518,CENTRAL CITY LODGE,VANCOUVER DOWNTOWN,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-681-9111,City Centre Care Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,415 W. Pender St.,,Vancouver,V6B 1V2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-519,FALSE CREEK RESIDENCE,VANCOUVER FALSECREEK,"RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
ASSISTED LIVING - PUBLIC (apply through health authority)",604-731-0401,Residences for Independent Living Society,Assisted Living Public: 70% of net incomeResidential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1167 Forge Walk,,Vancouver,V6H 3R1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-520,LITTLE MOUNTAIN PLACE,VANCOUVER EAST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-325-2298,Little Mountain Residential Care & Housing Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,330 E. 36th Ave.,,Vancouver,V5W 3Z4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-521,MOUNT ST. JOSEPH'S,VANCOUVER EAST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-874-1141,Providence Health Care,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Smoking Allowed,3080 Prince Edward St.,,Vancouver,V5T 3N4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-522,LAKEVIEW CARE CENTRE,VANCOUVER EAST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-874-2803,Central Park Lodges,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,3490 Porter St.,,Vancouver,V5N 4L2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-523,GERMAN CANADIAN CARE HOMES,VANCOUVER SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-713-6500,German Canadian Benevolent Society of BC,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,2010 Harrison Dr.,,Vancouver,V5P 2P6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-524,KOPERNIK LODGE,VANCOUVER SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-438-2474,M. Kopernik Foundation,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,3150 Rosemont Dr.,,Vancouver,V5S 2C9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-525,ARBUTUS CARE CENTRE,VANCOUVER SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-261-4292,Central Park Lodges,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,4505 Valley Dr.,,Vancouver,V6L 2L1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-526,ROYAL ARCH MASONIC HOME,VANCOUVER SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-437-7343,Royal Arch Masonic Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,7850 Champlain Cres.,,Vancouver,V5S 4C7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-527,ST. VINCENT'S LANGARA,VANCOUVER SOUTH,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-325-4116,Providence Health Care,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,255 W. 62nd Ave.,,Vancouver,V5X 4V4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-528,YOUVILLE RESIDENCE,VANCOUVER WEST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-261-9371,Providence Health Care,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,4950 Heather St.,,Vancouver,V5Z 3L9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-529,BRADDEN PRIVATE HOSPITAL,VANCOUVER WEST,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-731-2127,Braddan Private Hospital,Market Rate,Regular office hours,Your local health authority,Age Requirement: under 55 with disability; Age Requirement: 55+; BC Residency,Wheelchair Accessible,2450 W. 2nd Ave.,,Vancouver,V6K 1J6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-530,POINT GREY PRIVATE HOSPITAL,VANCOUVER WEST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-733-7133,Carlsbad Homes Inc.,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Smoking Allowed,2423 Cornwall Ave.,,Vancouver,V6K 1B9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-531,LOUIS BRIER HOME AND HOSPITAL,VANCOUVER WEST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-261-9376,Jewish Home for the Aged of BC,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1055 W. 41st Ave.,,Vancouver,V6M 1W9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-532,GEORGE PEARSON CENTRE,VANCOUVER WEST,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-321-3231,Vancouver Coastal Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Smoking Allowed,700 W. 57th Ave.,,Vancouver,V6P 1S1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-533,INGLEWOOD CARE CENTRE,WEST VANCOUVER,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-922-9394,Unicare Fernbrae Holdings Inc.,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,725 Inglewood Ave.,,West Vancouver,V7T 1X5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-534,PEACE PORTAL LODGE,WHITE ROCK,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-535-2273,Retirement Concepts,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,BC Residency; No Age Requirement,Wheelchair Accessible; Smoking Allowed,15441 16th Ave.,,Surrey,V4A 8T8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-535,WHITE ROCK SENIORS VILLAGE,WHITE ROCK,"SUPPORTIVE HOUSING - RETIREMENT HOMES
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)",604-541-4663,Retirement Concepts,"Residential Care Private: approx. $2,500-10,000/monthMarket RateResidential Care Public: 80% of net incomeSAFER",Call 604-250-3422 during regular office hours,Directly to building,No Age Requirement,Pets Allowed; Wheelchair Accessible,1183 Maple St.,,White Rock,V4B 5K9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-536,HARMONY COURT ESTATE,BURNABY SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-527-3300,AgeCare,SAFERMarket Rate,Regular office hours,Directly to building,Age Requirement: 60+,Pets Allowed,7197 Canada Way,,Burnaby,V5E 4A6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-537,CONCORD RETIREMENT RESIDENCE,WHITE ROCK,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-531-6198,No Manager provided,Market RateSAFER,Regular office hours,Directly to building; ; or visit: www.concordretirementresidence.com,No Age Requirement,Wheelchair Accessible; Pets Allowed,15869 Pacific Ave.,,White Rock,V4B 1S8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-538,CHARTWELL LYNNWOOD RETIREMENT RESIDENCE,CHILLIWACK,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-792-0689,Chartwell REIT,SAFERMarket Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible; Pets Allowed,9168 Corbould St.,,Chilliwack,V2P 8A1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-539,ARBOURSIDE COURT,SURREY,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-597-6644,Arbourside Management Ltd.,SAFERMarket Rate,Regular office hours,Directly to building manager; or visit www.arbourside.com,Age Requirement: 65+,Wheelchair Accessible; Pets Allowed,13751 74th Ave.,,Surrey,V3W 1A8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-540,SUPPORTED HOUSING PROGRAM,RICHMOND,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-279-7110,Canadian Mental Health Association,Market Rate,Regular office hours,Directly to building,No Age Requirement,Smoking Allowed,260-7000 Minoru Blvd.,,Richmond,V6Y 3Z5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-541,ST. JAMES COMMUNITY SERVICES,VANCOUVER DOWNTOWN,"SUPPORTIVE HOUSING - RETIREMENT HOMES
SUBSIDIZED HOUSING",604-606-0393,St. James Community Services,Market Rate30% of monthly gross income,Regular office hours,Directly to building,No Age Requirement,N/A,329 Powell St.,,Vancouver,V6A 1G5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-542,SANDELL HOUSE,SURREY,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-596-4321,OPTIONS:Services to Communities Society,Shelter portion if on ministry assistanceMarket Rate,Call 604-953-4900 during regular office hours,"Surrey Mental Health; 1100-13401 108th Ave.; Surrey, BC; V3T 5T3",BC Residency; No Age Requirement,Wheelchair Accessible,100-6846 King George Blvd.,,Surrey,V3W 4Z9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-543,PEGGY'S PLACE (WOMEN),VANCOUVER EAST,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-251-2801,Kettle Friendship Society,N/A,Anytime,"Kettle Friendship Society; 2nd Floor 1725 Venables St.; Vancouver, BC; V5L 2H3; ; Transition house for mental health recovery. Women only.",BC Residency; No Age Requirement,Wheelchair Accessible; Smoking Allowed,Confidential,,Vancouver,,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-544,MAGNOLIA GARDENS,LANGLEY,"RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)
SUPPORTIVE HOUSING - RETIREMENT HOMES",604-514-1210,Bria Communities,"Market RateResidential Care Private: approx. $2,500-10,000/monthSAFER",Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible,5840 Glover Rd.,,Langley,V3A 9K3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-545,THE SUMMERHILL,NORTH VANCOUVER,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-980-6525,Pacific Arbour Retirement Communities,SAFERMarket Rate,Regular office hours,Directly to building,Age Requirement: 65+,Pets Allowed; Wheelchair Accessible,135 W. 15th St.,,North Vancouver,V7M 1R7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-546,NORMAN MANOR,CHILLIWACK,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-792-6666,No Manager provided,Market RateSAFER,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible; Pets Allowed,8515 Young St.,,Chilliwack,V2P 4P2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-547,COTTONWOOD COTTAGE,CHILLIWACK,SUPPORTIVE HOUSING - RETIREMENT HOMES,604-702-9544,Brodel Group,SAFERMarket Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible; Pets Allowed,10170 Kenswood Dr.,,Chilliwack,V2P 7N7,BC,Canada
