row_id,Facility Name,Address,City,Postal Code,Province,Country,Community,Licensee,Contact Phone,Total Unresolved Infractions,Approx Start Rate per Month,Beds (AC),Attributes,Link to Inspection Details,facility_type
Canada-SK-24-SK-PersonalCareHome-output-174,101209593 Saskatchewan LTD,738 6 St E,Saskatoon ,S7H 1C4,SK,Canada,Saskatoon,Monika Wojcik,(306) 384-3246,0,$2200 to $2799,10,Initial Licence Date: 2015-12-14; Approx Monthly Starting Range: $2200 to $2799; Can only admit residents who are capable of climbing and descending stairs independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/eb3ee80b-1208-4aff-8912-0858db55a2d; http://personalcarehomes.saskatchewan.ca/Inspection/Details/a1099157-367a-40d8-a89f-d35750fb7fd; http://personalcarehomes.saskatchewan.ca/Inspection/Details/4eebe91f-50fb-4f45-95fa-3855e6999f3; http://personalcarehomes.saskatchewan.ca/Inspection/Details/6008502c-0a95-4814-9c6c-534b2d20d74; http://personalcarehomes.saskatchewan.ca/Inspection/Details/d47b1e33-73d4-4368-aad3-ed076cf3a8c; http://personalcarehomes.saskatchewan.ca/Inspection/Details/db647ce2-1b09-4f4e-9529-f4c34074ae4,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-175,Wascana Heights House,12006 Wascana Heights,Regina ,S4V 3E2,SK,Canada,Regina,Canadian Care Home Associates  Inc. ,(306) 789-2345,0,$2800 to $3499,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/f2bcb16d-1155-477a-bdba-1613db2360b; http://personalcarehomes.saskatchewan.ca/Inspection/Details/3471cf04-f11e-4def-9f0e-8b0d2b3693f,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-176,Sheila Amuan,830 Weldon Avenue,Saskatoon ,S7M 2V4,SK,Canada,Saskatoon,Sheila Amuan,(306) 930-9004,0,$1500 to $1799,5,Can only admit residents who are able to climb and descend stairs independently,http://personalcarehomes.saskatchewan.ca/Inspection/Details/2a39ceed-e7ee-4e98-bb88-f5ea5a7939e; http://personalcarehomes.saskatchewan.ca/Inspection/Details/cc083ad3-c66a-42ee-827f-9c03da5d4c2; http://personalcarehomes.saskatchewan.ca/Inspection/Details/f96d48e4-2e43-424a-9535-b2a0aa05fc5,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-177,Dorothy and Richard Gerbrandt,262 Wedge Rd,Saskatoon ,S7L 6E9,SK,Canada,Saskatoon,Dorothy & Richard Gerbrandt,(306) 384-7614,0,$2200 to $2799,5,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/4561657b-52bc-4329-afcd-146b607714a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-178,Marianela Cabello,518/520 Russell Rd,Saskatoon ,S7K 6L6,SK,Canada,Saskatoon,Marianela Cabello,(306) 242-6501,0,$1500 to $1799,12,Initial Licence Date: 1994 11 16; Approx Monthly Range: $1500 to $1799; Can only admit and care for residents on the upper level who can climb and descend steps independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/a182e888-939d-49e7-8043-db296a6a74a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-179,Tianpei He,1011/1013 McCormack Rd,Saskatoon ,S7M 5C2,SK,Canada,Saskatoon,Tianpei He,(306) 978-5282,0,$1200 to $1499,15,Can only admit and care for residents who can climb and descend steps independently; to the main floor of the personal care home; Cannot admit or care for residents who are at risk of wandering; Can only admit and care for residents with light care needs; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/c168f07b-914b-4552-b9dd-375b8d49e17,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-180,Mary Joy Gomonit,130 Galbraith Crescent,Saskatoon ,S7M 4H1,SK,Canada,Saskatoon,Mary Joy Gomonit,(306) 934-4789,0,$1500 to $1799,4,Care for residents on the upper level who are able to climb and descend stairs independently; Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/84148198-9564-4e1f-9059-12668a67778; http://personalcarehomes.saskatchewan.ca/Inspection/Details/e9a82608-6fd8-4355-95f1-77910497238,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-181,Fairhaven Care Home Inc.,139 Olmstead Rd,Saskatoon ,S7M 4L9,SK,Canada,Saskatoon,Fairhaven Care Home Inc.,(306) 974-1156,0,$1800 to $2199,12,Can only admit and care for residents who can climb and descend steps independently; Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/87a9c17b-b739-46dd-bec7-b90b2bfd12e,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-182,Ivy's Care Home,229 Young St,Earl Grey ,S0G 1J0,SK,Canada,Earl Grey,Ivy Wszolek,(306) 939-2270,0,$1500 to $1799,9,Initial Licence Date: 1991 10 01; Approx Monthly Range: $1500 to $1799; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/3f720138-67d7-443d-9727-1d6153dcd3f,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-183,Sunshine Family Care Home Inc.,404 4 Ave E,Biggar ,S0K 0M0,SK,Canada,Biggar,Sunshine Family Care Home  Inc. ,(306) 948-3644,4,$1800 to $2199,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/44aa2ea6-869c-4c1e-9e23-a638daf927d; http://personalcarehomes.saskatchewan.ca/Inspection/Details/3312d02b-5c83-4f51-ba2c-764a29199b6,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-184,Crescent Park Retirement Villa Ltd.,134 Athabasca St E,Moose Jaw ,S6H 0L4,SK,Canada,Moose Jaw,Crescent Park Retirement Villa  Ltd. ,(306) 692-0601,2,$1800 to $2199,55,Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/9bb5b06a-e289-4ace-92b4-e316425ca58; http://personalcarehomes.saskatchewan.ca/Inspection/Details/ec70c1e2-7e7e-49ef-bd20-a6b4d020133,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-185,Sage Health Resources Inc.,2421 Preston Ave S,Saskatoon ,S7J 2G3,SK,Canada,Saskatoon,Sage Health Resources Inc.,(306) 934-1629,0,$2200 to $2799,5,Can only admit residents to level two of home (bedroom 5; 6; 7; and 8) who are capable of climbing and descending stairs independently; Cannot admit residents at risk of wandering,http://personalcarehomes.saskatchewan.ca/Inspection/Details/33965a5a-bc93-4ef3-a5bf-256dbd8d8ab; http://personalcarehomes.saskatchewan.ca/Inspection/Details/d1e0a87f-b340-4e4c-8060-2e07fb839e5,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-186,Fulton Manor Personal Care Home,174 Fulton Dr,Regina ,S4X 1W4,SK,Canada,Regina,Dahab Melles,(306) 543-8613,0,$1800 to $2199,9,Any resident that occupies Bedroom #7 must be independently mobile with no mobility or respiratory aids; Can only admit and care for residents who can climb and descend steps independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/ff718dc4-a0d0-44d7-8446-45cf39fcfa7; http://personalcarehomes.saskatchewan.ca/Inspection/Details/b8e8ac54-b2d8-4f14-9f8d-c45e90dc574,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-187,Helping Hands Care Home,226 Hansen Dr,Regina ,S4X 2Y6,SK,Canada,Regina,Heather Monaghan,(306) 545-7733,0,$3500 to $3999,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/78e3ca73-8ab4-4dcc-8786-535de549805,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-188,L'Association Benevole De Bellevue Inc.,200 Grenier Crescent,Bellevue ,S0K 3Y0,SK,Canada,RM 401 - Rural,L'Association Benevole De Bellevue  Inc. ,(306) 423-5307,1,$1500 to $1799,16,Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/246d43bd-8c28-4ea5-813a-6190a65d6fe,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-189,Broadview House Personal Care Home Inc.,718 Main St,Broadview ,S0G 0K0,SK,Canada,Broadview,Broadview House Personal Care Home Inc.,(306) 696-2247,0,$2200 to $2799,15,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/de17e660-79a8-4de5-a3ca-4f10913383d; http://personalcarehomes.saskatchewan.ca/Inspection/Details/67c58de7-fef7-4a2d-abeb-df66157c5fa,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-190,Northern Light Care Homes Inc.,327 Beechwood Crescent,Saskatoon ,S7V 1K6,SK,Canada,Saskatoon,Northern Light Care Homes  Inc. ,(306) 934-5563,0,$2200 to $2799,15,Must ensure a nurse (R.N. R.P.N. or L.P.N.) is working a minimum of four hours in each home (i.e. minimum of 24 hours per week collectively) each week; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/361d3e1d-c082-44fe-95cd-ba9b6d5c450; http://personalcarehomes.saskatchewan.ca/Inspection/Details/53a2a61d-b236-495a-904e-fc477098949; http://personalcarehomes.saskatchewan.ca/Inspection/Details/2e3b7f8d-0e17-4e65-87ad-8e1d550bab7; http://personalcarehomes.saskatchewan.ca/Inspection/Details/bc23b3c2-b33c-4633-ac3c-bb53fcc294e; http://personalcarehomes.saskatchewan.ca/Inspection/Details/f5019027-464c-4604-bf19-63809260f87; http://personalcarehomes.saskatchewan.ca/Inspection/Details/9959444e-c265-426b-819e-5db5b9396df,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-191,Elaine Tochor,600 Park Ave,Esterhazy ,S0A 0X0,SK,Canada,Esterhazy,Elaine Tochor,(306) 745-2788,4,$2200 to $2799,11,Cannot admit and care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/763bf3fc-0aed-445c-9664-ab6eba86eed; http://personalcarehomes.saskatchewan.ca/Inspection/Details/7c468be6-8bfb-4aea-a51f-f8e559c703b,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-192,Majestic Manor Personal Care Home,239 Williston Dr,Regina ,S4X 2H3,SK,Canada,Regina,Catherine MacFadden,(306) 949-1811,0,$2800 to $3499,6,Cannot admit or care for residents who are at risk of wandering.  Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0fba5fb2-4c4b-4574-83f6-3ee0063e897; http://personalcarehomes.saskatchewan.ca/Inspection/Details/dc8d2e99-8c1a-4fc2-9e5f-a3678bf963f,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-193,Kennedy Manor Care Home,22 Kennedy Crescent,Regina ,S4R 6G4,SK,Canada,Regina,Marissa & Edwin Malang,(306) 352-1868,7,$2200 to $2799,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/ec861f55-0e81-4b93-8cbb-74fbde6c0bb; http://personalcarehomes.saskatchewan.ca/Inspection/Details/dee21758-efb8-48d5-bce7-06f1005e162,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-194,Autumn Personal Care Home,3821 Regina Ave,Regina ,S4S 0H8,SK,Canada,Regina,101251557 Saskatchewan Ltd.,(306) 584-8421,0,$2800 to $3499,10,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0e76fc4e-c4c4-4005-8b6b-6002af8869d,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-195,Wintergreene Development Corporation,4950 Pasqua St,Regina ,S4S 7L2,SK,Canada,Regina,Wintergreene Development Corporation,(306) 585-7100,0,$4000 and up,42,Cannot admit or care for residents who are at risk of wandering on the second and third floors; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/811747df-ede5-4b5a-9a28-34e4774bff3; http://personalcarehomes.saskatchewan.ca/Inspection/Details/548666ca-ce37-4d80-b863-3ddef79b5ef; http://personalcarehomes.saskatchewan.ca/Inspection/Details/eb2ef762-1254-477f-b150-fff6893fec9,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-196,Orange Memories Care Home Inc.,708 6 St E,Rosetown ,S0L 2V0,SK,Canada,Rosetown,Orange Memories Care Home  Inc.,(306) 882-8880,3,$4000 and up,26,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/3cf1e510-0326-4478-8c75-e1d69a74bcd; http://personalcarehomes.saskatchewan.ca/Inspection/Details/4eef8388-5daf-4667-99bc-a00a873efae,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-197,Four Seasons Care Home,4121 Queen St,Regina ,S4S 6V5,SK,Canada,Regina,101223373 Saskatchewan Ltd,(306) 596-1862,0,$2800 to $3499,10,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/9b1b75b0-affc-4b55-b7ef-709a0bba09d; http://personalcarehomes.saskatchewan.ca/Inspection/Details/b1a5f8ca-33e8-43d2-972e-af6e7d83328,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-198,A1 Care Homes Inc.,1022 Muzyka Rd,Saskatoon ,S7W 0G4,SK,Canada,Saskatoon,A1 Care Homes Inc,(306) 241-9118,0,$2200 to $2799,15,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0e146183-7d6a-49ab-a1ff-71c7f65a95f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/5b3c8b41-3e52-4007-b75a-4f221bea664; http://personalcarehomes.saskatchewan.ca/Inspection/Details/4fef8129-13f4-4af8-8645-690323fafe2; http://personalcarehomes.saskatchewan.ca/Inspection/Details/c8e3a6e3-a3ab-451a-b18e-6867fd0e154; http://personalcarehomes.saskatchewan.ca/Inspection/Details/b1df456e-d8d4-45e5-a748-ff4893c70ea; http://personalcarehomes.saskatchewan.ca/Inspection/Details/90e8b08e-833d-46ac-b374-32c05813a9b,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-199,St. Anne's Personal Care Home,Highway 15 North,Ituna ,S0A 1N0,SK,Canada,Ituna,Del Enterprises  Ltd.,(306) 795-3446,0,$1500 to $1799,10,Cannot admit or care for residents at risk of wandering; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/3b78994b-05c2-441d-9715-0ba7e4afb26,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-200,Chez Nous Senior Citizens Home Inc.,1101 Grafton Ave,Moose Jaw ,S6H 3S4,SK,Canada,Moose Jaw,Chez Nous Senior Citizens Home  Inc.,(306) 693-4371,0,$2200 to $2799,60,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/121022e6-6708-48e8-8da9-1b51e5e4e0a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-201,Smeaton & District Care Home Co-op Ltd.,207 2 Ave North,Smeaton ,S0J 2J0,SK,Canada,Smeaton,Smeaton & District Care Home Co-op  Ltd. ,(306) 426-2766,0,$1800 to $2199,20,Cannot admit or care for residents who are at a risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/11233dad-e037-4da9-93d2-7866d5e0586,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-202,Rabbit Lake Health Care Centre Inc.,"Lots 2, 3, 4 Block 9",Rabbit Lake ,S0M 2L0,SK,Canada,Rabbit Lake,Rabbit Lake Health Care Centre  Inc. ,(306) 824-2020,2,$1200 to $1499,17,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/590cb886-39df-43a4-83c6-985e480561f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/daa2d8d3-b123-405c-8503-c5bf8ef8fa7,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-203,Cypress House Ltd.,2135 Scott St,Swift Current ,S9H 5R5,SK,Canada,Swift Current,Cypress House Ltd,(306) 778-3500,0,$2200 to $2799,80,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/80bac00d-00be-49ae-94f2-e0df0c1b6d5; http://personalcarehomes.saskatchewan.ca/Inspection/Details/c2714037-832c-41ff-ab17-e4d36d96f21,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-204,Gemma Hernandez,237 Avenue Y N,Saskatoon ,S7L 3K6,SK,Canada,Saskatoon,Gemma Hernandez,(306) 382-6719,0,$1800 to $2199,5,Can only admit and care for residents who can climb and descend stairs independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/8cb9f60c-0b10-499d-84af-3e36d403c6b,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-205,Grace Turner,304 Meyers Ave,Kinistino ,S0J 1H0,SK,Canada,Kinistino,Grace Turner,(306) 864-2613,0,$1800 to $2199,1,Can only admit and care for resident listed on attached condition sheet; Single room,http://personalcarehomes.saskatchewan.ca/Inspection/Details/a179137b-1a1d-45cb-b9d5-791d85bffbc,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-206,Prairie Spring Care Homes Inc.,801 Kristjanson Rd,Saskatoon ,S7S 1M9,SK,Canada,Saskatoon,Prairie Spring Care Homes  Inc. ,(306) 221-1189,0,$2800 to $3499,15,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/d0a69c8e-9340-425d-ab73-bb2b1916cbc,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-207,Eden Homes,560 5 Ave NE,Weyburn ,S4H 2W1,SK,Canada,Weyburn,Susan Grohn,(306) 842-7043,8,$2200 to $2799,9,Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0b28baad-cd30-410b-93a4-fa9b1479692; http://personalcarehomes.saskatchewan.ca/Inspection/Details/8f470a5e-72fb-4b68-9161-01119af6548,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-208,Joyce Villeneuve,801 12 St W,Prince Albert ,S6V 3C6,SK,Canada,Prince Albert,Joyce Villeneuve,(306) 764-8965,2,$1000 to $1199,7,Can only admit and care for residents on the second floor who can climb and descend stairs independently; Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/660964b4-db2a-4f70-9e5a-506a9cc6b26,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-209,Healthy Life Care Inc.,3447 Cassino Ave,Saskatoon ,S7M 5E9,SK,Canada,Saskatoon,Healthy Life Care Inc.,(306) 382-8695,0,$1200 to $1499,10,Cannot admit or care for residents who are at risk of wandering; Cannot admit and care for residents who are unable to climb or descend stairs independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/26cc5fc7-8873-4b37-a706-576f87ab768; http://personalcarehomes.saskatchewan.ca/Inspection/Details/9f11392c-5198-4043-b344-0825eb50e27,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-210,Gemma Hernandez,94/96 Gray Ave,Saskatoon ,S7N 3Z2,SK,Canada,Saskatoon,Gemma Hernandez,(306) 651-0334,0,$1800 to $2199,8,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/5af604e4-046f-4fdb-8df5-0119d9dcd9d,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-211,Thelma Soanes,813 33rd Street West,Saskatoon ,S7L 0W5,SK,Canada,Saskatoon,Thelma Soanes,(306) 652-0295,0,$2200 to $2799,4,Cannot admit or care for residents at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/47416b00-1e59-41eb-af8c-56ee9f8df42; http://personalcarehomes.saskatchewan.ca/Inspection/Details/b783b2c6-4ab7-41f7-b6bb-2277d61749a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-212,Varadinca Stancovici,1007 Woodman Crescent,Prince Albert ,S6V 6L5,SK,Canada,Prince Albert,Varadinca Stancovici,(306) 763-0965,0,$1800 to $2199,9,Initial Licence Date: 1993 11 23; Approx Monthly Range: $1800 to $2199; Can only admit and care for residents; on the upper level; who can climb and descend stairs independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/a904b3a1-09bb-4c49-a818-315009ef47c,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-213,Riverbend Crossing,2235 Heseltine Rd,Regina ,S4V 3G8,SK,Canada,Regina,Riverbend Crossing Retirement Community Inc,(306) 347-7773,0,$4000 and up,68,Provide a satisfactory Fire Sprinkler report by July 15; 2016.  Provide a satisfactory Fire Inspection report by July 15; 2016.  Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/2b8c6dfe-25ca-4b4f-b8e3-6c0ed4b221d; http://personalcarehomes.saskatchewan.ca/Inspection/Details/e55419d1-7f2d-42d7-9ae6-5a5e9289b5f; http://personalcarehomes.saskatchewan.ca/Inspection/Details/f35fb94c-d3cb-41e8-b6d8-4feb4b7c77a,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-214,Eaglestone Lodge Personal Care Home,346 Miles St,Kamsack ,S0A 1S0,SK,Canada,Kamsack,Eaglestone Lodge Personal Care Home Inc.,(306) 542-2620,2,$1800 to $2199,42,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/28e797e2-4b2d-4e55-a178-2217a7f26c2,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-215,Veronica David,433 Ottawa Ave S,Saskatoon ,S7M 3L9,SK,Canada,Saskatoon,Veronica David,(306) 717-7468,0,$1500 to $1799,2,Can only admit residents to main level of home who are capable of climbing and descending stairs independently.   Single room; Double room,http://personalcarehomes.saskatchewan.ca/Inspection/Details/6e3751ff-a814-41df-8c18-9345420276c; http://personalcarehomes.saskatchewan.ca/Inspection/Details/ae6c9dc9-3353-4eab-8a39-9cf247e6bdb,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-216,Harrison House,147 Company Ave,Fort Qu'Appelle ,S0G 1S0,SK,Canada,Fort Qu'Appelle,Emmanuel Aito,(306) 501-1814,0,$2200 to $2799,20,Initial licence date: 2017 08 21; Approx Monthly Rate: $2200 to $2799,http://personalcarehomes.saskatchewan.ca/Inspection/Details/aee9f96b-a00f-42eb-9de6-fa245f32f40,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-217,Balcarres Extended Care Home,120 Elgin St,Balcarres ,S0G 0C0,SK,Canada,Balcarres,Shabnamak Developments Inc. ,(306) 334-3011,0,$1800 to $2199,20,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/5daf5034-c278-4201-b256-ea077da9426; http://personalcarehomes.saskatchewan.ca/Inspection/Details/6c56c066-243c-4397-a06e-442568152bb,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-218,Harrison Manor,483 Broadway St E,Fort Qu'appelle ,S0G 1S0,SK,Canada,Fort Qu'Appelle,Elizabeth Collum,(306) 332-0032,0,$2200 to $2799,20,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/c4fc58c4-1256-4700-99bb-ddf80507b27; http://personalcarehomes.saskatchewan.ca/Inspection/Details/39e20aba-1ab1-4bf1-ba1b-8ba0a3cd300,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-219,Liza Austria,815 13 St W,Prince Albert ,S6V 3H4,SK,Canada,Prince Albert,Liza Austria,(306) 764-7220,1,$1500 to $1799,7,Can only admit and care for residents on the lower level who can climb and descend steps independently; Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/cc8bfb14-9bff-44f5-bf22-8ad37c61751; http://personalcarehomes.saskatchewan.ca/Inspection/Details/2684f75e-2449-4e65-ab9e-02719b8f6be,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-220,Eileen and Robert Kowalchuk,2401 Jarvis Dr,Saskatoon ,S7J 2T8,SK,Canada,Saskatoon,Eileen & Robert Kowalchuk,(306) 477-2762,0,$1200 to $1499,10,Initial Licence Date: 1991 10 01; Approx Monthly Range: $1200 to $1499; Can only admit and care for residents who can climb and descend steps independently; Cannot admit or care for residents who are at risk of wandering; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/568e85f3-ad54-4e01-816c-ddd7b661387,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-221,Yorkton Crossing Retirement Community,348 Morrison Dr,Yorkton ,S3N 4G2,SK,Canada,Yorkton,Yorkton Crossing Retirement Community Inc,(306) 782-0005,3,$3500 to $3999,88,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/d6ba6896-14c1-4213-932d-1d65357f349; http://personalcarehomes.saskatchewan.ca/Inspection/Details/48e33e81-cd61-4113-8e5f-9a081021714; http://personalcarehomes.saskatchewan.ca/Inspection/Details/f6da81b8-fdb8-4337-b642-6bb2afc2a2b,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-222,Highland Park Care Home,109 A/B McIntyre St,Regina ,S4R 2L5,SK,Canada,Regina,Marilyn Sandhoff,(306) 775-1931,0,$1800 to $2199,9,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/0d4948a0-cc78-458c-8997-015ea31ec11,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-223,Angie Kopera,236 22 St E,Prince Albert ,S6V 1N1,SK,Canada,Prince Albert,Angie Kopera,(306) 764-3058,1,$1800 to $2199,10,Cannot admit or care for residents who are at risk of wandering; Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/413292fd-cf79-4f50-a4ae-8d8e8343462,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-224,Parkview Lodge,2915 Pasqua St,Regina ,S4S 2H4,SK,Canada,Regina,Crystal Spooner,(306) 359-0036,3,$3500 to $3999,15,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/74230629-815a-4d50-bf5c-57a058a0b2a; http://personalcarehomes.saskatchewan.ca/Inspection/Details/d7c55692-b63e-43a4-befb-aaf352edfcb,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-225,A & A Personal Care Home Ltd.,3230 Mountbatten St,Saskatoon ,S7M 3T6,SK,Canada,Saskatoon,A. & A. Personal Care Home Ltd.,(306) 978-1441,0,$1800 to $2199,9,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/263b80aa-b2c5-4993-9231-53730f3649d; http://personalcarehomes.saskatchewan.ca/Inspection/Details/22c648fc-1f10-4d55-ba0c-d7ace884587,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-226,Rehoboth Ventures Ltd.,326 Maguire Ct,Saskatoon ,S7W 1A3,SK,Canada,Saskatoon,Rehoboth Ventures Ltd,(306) 651-3340,5,$2200 to $2799,15,Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/6f461629-4e38-4e9b-9999-22b35eb63c9; http://personalcarehomes.saskatchewan.ca/Inspection/Details/a46c01ef-c76e-4daf-a229-4b0e7f2fbcb,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-227,Darlene Coulic,513 Wakefield Ave,Dalmeny ,S0K 1E0,SK,Canada,Dalmeny,Darlene Coulic,(306) 254-2679,0,$1800 to $2199,5,Single rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/e4c5147d-b146-4700-b0b2-54344022a35,Assisted Living
Canada-SK-24-SK-PersonalCareHome-output-228,Betty Sandulak and Lynne Alison,122 Adilman Dr,SA,S7K 7S5,SK,Canada,Saskatoon,Betty Sandulak & Lynne Alison,(306) 931-7859,0,$2200 to $2799,10,Initial Licence Date: 1991 10 01; Approx Monthly Range: $200 to $2799; Residents on Lower Level must be able to climb and descend stairs independently; Single rooms; Double rooms,http://personalcarehomes.saskatchewan.ca/Inspection/Details/4ce2c9f8-93d0-432d-a9a8-9bbd8c16b52,Assisted Living
