row_id,name,license_num,website,contact,phone,cell,fax,email,management_company_name,management_company_phone,rents,subsidized_rent,included_utilities,safety_features,resident_parking,visitor_parking,shuttle_bus,bus_stop,year_built,number_of_floors,building_features,laundry_type,flooring_type,street_address,po_box,city,province,postal_code,country,facility_type
Canada-MB-22-SeniorHousing-22-SeniorHousing-134,195 Young St,,,,204 945-1263,,,ute.mckee@gov.mb.ca,Manitoba Housing,204  945-4663,Bachelor/Studio - Rent geared to income (450 sq/ft); Two Bedroom - Rent geared to income (650 sq/ft),TRUE,Heat; Hydro; Water,Alarm System; Cameras; Emergency Pull Cord; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Aboveground $12/month,TRUE,No,"On Broadway at Young St (eastbound & westbound) routes 17, 20 & 29",,12,Elevator,Included In Rent,Vinyl,195 Young St,,Winnipeg,MB,R3C 3S8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-135,385 Carlton St,,,,,,,,Manitoba Housing,204 945-4663,Bachelor/Studio - 28% of gross income; One Bedroom - 28% of gross income; Two Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Alarm System; Locked Building; On-Site Personnel,Aboveground $24 / month,TRUE,No,"On Carlton St at Cumberland Ave (northbound) route 3 and at Ellice Ave (southbound) route 3, 37, 62 & 70",,,Elevator; Grab Bars in Bathrooms,Included In Rent,,385 Carlton St,,Winnipeg,MB,R3B 3A1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-136,340 Princess St,,,,,,,,Manitoba Housing,204 945-4663,One Bedroom - 28% of gross income,TRUE,Heat; Hydro; Water,Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Aboveground $24/month,FALSE,No,On Princess St at Henry Ave (southbound) route 44,,,,Included In Rent,,340 Princess St,,Winnipeg,MB,R3B 1M6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-137,Westminster Court,,,,204 275-5614,,,,Globe General Agencies,204 956-2233,One Bedroom - $925 +; Two Bedroom - $1230 +,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot $50 / month,FALSE,No,"Route 37, 62, 70 on Pembina hwy",,6,Air Conditioning; Balcony/Patio; Elevator; Recycling Program; Sauna; Storage Locker/Room; Jacuzzi,Coin Operated,Carpet; Vinyl,2945 Pembina hwy,,Winnipeg,MB,R3T 3R1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-138,Vialoux Village,,,,204  417-2528,,,,Globe General Agencies,204  956-2233,Bachelor/Studio - $620 +; One Bedroom - $730 +; Two Bedroom - $1010 +; Three Bedroom - $1090 +,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,1 Stall included in rent; surface lot; extra stall = $25 / month,FALSE,No,On Corydon Ave routes 67 & 79,,2 walk up,Air Conditioning; Recycling Program,"Included In Rent, In suite",Carpet; Vinyl,3420 Vialoux Dr,,Winnipeg,MB,R3R 0A4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-139,The Wellington (Assisted Living),,http://www.reveraliving.com,,204  831-0788,,,thewellington@reveraliving.com,,,One Bedroom - starts at $3245  (655 sq/ft); Two Bedroom - starts at $3835+ (800-1000 sq/ft),FALSE,Cable; Heat; Hydro; Water,Alarm System; Cameras; Emergency Pull Cord; Enterphone System; Locked Building; Night Security; On-Site Personnel; On-Site Security; in suite sprinklers;  emergency response pendant,Aboveground $29/month; Garages $55/month,TRUE,"To grocer 3x /week, weekly bank & medical centre trips",On Grant Ave at Chalfont Rd (eastbound & westbound) route 66,1988,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room; full size kitchen with appliances in each apt.,"Included In Rent, personal laundry service available for a fee",Carpet; laminate,3161 Grant Ave,,Winnipeg,MB,R3R 3R1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-140,Swedish Canadian Home for Senior Citizens,,http://www.sam.mb.ca,,204  942-0991,,,,S.A.M. Management,200 - 1080 Portage Ave.     R3G 3M3,Bachelor/Studio - $671 (320 sq/ft); One Bedroom - $781 (430- 640 sq/ft),TRUE,Cable; Heat; Hydro; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground $30/month,TRUE,None,"On Roblin Blvd at Greenbrier Ave (eastbound) and at William Marshall Way (westbound) routes 65,66,67 &79",1965,1,Recycling Program; Storage Locker/Room,Included In Rent,Carpet; Vinyl,5419 Roblin Blvd,,Winnipeg,MB,R3R 0G8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-141,Portsmouth Retirement Residence (Assisted Living),,http://www.reveraliving.com,,204  284-5432,,,retirementinfo@reveraliving.com,Revera Retirement,1-888-549-5450,"Bachelor/Studio - $2100 and up (417-482 sq/ft); One Bedroom - $2500 and up  (538-607 sq/ft); Two Bedroom - $3800 and up (885-1,120 sq/ft)",FALSE,Heat; Hydro; Water,Alarm System; Emergency Pull Cord; Locked Building; On-Site Personnel; 24 hour staffing;   CPR certified staff;  Good Morning system,Aboveground $30 / mth; + valet;  covered parking $70 / month,TRUE,"3x / week for shopping, 3x per week for medical appts",On Portsmouth Blvd (northbound) and at Taylor Ave (southbound) route 95,2000,3,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room; Theatre;  library;  tuck shop;  onsite clinics;  beauty & barber salon;  guest accommodations;  private dining room;  sunrooms;  walking paths;  motorized wheelchair accessible;  licensed Bistro/Lounge;  gardens,"Included In Rent, Linens Laundered Weekly,  personal laundry service available for extra cost",; Various,125 Portsmouth Blvd,,Winnipeg,MB,R3P 2M3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-142,"Manitoba Eastern Star Chalet, Inc.",,http://www.oesmanitoba.ca,,204  889-3687,,,chalet@oesmanitoba.ca,,,"One Bedroom - $482 (340 sq/ft), large $552 (440 sq/ft)",FALSE,Cable; Hydro; Water,Alarm System; Enterphone System; Locked Building,Aboveground $35/month (stall & plug),TRUE,To grocer every Monday morning,"On Grant Ave at Cathcart St (eastbound) routes 65 & 66 (westbound) routes 65,66 & 98",,1,Party Room; Recycling Program,Coin Operated,Carpet; Vinyl,Box 13 525 Cathcart St,,Winnipeg,MB,R3R 0S6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-143,Haven Two,,http://www.sam.mb.ca,,204 942-0991,,,,S.A.M. Management Inc,200 - 1080 Portage Avenue,Bachelor/Studio - $415  (320 sq ft); One Bedroom - $559  (430 sq ft),TRUE,Cable; Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $22 / month,TRUE,None,On Kenaston Blvd. route 78,1974,,Elevator; Party Room; Recycling Program,Coin Operated,Carpet; Vinyl,1,,Winnipeg,MB,R3N 1Z5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-144,Charlesdale Gardens,,,,204  896-6705,,,,Globe General Agencies,204  956-2233,Bachelor/Studio - $740 +; One Bedroom - $850 +; Two Bedroom - $950 +,FALSE,Heat; Hydro; Water,Enterphone System; On-Site Personnel,Aboveground $50 / month,FALSE,,"On Grant routes 65, 66, & 98",,,Air Conditioning; Balcony/Patio; courtyard,Coin Operated,Carpet; Vinyl,3201 Grant Ave,,Winnipeg,MB,R3R 2A3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-145,Century Roblin / Century Place,,,,204  832-2404,,,,Globe General Agencies,204  956-2233,Bachelor/Studio - $760+; One Bedroom - $855+; Two Bedroom - $975+,FALSE,Heat; Water,Enterphone System; On-Site Personnel,Surface lot $45/ month,FALSE,No,"On Roblin routes 65, 66, 67",,3 fl. walk up,Air Conditioning; Balcony/Patio; Recycling Program; Storage Locker/Room; In suite storage,Smart Card,Carpet; Vinyl,3500 Roblin Ave,,Winnipeg,MB,R3R 0C8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-146,Bridgewater Heights,,http://www.broadstreet.ca,,204 505-5484,,,,Broadstreet Properties Ltd.,866 736-8515,One Bedroom - $1138 (604 - 676 sq/ft); Two Bedroom - $1308 - $1338 (859 - 971 sq/ft); Three Bedroom - $1378  (971 sq/ft),FALSE,Heat; Water,Locked Building,parking available inquire,,,,2013,4,Air Conditioning; Balcony/Patio; Elevator; Party Room,En Suite,Carpet; Hardwood; Vinyl,225 North Town Rd,,Winnipeg,MB,R3Y 0P6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-147,Bramble Estates,,,,204  837-2243,,,,Marwest Management Canada Ltd,300-360 Main St,One Bedroom - $918  (648 sq/ft)  + den  $1070  (960 sq/ft); Two Bedroom - $1093 - $1145 (986-1042 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $17/month; Covered $22/month,TRUE,,"On Grant Ave at Bramble Dr (eastbound) and at Haney St (westbound) routes 65,66 & 98",1980,,Air Conditioning; Balcony/Patio; Elevator,Included In Rent,Carpet; Vinyl,3901 Grant Ave,,Winnipeg,MB,R3R 2Z4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-148,Boulton Estates,,,,204  489-1098,,,info@marwest.ca,Marwest Management Canada Ltd,300-360 Main St,One Bedroom - $970 + (650 sq/ft); Two Bedroom - $1030  - $1130 + (750-900 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $40/month,TRUE,To grocer weekly,On Kenaston Blvd at Boulton Bay (northbound & southbound) route 78,1978,14,Air Conditioning; Balcony/Patio; Elevator,Smart Card,Carpet; Vinyl,690 Kenaston Blvd,,Winnipeg,MB,R3N 1Z3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-149,Columbus Courts Inc.,,,,204  982-2000,,,brenda@lifelease.ca,Murdoch Management,204 982-2000,Bachelor/Studio - $579   (327 sq ft); One Bedroom - $842 (431 sq st)      Large 1BR $842  (654 sq ft),TRUE,Heat; Water,Alarm System; Cameras; Emergency Pull Cord; Enterphone System; Locked Building; On-Site Personnel,Aboveground $24/month / small number of parking stalls available,FALSE,None,"On Edgeland Blvd at Corydon Ave (northbound & southbound) and at Tuxedo Ave (southbound) routes 67,79 & 95",1975,14,Elevator; Party Room; Lounge,Included In Rent,; Tile,253 Edgeland Blvd,,Winnipeg,MB,R3P 0S1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-150,Assiniboine Links (Assisted Living),,,,204 897-6854,,,assiniboinelinks@shaw.ca,,,Bachelor/Studio - $1610-$1937  (342-467 sq/ft); One Bedroom - $1827 - $2388 (405-605 sq/ft) *2nd person + $450,FALSE,Cable; Heat; Hydro; Water,Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel; Victoria Lifeline is included in rent,Surface lot included in rent,TRUE,To grocer,On Roblin Blvd (eastbound & westbound) routes 67 & 79,1922,3,Elevator; Party Room; Storage Locker/Room; renovated in 2001,Included In Rent,Carpet; Vinyl,4025 Roblin Blvd,,Winnipeg,MB,R3R 3V5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-151,Villa Nova Senior Home,,,,204 489-8648,,,jnasuti@shaw.ca,,,One Bedroom - 28% of gross income (625 sq/ft),TRUE,Heat; Water,Alarm System; Enterphone System; On-Site Personnel,Aboveground $12/month,TRUE,To grocer weekly,On Wilkes Ave at Brockville St (eastbound & westbound) route 86,1993,5,Elevator; Party Room; 2 elevators & key fob for entry,Coin Operated,Vinyl,1035 Wilkes Ave,,Winnipeg,MB,R3P 1T1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-152,The Waverley (Assisted living),,http://www.reveraliving.com,,204 487-9600,,,thewaverley@reveraliving.com,Revera Inc.,,Bachelor/Studio - Studio/ Bach starts at $2400 (403 sq/ft); One Bedroom - $2700 (593 sqft)  single occupancy rates; Two Bedroom - $3500 (761-851 sq/ft); Three Bedroom - Extra person add $510 / month,FALSE,Cable; Heat; Hydro; Telephone; Water,Alarm System; Cameras; Emergency Pull Cord; Enterphone System; Key-Card Entry; Locked Building; Night Security; On-Site Personnel; On-Site Security; emergency pendant,Surface lot $46/ mth,TRUE,"To grocer, 2 x per week & scheduled outings","On Wilkes Ave at Waverley St (eastbound & westbound) 64, 84 & 86",1999,3,Air Conditioning; Elevator; Exercise Facilities; Party Room; Recycling Program,"Included In Rent, linens & towels included in laundry service",Carpet; Vinyl,857 Wilkes Ave,,Winnipeg,MB,R3P 2M2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-153,Shaftesbury Park Retirement Residence (Assisted Living),,http://www.allseniorscare.com,,204  885-7272,,,,,,One Bedroom - call for current rent costs; Two Bedroom - call for current rent costs,FALSE,Hydro; Water,Alarm System; Cameras; Emergency Pull Cord; Locked Building; Night Security; On-Site Personnel; On-Site Security,Aboveground included in rent,TRUE,"To grocer 4 X per week, to medical appointments 2X  per week",On Shaftesbury Blvd at Grant Ave (southbound) route 95,2007,3,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Recycling Program; Storage Locker/Room; Family Dining Room;  Tuck Shop;  Beauty Parlour;  Barber;  Theatre;  Library,"Included In Rent, Linens & Towels done weekly",Carpet; Vinyl,905 Shaftesbury Blvd,,Winnipeg,MB,R3P 0Y3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-154,The Parkway II (Assisted Living),,,,204  487-8500,,,reception@theparkway.ca,Marwest Management Canada Ltd.,,One Bedroom - $2450 (650 sqft)   *extra person add $400; Two Bedroom - $3035 (970 sqft)   *extra person add $400,FALSE,Heat; Hydro; Water,Enterphone System; On-Site Personnel; On-Site Security,aboveground $50 /mth,TRUE,to grocer / The Parkway has own bus for transportation,,2012,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; loung cafe;  hair salon;  store;  library;  games room;  billiards room,"En Suite, laundry included in rent",Carpet; Vinyl,95 Paget Street,,Winnipeg,MB,R3P 1E8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-155,The Parkway II,,,,204  487-8500,,,reception@theparkway.ca,Marwest Management Canada Ltd.,,Bachelor/Studio - $875 (543 sq.ft); One Bedroom - $1355 (730 sq.ft); Two Bedroom - $1753 (1087 sq.ft),FALSE,Heat; Hydro; Water,Enterphone System; On-Site Personnel; On-Site Security,aboveground $50/mth   underground $125 /mth,TRUE,no,,2012,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Storage Locker/Room; games room;  billiard room,"En Suite, laundry included in rent",Carpet; Vinyl,95 Paget Street,,Winnipeg,MB,R3P 1E8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-156,Summerland Apartments,,http://www.wredevelopment.ca,,204 269-7677,,,summerland2@yahoo.ca,W.R.E. Development Ltd.,204 889-5409,Bachelor/Studio - $892 (520 sq/ft); One Bedroom - $917 (800 sq/ft); Two Bedroom - $1075 (950 sq/ft); Three Bedroom - $1470 (1200 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; Night Security; On-Site Personnel,Underground $37/month,TRUE,To grocer weekly,"On University Cres at Wedgewood Dr (northbound & southbound) routes 60, 75 & 76",1975,16,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Pool; Recycling Program; Sauna; Large Tropical Atrium;   on site hair salon,Coin Operated,Carpet; Vinyl; Ceramic,77,,Winnipeg,MB,R3T 3N8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-157,Sterling House (Assisted Living),,http://www.homesteadmanitoba.ca,,204 489-4745,,,,Homestead Manitoba,204 338-0170,One Bedroom - $2300 and up  (640-811 sq/ft) * 2nd person +$325; Two Bedroom - $2700 and up (909 sq/ft)        *2nd person + $325,FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel; health care aids evenings and nights,Aboveground $50/month,TRUE,To grocer 1x per week,"On Wilkes Ave at Waverley St (eastbound & westbound) 64, 84 & 86",2004,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room,"Included In Rent, linen service twice a month",Carpet; Vinyl,909 Wilkes Ave,,Winnipeg,MB,R3P 2S5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-158,Southview Plaza,,,,204 269-8078,,,,Globe General Agencies,204 956-2233,One Bedroom - $905 + (619 sq ft); Two Bedroom - $1050 + (839 sq ft); Three Bedroom - $1215+ (1040 sq ft),FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Indoor $35 surface lot $27  2nd stall $65 month to month basis,FALSE,No,"Route 37, 62, 70, 78 on Pembina Hwy",,12,Balcony/Patio; Elevator; Party Room; Pool; Recycling Program; Storage Locker/Room,"Coin Operated, On every floor",Carpet; Vinyl,2080 Pembina hwy,,Winnipeg,MB,R3T 2G9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-159,The Parkway (Assisted Living),,http://www.theparkway.ca,,204 487-8500,,,,Marwest Management Canada Ltd.,204 947-1200,One Bedroom - $2320 (626 sq/ft)  $2530 (760 sq/ft) single rate; Two Bedroom - $3050 (913 sq/ft)      *extra person add $400,FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Security,Aboveground $50 /mth covered $95/mth,TRUE,To grocer one time per week / The Parkway has own bus for transportation,,2007,4,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Movie Theatre;  Chapel;  Private Dining Room;  Games Room;  Entertainment Centre,"Included In Rent, In-suite",Carpet; Vinyl,85 Paget St,,Winnipeg,MB,R3P 0Y8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-160,Silverview Estates,,,,204 275-5644,,,,Laurence Management Group,204 831-9960,"One Bedroom - $1139 + (1000 sq/ft); Two Bedroom - $1149-$1325+ (1022, 1033, 1067 sq/ft)",FALSE,Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground $26/month,TRUE,To grocer and mall weekly,"On Pembina Hwy at Thatcher Dr (northbound & southbound) routes 62, 70 & 78",1989,3,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Library & Hairdresser,"Included In Rent, in-suite",Carpet; Vinyl,2141 Pembina Hwy,,Winnipeg,MB,R3T 5S9,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-161,Riverwood Square (The Landing,,http://www.riverwoodsquare.com,,204 275-7632,,,lsherrin@riverwoodsquare.com,,,One Bedroom - $2795+  (552 - 654 sq ft); Two Bedroom - $3180+  (832 - 912 sq ft),FALSE,Cable; Heat; Hydro; Water,Alarm System; Cameras; Key-Card Entry; Night Security; On-Site Security; Sara Lifeline,Aboveground: $65.00 / month; covered: $90.00 / month,FALSE,once a week to grocer / transportation to medical appointments no charge,At Adamar Rd route 60 & 70,2008,8,Air Conditioning; Elevator; Exercise Facilities; Party Room; Recycling Program; Walk in showers and tubs with seats in some stes theatre;  multipurpose room;  Hair Salon;  licensed lounge & dining room,"Included In Rent, on every floor",Carpet; Tile,Assisted living) 1778 Pembina Hwy,,Winnipeg,MB,R3T 1R2,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-162,Richmond Village,,http://www.rentcanada.com,,204 269-1649,,,,Lakewood Agencies Limited,204 982-5959,One Bedroom - $960 +  (700-795 sq/ft); Two Bedroom - $1055 + (885-980 sq/ft); Three Bedroom - Townhome $1248 +(1160 sq/ft) Utilites not included; Four Bedroom - Townhome $ 1298+ (utilities not included),FALSE,Heat; Hydro; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground; covered & some indoor one stall included in rent,TRUE,No,On Dalhousie Dr at Ulster St (northbound & southbound) route 72,1969,3,Air Conditioning; Balcony/Patio; Recycling Program; Storage Locker/Room; Mixed Housing,Coin Operated,Carpet; Vinyl,106 160 Ulster St,,Winnipeg,MB,R3T 4W3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-163,Rembrandt Gardens,,,,204 275-3289,,,,Globe General Agencies,494 St. James St,One Bedroom - $880+; Two Bedroom - $921+,FALSE,Heat; Hydro; Water,Enterphone System; Locked Building; On-Site Personnel,Surface lot inquire about cost,FALSE,,"On Pembina Hwy routes 51, 62, 70, 78 On Markham routes 51, 63",,3,Air Conditioning; Balcony/Patio; Recycling Program; Storage Locker/Room; Courtyard,Coin Operated,Carpet; Vinyl,2393 & 2395 Pembina Hwy,,Winnipeg,MB,R3T 2H4,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-164,Richmond Gardens,,,,204 261-8145,,,gwsc@shaw.ca,Greater Winnipeg Senior Citizen Non Profit Housing,,Bachelor/Studio - $415 (378 sq/ft); One Bedroom - $506 (525 sq/ft); Two Bedroom - $717  (656 sq/ft),FALSE,Heat; Hydro; Water,Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $35/month,TRUE,To grocer every Monday at 9:30 a.m.,"On Pembina Hwy at Killarney Ave (northbound) routes 37, 62, 70 & 91 and at Kirkbridge Dr (southbound) routes 37, 62, 91 & 109",1974,6,Air Conditioning; Elevator; Party Room; Recycling Program,Coin Operated,Carpet; Tile,2900 Pembina Hwy,,Winnipeg,MB,R3T 3Z3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-165,Lindenwood Terrace (Assisted Living),,http://www.lindenwood.ca,,204 489-2112,,,ltadmin@lindenwood.ca,Winnipeg Mennonite Seniors Care Inc,,One Bedroom - $2208 - $2307    *extra person add $385/month; Two Bedroom - $2708 - $2718    *extra person add $385/month,FALSE,Cable; Heat; Hydro; Telephone; Water,Cameras; Enterphone System; Locked Building; Night Security; On-Site Personnel; grab bars in suite,above ground parking $35 / month,FALSE,to grocery store  bi-weekly,"On Lindenwood Dr routes 84, 86 & 94",2007,,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room,"Included In Rent, in suite laundry",Carpet; Vinyl,100 475 Lindenwood Dr,,Winnipeg,MB,R3P 2P3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-166,Fort Garry Rotary Villa,,,,,,,,Fort Garry Services Incorporated,204 284-7228,Bachelor/Studio - Rent geared to income (367 sq/ft); One Bedroom - Rent geared to income (457 sq/ft),TRUE,Heat; Hydro; Water,Enterphone System; On-Site Personnel,Aboveground $24/month,TRUE,To grocer weekly,On Chevrier Blvd at Hudson St (eastbound & westbound) route 94,1974,2,Balcony/Patio; Elevator; Recycling Program; Guest Suite,Included In Rent,; Tile,528 Hudson St,,Winnipeg,MB,R3T 4E3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-167,Lindenwood Manor (Assisted Living),,http://www.lindenwood.ca,,204 475-9990,,,ltadmin@lindenwood.ca,Winnipeg Mennonite Seniors Care Inc,,One Bedroom - $2043- $2385  (562 sq/ft)  *extra person add $385; Two Bedroom - $2525  (826 sq/ft)    *extra person add $385,FALSE,Cable; Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Locked Building; Night Security; On-Site Personnel; grab bars in suite,Aboveground $35/month,TRUE,To grocer weekly,"On Lindenwood Dr E at Lindenwood Manor (northbound & southbound) routes 84, 86 & 94",2002,,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Recycling Program; Storage Locker/Room,Included In Rent,Carpet; Vinyl,100 475 Lindenwood Dr,,Winnipeg,MB,R3P 2P3,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-168,Fort Garry Plaza,,,,204 475-6412,,,kiwanis@mts.net,,,Bachelor/Studio - $340 (350 sq/ft); One Bedroom - $435 (450 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Locked Building; On-Site Personnel,Aboveground $30/month,TRUE,To grocer,On Point Rd at Portage Ave E (eastbound) route 94 and at Windermere Ave (westbound) route 94,1965,2,Elevator,Coin Operated,Carpet; Vinyl,230 970 Point Rd,,Winnipeg,MB,R3T 1E1,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-169,Delta Manor,,http://www.edisonproperties.ca,,204 940-3480,,,100adamar@edisonproperties.ca,Edison Properties,401 - 20 Fort St.,Bachelor/Studio - *inquire about rent discounts; One Bedroom - starting at $895  (720 sq/ft); Two Bedroom - starting at $996 (810 sq/ft),FALSE,Heat; Hydro; Water,Alarm System; Cameras; Enterphone System; Key-Card Entry; Locked Building; On-Site Personnel,Underground $36/month,TRUE,To grocer once per week,On Pembina Hwy at Adamar Rd (northbound & southbound) routes 60 & 70,1973,12,Air Conditioning; Balcony/Patio; Elevator; Exercise Facilities; Party Room; Pool; Recycling Program; Sauna,", Laundry card system",Carpet; Vinyl,100 Adamar Rd,,Winnipeg,MB,R3T 3X6,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-170,Chancellor Gate,,http://www.karmaproperties.ca,,204 415-5712,,,,Karma Property Management,204 415-5712,One Bedroom - $1025 + (960-1012) sq/ft; Two Bedroom - + den; $1355+  (1012 sq/ft); Three Bedroom - 2 BR + 2 baths; $1400+ (1046 sq/ft),FALSE,Water,Cameras; Enterphone System; Fire Alarm System,aboveground / 1 parking stall included in rent,TRUE,,"On Pembina Hwy at Chancellor Dr (northbound & southbound) routes 62, 70 & 78",2006,4,Air Conditioning; Balcony/Patio; Elevator; Party Room; Recycling Program; Storage Locker/Room; Games Room,Included In Rent,Carpet; laminate flooring,100 919 Chancellor Dr,,Winnipeg,MB,R3T 6B5,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-171,Cooperative Chalet St. Norbert Ltd.,,,,204 275-0901,,,chaletstnorbert@shawbiz.ca,,,One Bedroom - $663 - $698 (562-645 sq/ft); Two Bedroom - $723 - $794 (732-807 sq/ft),TRUE,Heat; Hydro; Water,Alarm System; Emergency Pull Cord; Enterphone System; Locked Building,Aboveground $25/month,TRUE,To grocer every Monday,"On St Pierre St at Avenue du Couvent (southbound) routes 37, 62 & 91",1989,3,Balcony/Patio; Elevator; Party Room; Recycling Program; Storage Locker/Room; fridge and stove,Included In Rent,Carpet; Vinyl,80 St Pierre St,,Winnipeg,MB,R3V 1J8,Canada,Senior Housing
Canada-MB-22-SeniorHousing-22-SeniorHousing-172,Baylor Place,,http://www.rentcanada.com,,204 269-5643,,,,Lakewood Agencies Limited,204 982-5959,One Bedroom - $961+; Two Bedroom - $1162+; Three Bedroom - 3 BR townhome $1370+ (ultilites not included); Four Bedroom - 4 BR townhome $1443+ (utilities not included),FALSE,Heat; Water,Alarm System; Enterphone System; Locked Building; On-Site Personnel,Aboveground one stall included in rent,TRUE,,"On Baylor Ave at Mt Allison Bay (northbound & southbound) routes 37, 62 & 70",1970,3,Air Conditioning; Recycling Program; main floor apts @ 76 Baylor W/C accessible,Coin Operated,Carpet; Vinyl,110 Baylor Pl,,Winnipeg,MB,R3T 3K1,Canada,Senior Housing
