row_id,Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Canada-QC-18-AssistedLiving(Assoc)-output-1699,Vice Versa Châteauguay (7233),"110, rue de Gaspé Ouest",Châteauguay,J6J 0C5,450-698-1919,QC,Canada,Société en commandite Résidence Châteauguay,199,199,Résidence à but lucratif,2016,6/1/2016,8/16/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,3/3/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7233,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1700,Résidence Johanne Girard (7235),"542, boulevard Ste-Anne Ouest",Sainte-Anne-des-Monts,G4V 1V1,418-763-7409,QC,Canada,"Girard, Johanne",4,4,Résidence à but lucratif,2016,5/28/2006,2/22/2017,Aucune,4/14/2017,Repas; Assistance personnelle; Aide domestique,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7235,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1701,Villa Maria (7238),"387, des Tourterelles",Maria,G0C 1Y0,418-759-3404,QC,Canada,9243-3291 Québec Inc.,30,2,Résidence à but lucratif,2016,3/16/2016,3/23/2016,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,3/16/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7238,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1702,Oasis St-Martin (7239),1446 boul. St-Martin O,Laval,H7S 0A3,450-668-1962,QC,Canada,Oasis St-Martin Inc,190,190,Résidence à but lucratif,2016,2/1/2015,11/15/2016,Aucune,12/1/2016,Repas; Assistance personnelle; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7239,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1703,"Chartwell Manoir Saint-Jérôme, Phase 5, résidence pour retraités (7241)",335 rue des Pins,Saint-Jérôme,J7Z 0A2,450-432-9432,QC,Canada,CSH-HCN Lessee (Saint-Jérôme) LP,145,145,Résidence à but lucratif,1997,5/1/2012,9/12/2016,RQRA- Regroupement québecois des résidences pour aînés; RQOH-Réseau québécois des osbl díhabitation; Réseau des offices municipaux díhabitation du Québec; Coopératives díhabitation du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/12/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7241,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1704,Le Renaissance Thetford Mines (7242),"101, rue Monfette Est",Thetford Mines,G6G 1N9,418-335-3999,QC,Canada,9311-9972 Québec inc.,99,99,Résidence à but lucratif,2016,7/1/2016,9/23/2016,Aucune,9/30/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7242,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1705,Pavillon De Boucherville (7243),"782, boulevard Marie-Victorin",Boucherville,J4B 1Y3,450-906-3935,QC,Canada,9027-7062 Québec inc.,23,23,Résidence à but lucratif,2016,6/1/2016,7/17/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,3/3/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7243,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1706,Château Bellevue Thetford Mines (9329-3108 Québec inc.) (7244),"200, rue Kingsville",Thetford Mines,G6G 2B5,418-332-4623,QC,Canada,9329-3108  Québec inc.,142,142,Résidence à but lucratif,2016,7/1/2016,5/25/2017,Aucune,3/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7244,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1707,Le Belvédère du Lac inc. (7245),"301, rue Sanatorium",Lac-Etchemin,G0R 1S0,418-625-2203,QC,Canada,Le Belvédère du Lac inc.,95,95,Résidence à but lucratif,2016,7/1/2016,9/22/2016,Aucune,10/3/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7245,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1708,Résidence Le 22 (7246),"4400, boulevard Jean-Talon Est",Montréal,H1S 1J7,514-372-3838,QC,Canada,Société en commandite le 22,341,341,Résidence à but lucratif,2016,5/2/2016,3/10/2017,RQRA- Regroupement québecois des résidences pour aînés,5/2/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7246,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1709,Résidence le Paradise (7247),"46, rue Berthelot",Pointe-à-la-Croix,G0C 1L0,418-788-0008,QC,Canada,"Thériault, Tina",6,6,Résidence à but lucratif,2017,6/1/2016,5/1/2017,Aucune,3/14/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7247,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1710,La Résidence des Rosiers (7248),"161, rue Régent",Longueuil,J4V 2V3,438-930-4122,QC,Canada,"Lebrun, Karine",24,24,Résidence à but lucratif,2016,5/20/2016,8/15/2017,Aucune,5/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7248,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1711,Résidence Reine-Antier (7249),"60, rue St-Henri",Rivière-du-Loup,G5R 2A1,418-868-9337,QC,Canada,9328-9692 Québec Inc.,84,84,Résidence à but lucratif,2016,10/1/2015,6/8/2017,RQRA- Regroupement québecois des résidences pour aînés,1/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7249,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1712,Rosemont Les Quartiers (7250),"5200, rue Molson",Montréal,H1Y 0A7,514-598-8383,QC,Canada,S.E.C.  Le Sélection agissant par son commandité 9151-3663 Québec inc.,477,477,Résidence à but lucratif,2016,10/29/2014,1/10/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,1/9/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7250,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1713,Résidence La Seigneurie Pavillon St-Joseph (7251),"2465, avenue Saint-Joseph",Saint-Hyacinthe,J2S 5L7,450-771-0205,QC,Canada,9101-7566 Québec inc.,21,21,Résidence à but lucratif,2016,6/1/2016,7/24/2017,Aucune,7/26/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7251,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1714,Résidence Chantal Legault (7252),"423, Nantel",Labelle,J0T 1H0,819-686-5111,QC,Canada,Legault Chantal,4,4,Résidence à but lucratif,2016,7/1/2016,1/16/2017,Aucune,5/30/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7252,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1715,Résidence Boréa (7253),"61, 54e avenue est",Blainville,J7C 2K6,450-508-8073,QC,Canada,société en commandite Boréa,307,307,Résidence à but lucratif,2016,7/1/2016,5/31/2017,RQRA- Regroupement québecois des résidences pour aînés,5/15/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7253,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1716,Coopérative de solidarité d'habitations Le Mieux-Vivre (7254),"8150, boulevard Guillaume Couture",Lévis,G6V 6Y2,418-833-6652,QC,Canada,Coopérative de solidarité d'habitations Le Mieux-Vivre,89,89,Coopérative d'habitation,2016,10/1/2016,8/29/2017,Aucune,9/24/2016,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7254,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1717,Coopérative de solidarité Havre du Petit Village (7255),"177, boulevard Lacombe",Repentigny,J5Z 0E9,450-721-2667,QC,Canada,Coopérative de solidarité Havre du Petit Village,99,97,Coopérative d'habitation,2016,8/1/2016,8/16/2017,Aucune,8/11/2017,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7255,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1718,résidence Soleil sur la Bell (7256),"660, 8 eme Avenue",Senneterre,J0Y 2M0,819-737-2787,QC,Canada,"Chabot-Roy, Sylvie",6,6,Résidence à but lucratif,2016,5/2/2016,7/17/2017,Aucune,5/2/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7256,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1719,Les Jardins du Manoir inc. (7257),"975, boulevard des Chutes",Québec,G1E 2E3,418-660-5959,QC,Canada,Les Jardins du Manoir inc.,49,49,Résidence à but lucratif,2016,3/1/2016,7/3/2017,Aucune,7/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7257,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1720,Manoir Le Buckingham Inc. (7259),"625, rue Georges",Gatineau,J8L 2E1,819-281-5999,QC,Canada,Manoir Le Buckingham Inc.,143,143,Résidence à but lucratif,2016,6/1/2016,1/20/2017,RQRA- Regroupement québecois des résidences pour aînés,7/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7259,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1721,Résidence pour personnes âgées Lavoie inc. (7261),"355, rue Lesage",Saint-Léonard-de-Portneuf,G0A 4A0,418-337-3700,QC,Canada,Lavoie Annie,8,8,Résidence à but lucratif,2016,4/4/2016,3/23/2017,Aucune,10/21/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7261,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1722,Résidence l'Ange-Gardien (7263),"1016, rue des Pivoines",Mascouche,J7L 1H9,450-918-1324,QC,Canada,Dickinson Mario,5,5,Résidence à but lucratif,2016,9/1/2016,8/25/2017,Aucune,4/1/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7263,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1723,Coopérative de solidarité en habitation La Seigneurie de Boucherville (7264),"810, rue Jean-Deslauriers",Boucherville,J4B 0L3,450-356-3100,QC,Canada,Coopérative de solidarité en habitation La Seigneurie de Boucherville,80,80,Coopérative d'habitation,2016,9/20/2016,8/3/2017,Coopératives díhabitation du Québec,9/20/2016,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7264,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1724,Résidence Floréa (7265),"4800, rue d'Angora",Terrebonne,J6X 0H3,450-729-2020,QC,Canada,Société en commandite Floréa,346,346,Résidence à but lucratif,2016,12/1/2016,3/6/2017,RQRA- Regroupement québecois des résidences pour aînés,4/27/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7265,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1725,Maison Louis-Joseph (7266),"22, rue Isabelle",Gatineau,J8Y 5G5,819-525-1474,QC,Canada,Guylaine Gauvreau,5,5,Résidence à but lucratif,2016,9/1/2016,6/12/2017,Aucune,9/1/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7266,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1726,Oasis des peupliers (7268),"4921, rue des peupliers",La Doré,G8J 1E7,418-256-3851,QC,Canada,Saguenay Lac-St-Jean Réservations inc.,19,19,Résidence à but lucratif,2017,2/26/2017,5/8/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,2/26/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7268,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1727,Les Jardins de Ramezay inc. - Phase 2 (7269),"326, rue de Ramezay",Sorel-Tracy,J3P 7P9,450-743-7337,QC,Canada,"Forcier, Chantal; 9255-5044 Québec In",50,50,Résidence à but lucratif,2011,5/1/2011,8/22/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,9/26/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7269,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1728,Les Jardins de Ramezay inc. - Phase 3 (7270),"11, rue Larivière",Sorel-Tracy,J3P 4W2,450-773-7337,QC,Canada,Les Entreprises Martel-Forcier S.E.N.C.,38,20,Résidence à but lucratif,2016,6/1/2016,8/22/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,9/26/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7270,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1729,Pavillon Chapleau inc. (7271),"185, rue Chapleau",Trois-Rivières,G8W 0L6,819-692-3032,QC,Canada,Pavillon Chapleau inc.,54,54,Résidence à but lucratif,2011,6/18/2012,5/11/2017,RQRA- Regroupement québecois des résidences pour aînés,6/20/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7271,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1730,La Maison Julie Beaudet (7272),"361, 3eme Avenue-Est",Amos,J9T 1E8,819-732-5854,QC,Canada,"Beaudet, Julie",9,9,Résidence à but lucratif,2017,1/15/2017,8/30/2017,Aucune,1/15/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7272,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1731,CITÉ LES TROIS R (7273),"850, avenue du Bourg",Saint-Jérôme,J7Z 0H5,450-504-4533,QC,Canada,CITÉ LES TROIS R,65,36,Organisme à but non lucratif (OBNL ou OSBL),2016,12/1/2016,12/21/2016,Aucune,11/28/2016,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7273,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1732,La Mère Poule (7274),"30, rue Maillé",Chénéville,J0V 1E0,819-428-1529,QC,Canada,9344-5278 Québec inc.,9,9,Résidence à but lucratif,2016,10/31/2016,6/9/2017,Aucune,11/21/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7274,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1733,Résidence St-Amour (7275),"77, rue des Frères Vachon",Gatineau,J8R 0H4,819-663-8764,QC,Canada,Tchagnao Alidou,6,6,Résidence à but lucratif,2016,12/1/2016,7/27/2017,Aucune,12/5/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7275,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1734,Le Sélection de Rock Forest (7276),1111 rue du Haut-Bois Nord,Sherbrooke,J1N 1A4,819-933-3340,QC,Canada,Société en commandite Résidence RF,199,199,Résidence à but lucratif,2016,12/1/2016,3/9/2017,RQRA- Regroupement québecois des résidences pour aînés,12/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7276,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1735,La résidence des Laurentides (7277),"30, rue Larocques est",Sainte-Agathe-des-Monts,J8C 1H8,819-774-1414,QC,Canada,RÉSIDENCE DES LAURENTIDES INC.,129,129,Résidence à but lucratif,2016,12/1/2016,4/3/2017,Aucune,5/15/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7277,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1736,Pavillon Rigaud inc. (7280),"4335, boulevard Rigaud",Trois-Rivières,G8Y 0C6,819-375-3032,QC,Canada,Pavillon Rigaud inc.,70,70,Résidence à but lucratif,2016,7/9/2009,9/7/2017,RQRA- Regroupement québecois des résidences pour aînés,10/10/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7280,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1737,Les Résidences du Manoir TR inc. (7281),"4355, boulevard Rigaud

4100, rue de Soulanges",Trois-Rivières,G8Y 0A7,819-374-3032,QC,Canada,Les Résidences du Manoir TR inc.,295,295,Résidence à but lucratif,2007,1/3/2009,8/16/2017,RQRA- Regroupement québecois des résidences pour aînés,10/10/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7281,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1738,Pavillon Notre-Dame de St-Hyacinthe inc. (7282),"2395, rue Notre-Dame",Saint-Hyacinthe,J2S 2R1,450-250-2222,QC,Canada,Pavillon Notre-Dame de St-Hyacinthe inc.,51,8,Résidence à but lucratif,2016,12/1/2016,8/23/2017,Aucune,12/1/2016,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7282,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1739,Résidence Nadia Bastien (7283),"5, rue Venne",Saint-Jacques,J0K 2R0,450-839-3268,QC,Canada,Bastien Nadia,7,7,Résidence à but lucratif,2016,12/1/2016,3/7/2017,Aucune,4/24/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7283,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1740,Résidence La Rose de l'Île Inc. (7287),"486, rue Pierre-Boileau",Montréal,H9C 1V9,514-696-1887,QC,Canada,Mohammadi Fatma,4,4,Résidence à but lucratif,2017,8/1/2016,5/25/2017,RQRA- Regroupement québecois des résidences pour aînés,1/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7287,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1741,Association des personnes en perte d'autonomie de Chibougamau Inc. (7288),"101, Avenue du Parc",Chibougamau,G8P 3A5,418-748-4411,QC,Canada,Association des personnes en perte d'autonomie de Chibougamau Inc.,13,13,Organisme à but non lucratif (OBNL ou OSBL),1995,1/8/1995,2/14/2017,RQOH-Réseau québécois des osbl díhabitation,12/21/2016,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7288,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1742,Résidence des Bâtisseurs - Baie-Saint-Paul (7289),"115, rue Alfred-Morin",Baie-Saint-Paul,G3Z 2C2,418-802-0627,QC,Canada,Société en commandite Baie-Saint-Paul,180,180,Résidence à but lucratif,2017,8/15/2015,3/3/2017,Aucune,2/22/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7289,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1743,Résidence Ékla (7292),"1200, rue Sauvé",Québec,G1W 0G2,418-204-2518,QC,Canada,Société en commandite Ékla,386,386,Résidence à but lucratif,2017,10/20/2015,8/31/2017,RQRA- Regroupement québecois des résidences pour aînés,7/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7292,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1744,Résidence Fleuri-Bois inc. (7293),"2020 rue Thomas-Evans

Sherbrooke (Québec)",Sherbrooke,J1E 0M9,819-564-8782,QC,Canada,Résidence Fleuri-Bois inc.,90,65,Résidence à but lucratif,2017,3/22/2017,6/8/2017,Aucune,3/22/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7293,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1745,Villa des Berges (7294),"3252, chemin des Patriotes",Saint-Ours,J0G 1P0,450-402-0530,QC,Canada,"Laberge, Julie",34,34,Résidence à but lucratif,2017,3/3/2017,8/2/2017,Aucune,3/3/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7294,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1746,Maison des aînés Tapiskwan Obedjwan (7295),"4, rue Niplin",Obedjiwan,G0W 3B0,819-974-1889,QC,Canada,Maison des aînés,16,16,Habitation à loyer modique (HLM),2016,8/15/2016,4/6/2017,Aucune,11/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7295,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1747,Résidence Les Jardins Fleuris Pavillon Pine (7296),"1696, rue Pine",Mascouche,J7L 2N2,450-918-4555,QC,Canada,9355-1604 Québec inc.,9,9,Résidence à but lucratif,2017,6/1/2017,7/27/2017,Aucune,7/9/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7296,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1748,L&L Residence (7297),"5440, rue Légaré",Montréal,H3T 1Z4,514-344-5163,QC,Canada,Murraine Lucinda,5,5,Résidence à but lucratif,2016,5/1/2016,4/4/2017,Aucune,3/16/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7297,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1749,Résidence Au coeur de Bellechasse inc. (7298),"2110, route Principale",Saint-Nérée-de-Bellechasse,G0R 3V0,418-243-3283,QC,Canada,La résidence au Coeur de Bellechassse inc.,13,13,Résidence à but lucratif,2017,4/1/2017,4/10/2017,Aucune,4/4/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7298,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1750,Le Sélection Granby (7299),"35, rue St-Charles Sud",Granby,J2G 0B9,450-305-1919,QC,Canada,Société en commandite Résidence Granby,229,229,Résidence à but lucratif,2017,4/1/2017,7/6/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,4/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7299,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1751,Les Habitations Bordeleau (Phase VII) (7302),"150, Roméo-Gaudreault",Saint-Charles-Borromée,J6E 0W1,450-752-2660,QC,Canada,Construction Bernard Bordeleau Inc.,126,126,Résidence à but lucratif,2017,5/1/2017,7/25/2017,Aucune,6/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7302,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1752,Château Bellevue Pont-Rouge (7303),"9, rue Saint-Christophe",Pont-Rouge,G3H 1K2,418-873-4545,QC,Canada,9341-4829 Québec inc.,184,184,Résidence à but lucratif,2017,7/1/2017,7/7/2017,RQRA- Regroupement québecois des résidences pour aînés,7/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7303,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-1753,Manoir Saint-Antonin (7304),"16, route de l'Église",Saint-Antonin,G0L 2J0,418-605-1829,QC,Canada,Manoir Saint-Antonin,30,30,Organisme à but non lucratif (OBNL ou OSBL),2017,4/18/2017,7/18/2017,RQOH-Réseau québécois des osbl díhabitation; Fédération des OSBL d'habitation du Bas-St-Laurent; Gaspésie et des Iles.,5/1/2017,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7304,Assisted Living
