Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Résidence Le Club La Volière (7160),"1004, Visitation",Saint-Charles-Borromée,J6E 7Y8,450-753-9143,QC,Canada,ASL (LAVOLIERE) Limited Partenership,16,16,Résidence à but lucratif,2014,9/1/2014,4/5/2017,Aucune,9/28/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7160,Assisted Living
Le Noble Âge inc. (7161),"3880, rue Saint-Léon",Saguenay,G7X 3L7,418-695-9969,QC,Canada,Le Noble Âge inc.,30,30,Résidence à but lucratif,2015,1/22/2015,3/17/2017,RQRA- Regroupement québecois des résidences pour aînés,4/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7161,Assisted Living
Résidence du Verger (7164),"917, boul. des Bois-Francs Sud",Victoriaville,G6P 5W1,819-260-3800,QC,Canada,Les Résidences Bujold Lefebvre,52,7,Résidence à but lucratif,2014,2/17/2014,8/15/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,12/17/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7164,Assisted Living
Résidence St-Jean-Eudes (7166),"2098, rue Octave",Saguenay,G7S 4A7,418-543-9670,QC,Canada,Résidence St-Jean-Eudes,26,26,Organisme à but non lucratif (OBNL ou OSBL),2014,7/8/2014,3/20/2017,FROH,12/7/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7166,Assisted Living
Résidence La Bienveillance (7168),"7, rue Rioux",Saint-Jean-de-Dieu,G0L 3M0,418-963-2393,QC,Canada,Résidence La Bienveillance,9,9,Résidence à but lucratif,2015,12/19/2014,8/1/2017,Aucune,1/19/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7168,Assisted Living
Les Habitations Bordeleau phase VI (7169),"301, Visitation",Saint-Charles-Borromée,J6E 0V7,450-752-2660,QC,Canada,Construction Bernard Bordeleau Inc.,93,93,Résidence à but lucratif,2015,8/1/2015,4/12/2017,Aucune,11/30/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7169,Assisted Living
Résidence Émilia (7170),"221, rue Tanguay",Rimouski,G5L 4G4,418-721-4226,QC,Canada,9078-0487 Québec Inc. (Résidence Émilia),22,2,Résidence à but lucratif,2014,1/1/2013,4/5/2016,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,12/1/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7170,Assisted Living
Résidence Grande-Carrière (7173),"1324, rang de la Grande-Carrière",Sainte-Ursule,J0K 3M0,819-721-1389,QC,Canada,Garceau Mario; Nemours Cynth,9,9,Résidence à but lucratif,2015,1/1/2016,4/13/2017,Aucune,12/8/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7173,Assisted Living
Résidence aux Toits Verts (7177),"549, rue Saint-Joseph",La Tuque,G9X 1N5,819-523-9414,QC,Canada,Dicaire Noel Danielle,8,6,Résidence à but lucratif,2015,6/1/2014,5/26/2017,Aucune,12/8/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7177,Assisted Living
Résidence Nathalie Thibeault (7178),"1462, avenue Frontenac",Shawinigan,G9N 2R2,819-852-4547,QC,Canada,Thibeault Nathalie,5,5,Résidence à but lucratif,2013,4/1/2013,12/6/2016,Aucune,11/1/2016,Repas; Assistance personnelle; Aide domestique,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7178,Assisted Living
Résidences St-Aimé inc. (7179),"13-15A, rue Caron",Kingsey Falls,J0A 1B0,819-363-2285,QC,Canada,Résidences St-Aimé inc.,21,21,Organisme à but non lucratif (OBNL ou OSBL),1999,9/1/1999,5/2/2017,RQOH-Réseau québécois des osbl díhabitation,12/8/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7179,Assisted Living
Résidence Christ-Roi (7181),"335, rue Harris",Montréal,H4N 2G8,514-747-9230,QC,Canada,Pierre Marie-Jesula,6,6,Résidence à but lucratif,2015,4/1/2015,12/2/2016,Aucune,11/25/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7181,Assisted Living
Résidence Willowdale Confort inc. (7182),"4800, rue des Érables",Montréal,H9J 1W4,514-626-7049,QC,Canada,Résidence Willowdale Confort inc.,3,3,Résidence à but lucratif,2014,7/7/2014,8/31/2017,Aucune,3/11/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7182,Assisted Living
La Maison Richelieu (7184),"2020, 1re Rue",Richelieu,J3L 3X4,450-447-6226,QC,Canada,Gestion AJÉ inc.,60,29,Résidence à but lucratif,2015,3/28/2015,8/9/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,12/4/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7184,Assisted Living
Résidence l'Orchidée (7187),"4392, chemin du Lac Morgan",Rawdon,J0K 1S0,450-834-7345,QC,Canada,"Cyr Sylvie; Beaudoin,Albe",4,4,Résidence à but lucratif,2015,3/1/2015,1/13/2017,Aucune,6/15/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7187,Assisted Living
Aire de famille (7188),"3340, rue Alexandra",Longueuil,J4T 3E5,450-486-1960,QC,Canada,8897468 Canada Inc.,5,5,Résidence à but lucratif,2015,4/1/2015,8/16/2017,Aucune,8/15/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7188,Assisted Living
Les résidences René-Léosa (7189),"1105, rue des Tours",Drummondville,J2B 0Y4,819-850-8353,QC,Canada,9259-5594 Québec inc.,66,24,Résidence à but lucratif,2015,2/25/2015,5/1/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,2/23/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7189,Assisted Living
Résidence du Coin (7190),"1510, Route 340",Saint-Télesphore,J0P 1Y0,450-269-2407,QC,Canada,"Lalonde, Marie-Lyne",7,7,Résidence à but lucratif,2015,4/29/2015,7/21/2017,Aucune,4/18/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7190,Assisted Living
Villa Dubé Inc. (7191),"20, rue de La Villa",Saint-Jean-de-Dieu,G0L 3M0,418-963-2713,QC,Canada,Villa Dubé Inc.,32,20,Organisme à but non lucratif (OBNL ou OSBL),2015,1/15/2015,5/23/2017,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,11/25/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7191,Assisted Living
Résidence La Mélodie du Bonheur s.e.n.c. (7196),"12940, avenue Frégeau",Saint-Hyacinthe,J2R 1N1,579-228-1255,QC,Canada,Résidence La Mélodie du Bonheur s.e.n.c.,9,9,Résidence à but lucratif,2015,6/1/2015,7/24/2017,Aucune,4/12/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7196,Assisted Living
Résidence Les Doux Instants (7197),4825 rue Cyrille Delage,Laval,H7K 3P2,450-736-0748,QC,Canada,Ginette Lévesque; Pierre Au,9,9,Résidence à but lucratif,2015,6/1/2008,4/12/2016,RQRA- Regroupement québecois des résidences pour aînés,5/26/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7197,Assisted Living
Résidence Beaufort (7198),85 Joseph Gosselin,Gatineau,J8M 1A7,819-617-3902,QC,Canada,Beauchamp Gislaine,9,9,Résidence à but lucratif,2015,3/27/2015,8/3/2017,Aucune,8/30/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7198,Assisted Living
Résidence Le VÜ (7199),"111, rue Bellevue",Sherbrooke,J1J 0A9,819-575-5050,QC,Canada,Société en commandite Le VÜ,320,298,Résidence à but lucratif,2015,3/1/2015,1/20/2016,RQRA- Regroupement québecois des résidences pour aînés,5/3/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7199,Assisted Living
Résidence Desjardins s.e.n.c. (7201),"579, rue des Pionniers",Salaberry-de-Valleyfield,J6S 3P8,450-373-5818,QC,Canada,Résidence Desjardins s.e.n.c.,6,6,Résidence à but lucratif,2015,6/15/2015,8/16/2017,Aucune,5/5/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7201,Assisted Living
Daneen Venasse Ranger (7202),"1435, chemin de chapeau-sheenboro",Chichester,J0X 1M0,819-689-5284,QC,Canada,Daneen Venasse Ranger,4,4,Résidence à but lucratif,2015,6/11/2015,6/8/2017,Aucune,12/15/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7202,Assisted Living
Vice Versa St-Jérôme (7203),"685, boulevard Monseigneur-Dubois",Saint-Jérôme,J7Y 0M3,450-438-0770,QC,Canada,Société en commandite St-Jérôme par 831529,302,197,Résidence à but lucratif,2015,6/25/2015,6/20/2016,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,10/20/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7203,Assisted Living
Résidence Bellevue (7204),"2820, rue Saint-Pierre Ouest",Saint-Hyacinthe,J2T 4S1,450-768-5845,QC,Canada,"St-Pierre, Manon",5,5,Résidence à but lucratif,2015,7/1/2015,6/28/2016,Aucune,3/15/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7204,Assisted Living
Le Quartier Sud (7205),"1150, rue de Courchevel",Lévis,G6W 0M3,418-304-2092,QC,Canada,Société en commandite Quartier Sud,276,276,Résidence à but lucratif,2015,5/9/2015,12/8/2016,RQRA- Regroupement québecois des résidences pour aînés,6/16/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7205,Assisted Living
Résidence Lotbinière (7206),"7497, rue Marie-Victorin",Lotbinière,G0S 1S0,418-796-3434,QC,Canada,Manon Jacques,8,8,Résidence à but lucratif,2015,6/1/2015,2/2/2017,Aucune,3/17/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7206,Assisted Living
Résidence La Seigneurie Pavillon Bourdages (7207),"2456, avenue Bourdages Nord",Saint-Hyacinthe,J2S 5R5,450-771-0205,QC,Canada,9101-7566 Québec Inc.,15,15,Résidence à but lucratif,2015,5/2/2015,10/14/2016,CORPIQ-Corporation des Propriétaires immobiliers du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/2/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7207,Assisted Living
Résidences Chaabi Bel Âge inc. (7209),"1359, rue Chenonceaux",Terrebonne,J6W 5P4,514-995-6443,QC,Canada,Résidences Chaabi Bel Âge inc.,9,9,Résidence à but lucratif,1995,7/1/2015,6/23/2016,Aucune,2/23/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7209,Assisted Living
Accès Santé Services Plus S.E.N.C. (7210),"314, rue Goudreau",Thetford Mines,G6G 4C2,418-755-1768,QC,Canada,Accès Santé Services Plus S.E.N.C.,7,7,Résidence à but lucratif,2015,3/6/2015,6/14/2017,Aucune,12/4/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7210,Assisted Living
Les Résidences Persaud Chestnut inc. (7211),"5039, rue Chestnut, Pierrefonds",Montréal,H8Z 2A7,514-684-9444,QC,Canada,Les Résidences Persaud Chestnut inc.,6,6,Résidence à but lucratif,2015,2/4/2015,5/6/2016,ARFAQ - Association des résidences familiales pour aînés du Québec,2/26/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7211,Assisted Living
Résidence Ghislain Lizotte (7212),"20,rue Boulay",Sayabec,G0J 3K0,418-536-3135,QC,Canada,Ghislain Lizotte,9,9,Résidence à but lucratif,2015,9/1/2015,4/12/2016,Aucune,10/16/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7212,Assisted Living
Résidence Chez Sylvie (7213),"17, rue Prince",Huntingdon,J0S 1H0,450-264-2444,QC,Canada,"Sullivan, Sylvie",7,6,Résidence à but lucratif,2016,12/1/2015,8/1/2017,Aucune,12/5/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7213,Assisted Living
Résidence La Contemporaine (7214),"11055, boulevard de l'Ormière",Québec,G2B 5S1,418-781-0716,QC,Canada,9303-0005 Québec inc.,100,30,Résidence à but lucratif,2015,12/1/2015,3/14/2017,RQRA- Regroupement québecois des résidences pour aînés,4/14/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7214,Assisted Living
Résidence Mont-Champagnat inc. (7215),"7141, avenue Royale",Château-Richer,G0A 1N0,418-824-4215,QC,Canada,Résidence Mont-Champagnat inc.,55,55,Résidence à but lucratif,2015,12/1/2015,8/29/2016,Aucune,3/30/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7215,Assisted Living
Résidence Arc-en-Ciel (7216),18097 Provost,Mirabel,J7J 1G7,450-951-7472,QC,Canada,"Racicot, Jean-Guy",9,8,Résidence à but lucratif,2016,2/15/2016,6/20/2017,RQRA- Regroupement québecois des résidences pour aînés,12/12/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7216,Assisted Living
"Résidence des Bâtisseurs, Louiseville (7217)","211, 9e Avenue",Louiseville,J5V 0A8,819-244-4009,QC,Canada,9306-9201 Québec inc.,97,97,Résidence à but lucratif,2015,10/1/2015,4/24/2017,Aucune,7/5/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7217,Assisted Living
Résidences Cowansville CRP inc. (7218),"117, rue Principale",Cowansville,J2K 1J3,450-266-3757,QC,Canada,Résidences Cowansville (CRP) inc.,52,27,Résidence à but lucratif,2015,11/18/2015,12/15/2016,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,11/30/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7218,Assisted Living
Résidence Les Doux Souvenirs (7219),"29, rue Plourde",Rivière-du-Loup,G5R 5C3,418-867-8872,QC,Canada,Jean-Yves Landry,21,9,Résidence à but lucratif,2015,12/1/2015,4/27/2017,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,12/1/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7219,Assisted Living
Résidence Cockburn S.E.N.C. (7222),"486, rue Cockburn",Drummondville,J2C 4L8,819-474-5786,QC,Canada,Résidence Cockburn S.E.N.C.,9,7,Résidence à but lucratif,2015,10/1/2015,5/8/2017,Aucune,3/29/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7222,Assisted Living
Résidence Diane Lespérance (7223),"189-191, Saint-Joseph",Saint-Alexis-des-Monts,J0K 1V0,819-265-3882,QC,Canada,Lespérance Diane,5,5,Résidence à but lucratif,2015,12/9/2015,6/2/2016,Aucune,9/21/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7223,Assisted Living
Résidence La Famille II (7225),106 rue des Frères Vachon,Gatineau,J8R 0J2,819-700-1737,QC,Canada,Résidence La Famille II,9,9,Résidence à but lucratif,2015,7/1/2015,6/9/2017,Aucune,6/10/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7225,Assisted Living
Le Vice Versa (7226),"467, boulevard Père-Lelièvre",Québec,G1M 0B8,418-683-5757,QC,Canada,Société en Commandite Vanier 3,198,198,Résidence à but lucratif,2016,7/1/2016,7/12/2017,Aucune,7/1/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7226,Assisted Living
Résidence Sheppard et James Victoria (7227),5700 Victoria #202,Montréal,H3W 3H2,514-737-2985,QC,Canada,9294-5922 Québec inc.,17,17,Résidence à but lucratif,2015,9/18/2015,11/15/2016,Aucune,4/13/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7227,Assisted Living
La Clef des champs (7230),"1190, côte du Front",Montebello,J0V 1L0,819-309-3300,QC,Canada,La Clef des champs 9330-3188 Québec inc,9,9,Résidence à but lucratif,2016,5/15/2014,6/9/2017,Aucune,9/1/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7230,Assisted Living
Résidence St-Rodrigue (45e) (7231),"195, 45e Rue Est",Québec,G1H 2R1,581-983-5065,QC,Canada,Paré Nathalie; Desgagné Mart,9,9,Résidence à but lucratif,2016,3/8/2016,9/28/2016,Aucune,5/1/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7231,Assisted Living
"Chartwell Le Teasdale, résidence pour retraités (7232)","950, boulevard Lucille-Teasdale",Terrebonne,J6V 0A7,450-765-2040,QC,Canada,Chartwell Master Care LP,343,343,Résidence à but lucratif,2016,4/1/2016,11/1/2016,RQRA- Regroupement québecois des résidences pour aînés,2/24/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7232,Assisted Living
Vice Versa Châteauguay (7233),"110, rue de Gaspé Ouest",Châteauguay,J6J 0C5,450-698-1919,QC,Canada,Société en commandite Résidence Châteauguay,199,199,Résidence à but lucratif,2016,6/1/2016,8/16/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,3/3/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7233,Assisted Living
Résidence Johanne Girard (7235),"542, boulevard Ste-Anne Ouest",Sainte-Anne-des-Monts,G4V 1V1,418-763-7409,QC,Canada,"Girard, Johanne",4,4,Résidence à but lucratif,2016,5/28/2006,2/22/2017,Aucune,4/14/2017,Repas; Assistance personnelle; Aide domestique,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7235,Assisted Living
Villa Maria (7238),"387, des Tourterelles",Maria,G0C 1Y0,418-759-3404,QC,Canada,9243-3291 Québec Inc.,30,2,Résidence à but lucratif,2016,3/16/2016,3/23/2016,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,3/16/2016,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7238,Assisted Living
Oasis St-Martin (7239),1446 boul. St-Martin O,Laval,H7S 0A3,450-668-1962,QC,Canada,Oasis St-Martin Inc,190,190,Résidence à but lucratif,2016,2/1/2015,11/15/2016,Aucune,12/1/2016,Repas; Assistance personnelle; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7239,Assisted Living
"Chartwell Manoir Saint-Jérôme, Phase 5, résidence pour retraités (7241)",335 rue des Pins,Saint-Jérôme,J7Z 0A2,450-432-9432,QC,Canada,CSH-HCN Lessee (Saint-Jérôme) LP,145,145,Résidence à but lucratif,1997,5/1/2012,9/12/2016,RQRA- Regroupement québecois des résidences pour aînés; RQOH-Réseau québécois des osbl díhabitation; Réseau des offices municipaux díhabitation du Québec; Coopératives díhabitation du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/12/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7241,Assisted Living
Le Renaissance Thetford Mines (7242),"101, rue Monfette Est",Thetford Mines,G6G 1N9,418-335-3999,QC,Canada,9311-9972 Québec inc.,99,99,Résidence à but lucratif,2016,7/1/2016,9/23/2016,Aucune,9/30/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7242,Assisted Living
Pavillon De Boucherville (7243),"782, boulevard Marie-Victorin",Boucherville,J4B 1Y3,450-906-3935,QC,Canada,9027-7062 Québec inc.,23,23,Résidence à but lucratif,2016,6/1/2016,7/17/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,3/3/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7243,Assisted Living
Château Bellevue Thetford Mines (9329-3108 Québec inc.) (7244),"200, rue Kingsville",Thetford Mines,G6G 2B5,418-332-4623,QC,Canada,9329-3108  Québec inc.,142,142,Résidence à but lucratif,2016,7/1/2016,5/25/2017,Aucune,3/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7244,Assisted Living
Le Belvédère du Lac inc. (7245),"301, rue Sanatorium",Lac-Etchemin,G0R 1S0,418-625-2203,QC,Canada,Le Belvédère du Lac inc.,95,95,Résidence à but lucratif,2016,7/1/2016,9/22/2016,Aucune,10/3/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7245,Assisted Living
Résidence Le 22 (7246),"4400, boulevard Jean-Talon Est",Montréal,H1S 1J7,514-372-3838,QC,Canada,Société en commandite le 22,341,341,Résidence à but lucratif,2016,5/2/2016,3/10/2017,RQRA- Regroupement québecois des résidences pour aînés,5/2/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7246,Assisted Living
Résidence le Paradise (7247),"46, rue Berthelot",Pointe-à-la-Croix,G0C 1L0,418-788-0008,QC,Canada,"Thériault, Tina",6,6,Résidence à but lucratif,2017,6/1/2016,5/1/2017,Aucune,3/14/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7247,Assisted Living
La Résidence des Rosiers (7248),"161, rue Régent",Longueuil,J4V 2V3,438-930-4122,QC,Canada,"Lebrun, Karine",24,24,Résidence à but lucratif,2016,5/20/2016,8/15/2017,Aucune,5/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7248,Assisted Living
Résidence Reine-Antier (7249),"60, rue St-Henri",Rivière-du-Loup,G5R 2A1,418-868-9337,QC,Canada,9328-9692 Québec Inc.,84,84,Résidence à but lucratif,2016,10/1/2015,6/8/2017,RQRA- Regroupement québecois des résidences pour aînés,1/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7249,Assisted Living
Rosemont Les Quartiers (7250),"5200, rue Molson",Montréal,H1Y 0A7,514-598-8383,QC,Canada,S.E.C.  Le Sélection agissant par son commandité 9151-3663 Québec inc.,477,477,Résidence à but lucratif,2016,10/29/2014,1/10/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,1/9/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=7250,Assisted Living
