Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,Phone,Latitude,Longitude
NORA SPRINGS CARE CENTER,Free Standing NF/SNF,907 W Congress St,,Nora Springs,50458,IA, USA,Floyd (34),43.1433775,-93.0173976
NORTH CREST LIVING CENTER,Free Standing NF/SNF,34 Northcrest Dr,,Council Bluffs,51503,IA, USA,Pottawattamie (78),41.2726563,-95.8296641
NORTHBROOK MANOR CARE CENTER,Free Standing NF/SNF,6420 Council St NE,,Cedar Rapids,52402,IA, USA,Linn (57),42.0425339,-91.6572922
NORTHCREST SPECIALTY CARE,Free Standing NF/SNF,2001 Heath St,,Waterloo,50703,IA, USA,Blackhawk (07),42.53204400000001,-92.34035
NORTHERN MAHASKA SPECIALTY CARE,Free Standing NF/SNF,2401 Crestview Dr,,Oskaloosa,52577,IA, USA,Mahaska (62),41.31513890000001,-92.6446335
NORTHGATE CARE CENTER,Free Standing NF/SNF,960 4th St NW,,Waukon,52172,IA, USA,Allamakee (03),43.2803209,-91.4805222
NORTHRIDGE VILLAGE,Free Standing NF/SNF,3300 George Washington Carver Ave,,Ames,50014,IA, USA,Story (85),42.0561994,-93.65083519999999
NORWALK NURSING AND REHABILITATION CENTER,Free Standing NF/SNF,921 Sunset Dr,,Norwalk,50211,IA, USA,Warren (91),41.4767823,-93.68216129999999
OAKLAND MANOR,Free Standing NF/SNF,737 N Hwy St,,Oakland,51560,IA, USA,Pottawattamie (78),41.3172022,-95.3874204
OAKNOLL RETIREMENT RESIDENCE,Free Standing NF/SNF,1 Oaknoll Dr,,Iowa City,52246,IA, USA,Johnson (52),41.6512374,-91.5555969
OAKVIEW HOME,Free Standing NF/SNF,511 E Center St,,Conrad,50621,IA, USA,Grundy (38),42.2239713,-92.8676795
OAKWOOD CARE CENTER,Free Standing NF/SNF,400 US-18,,Clear Lake,50428,IA, USA,Cerro Gordo (17),43.14371,-93.392118
OAKWOOD SPECIALTY CARE,Free Standing NF/SNF,200 16th Ave E,,Albia,52531,IA, USA,Monroe (68),41.013299,-92.80279999999999
ODEBOLT SPECIALTY CARE,Free Standing NF/SNF,801 S Des Moines St,,Odebolt,51458,IA, USA,Sac (81),42.304215,-95.24429339999999
OELWEIN HEALTH CARE CENTER,Free Standing NF/SNF,600 7th St SE,,Oelwein,50662,IA, USA,Fayette (33),42.6686513,-91.90560049999999
ON WITH LIFE,Free Standing NF/SNF,715 SW Ankeny Rd,,Ankeny,50023,IA, USA,Polk (77),41.6982629,-93.60875419999999
ON WITH LIFE AT GLENWOOD,Free Standing NF/SNF,714 Lacey St,SUITE 100,Glenwood,51534,IA, USA,Mills (65),41.04007,-95.7364731
OSAGE REHAB & HEALTH CARE CENTER,Free Standing NF/SNF,830 S 5th St,,Osage,50461,IA, USA,Mitchell (66),43.27596229999999,-92.8140624
OSKALOOSA CARE CENTER,Free Standing NF/SNF,605 State Hwy 432,,Oskaloosa,52577,IA, USA,Mahaska (62),41.3019195,-92.6682163
OSSIAN SENIOR HOSPICE,Free Standing NF/SNF,114 Fisher Ave,,Ossian,52161,IA, USA,Winneshiek (96),43.1469919,-91.7681447
PANORA SPECIALTY CARE,Free Standing NF/SNF,805 E Main St,BOX 69,Panora,50216,IA, USA,Guthrie (39),41.69291279999999,-94.3535787
PARK VIEW REHABILITATION CENTER,Free Standing NF/SNF,601 Park Ave,,Sac City,50583,IA, USA,Sac (81),42.42052599999999,-94.9749585
PARKRIDGE SPECIALTY CARE,Free Standing NF/SNF,5800 NE 12th Ave,,Pleasant Hill,50327,IA, USA,Polk (77),41.60077810000001,-93.49472519999999
PARKVIEW CARE CENTER,Free Standing NF/SNF,2237 US-34,,Fairfield,52556,IA, USA,Jefferson (51),41.0025321,-91.8661614
PARKVIEW HOME,Free Standing NF/SNF,102 N Jackson St,,Wayland,52654,IA, USA,Henry (44),41.1471771,-91.6664864
PARKVIEW MANOR,Free Standing NF/SNF,516 13th St,,Wellman,52356,IA, USA,Washington (92),41.47540190000001,-91.8342381
PARKVIEW MANOR CARE CENTER,Free Standing NF/SNF,1009 3rd St,,Reinbeck,50669,IA, USA,Grundy (38),42.3244195,-92.6072547
PATTY ELWOOD CENTER,Free Standing NF/SNF,21668 80th St,,Cresco,52136,IA, USA,Howard (45),43.39946349999999,-92.14593529999999
PEARL VALLEY REHABILITATION AND HEALTH CENTER OF MUSCATINE,Free Standing NF/SNF,2002 Cedar St,,Muscatine,52761,IA, USA,Muscatine (70),41.435294,-91.065901
PEARL VALLEY REHABILITATION AND HEALTHCARE CENTER OF WASHINGTON,Free Standing NF/SNF,601 E Polk St,,Washington,52353,IA, USA,Washington (92),41.2884621,-91.68666499999999
"PEARL VALLEY REHABILITATION AND NURSING AT ESTERVILLE, LLC",Free Standing NF/SNF,2001 1st Ave N,,Estherville,51334,IA, USA,Emmet (32),43.40297,-94.81542879999999
"PEARL VALLEY REHABILITATION AND NURSING AT GOWRIE, LLC",Free Standing NF/SNF,1808 Main St,,Gowrie,50543,IA, USA,Webster (94),42.28319,-94.29970399999999
"PEARL VALLEY REHABILITATION AND NURSING AT LAKE PARK, LLC",Free Standing NF/SNF,1304 S Market St,,Lake Park,51347,IA, USA,Dickinson (30),43.4407405,-95.324733
"PEARL VALLEY REHABILITATION AND NURSING AT PERRY, LLC",Free Standing NF/SNF,2625 Iowa St,,Perry,50220,IA, USA,Dallas (25),41.8342917,-94.0851606
"PEARL VALLEY REHABILITATION AND NURSING AT PRIMGHAR, LLC",Free Standing NF/SNF,735 N Rerick Ave,,Primghar,51245,IA, USA,O'Brien (71),43.0924159,-95.62425669999999
"PEARL VALLEY REHABILITATION AND NURSING AT SUTHERLAND, LLC",Free Standing NF/SNF,506 E 4th St,,Sutherland,51058,IA, USA,O'Brien (71),42.9716189,-95.4912185
PERRY LUTHERAN HOME,Free Standing NF/SNF,2323 Willis Ave,,Perry,50220,IA, USA,Dallas (25),41.8380818,-94.0903925
PINNACLE SPECIALTY CARE,Free Standing NF/SNF,1223 Prairie View Road,,Cedar Falls,50613,IA, United States,Blackhawk (07),42.4906116,-92.4324415
PIONEER VALLEY LIVING AND REHAB,Free Standing NF/SNF,400 Sergeant Square Dr,,Sergeant Bluff,51054,IA, USA,Woodbury (97),42.3944381,-96.3633016
PLEASANT ACRES CARE CENTER,Free Standing NF/SNF,309 Railroad St,,Hull,51239,IA, USA,Sioux (84),43.1873161,-96.14345540000001
PLEASANT MANOR CARE CENTER,Free Standing NF/SNF,413 N Broadway St,,Mt Pleasant,52641,IA, USA,Henry (44),40.9713157,-91.5557348
PLEASANT VIEW CARE CENTER,Free Standing NF/SNF,200 Shannon Dr,,Whiting,51063,IA, USA,Monona (67),42.1255086,-96.15922049999999
PLEASANT VIEW HOME,Free Standing NF/SNF,410 Spruce St,,Albert City,50510,IA, USA,Buena Vista (11),42.773136,-94.952438
PLEASANTVIEW HOME,Free Standing NF/SNF,811 3rd St,,Kalona,52247,IA, USA,Washington (92),41.4904403,-91.7110581
PLYMOUTH MANOR CARE CENTER,Free Standing NF/SNF,954 7th Ave SE,,Le Mars,51031,IA, USA,Plymouth (75),42.78145079999999,-96.15466479999999
POCAHONTAS MANOR,Free Standing NF/SNF,700 NW 7th St,,Pocahontas,50574,IA, USA,Pocahontas (76),42.7407987,-94.6788265
POLK CITY NURSING AND REHABILITATION,Free Standing NF/SNF,1002 W Washington Ave,,Polk City,50226,IA, USA,Polk (77),41.77238979999999,-93.72270089999999
PRAIRIE RIDGE CARE & REHABILITATION,Free Standing NF/SNF,608 Prairie St,,Mediapolis,52637,IA, USA,Des Moines (29),41.0038291,-91.16343549999999
PRAIRIE RIDGE CARE CENTER,Free Standing NF/SNF,1005 7th St NE,,Orange City,51041,IA, USA,Sioux (84),43.0142079,-96.0456742
PRAIRIE VIEW HOME,Free Standing NF/SNF,610 Eastern St,,Sanborn,51248,IA, USA,O'Brien (71),43.18452699999999,-95.643969
PRAIRIE VISTA VILLAGE,Free Standing NF/SNF,2785 1st Ave S,,Altoona,50009,IA, USA,Polk (77),41.6266962,-93.4634263
PREMIER ESTATES OF MUSCATINE,Free Standing NF/SNF,3440 Mulberry Ave,,Muscatine,52761,IA, USA,Muscatine (70),41.446424,-91.08486599999999
PREMIER ESTATES OF TOLEDO,Free Standing NF/SNF,403 Grandview Dr,,Toledo,52342,IA, USA,Tama (86),41.9867286,-92.5876593
"QHC FORT DODGE VILLA, LLC",Free Standing NF/SNF,2721 10th Ave N,,Fort Dodge,50501,IA, USA,Webster (94),42.5149347,-94.1599669
"QHC HUMBOLDT NORTH, LLC",Free Standing NF/SNF,1111 11th Ave N,,Humboldt,50548,IA, USA,Humboldt (46),42.733492,-94.224564
"QHC HUMBOLDT SOUTH, LLC",Free Standing NF/SNF,800 13th St S,,Humboldt,50548,IA, USA,Humboldt (46),42.712465,-94.22758999999999
"QHC MITCHELLVILLE, LLC",Free Standing NF/SNF,114 Carter St SW,,Mitchellville,50169,IA, USA,Polk (77),41.66188319999999,-93.3594111
"QHC WINTERSET NORTH, LLC",Free Standing NF/SNF,411 E Lane St,,Winterset,50273,IA, USA,Madison (61),41.341088,-94.009923
RAMSEY VILLAGE,Free Standing NF/SNF,1611 27th St,,Des Moines,50310,IA, USA,Polk (77),41.60889309999999,-93.65272499999999
RAVENWOOD SPECIALTY CARE,Free Standing NF/SNF,2651 St Francis Dr,,Waterloo,50702,IA, USA,Blackhawk (07),42.4618941,-92.34300089999999
RED OAK HEALTHCARE COMMUNITY,Free Standing NF/SNF,1600 E Summit St,,Red Oak,51566,IA, USA,Montgomery (69),41.0156847,-95.2127239
REGENCY CARE CENTER,Free Standing NF/SNF,815 High Rd,,Norwalk,50211,IA, USA,Warren (91),41.4834568,-93.678168
REGENCY PARK NURSING AND REHABILITATION CENTER,Free Standing NF/SNF,100 Ram Dr,,Jefferson,50129,IA, USA,Greene (37),42.0032097,-94.3743461
REGENCY PARK NURSING AND REHABILITATION CENTER OF CARROLL,Free Standing NF/SNF,500 Valley Dr,,Carroll,51401,IA, USA,Carroll (14),42.052779,-94.863832
REHABILITATION CENTER OF ALLISON,Free Standing NF/SNF,900 7th St,,Allison,50602,IA, USA,Butler (12),42.75583659999999,-92.8043838
REHABILITATION CENTER OF BELMOND,Free Standing NF/SNF,1107 7th St NE,,Belmond,50421,IA, USA,Wright (99),42.8529326,-93.6029526
REHABILITATION CENTER OF DES MOINES,Free Standing NF/SNF,701 Riverview St,,Des Moines,50316,IA, USA,Polk (77),41.6034919,-93.6098373
REHABILITATION CENTER OF HAMPTON,Free Standing NF/SNF,700 2nd St SE,,Hampton,50441,IA, USA,Franklin (35),42.73524500000001,-93.204523
RICEVILLE FAMILY CARE AND THERAPY CENTER,Free Standing NF/SNF,915 Woodland Ave,,Riceville,50466,IA, USA,Mitchell (66),43.354802,-92.5548201
RIDGECREST VILLAGE,Free Standing NF/SNF,4130 Northwest Blvd,,Davenport,52806,IA, USA,Scott (82),41.56337070000001,-90.5845554
RIDGEWOOD SPECIALTY CARE,Free Standing NF/SNF,1977 Albia Rd,,Ottumwa,52501,IA, USA,Wapello (90),41.009818,-92.455568
RISEN SON CHRISTIAN VILLAGE,Free Standing NF/SNF,3000 Risen Son Blvd,,Council Bluffs,51503,IA, USA,Pottawattamie (78),41.23059140000001,-95.8011642
RIVER HILLS VILLAGE,Free Standing NF/SNF,20 Village Cir,,Keokuk,52632,IA, USA,Lee (56),40.43199449999999,-91.4123779
"RIVERVIEW MANOR HEALTHCARE, LLC",Free Standing NF/SNF,17990 S Spencer Rd,,Bettendorf,52722,IA, USA,Scott (82),41.5677499,-90.42218600000001
ROCK RAPIDS HEALTH CENTRE,Free Standing NF/SNF,703 S Union St,,Rock Rapids,51246,IA, USA,Lyon (60),43.4249205,-96.17633409999999
ROCKWELL COMMUNITY NURSING HOME,Free Standing NF/SNF,707 Elm St E,,Rockwell,50469,IA, USA,Cerro Gordo (17),42.988107,-93.1831
ROLLING GREEN VILLAGE,Free Standing NF/SNF,100 6th St,,Nevada,50201,IA, USA,Story (85),42.0118062,-93.45437059999999
ROSE HAVEN NURSING HOME,Free Standing NF/SNF,1500 Franklyn Ave,,Marengo,52301,IA, USA,Iowa (48),41.80413900000001,-92.071761
ROSE VISTA HOME,Free Standing NF/SNF,1109 Normal St,,Woodbine,51579,IA, USA,Harrison (43),41.74420140000001,-95.7090291
ROTARY SENIOR LIVING,Free Standing NF/SNF,500 S Blaine Ave,,Eagle Grove,50533,IA, USA,Wright (99),42.6600504,-93.8930986
ROWLEY MEMORIAL MASONIC HOME,Free Standing NF/SNF,3000 Willis Ave,,Perry,50220,IA, USA,Dallas (25),41.8386471,-94.0760421
RUTHVEN COMMUNITY CARE CENTER,Free Standing NF/SNF,2701 Mitchell St,BOX D,Ruthven,51358,IA, USA,Palo Alto (74),43.127774,-94.888954
SALEM LUTHERAN HOME,Free Standing NF/SNF,2027 College St,,Elk Horn,51531,IA, USA,Shelby (83),41.5938168,-95.05957149999999
SCENIC MANOR,Free Standing NF/SNF,1409 N Fremont St,,Iowa Falls,50126,IA, USA,Hardin (42),42.52904849999999,-93.2610749
SCOTTISH RITE PARK HEALTH CARE CENTER,Free Standing NF/SNF,2909 Woodland Ave,,Des Moines,50312,IA, USA,Polk (77),41.5888092,-93.65560099999999
SHADY OAKS CARE CENTER,Free Standing NF/SNF,1409 W Main St,,Lake City,51449,IA, USA,Calhoun (13),42.264406,-94.750502
SHADY REST CARE CENTER,Free Standing NF/SNF,701 Johnson St NW,,Cascade,52033,IA, USA,Dubuque (31),42.3023782,-91.0212267
SHEFFIELD CARE CENTER,Free Standing NF/SNF,100 Bennett Dr,,Sheffield,50475,IA, USA,Franklin (35),42.893907,-93.20629699999999
SHELL ROCK SENIOR LIVING,Free Standing NF/SNF,920 N Cherry St,,Shell Rock,50670,IA, USA,Butler (12),42.7141169,-92.5704992
SIBLEY SPECIALTY CARE,Free Standing NF/SNF,700 9th Ave N,,Sibley,51249,IA, USA,Osceola (72),43.41089789999999,-95.74123060000001
SIGOURNEY HEALTH CARE,Free Standing NF/SNF,900 S Stone St,,Sigourney,52591,IA, USA,Keokuk (54),41.3265633,-92.2082867
SIMPSON MEMORIAL HOME,Free Standing NF/SNF,1000 N Miller St,,West Liberty,52776,IA, USA,Muscatine (70),41.57817419999999,-91.2584092
SOLON NURSING CARE CENTER,Free Standing NF/SNF,523 E 5th St,,Solon,52333,IA, USA,Johnson (52),41.8010853,-91.4899849
SOUTHERN HILLS SPECIALTY CARE,Free Standing NF/SNF,444 Northwest Blvd,,Ashton,51232,IA, USA,Clarke (20),43.3160001,-95.783388
SOUTHFIELD WELLNESS COMMUNITY,Free Standing NF/SNF,2416 Des Moines St,,Webster City,50595,IA, USA,Hamilton (40),42.4511057,-93.82007929999999
SOUTHRIDGE SPECIALTY CARE,Free Standing NF/SNF,309 W Merle Hibbs Blvd,,Marshalltown,50158,IA, USA,Marshall (64),42.013386,-92.9183237
SPURGEON MANOR,Free Standing NF/SNF,1204 Linden St,,Dallas Center,50063,IA, USA,Dallas (25),41.679747,-93.95890999999999
ST FRANCIS MANOR,Free Standing NF/SNF,2021 4th Ave,,Grinnell,50112,IA, USA,Poweshiek (79),41.74401019999999,-92.70543099999999
ST LUKE LUTHERAN NURSING HOME,Free Standing NF/SNF,1301 St Luke Dr,,Spencer,51301,IA, USA,Clay (21),43.124384,-95.126345
STACYVILLE COMMUNITY NURSING HOME,Free Standing NF/SNF,413 S Broad St,,Stacyville,50476,IA, USA,Mitchell (66),43.43344949999999,-92.7822984
STATE CENTER SPECIALTY CARE,Free Standing NF/SNF,702 3rd St NW,,State Center,50247,IA, USA,Marshall (64),42.0180005,-93.1733533
STONEHILL CARE CENTER,Free Standing NF/SNF,3485 Windsor Ave,,Dubuque,52001,IA, USA,Dubuque (31),42.53174029999999,-90.67052819999999
STRATFORD SPECIALTY CARE,Free Standing NF/SNF,1200 IA-175,BOX 260,Stratford,50249,IA, USA,Hamilton (40),42.2671608,-93.92215999999999
STRAWBERRY POINT LUTHERAN HOME,Free Standing NF/SNF,313 Elkader St,,Strawberry Point,52076,IA, USA,Clayton (22),42.6878125,-91.5342574
SUNNY BROOK LIVING CARE CENTER,Free Standing NF/SNF,400 Highland St,,Fairfield,52556,IA, USA,Jefferson (51),41.0037717,-91.9529993
SUNNY HILL CARE CENTER,Free Standing NF/SNF,1708 Harding St,,Tama,52339,IA, USA,Tama (86),41.9759049,-92.5816449
SUNNY KNOLL CARE CENTRE,Free Standing NF/SNF,135 Warner St,,Rockwell City,50579,IA, USA,Calhoun (13),42.3975041,-94.62004089999999
SUNNY VIEW CARE CENTER,Free Standing NF/SNF,410 NW Ash Dr,,Ankeny,50023,IA, USA,Polk (77),41.735305,-93.6111366
SUNNYCREST MANOR,Free Standing NF/SNF,2375 Roosevelt St,,Dubuque,52001,IA, USA,Dubuque (31),42.5322872,-90.6541917
SUNNYCREST NURSING CENTER,Free Standing NF/SNF,401 Crisman St,,Dysart,52224,IA, USA,Tama (86),42.1702418,-92.30813429999999
SUNRISE HILL CARE CENTER,Free Standing NF/SNF,909 6th St,,Traer,50675,IA, USA,Tama (86),42.18878279999999,-92.4602914
SUNRISE RETIREMENT COMMUNITY,Free Standing NF/SNF,5501 Gordon Dr,,Sioux City,51106,IA, USA,Woodbury (97),42.4772293,-96.3372811
SUNRISE TERRACE NURSING & REHABILITATION CENTER,Free Standing NF/SNF,706 W Central Ave,,Winfield,52659,IA, USA,Henry (44),41.1267764,-91.44673449999999
SUNSET KNOLL CARE AND REHAB CENTER,Free Standing NF/SNF,401 W 5th St,,Aurelia,51005,IA, USA,Cherokee (18),42.71603589999999,-95.4407851
TABOR MANOR CARE CENTER,Free Standing NF/SNF,209 Main Street,,Tabor,51653,IA, United States,Fremont (36),40.89129659999999,-95.67132699999999
THE ALVERNO HEALTH CARE FACILITY,Free Standing NF/SNF,849 13th Ave N,,Clinton,52732,IA, USA,Clinton (23),41.85850069999999,-90.2046148
THE AMBASSADOR SIDNEY INC,Free Standing NF/SNF,115 S Main St,,Sidney,51652,IA, USA,Fremont (36),40.7362951,-95.64697969999999
THE BRIDGES AT ANKENY,Free Standing NF/SNF,3510 NW Abilene Rd,,Ankeny,50023,IA, USA,Polk (77),41.7562806,-93.628545
THE COTTAGES,Free Standing NF/SNF,1742 Main St,,Pella,50219,IA, USA,Marion (63),41.42844499999999,-92.91569899999999
THE MADISON,Free Standing NF/SNF,1702 41st St,,Fort Madison,52627,IA, USA,Lee (56),40.62243899999999,-91.3648429
THE NEW HOMESTEAD CARE CENTER,Free Standing NF/SNF,2306 State St,,Guthrie Center,50115,IA, USA,Guthrie (39),41.68009199999999,-94.48499699999999
THE VILLAGE,Free Standing NF/SNF,1203 N E St,,Indianola,50125,IA, USA,Warren (91),41.373214,-93.57073799999999
THE VILLAGE AT LEGACY POINTE NURSING FACILITY,Free Standing NF/SNF,1645 SE Holiday Crest Cir,,Waukee,50263,IA, USA,Dallas (25),41.612992,-93.8400101
THE VINTON LUTHERAN HOME,Free Standing NF/SNF,1301 2nd Ave,,Vinton,52349,IA, USA,Benton (06),42.15867799999999,-92.02360399999999
THOMAS REST HAVEN,Free Standing NF/SNF,217 Main St,,Coon Rapids,50058,IA, USA,Carroll (14),41.871393,-94.674127
THORNTON MANOR CARE CENTER,Free Standing NF/SNF,1329 Main St,,Lansing,52151,IA, USA,Allamakee (03),43.360156,-91.2345945
TIMELY MISSION NURSING HOME,Free Standing NF/SNF,109 Mission Dr,,Buffalo Center,50424,IA, USA,Winnebago (95),43.3887026,-93.95308910000001
TITONKA CARE CENTER,Free Standing NF/SNF,312 1st Ave NW,,Titonka,50480,IA, USA,Kossuth (55),43.2359979,-94.04501929999999
TOUCHSTONE HEALTHCARE COMMUNITY,Free Standing NF/SNF,1800 Indian Hills Dr,,Sioux City,51104,IA, USA,Woodbury (97),42.533748,-96.38675660000001
TRINITY CENTER AT LUTHER PARK,Free Standing NF/SNF,1555 Hull Ave,,Des Moines,50316,IA, USA,Polk (77),41.621601,-93.59556669999999
TRIPOLI NURSING & REHAB,Free Standing NF/SNF,604 3rd St SW,,Tripoli,50676,IA, USA,Bremer (09),42.8039187,-92.262408
TRU REHAB OF GRINNELL,Free Standing NF/SNF,415 6th Ave W,,Grinnell,50112,IA, USA,Poweshiek (79),41.7461578,-92.7429087
TWILIGHT ACRES,Free Standing NF/SNF,600 W 6th St,,Wall Lake,51466,IA, USA,Sac (81),42.2761429,-95.0974066
UNION PARK HEALTH SERVICES,Free Standing NF/SNF,2401 E 8th St,,Des Moines,50316,IA, USA,Polk (77),41.6167317,-93.60718039999999
UNITED PRESBYTERIAN HOME,Free Standing NF/SNF,1203 E Washington St,,Washington,52353,IA, USA,Washington (92),41.2980211,-91.6783356
UNIVERSITY PARK NURSING AND REHABILITATION CENTER,Free Standing NF/SNF,233 University Ave,,Des Moines,50314,IA, USA,Polk (77),41.6008029,-93.6210502
URBANDALE HEALTH CARE CENTER,Free Standing NF/SNF,4614 NW 84th St,,Johnston,50131,IA, USA,Polk (77),41.656481,-93.73436769999999
VALLEY VIEW COMMUNITY,Free Standing NF/SNF,108 S High St,,Greene,50636,IA, USA,Butler (12),42.89136999999999,-92.80765439999999
VALLEY VIEW SPECIALTY CARE,Free Standing NF/SNF,2313 15th Ave,,Eldora,50627,IA, USA,Hardin (42),42.358353,-93.113449
VALLEY VIEW VILLAGE,Free Standing NF/SNF,2555 Guthrie Ave,,Des Moines,50317,IA, USA,Polk (77),41.6139889,-93.56976999999999
VALLEY VUE CARE CENTER,Free Standing NF/SNF,108 2nd Ave,BOX 200,Armstrong,50514,IA, USA,Emmet (32),43.396888,-94.4864211
VISTA WOODS CARE CENTER,Free Standing NF/SNF,3 Pennsylvania Pl,,Ottumwa,52501,IA, USA,Wapello (90),41.0275261,-92.38545189999999
WAPELLO SPECIALTY CARE,Free Standing NF/SNF,601 US-61,,Wapello,52653,IA, USA,Louisa (58),41.1716467,-91.18890379999999
WELLINGTON PLACE,Free Standing NF/SNF,2479 River Rd,,Decorah,52101,IA, USA,Winneshiek (96),43.300197,-91.746498
WESLEY ACRES,Free Standing NF/SNF,3520 Grand Ave,,Des Moines,50312,IA, USA,Polk (77),41.58339549999999,-93.66457609999999
WESLEY PARK CENTRE,Free Standing NF/SNF,500 1st St N,,Newton,50208,IA, USA,Jasper (50),41.7033376,-93.05288499999999
WEST BEND HEALTH AND REHABILITATION,Free Standing NF/SNF,203 4th St N,,West Bend,50597,IA, USA,Palo Alto (74),42.9663768,-94.4486494
WEST BRIDGE CARE & REHABILITATION,Free Standing NF/SNF,1015 W Summit St,,Winterset,50273,IA, USA,Madison (61),41.33027379999999,-94.0255901
WEST POINT CARE CENTER,Free Standing NF/SNF,607 6th St,,West Point,52656,IA, USA,Lee (56),40.721872,-91.45058859999999
WEST RIDGE SPECIALTY CARE,Free Standing NF/SNF,1904 W Howard St,,Knoxville,50138,IA, USA,Marion (63),41.3111767,-93.11658659999999
WESTBROOK ACRES,Free Standing NF/SNF,605 Garfield St,,Gladbrook,50635,IA, USA,Tama (86),42.183298,-92.7203973
WESTHAVEN COMMUNITY,Free Standing NF/SNF,112 W 4th St,,Boone,50036,IA, USA,Boone (08),42.0602578,-93.8932834
WESTMONT HEALTHCARE COMMUNITY,Free Standing NF/SNF,314 S Elm Ave,,Logan,51546,IA, USA,Harrison (43),41.6404198,-95.7940103
WESTRIDGE QUALITY CARE & REHABILITATION,Free Standing NF/SNF,600 Manor Dr,,Clarinda,51632,IA, USA,Page (73),40.7301576,-95.0452803
WESTVIEW ACRES CARE CENTER,Free Standing NF/SNF,203 SW Lorraine St,,Leon,50144,IA, USA,Decatur (27),40.7396146,-93.7610273
WESTVIEW CARE CENTER,Free Standing NF/SNF,445 8th Ave SW,,Britt,50423,IA, USA,Hancock (41),43.09286910000001,-93.81205849999999
WESTVIEW OF INDIANOLA CARE CENTER,Free Standing NF/SNF,1900 W 3rd Pl,,Indianola,50125,IA, USA,Warren (91),41.35756419999999,-93.5865532
WESTWING PLACE,Free Standing NF/SNF,1118 11th St,,DeWitt,52742,IA, USA,Clinton (23),41.8259131,-90.5466292
WESTWOOD SPECIALTY CARE,Free Standing NF/SNF,4201 Fieldcrest Dr,,Sioux City,51103,IA, USA,Woodbury (97),42.5055726,-96.46208159999999
WHEATLAND MANOR,Free Standing NF/SNF,316 E Lincoln Way,,Wheatland,52777,IA, USA,Clinton (23),41.8335212,-90.83191839999999
WILLOW DALE WELLNESS VILLAGE,Free Standing NF/SNF,404 1st St,,Ida Grove,51445,IA, USA,Ida (47),42.3456265,-95.4705427
WILLOW GARDENS CARE CENTER,Free Standing NF/SNF,455 31st St,,Marion,52302,IA, USA,Linn (57),42.03099159999999,-91.578722
WILTON RETIREMENT COMMUNITY,Free Standing NF/SNF,307 Ovesen Dr,,Wilton,52778,IA, USA,Muscatine (70),41.5960694,-91.01390769999999
WINDMILL MANOR,Free Standing NF/SNF,2332 Liberty Dr,,Coralville,52241,IA, USA,Johnson (52),41.6990474,-91.6208934
WINSLOW HOUSE CARE CENTER,Free Standing NF/SNF,3456 Indian Creek Rd,,Marion,52302,IA, USA,Linn (57),42.0552588,-91.5893732
WOODLAND TERRACE,Free Standing NF/SNF,1922 5th Ave NW,,Waverly,50677,IA, USA,Bremer (09),42.73120399999999,-92.49301439999999
CHILDSERVE HABILITATION CENTER-NF,Free Standing NF,5900 Pioneer Pkwy,,Johnston,50131,IA, USA,Polk (77),41.660943,-93.699798
GRAND MEADOWS,Free Standing NF,5300 Grand Meadow Dr,,Asbury,52002,IA, USA,Dubuque (31),42.5130116,-90.7545344
IOWA VETERANS HOME,Free Standing NF,1301 Summit St,,Marshalltown,50158,IA, USA,Marshall (64),42.05478909999999,-92.93333
MANNING REGIONAL HEALTH CARE CENTER NF,Free Standing NF,402 Main St,,Manning,51455,IA, USA,Carroll (14),41.90792099999999,-95.06491199999999
REHABILITATION CENTER OF LISBON,Free Standing NF,905 W Main St,,Lisbon,52253,IA, USA,Linn (57),41.9225116,-91.39453639999999
ADELINE COMMUNITY LIVING HOME,RCF/ID,1251 Adeline St,,Dubuque,52003,IA, USA,Dubuque (31),42.4836699,-90.6765238
ALTERNATIVE LIVING-CURTIS,RCF/ID,303 N Frederick Ave,,Oelwein,50662,IA, USA,Fayette (33),42.6824172,-91.9133426
CAMELOT SQUARE GROUP HOME,RCF/ID,1011 5th Ave N,,Denison,51442,IA, USA,Crawford (24),42.0218301,-95.35901980000001
EAGLE GROVE GROUP HOME,RCF/ID,605 E Broadway St,,Eagle Grove,50533,IA, USA,Wright (99),42.66437619999999,-93.89444929999999
EMERSON HOUSE,RCF/ID,2009 Coachman Dr,,Waterloo,50701,IA, USA,Blackhawk (07),42.5045632,-92.3913748
FAIRWAY GROUP HOME,RCF/ID,2221 Fairway Ln,,Waterloo,50701,IA, USA,Blackhawk (07),42.48076859999999,-92.3798486
GUGELER GROUP HOME,RCF/ID,2205 Northern Dr,,Burlington,52601,IA, USA,Des Moines (29),40.832362,-91.14787729999999
HANDICAPPED DEVELOPMENT CENTER #7,RCF/ID,4109 White Pines Dr,,Davenport,52804,IA, USA,Scott (82),41.529607,-90.63599169999999
HANDICAPPED DEVELOPMENT CENTER #8,RCF/ID,3518 Hillandale Rd,,Davenport,52806,IA, USA,Scott (82),41.55704679999999,-90.6203127
HANDICAPPED DEVELOPMENT CENTER #9,RCF/ID,1815 W 59th St,,Davenport,52806,IA, USA,Scott (82),41.58094349999999,-90.6030666
HARRISON HOUSE,RCF/ID,204 E Harrison St,,Jefferson,50129,IA, USA,Greene (37),42.0144996,-94.3724191
HIGHLAND PARK GROUP HOME,RCF/ID,3417 5th Ave,,Des Moines,50313,IA, USA,Polk (77),41.6265848,-93.6232138
