row_id,LICENSE #,Facility Name,Facility Type,Address Line 1,City,Zip Code,County,OWNER,Adm First,Adm Last,Telephone,Certified Beds,Licensure Effective,Licensure Expiration,Region,Country
USA-KY-92-KY-NursingHome-long_term_care-267,100760,ST ELIZABETH FLORENCE SNF,Long-Term Care,4900 HOUSTON ROAD,FLORENCE,41042,BOONE,"ST. ELIZABETH MEDICAL CENTER, INC.",AMY,THOMPSON,(859) 212-4302,16,11/1/2016,10/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-268,100759,ST ELIZABETH FT THOMAS SNF,Long-Term Care,85 NORTH GRAND AVENUE,FORT THOMAS,41075,CAMPBELL,"ST. ELIZABETH MEDICAL CENTER, INC.",AMY,THOMPSON,(859) 572-3530,26,11/1/2016,10/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-269,100253,ST MATTHEWS CARE CENTER,Long-Term Care,227 BROWNS LANE,LOUISVILLE,40207,JEFFERSON,"ST MATTHEWS LEASING, LLC",JOSH,SCHINDLER,(502) 893-2595,125,11/1/2016,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-270,100290,Stanford Care And Rehabilitation,Long-Term Care,105 HARMON HEIGHTS,STANFORD,40484,LINCOLN,"Stanford Leasing, LLC",Dawn,Lewis,(606) 365-2141,128,1/20/2017,1/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-271,100445,STANTON NURSING AND REHABILITATION CENTER,Long-Term Care,31 DERICKSON LANE,STANTON,40380,POWELL,"STANTON HEALTH FACILITIES, L.P.",JOSEPH,DONCHATZ,(606) 663-2846,81,7/1/2017,6/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-272,100277,SUNRISE MANOR NURSING HOME,Long-Term Care,717 NORTH LINCOLN BLVD,HODGENVILLE,42748,LARUE,"LP HODGENVILLE, LLC",HUGHES,ASH,(270) 358-3103,137,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-273,100312,SUPERIOR CARE HOME,Long-Term Care,100 MARSHALL COURT,PADUCAH,42001,MCCRACKEN,"SUPERIOR CARE HOMES, INC.",JENNIFER,MYERS,(270) 442-6884,108,12/1/2016,11/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-274,101153,SYMPHONY AT OAKLAWN,Long-Term Care,100 SHELBY STATION DR,LOUISVILLE,40245,JEFFERSON,"Shely Station Senior Care, LLC",SHAUNA,DARBYSHIRE,(502) 208-2906,,10/1/2016,9/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-275,100761,T J SAMSON COMMUNITY HOSPITAL,Long-Term Care,1301 N RACE ST,GLASGOW,42141,BARREN,"T. J. SAMSON COMMUNITY HOSPITAL, INC.",JIM,REID,(270) 651-4444,16,1/1/2017,12/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-276,100420,TAYLOR MANOR NURSING HOME,Long-Term Care,300 BERRY AVENUE,VERSAILLES,40383,WOODFORD,"TAYLOR MANOR, INC.",MARY,FAUSTINA ZUGELDER,(859) 873-4201,0,1/1/2017,12/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-277,100946,TELFORD TERRACE,Long-Term Care,1025 ROBERT L TELFORD DRIVE,RICHMOND,40475,MADISON,"MCCREADY MANOR, INC.",GILBERT,SHEW,(859) 626-5200,26,10/1/2016,9/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-278,100203,THE EPISCOPAL CHURCH HOME,Long-Term Care,7504 WESTPORT ROAD,LOUISVILLE,40222,JEFFERSON,THE EPISCOPAL CHURCH HOME INC,BEVERLY,EDWARDS,(502) 736-7800,139,10/1/2016,9/30/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-279,100551,THE FORUM AT BROOKSIDE,Long-Term Care,200 BROOKSIDE DRIVE,LOUISVILLE,40243,JEFFERSON,"FIVE STAR BROOKSIDE, LLC",SARA,SHAW,(502) 245-3048,40,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-280,100222,THE GOOD SAMARITAN SOCIETY-JEFFERSONTOWN,Long-Term Care,3500 GOOD SAMARITAN WAY,JEFFERSONTOWN,40299,JEFFERSON,"THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, I",VALARIE,HUNTER,(502) 267-7403,98,7/1/2017,6/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-281,100393,THE GRANDVIEW NURSING & REHABILITATION FACILITY,Long-Term Care,640 WATER TOWER BYPASS,CAMPBELLSVILLE,42719,TAYLOR,"CNRF, LLC",CYNTHIA,O'BANION,(270) 465-4321,81,5/1/2017,4/30/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-282,100771,THE HERITAGE,Long-Term Care,192 BACON CREEK ROAD,CORBIN,40702,WHITLEY,WHITLEY COUNTY LLC,CATHY,WILLIS,(606) 526-1900,85,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-283,101207,THE HOMEPLACE AT MIDWAY,Long-Term Care,671 EAST STEPHENS STREET,MIDWAY,40347,WOODFORD,"THE HOME PLACE AT MIDWAY, INC.",TONYA,COX,(502) 254-4275,23,11/1/2016,10/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-284,100438,THE JORDAN CENTER,Long-Term Care,270 E CLAYTON LANE,LOUISA,41230,LAWRENCE,"MCKENZIE HEALTH CARE, LLC",DAVID,MCKENZIE,(606) 638-4586,104,3/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-285,100991,THE NEIGHBORHOOD NURSING FACILITY,Long-Term Care,100 NEIGHBORLY WAY,SOMERSET,42503,PULASKI,"MORNINGSIDE OF KENTUCKY, LP",SHARON,REYNOLDS,(606) 677-0166,0,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-286,100737,THE TERRACE NURSING & REHABILITATION CENTER,Long-Term Care,1043 BROOKLYN BOULEVARD,BEREA,40403,MADISON,BEREA AREA DEVELOPMENT LLC,PAULA,STRUNK,(859) 228-0551,102,2/1/2017,1/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-287,100735,THE TRANSITIONAL CARE CENTER OF OWENSBORO,Long-Term Care,1201 PLEASANT VALLEY ROAD,OWENSBORO,42303,DAVIESS,"OWENSBORO HEALTH, INC.",JOY,EVERLY,(270) 688-2000,30,10/1/2016,9/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-288,100469,THE VILLA AT CHEVY CHASE,Long-Term Care,319 DUKE ROAD,LEXINGTON ,40502,FAYETTE,"DUKE ROAD PERSONAL CARE , LLC",SOLOMON,VAN METER,(859) 266-6031,,7/1/2017,6/30/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-289,100326,"THE VILLAGE OF LEBANON II, LLC",Long-Term Care,105 VILLAGE WAY,LEBANON,40033,MARION,"THE VILLAGE OF LEBANON, LLC",LINDA,ROSS,(270) 692-9000,38,8/1/2017,7/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-290,100646,"THE VILLAGE OF LEBANON II, LLC",Long-Term Care,105 VILLAGE WAY,LEBANON,40033,MARION,"THE VILLAGE OF LEBANON II, LLC",LINDA,ROSS,(270) 692-9000,16,8/1/2017,7/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-291,101215,THE WILLOWS AT CITATION,Long-Term Care,1376 SILVER SPRINGS DRIVE,LEXINGTON,40511,FAYETTE,"TRILOGY HEALTHCARE OF FAYETTE III, LLC",Brittany,Faucher,(859) 277-0320,54,6/1/2017,5/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-292,101286,THE WILLOWS AT FRITZ FARM,Long-Term Care,2710 MAN O WAR BLVD,LEXINGTON ,40515,FAYETTE,"TRILOGY HEALTHCARE OF FAYETTE II, LLC",BETH,BLAIR,859-273-0088,54,2/21/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-293,101136,THE WILLOWS AT HAMBURG,Long-Term Care,2531 OLD ROSEBUD ROAD,LEXINGTON,40509,FAYETTE,"TRILOGY HEALTHCARE OF FAYETTE 1, LLC",Samuel,Frazier,(859) 543-0337,64,12/1/2016,11/30/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-294,100762,THE WILLOWS AT HARRODSBURG,Long-Term Care,464 LINDEN AVENUE,HARRODSBURG,40330,MERCER,"TRILOGY HEALTHCARE OF MERCER, LLC",RACHEL,HETTINGER,(859) 734-2953,34,3/1/2017,2/28/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-295,100651,THOMSON-HOOD VETERANS CENTER,Long-Term Care,100 VETERANS DRIVE,WILMORE,40390,JESSAMINE,COMMONWEALTH OF KENTUCKY,BENJAMIN,SWEGER,(859) 858-2814,285,9/1/2017,8/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-296,100436,TRADEWATER POINTE,Long-Term Care,100 W. RAMSEY,DAWSON SPRINGS,42408,HOPKINS,"CORE POINT GROUP, INC.",TYLER,RUMMAGE,(270) 797-8132,60,11/1/2016,10/31/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-297,100548,TREYTON OAK TOWERS,Long-Term Care,211 WEST OAK STREET,LOUISVILLE,40203,JEFFERSON,THIRD & OAK CORPORATION,MIKE,WIDEMAN,(502) 589-3211,60,1/1/2017,12/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-298,100767,TRI-CITIES NURSING & REHABILITATION CENTER,Long-Term Care,19101 US HIGHWAY 119 NORTH,CUMBERLAND,40823,HARLAN,"HANGING ROCK, LTC, LLC",JEFF,WILDER,(606) 589-5421,85,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-299,100957,TRINITY STATION RETIREMENT COMMUNITY,Long-Term Care,2121 ARGILLITE ROAD,FLATWOODS,41139,GREENUP,"ADVANCED LIVING, INC.",JAMES,BAILEY,(606) 833-1111,0,5/1/2017,4/30/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-300,100094,TWIN RIVERS NURSING AND REHAB CENTER,Long-Term Care,2420 W. 3RD ST.,OWENSBORO,42301,DAVIESS,"OWENSBORO HEALTH FACILITIES, L.P.",ERIC,ROSS,(270) 685-3141,132,8/1/2017,7/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-301,100511,VANCEBURG REHABILITATION AND CARE,Long-Term Care,58 EASTHAM STREET,VANCEBURG,41179,LEWIS," VANCEBURG LEASING, LLC",JOY,DINGESS,(606) 796-3046,94,1/1/2017,12/31/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-302,100429,VILLAGE CARE CENTER,Long-Term Care,2990 RIGGS AVENUE,ERLANGER,41018,KENTON,"BAPTIST CONVALESCENT CENTER, INC.",ANTHONY,ZUBROWSKI,(859) 727-9330,100,9/1/2016,Renewal Pending,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-303,100925,VILLASPRING OF ERLANGER,Long-Term Care,630 VIOX DRIVE,ERLANGER,41018,KENTON,"VILLASPRING HEALTH CARE CENTER, LLC",ADAM,LEWANDOWSKI,(859) 727-6700,140,8/1/2017,7/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-304,100648,WELLINGTON PARC OF OWENSBORO,Long-Term Care,2885 NEW HARTFORD RD,OWENSBORO,42303,DAVIESS,"WELLINGTON PARC HEALTH SYSTEMS, INC.",PHILIP,TRAVIS,(270) 685-2374,44,7/1/2017,6/30/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-305,100491,WENDELL FOSTER'S CAMPUS FOR DEVELOPMENTAL DISABILI,Long-Term Care,815 TRIPLETT STREET,OWENSBORO,42302,DAVIESS,WENDELL FOSTER'S CAMPUS FOR DEVELOPMENTAL DISABILI,BOB,TARRANT,(270) 683-4517,63,2/1/2017,1/31/2018,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-306,100230,WESLEY MANOR,Long-Term Care,5012 EAST MANSLICK RD,LOUISVILLE,40219,JEFFERSON,"WESLEY MANOR RETIREMENT COMMUNITY, INC.",JERRY,HOGANSON,(502) 969-3277,68,4/1/2017,3/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-307,100889,WESLEY VILLAGE,Long-Term Care,1125 LEXINGTON ROAD,WILMORE,40390,JESSAMINE,"UNITED METHODIST RETIREMENT COMMUNITY, INC.",GLENDA,CREECH,(859) 858-3865,0,12/1/2016,12/1/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-308,100340,WEST LIBERTY NURSING & REHABILITATION CENTER,Long-Term Care,774 LIBERTY ROAD,WEST LIBERTY ,41472,MORGAN,DIVERSICARE LEASING CORP.,TIFFANEY,COX,(606) 743-3846,48,6/1/2017,5/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-309,100490,WESTERN STATE NURSING FACILITY,Long-Term Care,2400 RUSSELLVILLE ROAD,HOPKINSVILLE,42240,CHRISTIAN,COMMONWEALTH OF KENTUCKY,ROGER,WESTFALL,(270) 889-6025,144,10/1/2016,9/30/2017,WEB,US
USA-KY-92-KY-NursingHome-long_term_care-310,100242,WESTMINSTER TERRACE,Long-Term Care,2116 BUECHEL BANK ROAD,LOUISVILLE,40218,JEFFERSON,"PRESBYTERIAN HOMES & SERVICES OF KY, INC.",CRAIG,JENNINGS,(502) 499-9383,112,11/1/2016,10/31/2017,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-311,100192,WESTPORT CARE CENTER,Long-Term Care,1101 LYNDON LANE,LOUISVILLE,40222,JEFFERSON,"CAMELOT LEASING, LLC",AMANDA,ROSENGARN,(502) 425-0331,145,6/1/2017,5/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-312,101144,WESTPORT PLACE HEALTH CAMPUS,Long-Term Care,4247 WESTPORT ROAD,LOUISVILLE,40207,JEFFERSON,"TRILOGY HEALTHCARE OF LOUISVILLE EAST, LLC",CHRIS,BOYD,(502) 893-3033,62,7/1/2017,6/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-313,100488,WILLIAMSBURG HEALTH AND REHABILITATION CENTER,Long-Term Care,287 N ELEVENTH STREET,WILLIAMSBURG,40769,WHITLEY,WILLIAMSBURG NURSING HOME,MICHELLE,JARBOE,(606) 549-4321,125,3/1/2017,2/28/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-314,100714,WILLIAMSON ARH,Long-Term Care,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,41503,PIKE,"APPALACHIAN REGIONAL HEALTHCARE, INC.",TIM,HATFIELD,(606) 237-1725,35,12/1/2016,11/30/2017,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-315,100696,WINDSONG ICF/IID,Long-Term Care,9001 PARK WOODS DRIVE,CRESTWOOD,40014,OLDHAM,COMMONWEALTH OF KENTUCKY,MEREDITH,CRAWFORD,(502) 241-1551,8,5/1/2017,4/30/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-316,100468,WINDSOR CARE CENTER,Long-Term Care,125 STERLING WAY,MOUNT STERLING,40353,MONTGOMERY,"REGENCY CARE OF MOUNT STERLING, LLC",REBECCA,COOLEY,(859) 498-3343,144,12/1/2016,11/30/2017,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-317,101254,WINDSOR GARDENS CCRC,Long-Term Care,103 ISAAC GREER COURT,BARDSTOWN,40004,NELSON,"WINDSOR GARDENS, LLC",KATIE,SIMPSON,(502) 349-6214,0,4/1/2017,3/31/2018,NEB,US
USA-KY-92-KY-NursingHome-long_term_care-318,100636,WOLFE COUNTY HEALTH & REHABILITATION CENTER,Long-Term Care,850 HWY 191,CAMPTON,41301,WOLFE,"WOLFE COUNTY HEALTH CARE CENTER, INC.",AMELIA,PRATER,(606) 668-3216,100,4/1/2017,3/31/2018,SEB,US
USA-KY-92-KY-NursingHome-long_term_care-319,100905,WOODCREST NURSING & REHABILITATION CENTER,Long-Term Care,3876 TURKEYFOOT ROAD,ELSMERE,41018,KENTON,ELSMERE HEALTH,THOMAS,NIELANDER,(859) 342-8775,127,5/1/2017,4/30/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-320,100665,WOODLAND OAKS,Long-Term Care,1820 OAKVIEW ROAD,ASHLAND,41101,BOYD,"WOODLAND OAKS OPERATIONS, LLC",KIMBERLY,NALL,(606) 325-5200,110,2/1/2017,1/31/2018,EEB,US
USA-KY-92-KY-NursingHome-long_term_care-321,100449,WURTLAND NURSING AND REHABILITATION CENTER,Long-Term Care,100 WURTLAND AVENUE,WURTLAND,41144,GREENUP,DIVERSICARE LEASING CORP.,SARAH,WILLIS,(606) 836-0931,126,3/1/2017,2/28/2018,EEB,US
