row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address,type,country
USA-FL-60-FL-HealthFinder-output-2050,11968397,12277,10/31/2016,10/30/2018,Assisted Living Facility,B & V LA BELLE VIE ASSISTED LIVING,193 ELDRON BLVD NE,,PALM BAY,FL,32907,Brevard,(321) 373-7262,193 ELDRON BLVD NE,,PALM BAY,FL,32907,Brevard,LICENSED,BALAGUEL MEVOICY,9/17/2012,BALAGUEL MEVOICY,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2051,11965812,10137,2/18/2016,2/17/2018,Assisted Living Facility,B P ASSISTED LIVING FACILITY II,1174 WYNNEWOOD DR,,WEST PALM BCH,FL,33417-5638,Palm Beach,(561) 687-3280,1174 WYNNEWOOD DR,,WEST PALM BCH,FL,33417-5638,Palm Beach,LICENSED,BHOODRAM PARSARAM,12/27/2001,BHOODRAM PARSARAM,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2052,52960738,3,9/23/2016,9/22/2018,Adult Family Care Home,BAIRD  PHYLLIS,284 COMSTOCK ST,,PT CHARLOTTE,FL,33954-3627,Charlotte,(941) 743-0778,284 COMSTOCK ST,,PT CHARLOTTE,FL,33954-3627,Charlotte,LICENSED,PHYLLIS BAIRD,12/11/1996,PHYLLIS BAIRD,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2053,52962673,6906414,5/6/2016,5/5/2018,Adult Family Care Home,BAKER  KATRINA ROBINSON,1553 CLARK ST,,CLEARWATER,FL,33755-3510,Pinellas,(727) 447-4685,1553 CLARK ST,,CLEARWATER,FL,33755-3510,Pinellas,LICENSED,KATRINA ROBINSON BAKER,5/4/2009,KATRINA ROBINSON BAKER,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2054,52962620,6906324,4/29/2017,4/28/2019,Adult Family Care Home,BAKER  ROSE,1305 WOODBINE ST,,CLEARWATER,FL,33755-2747,Pinellas,(727) 515-3766,1305 WOODBINE ST,,CLEARWATER,FL,33755-2747,Pinellas,LICENSED,ROSE BAKER,12/15/2008,ROSE BAKER,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2055,11966388,10596,2/9/2017,2/8/2019,Assisted Living Facility,BALBINA HOME CARE INC,10115 S.W. 77 DRIVE,,MIAMI,FL,33173,Miami-Dade,(305) 271-3295,10115 S.W. 77 DRIVE,,MIAMI,FL,33173,Miami-Dade,LICENSED,BALBINA HOME CARE  INC,10/2/2006,BALBINA RODRIGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2056,11967631,11628,7/24/2015,7/23/2017,Assisted Living Facility,BALMORE HOUSE,12137 86TH RD N,,WEST PALM BCH,FL,33412-2658,Palm Beach,(561) 784-4920,12137 86TH RD N,,WEST PALM BCH,FL,33412-2658,Palm Beach,IN REVIEW,SMITH AND COHEN LLC,6/2/2009,FAE M SMITH,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2057,11968079,12034,7/26/2017,7/25/2019,Assisted Living Facility,BALMORE PLACE ASSISTED LIVING FACILITY,14315 83RD LN N,,LOXAHATCHEE,FL,33470-4397,Palm Beach,(561) 753-6002,14315 83RD LN N,,LOXAHATCHEE,FL,33470-4397,Palm Beach,LICENSED,HU AND JANE LLC,4/27/2011,FAE M SMITH,6,For-Profit,www.balmoreplace.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2058,11967440,11441,1/14/2016,1/13/2018,Assisted Living Facility,BANANA RIVER VILLAS,1275 N BANANA RIVER DRIVE  UNIT 5,,MERRITT ISLAND,FL,32952,Brevard,(321) 454-9528,1275 N BANANA RIVER DRIVE  UNIT 5,,MERRITT ISLAND,FL,32952,Brevard,LICENSED,COASTAL LIVING  LLC,9/4/2008,IRENE OMEGA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2059,52961347,6905352,6/12/2016,6/11/2018,Adult Family Care Home,BANNISTER  MICHAEL,14636 SW 95TH LN,,MIAMI,FL,33186-1040,Miami-Dade,(305) 984-8312,14636 SW 95TH LN,,MIAMI,FL,33186-1040,Miami-Dade,LICENSED,MICHAEL BANNISTER,2/28/2005,MICHAEL BANNISTER,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2060,11968901,12816,4/11/2016,4/10/2018,Assisted Living Facility,BARAK HOUSE,1473 W 14TH ST,,JACKSONVILLE,FL,32209,Duval,(904) 353-1787,6909 PLEASURE WAY,,JACKSONVILLE,FL,32244,Duval,LICENSED,KR2 Enterprises LLC,2/22/2016,STEFFANIE JONES,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2061,11968803,12641,3/18/2017,3/17/2019,Assisted Living Facility,BARBARA'S SUNNY DAY ASSISTED LIVING HOME,6351 LINTON ST,,JUPITER,FL,33458,Palm Beach,(561) 799-6480,6351 LINTON ST,,JUPITER,FL,33458,Palm Beach,LICENSED,BARBARA'S SUNNY DAY LLC,2/5/2015,SUSAN BARRETT,5,For-Profit,www.SunnyDayAssistedLiving.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2062,11969207,13026,6/20/2017,6/19/2019,Assisted Living Facility,BARBARA'S SUNNY DAY II LLC,3927 BUTTERCUP CIRCLE  S,,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 353-8220,3927 BUTTERCUP CIRCLE  S,,PALM BEACH GARDENS,FL,33410,Palm Beach,LICENSED,BARBARA'S SUNNY DAY II INC,4/21/2017,SUSAN BARRETT,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2063,52963355,6906896,3/6/2017,3/5/2019,Adult Family Care Home,BARNES  DENISE,608 BLUEBILL CT,,POINCIANA,FL,34759,Polk,(321) 441-6021,608 BLUEBILL CT,,POINCIANA,FL,34759,Polk,LICENSED,DENISE BARNES,1/12/2017,DENISE BARNES,2,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2064,52963306,6906879,8/31/2016,8/30/2018,Adult Family Care Home,BARTHELUS  CLAUDENE,1415 NE 200TH ST,,MIAMI,FL,33179,Miami-Dade,(786) 262-2349,1415 NE 200TH ST,,MIAMI,FL,33179,Miami-Dade,LICENSED,CLAUDENE BARTHELUS,3/31/2016,CLAUDENE BARTHELUS,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2065,52963369,6906916,8/16/2017,8/15/2019,Adult Family Care Home,BASSETT  MARCELE,14609 WHITE JADE TERR,,DELRAY BEACH,FL,33446,Palm Beach,(561) 501-7873,14609 WHITE JADE TERR,,DELRAY BEACH,FL,33446,Palm Beach,LICENSED,MARCELE BASSETT SR.,4/11/2017,MARCELE BASSETT SR.,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2066,11967659,11666,10/2/2015,10/1/2017,Assisted Living Facility,BAXTER'S ADULT LIVING FACILITY  INC,1092 SW MAJORCA AVE,,PORT ST LUCIE,FL,34953-3430,St. Lucie,(772) 871-7865,1092 SW MAJORCA AVE,,PORT ST LUCIE,FL,34953-3430,St. Lucie,LICENSED,BAXTER'S ADULT LIVING FACILITY  INC,7/10/2009,YVONNE S. FRELANI,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2067,11942780,8249,6/22/2016,6/21/2018,Assisted Living Facility,BAY HOME,5200 17TH ST N,,ST PETERSBURG,FL,33714-2706,Pinellas,(727) 525-1906,1500 48TH AVE N,,SAINT PETERSBURG,FL,33703-3528,Pinellas,LICENSED,M & J HOME CARE INC,3/16/2004,JUNE LEE MORRIS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2068,11932380,7797,1/6/2016,1/5/2018,Assisted Living Facility,BAY PINES MANOR,10591 BAY PINES BLVD.,,SAINT PETERSBURG,FL,33708,Pinellas,(727) 391-5965,10591 BAY PINES BLVD.,,SAINT PETERSBURG,FL,33708,Pinellas,LICENSED,CATHERINE MANOR  LLC,1/6/2004,KIMBERLY KEEL,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2069,11966560,10726,2/1/2017,1/31/2019,Assisted Living Facility,BAYAMO ASSISTED LIVING FACILITY  INC,1199 SW BAYAMO AVENUE,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 873-2903,1199 SW BAYAMO AVE,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,BAYAMO ASSISTED LIVING FACILITY  INC,2/1/2007,IANTHY GRANT,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2070,11969062,12895,8/31/2016,8/30/2018,Assisted Living Facility,BAYVUE ASSISTED LIVING FACILITY LLC,2506 LITHIA PINECREST RD,,VALRICO,FL,33596,Hillsborough,(813) 391-8398,3433 LITHIA PINECREST RD STE 135,,VALRICO,FL,33596,Hillsborough,LICENSED,BAYVUE ASSISTED LIVING FACILITY LLC,6/29/2016,TENNILLE JOPLIN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2071,11966610,10781,2/1/2016,1/31/2018,Assisted Living Facility,BCJ RETIREMENT HOME  INC.,4976 SW 7TH STREET,,MARGATE,FL,33068,Broward,(954) 970-7211,4976 SW 7TH STREET,,MARGATE,FL,33068,Broward,LICENSED,BCJ RETIREMENT HOME  INC.,12/1/2005,BARBARA B WILSON,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2072,11968682,12535,7/15/2016,7/14/2018,Assisted Living Facility,BCJ RETIREMENT HOME  INC. #2,5760 NW 40TH TERRACE,,COCONUT CREEK,FL,33073,Broward,(954) 970-7211,4976 SW 7TH STREET,,MARGATE,FL,33068,Broward,LICENSED,BCJ RETIREMENT HOME  INC.,4/28/2014,BARBARA B WILSON,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2073,11964196,8841,7/7/2016,12/29/2017,Assisted Living Facility,BEACHLAND RETIREMENT HOME INC,462 HERNANDO STREET,,FORT PIERCE,FL,34949,St. Lucie,(772) 801-5885,462 HERNANDO STREET,,FORT PIERCE,FL,34949,St. Lucie,LICENSED,BEACHLAND RETIREMENT HOME INC,11/19/2014,YOHANNA DENO,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2074,11911900,8413,4/26/2017,4/25/2019,Assisted Living Facility,BEAR LAKE RETIREMENT HOME,1525 BEAR LAKE ROAD,,APOPKA,FL,32703,Seminole,(407) 296-7075,1525 BEAR LAKE RD,,APOPKA,FL,32703,Seminole,LICENSED,BEAR LAKE RETIREMENT HOME INC,1/8/2003,MARINA NIEVES,12,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2075,11966006,10288,4/18/2017,4/17/2019,Assisted Living Facility,BECK & CALL STAFFING,7509 CANAL BLVD,,TAMPA,FL,33615-5605,Hillsborough,(813) 884-7884,4418 CARLYLE RD,,TAMPA,FL,33615-5611,Hillsborough,LICENSED,BECK & CALL STAFFING  INC,2/5/2003,ANDY MOHAMMED,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2076,11968276,12193,5/25/2016,5/24/2018,Assisted Living Facility,BEEVA PLACE ASSISTED LIVING FACILITY,137 SANTIAGO ST,,ROYAL PALM BEACH,FL,33411,Palm Beach,(561) 791-6287,137 SANTIAGO ST,,ROYAL PALM BEACH,FL,33411,Palm Beach,LICENSED,BEEVA PLACE ASSISTED LIVING FACILITY LLC,3/12/2012,BERNEVA NEBAR,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2077,11910590,6135,5/17/2017,5/16/2019,Assisted Living Facility,BEL-AIR HOUSE,5550 RIVER ROAD,,NEW PORT RICHEY,FL,34652,Pasco,(727) 845-1100,15836 LYLE CIRCLE,,HUDSON,FL,34667,Pasco,LICENSED,ALLINONE CARE  INC.,5/22/2007,MICHAEL ELLIS,11,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2078,11967507,11532,2/13/2017,2/12/2019,Assisted Living Facility,BELEN SWEET HOME ALF II INC,11825 SW 206TH ST,,MIAMI,FL,33177-5447,Miami-Dade,(305) 255-6750,11825 SW 206TH ST,,MIAMI,FL,33177-5447,Miami-Dade,LICENSED,BELEN SWEET HOME ALF II INC,12/5/2008,RAFAELA TORRES,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2079,52963025,6906661,2/20/2016,2/19/2018,Adult Family Care Home,BELL  JANICE,1564 W 30TH ST,,RIVIERA BEACH,FL,33404,Palm Beach,(561) 444-3059,1564 W 30TH ST,,RIVIERA BEACH,FL,33404,Palm Beach,LICENSED,JANICE SHEREE BELL,6/6/2013,JANICE SHEREE BELL,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2080,11964728,9241,7/6/2016,7/5/2018,Assisted Living Facility,BELLA LUNA ALF INC,18700 SW 93RD COURT,,MIAMI,FL,33157,Miami-Dade,(786) 478-6532,18700 SW 93 COURT,,MIAMI,FL,33157,Miami-Dade,LICENSED,BELLA LUNA ALF  INC.,5/1/1998,NILDA MACHADO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2081,11965711,10054,10/7/2015,10/6/2017,Assisted Living Facility,BELLA LUNA RETIREMENT HOME II INC,11511 SW 128TH ST,,MIAMI,FL,33176-4484,Miami-Dade,(305) 255-2811,11511 SW 128 STREET,,MIAMI,FL,33176,Miami-Dade,LICENSED,BELLA LUNA RETIREMENT HOME II  INC.,7/18/2011,KARINA HERRERA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2082,11968529,12409,9/18/2015,9/17/2017,Assisted Living Facility,BELLA ROSE ALF INC,804 W YUKON ST,,TAMPA,FL,33604-1236,Hillsborough,(813) 644-4833,804 W YUKON ST,,TAMPA,FL,33604-1236,Hillsborough,IN REVIEW,BELLA ROSE ALF INC,9/18/2013,LADYS LOPEZ,6,For-Profit,bellarosealf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2083,11968925,12758,11/9/2015,11/8/2017,Assisted Living Facility,BELLA SENIOR LIVING,417 BAYBERRY LAKES BLVD,,DAYTONA BEACH,FL,32124,Volusia,(386) 235-0348,417 BAYBERRY LAKES BLVD,,DAYTONA BEACH,FL,32124,Volusia,LICENSED,CLEARSTONE GROUP  LLC,9/25/2015,SOONDY R JEGEDE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2084,11966993,11096,7/22/2017,7/21/2019,Assisted Living Facility,BELLA SISTERS SENIOR CARE INC,16671 SW 52ND LN,,MIAMI,FL,33185-5274,Miami-Dade,(786) 423-2968,16671 SW 52ND LN,,MIAMI,FL,33185-5274,Miami-Dade,LICENSED,BELLA SISTERS SENIOR CARE INC,7/22/2011,BERTHA RODRIGUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2085,11967937,11957,2/11/2017,2/10/2019,Assisted Living Facility,BELLAGIO PALMS ALF INC,21 NW 133RD PL,,MIAMI,FL,33182-1642,Miami-Dade,(305) 631-2914,21 NW 133RD PL,,MIAMI,FL,33182-1642,Miami-Dade,LICENSED,BELLAGIO PALMS ALF  INC,9/7/2010,TAHAMARA CHINEA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2086,11922155,7888,4/27/2016,4/26/2018,Assisted Living Facility,BELLE VISTA BLUFFS  INC,1138 ROSEMARY DR,,LARGO,FL,33770-4219,Pinellas,(727) 587-0880,1138 ROSEMARY DR,,LARGO,FL,33770-4219,Pinellas,LICENSED,BELLE VISTA BLUFFS  INC.,4/27/2004,BEVERLY C MACKIN,10,For-Profit,BelleVistaAssistedLiving.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2087,11910169,7261,9/2/2016,9/1/2018,Assisted Living Facility,BELLE VISTA RETIREMENT HOME  INC.,1453 BELLEAIR RD,,CLEARWATER,FL,33756-2356,Pinellas,(727) 587-0880,1453 BELLEAIR RD,,CLEARWATER,FL,33756-2356,Pinellas,LICENSED,BELLE VISTA RETIREMENT HOME  INC.,9/1/2006,BEVERLY C MACKIN,10,For-Profit,BelleVistaAssistedLiving.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2088,11922288,7960,12/27/2016,12/26/2018,Assisted Living Facility,BELLEAIR MANOR,1711 BALMORAL DRIVE,,CLEARWATER,FL,33756,Pinellas,(727) 441-7323,12620 PORTMARNOCK DR,,ODESSA,FL,33556-5414,Hillsborough,LICENSED,LEGER GROUP INC,11/20/2000,CLAUDETTE VALLES,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2089,32960285,8579,6/7/2016,6/6/2018,Residential Treatment Facility,BENEDICT HAVEN,210 72 AVENUE NORTH,,SAINT PETERSBURG,FL,33702,Pinellas,(727) 525-5205,210 72 AVENUE NORTH,,SAINT PETERSBURG,FL,33702,Pinellas,LICENSED,BENEDICT HAVEN  INC,3/7/2001,PAMELA HEALY LONG,8,Not-For-Profit,www.ccdosp.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2090,11967541,11573,5/4/2017,5/3/2019,Assisted Living Facility,BENRAC HOME ALF,910 BRIARCLIFF DRIVE,,VALRICO,FL,33594,Hillsborough,(813) 760-0980,910 BRIARCLIFF DRIVE,,VALRICO,FL,33594,Hillsborough,LICENSED,BENARC TENDER CARE INC,2/23/2009,RACHEL M ALEGE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2091,11967037,11117,9/27/2015,9/26/2017,Assisted Living Facility,BERMUDEZ SENIOR CARE INC,5301 SW 162ND PL,,MIAMI,FL,33185-5045,Miami-Dade,(305) 456-7424,5301 SW 162ND PL,,MIAMI,FL,33185-5045,Miami-Dade,LICENSED,BERMUDEZ SENIOR CARE  INC,7/30/2007,MAYENCYS TRIANA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2092,52963312,6906876,8/9/2016,8/8/2018,Adult Family Care Home,BERNARD  MARIE,1451 NW 4TH ST,,BOYNTON BEACH,FL,33435,Palm Beach,(561) 358-8084,1451 NW 4TH ST,,BOYNTON BEACH,FL,33435,Palm Beach,LICENSED,MARIE BERNARD,4/28/2016,MARIE BERNARD,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2093,25930133,4016096,12/1/2015,11/30/2017,Intermediate Care Facility for the Developmentally Disabled,BESSENT ROAD GROUP HOME,1329 BESSENT ROAD,,STARKE,FL,32091,Bradford,(904) 964-1468,2837 NW 41ST ST,STE 310,GAINESVILLE,FL,32606-6826,Alachua,LICENSED,SALEM HOMES OF FLORIDA  INC.,12/1/2013,MARY ELIZABETH JOHNSON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2094,11943161,8472,3/31/2017,3/30/2019,Assisted Living Facility,BEST CARE ALF,1430 PALMETTO ST,,CLEARWATER,FL,33755-5056,Pinellas,(727) 443-6010,1430 PALMETTO ST,,CLEARWATER,FL,33755-5056,Pinellas,LICENSED,GENEROSA T SANTOS,3/21/1997,GENEROSA T SANTOS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2095,11966647,10824,4/28/2016,4/27/2018,Assisted Living Facility,BEST HOME ALF  INC (THE),13600 SW 75TH ST,,MIAMI,FL,33183-3222,Miami-Dade,(305) 200-3261,2841 SW 142 AVENUE,,MIAMI,FL,33175,Miami-Dade,LICENSED,THE BEST HOME ALF INC.,1/24/2006,JOSE L. QUINONEZ,6,For-Profit,jesusselvis2015@yahoo.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2096,11968228,12160,4/4/2016,4/3/2018,Assisted Living Facility,BEST SWEET HOME ALF INC,8365 SW 147TH CT,,MIAMI,FL,33193-1518,Miami-Dade,(305) 386-5838,8365 SW 147TH CT,,MIAMI,FL,33193-1518,Miami-Dade,LICENSED,BEST SWEET HOME ALF  INC.,12/5/2011,OILDA GONZALEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2097,52963296,6906861,5/27/2016,5/26/2018,Adult Family Care Home,BEST  VANESSA,4222 30TH LN E,,BRADENTON,FL,34208,Manatee,(518) 859-1254,4222 30TH LN E,,BRADENTON,FL,34208,Manatee,LICENSED,VANESSA LYNN BEST,3/7/2016,VANESSA LYNN BEST,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2098,11969042,12894,8/31/2016,8/30/2018,Assisted Living Facility,BETHESDA ASSISTED LIVING  LLC,624 BARBER AVE,,LAKE WORTH,FL,33461,Palm Beach,(561) 420-3346,3950 S 57TH AVE,,GREENACRES,FL,33463,Palm Beach,LICENSED,BETHESDA ASSISTED LIVING LLC,5/13/2016,DANIEL MADISTIN,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2099,11964360,9147,1/20/2016,1/19/2018,Assisted Living Facility,BETHSHALOM ALF CORPORATION,7891 NW 171 STREET,,MIAMI,FL,33015,Miami-Dade,(305) 828-9728,7891 NW 171 STREET,,MIAMI,FL,33015,Miami-Dade,LICENSED,BETHSHALOM ALF CORPORATION,2/27/1997,ODALIS GUAICO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2100,11966938,11079,8/3/2015,8/2/2017,Assisted Living Facility,BETSY'S LOVING HOME  INC,309 SW 68TH AVE,,PEMBROKE PNES,FL,33023-1134,Broward,(954) 854-7389,309 SW 68TH AVE,,PEMBROKE PNES,FL,33023-1134,Broward,IN REVIEW,BETSY'S LOVING HOME  INC.,8/3/2007,BETSY JOSEPH,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2101,11953536,8874,3/3/2016,3/2/2018,Assisted Living Facility,BETTER LIFE CORP,5750 NW 192ND ST,,MIAMI,FL,33015-5049,Miami-Dade,(305) 620-6978,5750 NW 192ND ST,,MIAMI,FL,33015-5049,Miami-Dade,LICENSED,BETTER LIFE CORP,1/11/2001,MILEIDY JIMENEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2102,11911671,7775,1/19/2016,1/18/2018,Assisted Living Facility,BETTER LIVING OF MIAMI  INC,11010 SW 42ND TER,,MIAMI,FL,33165-4713,Miami-Dade,(305) 551-7700,11010 SW 42ND TER,,MIAMI,FL,33165-4713,Miami-Dade,LICENSED,BETTER LIVING OF MIAMI  INC.,10/18/2005,MIRTA DE ARMAS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2103,11969121,12955,1/20/2017,1/19/2019,Assisted Living Facility,BEYOND OUR DREAMS ALF CORP,13434 SW 257 TERR,,MIAMI,FL,33032,Miami-Dade,(305) 244-0661,13434 SW 257 TERR,,MIAMI,FL,33032,Miami-Dade,LICENSED,BEYOND OUR DREAMS ALF  CORP,11/9/2016,MIRIAM C CABALLERO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2104,11966352,10566,1/24/2017,12/14/2018,Assisted Living Facility,BIMINI MANOR,3791 67TH AVE N,,PINELLAS PARK,FL,33781-6174,Pinellas,(727) 527-1636,3791 67TH AVE N,,PINELLAS PARK,FL,33781-6174,Pinellas,LICENSED,LAURA L KELLER,12/1/2006,LAURA L KELLER,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2105,11966782,10919,11/9/2016,11/8/2018,Assisted Living Facility,BINDA ASSISTED LIVING LLC,5544 NW 106TH DRIVE,,CORAL SPRINGS,FL,33076,Broward,(954) 341-3082,5544 NW 106TH DRIVE,,CORAL SPRINGS,FL,33076,Broward,LICENSED,BINDA ASSISTED LIVING  LLC,8/29/2006,LUKULA MBURKU BINDA,6,For-Profit,lukulabinda@yahoo.fr,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2106,52961932,6905820,11/30/2015,11/29/2017,Adult Family Care Home,BINNS  VALRIE,2646 YARMOUTH DR,,WELLINGTON,FL,33414-7649,Palm Beach,(561) 422-8120,2646 YARMOUTH DR,,WELLINGTON,FL,33414-7649,Palm Beach,LICENSED,VALRIE BINNS,8/12/2005,VALRIE BINNS,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2107,11963994,8884,3/22/2017,3/22/2019,Assisted Living Facility,BIRD LAKES FACILITY CARE INC,14279 SW 52ND ST,,MIAMI,FL,33175-5830,Miami-Dade,(305) 553-0192,14279 SW 52ND ST,,MIAMI,FL,33175-5830,Miami-Dade,LICENSED,BIRD LAKES FACILITY CARE,2/24/1997,ELENA GARCIA-CORNELL,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2108,11967891,11882,9/14/2016,9/13/2018,Assisted Living Facility,BIRD'S EYE RESIDENCE  LLC,840 SW 50TH AVENUE,,MARGATE,FL,33068,Broward,(954) 971-1688,840 SW 50TH AVENUE,,MARGATE,FL,33068,Broward,LICENSED,BIRD'S EYE RESIDENCE  LLC,6/3/2010,MERNA MAE STEWART,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2109,11968760,12594,12/8/2016,12/7/2018,Assisted Living Facility,BISHOP CHRISTIAN HOME II,16308 MAGNOLIA GROVE WAY,,JACKSONVILLE,FL,32218,Duval,(904) 757-0904,1627 E 8TH ST,,JACKSONVILLE,FL,32206,Duval,LICENSED,BISHOP HOME CARE  INC,11/10/2014,GEORGE MCGEE,6,For-Profit,www.autumnoaksvilla.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2110,52962142,6905996,5/20/2016,5/19/2018,Adult Family Care Home,BISNATH  JUDY,212 W LINEBAUGH AVE,,TAMPA,FL,33612-7936,Hillsborough,(813) 932-8307,212 W LINEBAUGH AVE,,TAMPA,FL,33612-7936,Hillsborough,LICENSED,JUDY BISNATH,11/28/2005,JUDY BISNATH,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2111,11966601,10778,1/13/2016,1/12/2018,Assisted Living Facility,BJ HOME CARE INC,2218 SW 26TH LN,,MIAMI,FL,33133-2330,Miami-Dade,(305) 858-6422,2218 SW 26TH LN,,MIAMI,FL,33133-2330,Miami-Dade,LICENSED,BJ HOME CARE INC,11/17/2005,RAMON BUENOS,10,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-2112,52962887,6906527,2/1/2016,1/31/2018,Adult Family Care Home,BLACK  KIMBERLY,3794 VICTORIA RD,,WEST PALM BCH,FL,33411-6440,Palm Beach,(561) 629-5067,3794 VICTORIA RD,,WEST PALM BCH,FL,33411-6440,Palm Beach,LICENSED,KIMBERLY BLACK,10/11/2011,KIMBERLY BLACK,5,For-Profit,,Assisted Living Facilities,US
