row_id,Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location,Country
USA-NY-45-AdultCare-45-AdultCare-236,Birchwood Rest Home,423 Clay Pitts Road,Suffolk,East Northport,11731,(631) 368-5252,(631) 368-3128,AF0208B,"Birchwood Suites Realty, LLC",700-F-012,101,0,0,0,0,AH,PPHA,MARO,"423 Clay Pitts Road
East Northport, NY 11731
(40.868391221000024, -73.29968897099997)",USA
USA-NY-45-AdultCare-45-AdultCare-237,"Cedarbrook Village, Incorporated",101 Sitrin Lane,Oneida,New Hartford,13413,(315) 737-2227,(315) 797-6955,AF0666A,"Cedarbrook Village, Incorporated",510-S-064,65,17,0,0,0,EHP/ALP,NFP,CNYRO,"101 Sitrin Lane
New Hartford, NY 13413
(43.050820000000044, -75.27779999999996)",USA
USA-NY-45-AdultCare-45-AdultCare-238,Cohocton Valley Home for Adults,64 South Main Street,Steuben,Avoca,14809,(607) 566-2543,,AF0475A,"Early, Barbara",690-F-031,10,0,0,0,0,AH,PPHA,WRO,"64 South Main Street
Avoca, NY 14809
(42.40614039400003, -77.42084616099999)",USA
USA-NY-45-AdultCare-45-AdultCare-239,The Hearth on James,830 James Street,Onondaga,Syracuse,13203,(315) 422-2173,(315) 426-7583,AF0612B,"Hearth Management, LLC",520-S-135,60,0,0,0,0,EHP,PPHA,CNYRO,"830 James Street
Syracuse, NY 13203
(43.05685214300007, -76.13930979499997)",USA
USA-NY-45-AdultCare-45-AdultCare-240,Hidden Gem Home for Adults,11 Wittridge Street,Suffolk,Lake Ronkonkoma,11779,(631) 588-4755,(631) 588-3180,AF0438B,"Golden Homes Operating, Inc.",700-F-085,18,0,0,0,0,AH,PPHA,MARO,"11 Wittridge Street
Lake Ronkonkoma, NY 11779
(40.81945746000008, -73.10902444499999)",USA
USA-NY-45-AdultCare-45-AdultCare-241,Castle Senior Living at Forest Hills,108-25 Horace Harding Expressway,Queens,Forest Hills,11368,(718) 760-4600,(718) 592-1808,AF0219D,"Midway A.L., LLC",590-F-324,20,0,0,0,0,AH,PPHA,MARO,"108-25 Horace Harding Expressway
Forest Hills, NY 11368
(40.73781223100008, -73.85180980499996)",USA
USA-NY-45-AdultCare-45-AdultCare-242,Amber Court of Brooklyn,650 East 104th Street,Kings,Brooklyn,11236,(718) 649-0700,(718) 649-4441,AF0425B,"Amber Court of Brooklyn, LLC",331-F-284,224,116,0,0,0,AH/ALP,PPHA,MARO,"650 East 104th Street
Brooklyn, NY 11236
(40.64908640500005, -73.89776364599999)",USA
USA-NY-45-AdultCare-45-AdultCare-243,Sunrise of Smithtown,"30 Hauppauge, Route 111",Suffolk,Smithtown,11787,(631) 724-2299,(631) 724-2922,AF0860A,"SZR New York LH, Inc.",700-F-927,104,0,104,104,43,AH,PPHA,MARO,"30 Hauppauge, Route 111
Smithtown, NY 11787
(40.85495888100007, -73.18761772899995)",USA
USA-NY-45-AdultCare-45-AdultCare-244,Cook Adult Home,1 Prospect Street,Saratoga,Mechanicville,12118,(518) 664-8014,(518) 664-1075,AF0033A,"Saltzman, Leonard",640-F-032,13,0,0,0,0,AH,PPHA,CDRO,"1 Prospect Street
Mechanicville, NY 12118
(42.90112153600006, -73.69591903099996)",USA
USA-NY-45-AdultCare-45-AdultCare-245,Fairport Baptist Homes Adult Care Facility,4646 Nine Mile Point Road,Monroe,Fairport,14450,(585) 377-0350,(585) 377-2620,AF0670A,"Fairport Baptist Homes Adult Care Facility, Inc.",370-E-202,42,11,0,0,0,AH/ALP,NFP,WRO,"4646 Nine Mile Point Road
Fairport, NY 14450
(43.109658136000064, -77.44175384899995)",USA
USA-NY-45-AdultCare-45-AdultCare-246,Pleasant Gardens Home for Adults,396 Middle Road,Suffolk,Bayport,11705,(631) 472-1047,(631) 472-9483,AF0363B,"Mercy Haven, Inc.",700-E-282,27,0,0,0,0,AH,NFP,MARO,"396 Middle Road
Bayport, NY 11705
(40.73618653400007, -73.06357512499994)",USA
USA-NY-45-AdultCare-45-AdultCare-247,Garden of Eden Assisted Living Program,1608-1620 Stillwell Avenue,Kings,Brooklyn,11223,(718) 236-5757,(718) 236-1985,AF0251B,"Garden of Eden Home, LLC",331-F-280,201,192,0,0,0,AH/ALP,PPHA,MARO,"1608-1620 Stillwell Avenue
Brooklyn, NY 11223
(40.606714890000035, -73.98720603599998)",USA
USA-NY-45-AdultCare-45-AdultCare-248,"Ridge Rest Home, Inc.",Whiskey Road P.O. Box 460,Suffolk,Ridge,11961,(631) 744-9781,(631) 744-5323,AF0369A,"Ridge Rest Home, Inc",700-E-279,58,0,0,0,0,AH,NFP,MARO,"Whiskey Road P.O. Box 460
Ridge, NY 11961
(40.91376514400008, -72.89791409499998)",USA
USA-NY-45-AdultCare-45-AdultCare-249,Atria Huntington,165 Beverly Road,Suffolk,Huntington,11746,(631) 549-3533,(631) 547-0439,AF0389B,"ATR New York LH, Inc.",700-F-931,198,0,0,0,0,AH,PPHA,MARO,"165 Beverly Road
Huntington, NY 11746
(40.83013069500004, -73.38045783399997)",USA
USA-NY-45-AdultCare-45-AdultCare-250,Faatz-Crofut Home for the Elderly,46 Grant Avenue,Cayuga,Auburn,13021,(315) 253-6141,(315) 253-4862,AF0160A,Faatz-Crofut Home,050-E-006,53,0,0,0,0,AH,NFP,CNYRO,"46 Grant Avenue
Auburn, NY 13021
(42.938307536000025, -76.55574846199994)",USA
USA-NY-45-AdultCare-45-AdultCare-251,Parkwood Heights Senior Living Community,1340 Parkwood Drive,Wayne,Macedon,14502,(315) 986-9100,(315) 986-5970,AF0695A,Parkwood Heights LLC,770-S-039,40,0,0,0,0,EHP,PPHA,WRO,"1340 Parkwood Drive
Macedon, NY 14502
(43.06103037300005, -77.31444904099999)",USA
USA-NY-45-AdultCare-45-AdultCare-252,Symphony Manor at Lancaster,5539 Broadway,Erie,Lancaster,14086,(716) 683-5150,(716) 683-4049,AF0556B,"Comprehensive at Lancaster, LLC",240-F-892,117,0,0,0,0,AH,PPHA,WRO,"5539 Broadway
Lancaster, NY 14086
(42.898501913000075, -78.66404977899998)",USA
USA-NY-45-AdultCare-45-AdultCare-253,Dominican Village Enriched Housing Program 1,565-567 Albany Avenue,Suffolk,Amityville,11701,(631) 842-6091,(631) 842-6131,AF0237A,Dominican Village EHP,700-S-287,66,0,66,0,0,EHP,NFP,MARO,"565-567 Albany Avenue
Amityville, NY 11701
(40.70562876400004, -73.40384139799994)",USA
USA-NY-45-AdultCare-45-AdultCare-254,The Village at Mill Landing,45 Mill Road,Monroe,Rochester,14626,(585) 720-3033,(585) 720-3031,AF0748A,WRP Operating Greece LLC,370-S-859,150,0,150,75,55,EHP,PPHA,WRO,"45 Mill Road
Rochester, NY 14626
(43.23113374600007, -77.70106930299994)",USA
USA-NY-45-AdultCare-45-AdultCare-255,The Terrace at Newark,208 Route 88 South,Wayne,Newark,14513,(315) 331-5282,(315) 331-5285,AF0671A,"The Terrace at Newark, Inc.",770-F-037,71,32,39,0,12,AH/ALP,PPHA,WRO,"208 Route 88 South
Newark, NY 14513
(43.018977075000066, -77.09409707499998)",USA
USA-NY-45-AdultCare-45-AdultCare-256,The Pines at Heartwood,2405 Fifteenth Street,Rensselaer,Troy,12180,(518) 266-9454,(518) 266-0346,AF0057B,"Troy Crossings, LLC",600-F-250,86,86,0,0,0,AH/ALP,PPHA,CDRO,"2405 Fifteenth Street
Troy, NY 12180
(42.73986319200003, -73.67465415899994)",USA
USA-NY-45-AdultCare-45-AdultCare-257,Genesee Adult Home,278 Bank Street,Genesee,Batavia,14020,(585) 344-0584,(585) 344-4685,AF0498B,Genesee Center Operating II LLC,290-F-007,80,0,80,0,40,AH,PPHA,WRO,"278 Bank Street
Batavia, NY 14020
(43.008706836000044, -78.17608854199995)",USA
USA-NY-45-AdultCare-45-AdultCare-258,Clara Welch Thanksgiving Home,48 Grove Street,Otsego,Cooperstown,13326,(607) 547-8844,(607) 547-9306,AF0028A,"Clara Welch Thanksgiving Home, Inc.",570-E-002,26,0,0,0,0,AH,NFP,CDRO,"48 Grove Street
Cooperstown, NY 13326
(42.69792750800008, -74.93377556699994)",USA
USA-NY-45-AdultCare-45-AdultCare-259,Countryside Adult Home,353 Schroon River Road,Warren,Warrensburg,12885,(518) 623-3451,(518) 623-5590,AF0131A,Warren County D.S.S,750-N-006,48,0,0,0,0,AH,PUBL,CDRO,"353 Schroon River Road
Warrensburg, NY 12885
(43.51129842200004, -73.75009361999997)",USA
USA-NY-45-AdultCare-45-AdultCare-260,Adirondack Manor HFA D.B.A Montcalm Manor HFA,45 Montcalm Street,Essex,Ticonderoga,12883,(518) 585-6230,(518) 585-6467,AF0004A,"Kane, James E.",260-F-016,40,30,0,0,0,AH/ALP,PPHA,CDRO,"45 Montcalm Street
Ticonderoga, NY 12883
(43.84824340600005, -73.43030133199994)",USA
USA-NY-45-AdultCare-45-AdultCare-261,Woodview Court,1015 Saw Mill River Road,Westchester,Ardsley,10502,(914) 400-1103,(914) 400-1510,AF0628C,"ATR New York LH, Inc.",800-F-998,40,0,0,0,0,AH,PPHA,MARO,"1015 Saw Mill River Road
Ardsley, NY 10502
(41.02372563000006, -73.84352406799997)",USA
USA-NY-45-AdultCare-45-AdultCare-262,Atria Crossgate,140 Washington Avenue Extension,Albany,Albany,12203,(518) 869-0211,(518) 869-0269,AF0113B,"ATR New York LH, Inc.",000-S-009,83,0,0,0,0,EHP,PPHA,CDRO,"140 Washington Avenue Extension
Albany, NY 12203
(42.69509918400007, -73.84995937799994)",USA
USA-NY-45-AdultCare-45-AdultCare-263,Signature Senior Living,631 Foster Avenue,Kings,Brooklyn,11230,(718) 859-2400,(718) 859-7911,AF0382B,"SMACF, Inc.",331-F-022,199,0,0,0,0,AH,PPHA,MARO,"631 Foster Avenue
Brooklyn, NY 11230
(40.63051582000003, -73.97052285799998)",USA
USA-NY-45-AdultCare-45-AdultCare-264,Argyle Center for Independent Living,4573 State Route 40,Washington,Argyle,12809,(518) 638-8274,(518) 638-6420,AF0094B,Washington AH Operations Associates LLC,760-F-016,35,0,0,0,0,AH,PPHA,CDRO,"4573 State Route 40
Argyle, NY 12809
(43.20361156600006, -73.48623939799995)",USA
USA-NY-45-AdultCare-45-AdultCare-265,Elderwood Village at Williamsville,5271 Main Street,Erie,Williamsville,14221,(716) 565-9663,(716) 565-2331,AF0500B,"5271 Main Street Operating Company, LLC",240-S-115,110,0,0,0,0,EHP,PPHA,WRO,"5271 Main Street
Williamsville, NY 14221
(42.960871670000074, -78.75676615199995)",USA
USA-NY-45-AdultCare-45-AdultCare-266,St. Vincent de Paul Assisted Living Program,900 Interval Avenue,Bronx,Bronx,10459,(917) 645-9200,(917) 645-9214,AF0699A,St. Vincent de Paul Residence/Catholic Health Care System,020-E-133,59,59,0,0,0,AH/ALP,NFP,MARO,"900 Interval Avenue
Bronx, NY 10459
(40.81909161100003, -73.89612741899998)",USA
USA-NY-45-AdultCare-45-AdultCare-267,Lockport Presbyterian Home,327 High Street,Niagara,Lockport,14094,(716) 434-8805,(716) 434-6059,AF0524A,"Presbyterian Homes of Western NY, Inc.",500-E-008,60,0,0,0,0,AH,NFP,WRO,"327 High Street
Lockport, NY 14094
(43.16444650600005, -78.68485124699998)",USA
USA-NY-45-AdultCare-45-AdultCare-268,The Ambassador at Scarsdale,9 Saxon Woods Road,Westchester,White Plains,10605,(646) 528-0099,(914) 428-3785,AF0721A,"KARP Scarsdale, LLC",800-S-153,138,0,138,30,22,EHP,PPHA,MARO,"9 Saxon Woods Road
White Plains, NY 10605
(40.98899120500005, -73.74657098899996)",USA
USA-NY-45-AdultCare-45-AdultCare-269,Cloverhill Adult Home,355 South Main Street,Orleans,Albion,14411,(585) 589-7832,(585) 589-7832,AF0473A,"Johnson, Alan R.",550-F-002,44,0,0,0,0,AH,PPHA,WRO,"355 South Main Street
Albion, NY 14411
(43.23478611100006, -78.19403479999994)",USA
USA-NY-45-AdultCare-45-AdultCare-270,Brookdale Colonie,626 Watervliet-Shaker Road,Albany,Latham,12110,(518) 783-8695,(518) 783-5459,AF0032C,"Painted Post, LLC",000-F-306,94,0,0,0,0,AH,PPHA,CDRO,"626 Watervliet-Shaker Road
Latham, NY 12110
(42.73733158700003, -73.76906303799996)",USA
USA-NY-45-AdultCare-45-AdultCare-271,Brookdale Vestal West,421 Plaza Drive,Broome,Vestal,13850,(607) 771-1700,(607) 771-0001,AF0697A,"Painted Post, LLC",030-F-056,65,0,65,65,65,AH,PPHA,CNYRO,"421 Plaza Drive
Vestal, NY 13850
(42.090025696000055, -75.95566783799995)",USA
USA-NY-45-AdultCare-45-AdultCare-272,Park Inn Home,115-02 Ocean Promenade,Queens,Rockaway Park,11694,(718) 634-3400,(718) 634-3403,AF0352A,"Konig, Samuel",590-F-104,181,0,0,0,0,AH,PPHA,MARO,"115-02 Ocean Promenade
Rockaway Park, NY 11694
(40.57797071700003, -73.83549903199997)",USA
USA-NY-45-AdultCare-45-AdultCare-273,"Bristol Village, Inc.",8455 Clarence Center Road,Erie,Clarence Center,14032,(716) 319-9500,(716) 319-9501,AF0609A,"Bristol Village, Inc.",240-S-107,104,0,0,0,0,EHP,NFP,WRO,"8455 Clarence Center Road
Clarence Center, NY 14032
(43.01338953700008, -78.67923017799995)",USA
USA-NY-45-AdultCare-45-AdultCare-274,The Bristal at Sayville,129 Lakeland Avenue,Suffolk,Sayville,11782,(631) 563-1160,(631) 563-1161,AF0717A,Sayville Senior Care LLC,700-F-302,155,0,155,61,51,AH,PPHA,MARO,"129 Lakeland Avenue
Sayville, NY 11782
(40.743992588000026, -73.08717362399994)",USA
USA-NY-45-AdultCare-45-AdultCare-275,Atria Great Neck,51 Great Neck Road,Nassau,Great Neck,11021,(516) 829-4100,(516) 829-4989,AF0391B,"ATR New York LH, Inc.",400-S-326,160,0,0,0,0,EHP,PPHA,MARO,"51 Great Neck Road
Great Neck, NY 11021
(40.785786501000075, -73.72822803099996)",USA
USA-NY-45-AdultCare-45-AdultCare-276,Sunnydale Home,809 Stuart Avenue,Westchester,Mamaroneck,10543,(914) 698-2824,(914) 698-1286,AF0408A,"Guerzon, Perlita",800-F-127,17,0,0,0,0,AH,PPHA,MARO,"809 Stuart Avenue
Mamaroneck, NY 10543
(40.95223458000004, -73.72457861399994)",USA
USA-NY-45-AdultCare-45-AdultCare-277,Ideal Senior Living Center,600 High Avenue,Broome,Endicott,13760,(607) 786-7300,(607) 786-7496,AF0065A,Ideal Senior Living Housing Corporation,030-E-039,70,35,0,0,0,AH/ALP,NFP,CNYRO,"600 High Avenue
Endicott, NY 13760
(42.091605052000034, -76.06777898999997)",USA
USA-NY-45-AdultCare-45-AdultCare-278,Dosberg Manor,2680 North Forest Road,Erie,Amherst,14068,(716) 639-3311,(716) 639-3309,AF0484A,"Menorah Campus Adult Home,  Inc.",240-E-141,96,30,0,0,0,AH/ALP,NFP,WRO,"2680 North Forest Road
Amherst, NY 14068
(43.01504207500005, -78.78565653099997)",USA
USA-NY-45-AdultCare-45-AdultCare-279,The Inn at Menorah Park,4101 East Genesee Street,Onondaga,Syracuse,13214,(315) 446-9111,(315) 446-1537,AF0838A,"Jewish Home of Central New York Senior Apartments, Inc.",520-E-095,61,0,61,0,0,AH,NFP,CNYRO,"4101 East Genesee Street
Syracuse, NY 13214
(43.03660164100006, -76.07415067399995)",USA
USA-NY-45-AdultCare-45-AdultCare-280,Crossroads,120 Gifford Street,Onondaga,Syracuse,13202,(315) 701-3894,(315) 476-3615,AF0154A,"Rescue Mission Alliance of Syracuse New York, Inc.",520-E-088,59,0,0,0,0,AH,NFP,CNYRO,"120 Gifford Street
Syracuse, NY 13202
(43.04365746800005, -76.15483516899997)",USA
USA-NY-45-AdultCare-45-AdultCare-281,Heathwood Assisted Living at Williamsville,815 Hopkins Road,Erie,Williamsville,14221,(716) 688-0111,(716) 688-7266,AF0686B,"Heathwood Assisted Living at Williamsville, Inc.",240-F-881,115,36,115,35,25,AH/ALP,PPHA,WRO,"815 Hopkins Road
Williamsville, NY 14221
(43.000677335000034, -78.73945395799996)",USA
USA-NY-45-AdultCare-45-AdultCare-282,Amber Court of Westbury,3400 Brush Hollow Road,Nassau,Westbury,11590,(516) 334-3838,(516) 334-3866,AF0366C,"Amber Court of Westbury, LLC",400-F-325,225,180,0,0,0,AH/ALP,PPHA,MARO,"3400 Brush Hollow Road
Westbury, NY 11590
(40.77503222900003, -73.56073822799993)",USA
USA-NY-45-AdultCare-45-AdultCare-283,Atria Tanglewood,125 Ocean Avenue,Nassau,Lynbrook,11563,(516) 596-3400,(516) 536-0599,AF0639C,"ATR New York LH, Inc.",400-F-306,160,0,0,0,0,AH,PPHA,MARO,"125 Ocean Avenue
Lynbrook, NY 11563
(40.66326891500006, -73.65912398299997)",USA
USA-NY-45-AdultCare-45-AdultCare-284,Heather Heights of Pittsford,160 West Jefferson Road,Monroe,Pittsford,14534,(585) 264-1600,(585) 264-1010,AF0508A,"Heather Heights of Pittsford, Inc.",370-F-220,120,0,120,120,24,AH,PPHA,WRO,"160 West Jefferson Road
Pittsford, NY 14534
(43.087173439000026, -77.53198346399995)",USA
USA-NY-45-AdultCare-45-AdultCare-285,Greenbriar Home for Adults,46 Cortland Street,Cortland,Homer,13077,(607) 749-7287,(607) 749-7431,AF0051A,"Francher, John A.",210-F-006,37,0,0,0,0,AH,PPHA,CNYRO,"46 Cortland Street
Homer, NY 13077
(42.63230590000006, -76.18278040699994)",USA
USA-NY-45-AdultCare-45-AdultCare-286,The Pavilion at Vestal,105 West Sheedy Road,Broome,Vestal,13850,(607) 754-4105,(607) 748-5689,AF0733A,"The Pavilion at Vestal, LLC",030-F-058,40,40,0,0,0,AH/ALP,PPHA,CNYRO,"105 West Sheedy Road
Vestal, NY 13850
(42.05409442400003, -76.02238376199995)",USA
USA-NY-45-AdultCare-45-AdultCare-287,Loretto EHP #1 Bernardine Apartments,417 Churchill Avenue,Onondaga,Syracuse,13205,(315) 469-7786,(315) 469-4048,AF0174A,"Loretto Adult Community, Inc.",520-S-054,148,108,0,0,0,EHP/ALP,NFP,CNYRO,"417 Churchill Avenue
Syracuse, NY 13205
(43.008473441000035, -76.13931311099998)",USA
USA-NY-45-AdultCare-45-AdultCare-288,"Woodside Hall, LLC",1 Main Street,Otsego,Cooperstown,13326,(607) 547-0600,(607) 547-0601,AF0664A,Woodside Hall LLC,570-F-044,37,0,0,0,0,AH,PPHA,CDRO,"1 Main Street
Cooperstown, NY 13326
(42.69931283000005, -74.91656372899996)",USA
USA-NY-45-AdultCare-45-AdultCare-289,Marjorie Doyle Rockwell Center,421 West Columbia Street,Albany,Cohoes,12047,(518) 238-4150,(518) 238-4195,AF0077A,"Marjorie Doyle Rockwell Center, Inc.",000-E-283,52,0,52,0,52,AH,NFP,CDRO,"421 West Columbia Street
Cohoes, NY 12047
(42.77277234400003, -73.72473495999998)",USA
USA-NY-45-AdultCare-45-AdultCare-290,McPeak's Adult Home,286 North Ocean Avenue,Suffolk,Patchogue,11772,(631) 475-0445,(631) 475-5534,AF0308A,"McPeak, James",700-F-051,51,0,0,0,0,AH,PPHA,MARO,"286 North Ocean Avenue
Patchogue, NY 11772
(40.773545099000046, -73.01529961999995)",USA
USA-NY-45-AdultCare-45-AdultCare-291,Alice Hyde Assisted Living Program,45 Sixth Street,Franklin,Malone,12953,(518) 481-8401,(518) 481-8403,AF0725A,Alice Hyde Mecidal Center,270-E-007,30,30,0,0,0,AH/ALP,NFP,CDRO,"45 Sixth Street
Malone, NY 12953
(44.85142570000005, -74.29305769999996)",USA
USA-NY-45-AdultCare-45-AdultCare-292,Atria Lynbrook,100 Peninsula Boulevard,Nassau,Lynbrook,11563,(516) 596-2700,(516) 596-1408,AF0395B,"ATR New York LH, Inc.",400-F-326,200,0,0,0,0,AH,PPHA,MARO,"100 Peninsula Boulevard
Lynbrook, NY 11563
(40.65485573400008, -73.67883420599998)",USA
USA-NY-45-AdultCare-45-AdultCare-293,Crimson Ridge Gardens,1 Treeline Drive,Monroe,Rochester,14612,(585) 720-9310,(585) 720-9311,AF0467B,"Peregrine Properties of Upstate, LLC",370-F-226,52,0,0,0,0,AH,PPHA,WRO,"1 Treeline Drive
Rochester, NY 14612
(43.252010288000065, -77.67436720599994)",USA
USA-NY-45-AdultCare-45-AdultCare-294,Atria Briarcliff Manor,1025 Pleasantville Road,Westchester,Briarcliff Manor,10510,(914) 923-4400,(914) 944-3055,AF0393C,"ATR New York LH, Inc.",800-F-996,200,0,0,0,0,AH,PPHA,MARO,"1025 Pleasantville Road
Briarcliff Manor, NY 10510
(41.14636323800005, -73.82700858099997)",USA
USA-NY-45-AdultCare-45-AdultCare-295,Missionary Sisters of St. Benedict,350 Cuba Hill Road,Suffolk,Huntington,11743,(631) 368-9528,(631) 266-1015,AF0315A,Missionary Sisters Of St. Benedict,700-E-054,60,0,0,0,0,AH,NFP,MARO,"350 Cuba Hill Road
Huntington, NY 11743
(40.84620972300007, -73.33603372099998)",USA
USA-NY-45-AdultCare-45-AdultCare-296,Brookdale Hospital Medical Center ALP,558-578 Rockaway Parkway,Kings,Brooklyn,11212,(718) 240-6225,(718) 240-6851,AF0212A,Brookdale Hospital Medical Center,331-S-001,43,43,0,0,0,EHP/ALP,NFP,MARO,"558-578 Rockaway Parkway
Brooklyn, NY 11212
(40.65453172500003, -73.91289491199996)",USA
USA-NY-45-AdultCare-45-AdultCare-297,NY Found-Sr Citizens EHP#5 Clinton Gardens,404-412 W. 54 St.- Clinton Gardens,New York,New York,10019,(212) 489-9339,(212) 489-9332,AF0336A,"New York Foundation for Senior Citizens, Inc.",420-S-376,47,0,0,0,0,EHP,NFP,MARO,"404-412 W. 54 St.- Clinton Gardens
New York, NY 10019
(40.768800000000056, -73.99384999999995)",USA
USA-NY-45-AdultCare-45-AdultCare-298,The Bristal at Lake Grove,2995 Middle Country Road,Suffolk,Lake Grove,11755,(631) 676-7580,(631) 676-7581,AF0718B,Lake Grove Senior Care LLC,700-S-311,155,0,155,75,64,EHP,PPHA,MARO,"2995 Middle Country Road
Lake Grove, NY 11755
(40.86095631200004, -73.11812839599997)",USA
USA-NY-45-AdultCare-45-AdultCare-299,Braemar Living at Wallkill,21 Riverside Drive,Orange,Middletown,10941,(914) 305-2230,(845) 695-5601,AF0722A,"The Hamlet at Wallkill, LLC",540-F-036,200,80,120,60,24,AH/ALP,PPHA,MARO,"21 Riverside Drive
Middletown, NY 10941
(41.44953262300004, -74.34944924299998)",USA
USA-NY-45-AdultCare-45-AdultCare-300,Cobbs Hill Manor,1175 Monroe Avenue,Monroe,Rochester,14620,(585) 851-8696,(585) 730-5397,AF0742A,"Cobbs Hill Manor, Inc.",370-F-242,118,75,0,0,0,AH/ALP,PPHA,WRO,"1175 Monroe Avenue
Rochester, NY 14620
(43.13802765200006, -77.57880613099996)",USA
USA-NY-45-AdultCare-45-AdultCare-301,Home Sweet Home on the Hudson,38 Prospect Avenue,Greene,Catskill,12414,(518) 943-5701,(518) 943-5033,AF0115B,"Home Sweet Home of Athens, Inc.",300-F-030,60,30,0,0,0,AH/ALP,PPHA,CDRO,"38 Prospect Avenue
Catskill, NY 12414
(42.217140519000054, -73.85930476999994)",USA
USA-NY-45-AdultCare-45-AdultCare-302,"New York Armenian Home, Inc.",137-31 45th Avenue,Queens,Flushing,11355,(718) 461-1504,(718) 461-3079,AF0335A,Armenian Welfare As.,590-E-001,79,0,0,0,0,AH,NFP,MARO,"137-31 45th Avenue
Flushing, NY 11355
(40.75122768400007, -73.82244848499994)",USA
USA-NY-45-AdultCare-45-AdultCare-303,Woodland Pond at New Paltz,100 Woodland Pond Circle,Ulster,New Paltz,12561,(845) 256-5910,(845) 256-5779,AF0677B,"Woodland Pond, Inc.",740-S-010,60,0,60,40,20,EHP,NFP,MARO,"100 Woodland Pond Circle
New Paltz, NY 12561
(41.75814161000005, -74.06133116599995)",USA
USA-NY-45-AdultCare-45-AdultCare-304,Gallagher Home,517 North Lake Boulevard,Putnam,Mahopac,10541,(845) 628-7000,(845) 628-3132,AF0730A,"Lake Mahopac Heights, LLC",580-F-003,16,0,0,0,0,AH,PPHA,MARO,"517 North Lake Boulevard
Mahopac, NY 10541
(41.39106075600006, -73.73500080299993)",USA
USA-NY-45-AdultCare-45-AdultCare-305,Bridges Cornell Heights - The Colonial,403 Wyckoff Avenue,Tompkins,Ithaca,14850,(607) 257-5777,(607) 257-3565,AF0640A,"Ambrose, Elizabeth Classen",730-F-002,13,0,13,11,0,AH,PPHA,CNYRO,"403 Wyckoff Avenue
Ithaca, NY 14850
(42.45554386600003, -76.48418042299994)",USA
USA-NY-45-AdultCare-45-AdultCare-306,Meadowbrook Manor,31 Oswego Street,Oswego,Hannibal,13074,(315) 564-5555,(315) 564-5033,AF0180B,"Concepcion, Marlyn D.",560-F-040,20,0,0,0,0,AH,PPHA,CNYRO,"31 Oswego Street
Hannibal, NY 13074
(43.32924630200006, -76.57110018199995)",USA
USA-NY-45-AdultCare-45-AdultCare-307,Family Srvs/Rochester EHP2 Jonathan Child Project,399 Colvin Avenue,Monroe,Rochester,14611,(585) 436-9462,(585) 529-4863,AF0495A,Family Services Of Rochester,370-S-132,30,15,0,0,0,EHP/ALP,NFP,WRO,"399 Colvin Avenue
Rochester, NY 14611
(43.15864488500006, -77.64125911399998)",USA
USA-NY-45-AdultCare-45-AdultCare-308,Sunrise of Staten Island,801 Narrows Road,Richmond,Staten Island,10304,(718) 727-8498,(718) 727-8542,AF0877A,"SZR New York LH, Inc.",610-S-003,121,0,121,121,54,EHP,PPHA,MARO,"801 Narrows Road
Staten Island, NY 10304
(40.61042075300003, -74.09250784799997)",USA
USA-NY-45-AdultCare-45-AdultCare-309,Alpine Manor,2714 Poplar Hill Road,Livingston,Lima,14485,(585) 346-5880,(585) 346-5011,AF0441A,"Kinsella, Louise",350-F-001,41,0,0,0,0,AH,PPHA,WRO,"2714 Poplar Hill Road
Lima, NY 14485
(42.86910098700008, -77.65518125399996)",USA
USA-NY-45-AdultCare-45-AdultCare-310,Mohegan Park,3441 Lexington Avenue,Westchester,Mohegan Lake,10547,(914) 528-3512,(914) 528-3591,AF0316A,"Orzel, Israel",800-F-974,150,0,0,0,0,AH,PPHA,MARO,"3441 Lexington Avenue
Mohegan Lake, NY 10547
(41.31921915400005, -73.85946873699999)",USA
USA-NY-45-AdultCare-45-AdultCare-311,The Terraces at Brookmeade,54 Brookmeade Drive,Dutchess,Rhinebeck,12572,(845) 876-5522,(845) 871-1391,AF0669A,"Brookview, Inc.",230-S-001,29,0,29,29,0,EHP,NFP,MARO,"54 Brookmeade Drive
Rhinebeck, NY 12572
(41.92700311200008, -73.89353018799994)",USA
USA-NY-45-AdultCare-45-AdultCare-312,Brookdale East Niskayuna,2861 Troy-Schenectady Road,Schenectady,Niskayuna,12309,(518) 782-7381,(518) 782-7382,AF0030A,"Niskayuna Clare Bridge Operator, Inc.",650-F-101,52,0,0,0,0,AH,PPHA,CDRO,"2861 Troy-Schenectady Road
Niskayuna, NY 12309
(42.77894278000008, -73.84301234399999)",USA
USA-NY-45-AdultCare-45-AdultCare-313,Promenade at Tuxedo Place,40 Hospital Road,Orange,Tuxedo,10987,(845) 735-6846,(845) 735-6855,AF0683A,"Promenade Tuxedo, LLC",540-F-030,89,0,0,0,0,AH,PPHA,MARO,"40 Hospital Road
Tuxedo, NY 10987
(41.19033635900007, -74.18613911599994)",USA
