row_id,Facility Name,Address,City,Postal Code,Province,Terms of Occupancy,Housing Type,Number of Units,Eligibility Criteria,Application Procedure,Additional Criteria,Minimum Rate $,Maximum Rate $,RGI Rent Rate,Service Package Rate,Unit Square Footage Minimum,Unit Square Footage Maximum,Additional Suite Information,Additional Suite Features,Additional Services,Additional Building Information,Booleans (see readme),Site Contact Name,Site Phone,Site Email,Facebook,Twitter,Site Website,Site Description,facility_type,country
Canada-AB-26-AB-HousingDirecotry-output-692,Rosedale Park ,10103-111 Street,Edmonton,T5K 2Y1,AB,Rental/Lease,Private For-Profit,105,Eligibility for independent residents is based on the resident's qualifications determined by management in the application process. Eligibility for Designated Supportive Living is determined by AHS and is based on the AHS client's assessed needs for services,Interested parties complete and submit an application form to the site manager. Management will confirm acceptance of the application form in a timely manner and will be placed on the wait list accordingly. Management will contact applicants on the wait list once a suite becomes available.,Not Specified,"$1,950 ","$2,933 ",Not Specified,Not Specified,355,963,"The fully equipped spacious suites are bright with natural light and include a kitchen, bathroom and bedroom(s) with ample storage throughout. Many floor plans are available.","Wide variety of spacious 1 and 2 bedroom floor plans, large windows, window coverings, spacious kitchens, full-size appliances, large closets and storage areas, sit-down showers with hand-held shower head, safety rails and raised toilets in bathrooms, touch control lights, easy-turn door levers and taps, raised electrical outlets, thermostatic controlled heating, smoke detector and sprinklers, insulated sound proofing between suites and emergency response system in each suite.","Dinner at full-service menu restaurant, all utilities (except phone and internet), weekly housekeeping, daily morning check by Certified Health Care Aide, 24-hour Emergency Response System, Licensed Practical Nurse, health clinics and services, diverse recreation programming, weekly housekeeping, bed linen and towels changed and laundered weekly, complimentary laundry facilities, scheduled transportation outings, chapel services, exercise room, fitness classes, resident newsletter, daily garbage pickup.","Large common areas, public gardens, air conditioned hallways and common areas, sprinklers and smoke detectors throughout, handrails in corridors, wheelchair accessible, elevators, visitor and resident parking, central mail pick up and private mailboxes.","[False, False, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True]",Darlene Ballek,780 426 7677,darlene.b@rosedaledevelopments.com,Not Specified,Not Specified,www.rosedaledevelopments.com,"Rosedale communities are luxurious assisted living residences providing quality care and support in the comfort of the residents' own home at an affordable price. Rosedale communities are safe, secure environments providing supportive services, social activities, food services and personal health care assistance to allow residents maintain independence for as long as possible. Health care staffs are on site 24 hours daily.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-693,Rosedale Villa ,10107-111 Street,Edmonton,T5K 2Z1,AB,Rental/Lease,Private For-Profit,97,Eligibility for independent residents is based on the resident's qualifications determined by management in the application process. Eligibility for Designated Supportive Living is determined by AHS and is based on the AHS client's assessed needs for services.,Interested parties complete and submit an application form to the site manager. Management will confirm acceptance of the application form in a timely manner and will be placed on the wait list accordingly. Management will contact applicants on the wait list once a suite becomes available.,Not Specified,"$1,950 ","$3,063 ",Not Specified,Not Specified,470,987,"The fully equipped spacious suites are bright with natural light and include a kitchen, bathroom and bedroom(s) with ample storage throughout. Many floor plans are available.","Wide variety of spacious 1 and 2 bedroom floor plans, large windows, window coverings, spacious kitchens, full-size appliances, large closets and storage areas, sit-down showers with hand-held shower head, safety rails and raised toilets in bathrooms, touch control lights, easy-turn door levers and taps, raised electrical outlets, thermostatic controlled heating, smoke detector and sprinklers, insulated sound proofing between suites and emergency response system in each suite.","Dinner at full-service menu restaurant, all utilities (except phone and internet), weekly housekeeping, daily morning check by Certified Health Care Aide, 24-hour Emergency Response System, Licensed Practical Nurse, health clinics and services, diverse recreation programming, weekly housekeeping, bed linen and towels changed and laundered weekly, complimentary laundry facilities, scheduled transportation outings, chapel services, exercise room, fitness classes, resident newsletter, daily garbage pickup.","Large common areas, public gardens, air conditioned hallways and common areas, sprinklers and smoke detectors throughout, handrails in corridors, wheelchair accessible, elevators, visitor and resident parking, central mail pick up and private mailboxes.","[False, False, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True]",Darlene Ballek,780 426 7677,darlene.b@rosedaledevelopments.com,Not Specified,Not Specified,www.rosedaledevelopments.com,"Rosedale communities are luxurious assisted living residences providing quality care and support in the comfort of the residents' own home at an affordable price. Rosedale communities are safe, secure environments providing supportive services, social activities, food services and personal health care assistance to allow residents maintain independence for as long as possible. Health care staffs are on site 24 hours daily.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-694,Rosedale Manor ,10053-111 Street,Edmonton,T5K 2H8,AB,Rental/Lease,Private For-Profit,58,Eligibility for independent residents is based on the resident's qualifications determined by management in the application process. Eligibility for Designated Supportive Living is determined by AHS and is based on the AHS client's assessed needs for services.,Interested parties complete and submit an application form to the site manager. Management will confirm acceptance of the application form in a timely manner and will be placed on the wait list accordingly. Management will contact applicants on the wait list once a suite becomes available.,Not Specified,"$2,005 ","$3,168 ",Not Specified,Not Specified,481,1010,"The fully equipped spacious suites are bright with natural light and include a kitchen, bathroom and bedroom(s) with ample storage throughout. Many floor plans are available.","Wide variety of spacious 1 and 2 bedroom floor plans, large windows, window coverings, spacious kitchens, full-size appliances, large closets and storage areas, sit-down showers with hand-held shower head, safety rails and raised toilets in bathrooms, touch control lights, easy-turn door levers and taps, raised electrical outlets, thermostatic controlled heating, smoke detector and sprinklers, insulated sound proofing between suites and emergency response system in each suite.","Dinner at full-service menu restaurant, all utilities (except phone and internet), weekly housekeeping, daily morning check by Certified Health Care Aide, 24-hour Emergency Response System, Licensed Practical Nurse, health clinics and services, diverse recreation programming, weekly housekeeping, bed linen and towels changed and laundered weekly, complimentary laundry facilities, scheduled transportation outings, chapel services, exercise room, fitness classes, resident newsletter, daily garbage pickup.","Large common areas, public gardens, air conditioned hallways and common areas, sprinklers and smoke detectors throughout, handrails in corridors, wheelchair accessible, elevators, visitor and resident parking, central mail pick up and private mailboxes.","[False, False, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True]",Razel Alcudia,780 447 1155,razel.a@rosedaledevelopments.com,Not Specified,Not Specified,www.rosedaledevelopments.com,"Rosedale communities are luxurious assisted living residences providing quality care and support in the comfort of the residents' own home at an affordable price. Rosedale communities are safe, secure environments providing supportive services, social activities, food services and personal health care assistance to allow residents maintain independence for as long as possible. Health care staffs are on site 24 hours daily.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-695,Rosedale St. Albert ,"20 Hebert Road,",St. Albert,T8N 3Y6,AB,Rental/Lease,Private For-Profit,230,Eligibility for independent residents is based on the resident's qualifications determined by management in the application process. Eligibility for Designated Supportive Living is determined by AHS and is based on the AHS client's assessed needs for services.,Interested parties complete and submit an application form to the site manager. Management will confirm acceptance of the application form in a timely manner and will be placed on the wait list accordingly. Management will contact applicants on the wait list once a suite becomes available.,Not Specified,"$1,950 ","$3,318 ",Not Specified,Not Specified,466,1264,"The fully equipped spacious suites are bright with natural light and include a kitchen, bathroom and bedroom(s) with ample storage throughout. Many floor plans are available.","Wide variety of spacious 1 and 2 bedroom floor plans, large windows, window coverings, spacious kitchens, full-size appliances, large closets and storage areas, sit-down showers with hand-held shower head, safety rails and raised toilets in bathrooms, touch control lights, easy-turn door levers and taps, raised electrical outlets, thermostatic controlled heating, smoke detector and sprinklers, insulated sound proofing between suites and emergency response system in each suite.","Dinner at full-service menu restaurant, all utilities (except phone and internet), weekly housekeeping, daily morning check by Certified Health Care Aide, 24-hour Emergency Response System, Licensed Practical Nurse, health clinics and services, diverse recreation programming, weekly housekeeping, bed linen and towels changed and laundered weekly, complimentary laundry facilities, scheduled transportation outings, chapel services, exercise room, fitness classes, resident newsletter, daily garbage pickup.","Large common areas, public gardens, air conditioned hallways and common areas, sprinklers and smoke detectors throughout, handrails in corridors, wheelchair accessible, elevators, visitor and resident parking, central mail pick up and private mailboxes.","[False, False, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True]",Linda Tulloch,780 460 1600,linda.t@rosedaledevelopments.com,Not Specified,Not Specified,www.rosedaledevelopments.com,"Rosedale communities are luxurious assisted living residences providing quality care and support in the comfort of the residents' own home at an affordable price. Rosedale communities are safe, secure environments providing supportive services, social activities, food services and personal health care assistance to allow residents maintain independence for as long as possible. Health care staffs are on site 24 hours daily.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-696,Rosedale Griesbach ,4480 McCrae Ave.,Edmonton,T5E 0Y5,AB,Rental/Lease,Private For-Profit,268,Eligibility for independent residents is based on the resident's qualifications determined by management in the application process. Eligibility for Designated Supportive Living is determined by AHS and is based on the AHS client's assessed needs for services.,Interested parties complete and submit an application form to the site manager. Management will confirm acceptance of the application form in a timely manner and will be placed on the wait list accordingly. Management will contact applicants on the wait list once a suite becomes available.,Not Specified,"$1,950 ","$3,340 ",Not Specified,Not Specified,363,1080,"The fully equipped spacious suites are bright with natural light and include a kitchen, bathroom and bedroom(s) with ample storage throughout. Many floor plans are available.","Wide variety of spacious 1 and 2 bedroom floor plans, large windows, window coverings, spacious kitchens, full-size appliances, large closets and storage areas, sit-down showers with hand-held shower head, safety rails and raised toilets in bathrooms, touch control lights, easy-turn door levers and taps, raised electrical outlets, thermostatic controlled heating, smoke detector and sprinklers, insulated sound proofing between suites and emergency response system in each suite.","Dinner at full-service menu restaurant, all utilities (except phone and internet), weekly housekeeping, daily morning check by Certified Health Care Aide, 24-hour Emergency Response System, Licensed Practical Nurse, health clinics and services, diverse recreation programming, weekly housekeeping, bed linen and towels changed and laundered weekly, complimentary laundry facilities, scheduled transportation outings, chapel services, exercise room, fitness classes, resident newsletter, daily garbage pickup.","Large common areas, public gardens, air conditioned hallways and common areas, sprinklers and smoke detectors throughout, handrails in corridors, wheelchair accessible, elevators, visitor and resident parking, central mail pick up and private mailboxes","[False, False, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True]",Tammie Smishek,780 478 2233,tammie.s@rosedaledevelopments.com,Not Specified,Not Specified,www.rosedaledevelopments.com,"Rosedale communities are luxurious assisted living residences providing quality care and support in the comfort of the residents' own home at an affordable price. Rosedale communities are safe, secure environments providing supportive services, social activities, food services and personal health care assistance to allow residents maintain independence for as long as possible. Health care staffs are on site 24 hours daily.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-697,Origin at Spring Creek ,808 Spring Creek Drive,Canmore,T1W 0K3,AB,Rental/Lease,Private For-Profit,110,"Independent

Assisted Living 

Memory Care",Assessment with Director of Care,Not Specified,"$2,900 ","$6,300 ",Not Specified,Included,430,1100,"Suite Features

Choice of spacious suites including, studio, one bedroom, one bedroom and den, two bedroom and two

bedroom and den floor plans. Classic neutral décor including plush carpeting, lighting and window

coverings.

Large energy efficient windows offering a variety of exposures to Canmore’s breathtaking mountain

vistas and are openable for summer breezes.

Convenient kitchenette with tile backsplash, fridge, microwave, sink and non-slip flooring.

Telephone, Internet and basic cable TV service with outlets in bedroom(s) and living room.

All utilities are included in the monthly rent and each suite is equipped with individual climate controls.

Brightly lit, private 3 piece bathroom with grab bars featuring a spacious vanity, an oversized seated shower,

toilet and non-slip floors.

Origin at Spring Creek features the World-Renowned Silversphere Personal Response Emergency System

that is monitored 24 hours per day by Origin’s trained staff.","Professional concierge service at secure front entrance reception to welcome you home or greet your guests.

Full-service, elegant Creekside Dining Room where residents will dine for breakfast, lunch and dinner each

day. Family and friends are welcome at any time but reservations are encouraged whenever possible.

Enjoy delicious home-cooked meals prepared by Origin’s own talented Red Seal Executive Chef and kitchen

team. Special dietary requirements are easily accommodated by our dining team.

The Creekside Dining Room features an “open kitchen” with a Chef’s table for enjoyment by residents and

their guests.

Join friends or family for a lively pre or post dinner drink in the Mineshaft Tavern or catch the Game on the

big screen TV with the rest of the gang.

Reserve a romantic candle lit ‘prix fixe’ dinner in Seasons Private Dining Room, or invite family and guests to

your own catered functions such as birthdays and anniversaries.

Join Origin at Spring Creek’s “Wine Club” and enjoy sampling fine wines from around the world in the

Seasons Private Dining Room.

Complimentary mid-morning and afternoon tea served each day in the The Hub Internet Café, with fresh

baked goods a",Health Care Packages Available.,"State of the Art Security & Safety

Main front entry doors fully monitored by Origin Concierge daily from 7 am to 11 pm (doors lock from 8

pm to 7 am – intercom access from Origin 24 hour staff only).

Exterior doors are monitored by alarm after hours with security cameras placed at strategic locations and

monitored at Concierge‘s desk. Night security on duty 11 pm to 7 am seven days per week.

All visitors required to sign in and out for enhanced safety and security.

Silversphere Personal Emergency Response system (pendant) for each resident including an emergency pull

cord in individual suite bathrooms and bedrooms to call for assistance, monitored with response from

Origin’s highly trained on-site staff at all times.

Automatic fire sprinkler system in all common areas and throughout the individual suites for maximum safety.

Fire alarm system monitored by Origin and an external agency.

Fireman’s elevator in case of emergency.

Heat & Smoke detectors in every suite.

Strobe light and audible public address systems for instructions if an emergency evacuation is necessary.

Convenient elevator access to all floors with three elevators available for residents.

Well l","[False, True, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Cindy Fraser,403.678.2288,cfraser@originspringcreek.ca,http//:facebook/originspringcreek,Not Specified,originspringcreek.ca/html,"Origin at Spring Creek is the Bow Valley's premium active lifestyle community in the heart of the Rocky Mountains., Offering 110 beautifully appointed suites comprised of 56 studio, one and two bedroom condos, 42 studio, one and two bedroom full service rental suites and 12 memory care suites in our Morning Star Neighbourhood.,  , Origin’s award winning life enrichment programs combined active living, healthy dining and social connection in a fun and vibrant community. Whether participating in an aqua size class, learning new skills in a Tech Tips session or enjoying hosting friends  and family in the Mineshaft Pub the focus of our community members is always “What do you want to do today!”",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-698,Trinity Care home ,7815-160 Street,Edmonton,T5R2G6,AB,Rental/Lease,Private For-Profit,5,"Preferably seniors, must be able to ambulate independently or with minimal assistance, may be in need of assisted living services and health and personal care, do not require 24/7 nursing care","Please book a tour, then complete an application form and need assessment","This is a pet free, smoke free residential home.",1100,1300,Not Specified,$1000-2500 for care packages based on needs,9 ft* 11ft,12 ft* 13.7ft,Private and large bedrooms with large windows and spacious closets with shared bathrooms and other commons areas.,"All bedrooms are for single occupancy, limited double occupancy available for couples. The rest of the house is shared including kitchen, dining room, and living room.","Home maintenance, housekeeping, laundry, snow/ lawn care, cable tv, internet, local phone line, and all utilities (power, water, heat) included. 



Care packages included assistance with daily activities, personal care, health monitoring, health promotion, planned social activities/ outings, and weekly transportation to appointments. Nursing staff onsite 24/7 as needed.","No wheelchair access. Interconnected smoke detectors and emergency lights installed. Residential home located within family-friendly neighborhoods. Close to West Edmonton Mall, Meadowlark health center, Misericordia Hospital, public libraries, recreational centers, all major banks and bus routes.","[False, False, False, False, True, False, False, True, False, False, False, False, False, True, True, True, False, False, False, False, True, False, True, True, True]",Ayo,7807205541,crystalcaregroup@gmail.com,Not Specified,Not Specified,Not Specified,"Are you looking for a friendly and safe place to call home with personalized assisted living services to meet your specific needs in a home like setting? ,  ,  • Spacious and private bedrooms for rent in small care home • Located in a quiet and residential neighborhood in WEST END Edmonton  • Close to shopping malls and all amenities  • Must be able to ambulate independently or with minimum assistance  • Rent: star. $1200, based on size of room and needed services  • Meal plans, housekeeping, internet, & utilities included in rent  • Extra costs for care packages based on needs (eg. assistance with daily activities, and medications)  • Holistic, caring, and personalized services  • Sorry no wheelchair access, no pet, no smoking  For more info, please call 7807205541  ***Serious inquiries only! Please no spam, no unrelated inquiries!",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-699,Westbourne Place ,877 - 64 Avenue NW,Calgary,T2K 5J4,AB,Rental/Lease,Private Not-For-Profit,146,Low Income Seniors,TO FOLLOW,Not Specified,505,605,Not Specified,Not Specified,400,600,"Rent Includes

All utilities (except for phone, internet and cable TV)

A Tenant Insurance Package, which covers personal belongings

A Liability Insurance Package","All Suites are equipped with:

modern appliances (refrigerator and stove)

wall-to-wall carpeting and linoleum

window coverings

large storage room

many with private balcony or patio",Not Specified,Not Specified,"[False, False, False, True, True, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, True, True, False, True]",David Ferguson,403-274-8383,westbourneplace@shaw.ca,Not Specified,Not Specified,www.westbourneministries.com,Westbourne Place,Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-700,AgeCare Columbia ,785 Columbia Blvd. W,Lethbridge,T1K 4T8,AB,Rental/Lease,Not Specified,112,Not Specified,"Contact General Manager or Care Manager for a tour and to book a stay - guest suites, respite stays and long term lease available",Not Specified,1893,2294,Not Specified,"Additional residents $600 monthly, Medication Management and Personal Care Assistance available and custom to individual needs. Packages starting at $4/day",380,600,Not Specified,Laundry available at no additional cost in each wing,"Secure units available. 

Recreation schedule and outings. 

Room Service daily at 2pm",Not Specified,"[False, True, False, True, True, False, False, False, False, True, True, True, False, True, True, True, False, True, True, True, True, True, True, False, True]",Chloe Kilkenny,403-320-9363,ckilkenny@agecare.ca,Columbia AgeCare,Not Specified,www.agecare.ca/columbia,"The unique design of the Columbia community provides a “campus of care” that enables aging in place as your needs change. As these care needs change, we can customize your care by transitioning from independent living to supportive living within your suite for a true age in place experience. We also offer a small Memory Care Area for residents who have cognitive decline and fear wandering.,  , For one inclusive and affordable monthly fee, Columbia Living offers:, , Lethbridge’s largest suites, each with individual climate control. Your choice of suites: studio, 1-bedroom., Appetizing meals prepared by our Red Seal Chef; served in the comfort of our dining room, Daily social and recreational activities, including scheduled outings in the Columbia Shuttle van, Indoor and outdoor gathering places; dining room with soaring cathedral ceilings, fireplace lounge, exercise room, community kitchen, craft room, residents’ garden,  and more…, 24-hour emergency call bell system to our on-site certified personal health care staff, Short term stays and respite care options, And many more amenities and services designed to support your independence, , Columbia Retirement Community is located in West End of Lethbridge, Alberta and offers all the benefits of a retirement living and seniors care in a community environment where making friends is easy and living is truly worry-free. Retirement Living at Columbia is for seniors who are looking for independent and assisted retirement living in a friendly, caring, safe and secure environment.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-701,Covenant Care - Chateau Vitaline ,5018 52 Avenue,Beaumont,T4X 1P3,AB,Rental/Lease,Public Not-For-Profit,34 SL4; 12 SL4-D; 3 Lodge,Assessed as requiring SL4/ SL4-D care,"Supportive Living, access through AHS placement services;

Lodge contact Chateau Vitaline at cv.admin@covenantcare.ca",Not Specified,1893,2663,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,In-suite  shower,Spiritual care and recreational activities,Rooms available for family gatherings.,"[False, False, False, True, True, False, False, True, False, True, True, True, False, True, True, True, True, False, True, True, True, True, True, False, True]",Chateau Vitaline,780-929-9000,cv.admin@covenantcare.ca,Not Specified,Not Specified,Covenantcare.ca,"SL4, SL4-D, Lodge",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-702,Shepherd's Care Barrhead ,5236 59 Avenue,Barrhead,,AB,Not Specified,Private Not-For-Profit,42,Admission is through an assessment by Alberta Health Services,"Contact Us for a Tour.  Susan Wiese, RN, Facility Manager - 780-674-4249",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Single Level Building,"[False, False, False, False, True, False, False, False, False, False, True, True, False, True, True, True, False, False, True, True, True, False, True, False, False]","Susan Wiese, RN, Site Manager",780-674-4249,info@shepherdscare.org,Not Specified,Not Specified,www.shepherdscare.org,"Contact Us for a Tour.  Susan Wiese, RN, 780-674-4249.  Single level supportive living building centrally located in Barrhead next to the Keir Continuing Care Centre; 42 units. - private accommodation.  Spacious apartments in new facility; private bus for outings; beautiful gardens; beauty salon; chapel and quiet room., Residents pay an accommodation charge which covers their room and board, housekeeping and laundry and building maintenance costs.  All rooms are private accommodation.  The accommodation fee is similar to the rates established by Alberta Seniors for Long Term Care., Private Dining Room; special diets accommodated; rent includes 3 meals and snacks daily; spacious, attractive full service dining room with delicious, nutritious, seasonal menu plan designed by SCF dietitian / nutritionist; catered family functions always welcome., 24-hour Licensed Practical Nurse (LPN) and Registered Nurse (RN) Site Manager., Pastoral Care Services with close proximity to one of the founding churches of Shepherd's Care Foundation, Bethel Pentecostal Assembly.  Many churches and volunteer organizations throughout Barrhead Community visit each month to provide singing, entertainment and socialize with residents of our community; Recreational Therapy programs.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-703,Shepherd's Care Southside Manor ,10745 29 Avenue,Edmonton,T6J 5H6,AB,Rental/Lease,Private Not-For-Profit,84 Rental;  9 Life Leases (Condos),Seniors Living 55+,Call Us for a Tour 780-436-4508;780-435-3169,Not Specified,"$1,470 for 2 bdrm; varies with floor plan",Not Specified,Not Specified,"Included in Rent: 24 meals per month, additional meals available at an extra cost; Emergency Alarm Pendant; Basic Cable TV.  Not included in Rent:  Home Care, Utilities, Telephone",Not Specified,Not Specified,Not Specified,Emergency Alarm Pendant included in rent; coin laundry on each floor,"Additional services for purchase (e.g. extra meals, housekeeping, laundry, companion services)",Daily Site Supervisor and Night Responder,"[False, False, False, False, True, True, False, True, False, True, True, True, False, True, True, True, False, False, False, True, True, True, True, False, True]",Marinel Marbella,780-436-4508,info@shepherdscare.org,Not Specified,Not Specified,www.shepherdscare.org,"Call Us for a Tour 780-436-4508.  In Dec 2015 Southside Manor was voted as the Gold Winner in the Seniors' Residence category of the Reader's Choice Awards as Best Seniors Residence!  One + two bedroom apartments - some with bath and half.  Three meals and snacks available in attractive dining room from our amazing Chef and full service kitchen; family and guest meals available with room rentals and catering for family celebrations always welcomed.  Seasonal menu designed by our SCF Dietition / Nurtritionist. Special diets accommodated. Included in rent: 24 dinner meals (additional meals at extra cost); Emergency Alarm Pendant, Basic Cable TV, Care Services:  24 hour emergency alarm pendant; home care services by assessment; additional health care available to enhance what Public Homecare will not provide; Health and wellness clinics;  additional services for purchase - housekeeping, laundry, transportation and companion services., Beauty salon, exercise room, variety of leisure programs, monthly shopping trips, weekly bible studies, social rooms, controlled entry. , South Edmonton location near former Heritage mall; convenient bus routes; minutes from Century Plaza and new LRT; close proximity to churches, shopping, community parks, walkways and restaurants.  Southside Pentecostal Assembly, SCF founding church located next door.",Independent Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-704,Shepherd's Care Greenfield ,3820 114 Street,Edmonton,T6J 1M5,AB,Not Specified,Private Not-For-Profit,30,Admission is through as assessment by Alberta Health Services,"Call us for a tour; Kiran Chauhan, Site Supervisor 780-430-3613",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Safe and Secure building; 24 hour Licenses Practical Nurse (LPN), health care attendants (HCA) and on-call Registered Nurse (RN); Pastoral Care Services; Additional Services available for purchase - companion care and private bus transportation",Social Room / Chapel; safe and secure outdoor courtyard; beauty salon; abundance of services and shopping available close by,"[False, False, False, True, False, False, False, False, False, False, True, True, False, True, True, True, True, False, True, True, True, True, True, False, True]","Kiran Chauhan, Site Supervisor",780-430-3613,info@shepherdscare.org,Not Specified,Not Specified,www.shepherdscare.org,"Shepherd's Care Greenfield is a supportive living specialized memory care community serving people diagnosed with mid-stage dementia who require a safe and secure environment.  Specially trained staff who understand the needs of those with dementia / Alzheimer's provide programming specific to the memory impaired with a focus on quality-of-life and person centered care., Three delicious, nutritious meals and snacks served daily; spacious, attractive dining room; Seasonal menu plans designed by our SCF Dietition / Nutritionist; Special diets accommodated; catered family functions always welcome., Admission is through an assessment by Alberta Health Services (AHS) which funds the health care services provided: 24 hour Licensed Practical Nursing (LPN) health care attendants (HCA) and on-call Registered Nurse (RN).  Rehabilitation therapy and other health services are coordinated through AHS.  Shepherd's Care provides Pastoral Care services and support to all residents and their families., Residents pay an accommodation charge which covers their room and board, housekeeping and laundry.  All rooms are private accommodation.  The accommodation fee is similar to the rates established by Alberta Seniors for long term care.  Residents pay a portion of their medications and health supplies.",Supportive Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-705,Covenant Care Saint Thomas ,8411 - 91 Street,Edmonton,T6C 1Z9,AB,Rental/Lease,Private Not-For-Profit,62 Independent Living 138 Supportive Living 4,"Referrals to Saint Thomas are made through Alberta Health Services (AHS) Transition Services.  Residents must be assessed by AHS, qualify for publically funded supportive living, and decide to select Saint Thomas as their preferred location.    Waitlists are managed by AHS Coordinated Access.  For more information on supportive living application process, visit the Alberta Health Services website at www.albertahealthservices.ca or call 780-496-1300.","To reserve an independent living unit, please contact the Saint Thomas Housing Coordinator.",Not Specified,$800 ,"$2,000 ",$680-$805,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, True, False, True]",Joanne Dusterbeck,780-450-2987,ST.Admin@covenantcare.ca,Not Specified,Not Specified,www.covenantcare.ca,Saint Thomas Supportive and Independent Living is located in the Bonnie Doon French Quarter area of Edmonton.  Saint Thomas is within walking distance to many amenities including the Bonnie Doon Shopping Centre.  Edmonton Transit bus stops are conveniently located directly in front of the building’s main entrance.,Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-706,Points West Living Slave Lake ,105 6 Ave N.E.,Slave Lake,T0G 2A2,AB,Rental/Lease,Private For-Profit,52,"Please visit our website at www.pointswestliving.com under the ""Join Us"" heading and then ""Moving in with Us"" for further information.","Please visit our website at www.pointswestliving.com under the ""Join Us"" heading and then ""Moving in with Us"" for further information.",Not Specified,1951,2131,Not Specified,Not Specified,380,625,http://www.pointswestliving.com/slave_lake_floor_plans.php,http://www.pointswestliving.com/slave_lake_faq.php,http://www.pointswestliving.com/slave_lake_faq.php,http://www.pointswestliving.com/slave_lake_faq.php,"[False, True, False, True, True, False, False, True, False, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True]",Julie Bradstreet,780-843-2383,gm.slavelake@pointswestliving.com,Not Specified,Not Specified,www.pointswestliving.com,Points West Living Slave Lake is offering 45 spaces suites for Designated Supportive Living residents and an additional 7 spaces for Independent Supportive Living.,Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-707,Points West Living Red Deer ,6950 Taylor Drive,Red Deer,T4P 4C3,AB,Rental/Lease,Private For-Profit,139,"Please visit our website at www.pointswestliving.com under the ""Join Us"" heading and then ""Moving In With Us"" for further information.","Please visit our website at www.pointswestliving.com under the ""Join Us"" heading and then ""Moving In With Us"" for further information.",Not Specified,1951,3573,Not Specified,Not Specified,580,900,http://www.pointswestliving.com/red_deer_faq.php,http://www.pointswestliving.com/red_deer_faq.php,http://www.pointswestliving.com/red_deer_faq.php,http://www.pointswestliving.com/red_deer_faq.php,"[False, True, False, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",Joanne Leighton,587-457-9245,gm.reddeer@pointswestliving.com,Not Specified,Not Specified,www.pointswestliving.com,"Points West Living Red Deer is offering 25 full suites for Independent Supportive Living (ISL), 45 suites for Designated Supportive Living (DSL), and 69 suites for Designated Supportive Living with Memory Care, for a total of 139 suites.",Combined Living Only,Canada
Canada-AB-26-AB-HousingDirecotry-output-708,Vermilion Valley Lodge ,4610 - 53 Avenue,Vermilion,T9X 1G6,AB,Rental/Lease,Public Not-For-Profit,132,TO FOLLOW,TO FOLLOW,Designated Smoking Room Available,650,"1,133.00",30%,Not Specified,164,556,Not Specified,Not Specified,Not Specified,Not Specified,"[False, False, False, True, True, False, False, False, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, False, True]",Not Specified,780-853-5706,vdhf@telusplanet.net,Not Specified,Not Specified,Not Specified,TO FOLLOW,Supportive Living Only,Canada
