row_id,Facility Name,Address,City,Postal Code,Province,Country,Accommodation Type,Number of Units,Funding Source,Operator,Contact Phone,Fax,Last Visit Date,Last Visit Type,Original Issue Date,Licence Issue Date,Licence Expiry Date,Licence Type,ASL Facility ID
Canada-AB-27-AB-SupportiveLiving-output-838,GOOD SAMARITAN SOCIETY (THE GREENS),8861 75 Street,EDMONTON,T6C 4G8,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(780) 431-3738,(780) 431-3795,19-Apr-17,Mini Inspection Visit,5-May-06,1-May-16,30-Apr-19,3 Year - Full,70026824
Canada-AB-27-AB-SupportiveLiving-output-839,GOOD SAMARITAN SOCIETY GARDEN VISTA,4501 College Avenue,LACOMBE,T4L 2M8,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,32,Health,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(403) 458-6149,(403) 634-5039,18-Oct-16,Inspection Visit,1-May-06,1-Nov-16,31-Oct-17,Full,70027490
Canada-AB-27-AB-SupportiveLiving-output-840,I HAVE A CHANCE SUPPORT SERVICES LTD. RES #6,522 19A RR 13,STONY PLAIN,T7Z 1X1,AB,Canada,Supportive Living Accommodation - Group Home,7,Unique Homes,I HAVE A CHANCE SUPPORT SERVICES LTD.,(780) 962-0433,(780) 962-8668,16-Jun-17,Mini Inspection Visit,17-Nov-06,1-Jul-16,30-Jun-19,3 Year - Full,70028299
Canada-AB-27-AB-SupportiveLiving-output-841,ROBIN HOOD RESIDENCE 40,47 Summerton Street,SHERWOOD PARK,T8H 2V3,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),ROBIN HOOD ASSOCIATION FOR THE HANDICAPPED,(780) 467-7140,N/A,16-Feb-17,Inspection Visit,5-Dec-07,1-Mar-17,29-Feb-20,3 Year - Full,70028304
Canada-AB-27-AB-SupportiveLiving-output-842,ROBIN HOOD RESIDENCE 38,387 Summerton Crescent,SHERWOOD PARK,T8H 2V4,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),ROBIN HOOD ASSOCIATION FOR THE HANDICAPPED,(780) 467-7140,N/A,14-Feb-17,Inspection Visit,5-Dec-07,1-Mar-17,29-Feb-20,3 Year - Full,70028317
Canada-AB-27-AB-SupportiveLiving-output-843,ROBIN HOOD RESIDENCE 39,43 Summerton Street,SHERWOOD PARK,T8H 2V3,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),ROBIN HOOD ASSOCIATION FOR THE HANDICAPPED,(780) 467-7140,N/A,16-Feb-17,Inspection Visit,5-Dec-07,1-Mar-17,29-Feb-20,3 Year - Full,70028320
Canada-AB-27-AB-SupportiveLiving-output-844,ROBIN HOOD RESIDENCE 37,391 Summerton Crescent,SHERWOOD PARK,T8H 2V3,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),ROBIN HOOD ASSOCIATION FOR THE HANDICAPPED,(780) 467-7140,N/A,14-Feb-17,Inspection Visit,5-Dec-07,1-Mar-17,29-Feb-20,3 Year - Full,70028333
Canada-AB-27-AB-SupportiveLiving-output-845,CATHOLIC SOCIAL SERVICES,8815 99 Street,EDMONTON,T6E 3V3,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),CATHOLIC SOCIAL SERVICES,(780) 842-9129,N/A,8-May-17,Mini Inspection Visit,12-Jun-06,1-Jun-16,31-May-18,2 Year - Full,70028875
Canada-AB-27-AB-SupportiveLiving-output-846,CATHOLIC SOCIAL SERVICES,8815 - 99th Street,EDMONTON,T6E 3V3,AB,Canada,Supportive Living Accommodation - Group Home,4,,CATHOLIC SOCIAL SERVICES,(780) 701-9479,N/A,13-Oct-16,Mini Inspection Visit,1-Dec-06,1-Nov-14,31-Oct-17,3 Year - Full,70029289
Canada-AB-27-AB-SupportiveLiving-output-847,EDMONTON PEOPLE IN NEED SHELTER SOCIETY,10303 96 Street,EDMONTON,T5H 2H2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,37,Health,EDMONTON PEOPLE IN NEED SHELTER SOCIETY,(780) 424-6733,(780) 426-3002,20-Jun-17,Inspection Visit,16-Jan-08,17-Aug-17,30-Jun-18,Full,70029323
Canada-AB-27-AB-SupportiveLiving-output-848,ROCKY THREE GROUP HOME,5003 48 Street,ROCKY MOUNTAIN HOUSE,T4T 1C1,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),ROCKY SUPPORT SERVICES SOCIETY,(403) 845-4080,(403) 845-6951,8-Nov-16,Mini Inspection Visit,1-Sep-07,1-Dec-15,30-Nov-18,3 Year - Full,70032057
Canada-AB-27-AB-SupportiveLiving-output-849,INNISFAIL COUNTRY MANOR,3308 52 Avenue,INNISFAIL,T4G 1W7,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,36,,CHANTELLE MANAGEMENT LTD.,(403) 227-8200,N/A,7-Jun-17,Inspection Visit,1-Apr-07,21-Jul-17,30-Sep-17,Conditional,70033458
Canada-AB-27-AB-SupportiveLiving-output-850,ASPEN RIDGE,3100 22 Street,RED DEER,T4R 3N7,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,153,,HCN-REVERA LESSEE (ASPEN RIDGE) GP INC.,(403) 341-5522,N/A,22-Mar-17,Inspection Visit,1-Feb-07,1-Apr-17,31-Mar-19,2 Year - Full,70033490
Canada-AB-27-AB-SupportiveLiving-output-851,EVERGREEN,2220 162 Avenue SW,CALGARY,T2Y 5E3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,154,,HCN-REVERA LESSEE (EVERGREEN) GP INC.,(403) 201-3555,N/A,20-Sep-16,Inspection Visit,22-Mar-07,1-Oct-16,30-Sep-17,Full,70033929
Canada-AB-27-AB-SupportiveLiving-output-852,EDMONTON PEOPLE IN NEED SHELTER SOCIETY,9559 103 Avenue,EDMONTON,T5H 0G8,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,14,Health,EDMONTON PEOPLE IN NEED SHELTER SOCIETY,(780) 424-6733,(780) 426-3002,20-Jun-17,Mini Inspection Visit,16-Jan-08,1-Jul-15,30-Jun-18,3 Year - Full,70034702
Canada-AB-27-AB-SupportiveLiving-output-853,EDMONTON PEOPLE IN NEED SHELTER SOCIETY,9539 103 Avenue,EDMONTON,T5H 0G8,AB,Canada,Supportive Living Accommodation - Group Home,8,Health,EDMONTON PEOPLE IN NEED SHELTER SOCIETY,(780) 424-6733,(780) 426-3002,20-Jun-17,Inspection Visit,16-Jan-08,17-Aug-17,30-Jun-18,Full,70034715
Canada-AB-27-AB-SupportiveLiving-output-854,RESIDENCE #5,5234 46 Avenue,ST. PAUL,T0A 3A4,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),S.P.A.N. ST. PAUL ABILITIES NETWORK (SOCIETY),(780) 645-3441,(780) 645-1885,6-Jul-17,Inspection Visit,1-Aug-07,1-Aug-17,31-Jul-18,Full,70034993
Canada-AB-27-AB-SupportiveLiving-output-855,WINNIFRED STEWART ASSOCIATION RESIDENCE 14 (ORMSBY),18504 66 Avenue,EDMONTON,T5T 2M4,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),WINNIFRED STEWART ASSOCIATION FOR THE MENTALLY HANDICAPPED,(780) 453-6707,(780) 453-6709,7-Sep-17,Inspection Visit,14-Mar-08,1-Oct-15,30-Sep-17,2 Year - Full,70035056
Canada-AB-27-AB-SupportiveLiving-output-856,WINNIFRED STEWART ASSOCIATION RESIDENCE 13,5707 185 Street,EDMONTON,T6M 1Y3,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),WINNIFRED STEWART ASSOCIATION FOR THE MENTALLY HANDICAPPED,(780) 453-6707,(780) 453-6709,7-Sep-17,Inspection Visit,14-Mar-08,1-Oct-16,30-Sep-17,Full,70035069
Canada-AB-27-AB-SupportiveLiving-output-857,WINNIFRED STEWART ASSOCIATION RESIDENCE 16,11115 132 Street,EDMONTON,T5M 1E6,AB,Canada,Supportive Living Accommodation - Group Home,9,Persons with Developmental Disabilities (PDD),WINNIFRED STEWART ASSOCIATION FOR THE MENTALLY HANDICAPPED,(780) 453-6707,(780) 453-6709,8-Sep-17,Mini Inspection Visit,1-Sep-07,1-Oct-16,30-Sep-19,3 Year - Full,70035072
Canada-AB-27-AB-SupportiveLiving-output-858,MEDI-HOME INDIVIDUALIZED SUPPORT SERVICES LTD. RESIDENCE #9,14912 16 Street,EDMONTON,T5Y 3J1,AB,Canada,Supportive Living Accommodation - Group Home,6,Health,MEDI-HOME INDIVIDUALIZED SUPPORT SERVICES LTD.,(780) 903-3734,N/A,20-Jul-17,Mini Inspection Visit,1-Aug-07,1-Aug-16,31-Jul-19,3 Year - Full,70035158
Canada-AB-27-AB-SupportiveLiving-output-859,GOOD SAMARITAN SOCIETY GEORGE HENNIG PLACE,4808 57 Avenue,STONY PLAIN,T7Z 2J9,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,30,Health,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(780) 963-3133,N/A,10-Apr-17,Inspection Visit,1-Nov-07,28-Aug-17,30-Apr-18,Full,70035161
Canada-AB-27-AB-SupportiveLiving-output-860,GOOD SAMARITAN SOCIETY SPRUCE GROVE CENTRE,415 King Street,SPRUCE GROVE,T7X 3Y8,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,30,Health,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(780) 962-3499,(780) 962-3416,11-Apr-17,Inspection Visit,1-Nov-07,28-Aug-17,30-Sep-17,Conditional,70035187
Canada-AB-27-AB-SupportiveLiving-output-861,PRAIRIE ROSE LODGE,117 3 Avenue NW,MILK RIVER,T0K 1M0,AB,Canada,Supportive Living Accommodation - Lodge,39,Lodge Assistance Program,RIDGE COUNTRY HOUSING,(403) 647-3531,N/A,3-Oct-16,Inspection Visit,18-Mar-09,1-Nov-16,31-Oct-17,Full,70035234
Canada-AB-27-AB-SupportiveLiving-output-862,CONSORT LODGE,4530 52 Avenue,CONSORT,T0C 1B0,AB,Canada,Supportive Living Accommodation - Lodge,37,Lodge Assistance Program,ACADIA FOUNDATION,(403) 577-3832,N/A,29-Sep-16,Inspection Visit,1-Dec-09,4-Nov-16,31-Oct-17,Full,70035292
Canada-AB-27-AB-SupportiveLiving-output-863,OYEN LODGE,310 2 Street West,OYEN,T0J 2J0,AB,Canada,Supportive Living Accommodation - Lodge,42,Lodge Assistance Program,ACADIA FOUNDATION,(403) 664-3661,N/A,28-Sep-16,Mini Inspection Visit,1-Dec-09,1-Nov-15,31-Oct-17,2 Year - Full,70035310
Canada-AB-27-AB-SupportiveLiving-output-864,HILLCREST LODGE,4321 52 Avenue,BARRHEAD,T7N 1M6,AB,Canada,Supportive Living Accommodation - Lodge,91,Lodge Assistance Program,BARRHEAD AND DISTRICT SOCIAL HOUSING ASSOCIATION,(780) 674-2787,N/A,8-Feb-17,Mini Inspection Visit,13-Jul-09,1-Mar-16,28-Feb-18,2 Year - Full,70035323
Canada-AB-27-AB-SupportiveLiving-output-865,KLONDIKE PLACE,4310 51 Avenue,BARRHEAD,T7N 1P7,AB,Canada,Supportive Living Accommodation - Lodge,40,Lodge Assistance Program,BARRHEAD AND DISTRICT SOCIAL HOUSING ASSOCIATION,(780) 674-2787,N/A,8-Feb-17,Inspection Visit,13-Jul-09,1-Mar-17,28-Feb-18,Full,70035336
Canada-AB-27-AB-SupportiveLiving-output-866,BATTLE RIVER FOUNDATION,429 5 Avenue,WAINWRIGHT,T9W 2R1,AB,Canada,Supportive Living Accommodation - Lodge,101,Lodge Assistance Program,BATTLE RIVER FOUNDATION,(780) 842-3630,(780) 842-6664,8-Jun-17,Mini Inspection Visit,31-Mar-09,1-Jul-15,30-Jun-18,3 Year - Full,70035349
Canada-AB-27-AB-SupportiveLiving-output-867,HOLDEN LODGE,4820 52 Avenue,HOLDEN,T0B 2C0,AB,Canada,Supportive Living Accommodation - Lodge,37,Lodge Assistance Program,BEAVER FOUNDATION,(780) 688-3817,N/A,14-Mar-17,Inspection Visit,27-Jan-09,1-Apr-17,31-Mar-20,3 Year - Full,70035352
Canada-AB-27-AB-SupportiveLiving-output-868,TOFIELD LODGE,5824 50 Street,TOFIELD,T0B 4J0,AB,Canada,Supportive Living Accommodation - Lodge,60,Lodge Assistance Program,BEAVER FOUNDATION,(780) 662-3477,(780) 662-7624,15-Mar-17,Mini Inspection Visit,27-Jan-09,1-Apr-16,31-Mar-19,3 Year - Full,70035365
Canada-AB-27-AB-SupportiveLiving-output-869,VIALTA LODGE,5128 57 Avenue,VIKING,T0B 4N0,AB,Canada,Supportive Living Accommodation - Lodge,64,Lodge Assistance Program,BEAVER FOUNDATION,(780) 336-3353,(780) 336-3591,2-Mar-17,Mini Inspection Visit,30-Jan-09,1-Apr-16,31-Mar-19,3 Year - Full,70035378
Canada-AB-27-AB-SupportiveLiving-output-870,ROSEALTA LODGE,4318 53 Street,CAMROSE,T4V 4G3,AB,Canada,Supportive Living Accommodation - Lodge,105,Lodge Assistance Program,BETHANY NURSING HOME OF CAMROSE,(780) 679-0851,N/A,7-Feb-17,Inspection Visit,19-Feb-09,1-Mar-17,29-Feb-20,3 Year - Full,70035394
Canada-AB-27-AB-SupportiveLiving-output-871,BOW RIVER LODGE,920 13 Street,CANMORE,T1W 1W1,AB,Canada,Supportive Living Accommodation - Lodge,58,Lodge Assistance Program,BOW VALLEY REGIONAL HOUSING,(403) 678-5922,N/A,9-Mar-17,Mini Inspection Visit,11-Mar-09,1-Apr-16,31-Mar-19,3 Year - Full,70035412
Canada-AB-27-AB-SupportiveLiving-output-872,SHANGRI-LA LODGE,5208 47 Avenue,DRAYTON VALLEY,T7A 1N7,AB,Canada,Supportive Living Accommodation - Lodge,81,Lodge Assistance Program,BRAZEAU  FOUNDATION,(780) 542-2712,N/A,2-Mar-17,Mini Inspection Visit,19-Mar-09,1-Apr-15,31-Mar-18,3 Year - Full,70035441
Canada-AB-27-AB-SupportiveLiving-output-873,PAINTEARTH LODGE,4501 55 Avenue,CASTOR,T0C 0X0,AB,Canada,Supportive Living Accommodation - Lodge,55,Lodge Assistance Program,CASTOR & DISTRICT HOUSING AUTHORITY,(403) 882-3244,N/A,21-Feb-17,Inspection Visit,1-Jan-10,1-Mar-17,28-Feb-18,Full,70035454
Canada-AB-27-AB-SupportiveLiving-output-874,WAINWRIGHT ASSOCIATION FOR COMMUNITY LIVING - LOWER LEVEL,708 1 Avenue (Lower Level),WAINWRIGHT,T9W 1N7,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),WAINWRIGHT ASSOCIATION FOR COMMUNITY LIVING,(780) 842-5302,N/A,11-Apr-17,Mini Inspection Visit,15-Apr-07,1-May-16,30-Apr-19,3 Year - Full,70035467
Canada-AB-27-AB-SupportiveLiving-output-875,CHINOOK LODGE,451 3 Street W,CARDSTON,T0K 0K0,AB,Canada,Supportive Living Accommodation - Lodge,62,Lodge Assistance Program,CHINOOK FOUNDATION,(403) 653-4324,N/A,20-Sep-16,Inspection Visit,30-Apr-09,1-Oct-16,30-Sep-19,3 Year - Full,70035501
Canada-AB-27-AB-SupportiveLiving-output-876,DIAMOND WILLOW TERRACE LODGE,130 Centre Street S,MAGRATH,T0K 1J0,AB,Canada,Supportive Living Accommodation - Lodge,33,Lodge Assistance Program,CHINOOK FOUNDATION,(403) 758-6866,N/A,11-Apr-17,Inspection Visit,31-Mar-09,1-May-17,30-Nov-17,Full,70035514
Canada-AB-27-AB-SupportiveLiving-output-877,ANDREW SENIOR CITIZENS' LODGE,5034 53 Avenue,ANDREW,T0B 0C0,AB,Canada,Supportive Living Accommodation - Lodge,24,Lodge Assistance Program,LAMONT COUNTY HOUSING FOUNDATION,(780) 764-3013,N/A,10-Jan-17,Inspection Visit,1-Jan-10,1-Feb-17,31-Jan-18,Full,70035527
Canada-AB-27-AB-SupportiveLiving-output-878,BEAVERHILL PIONEER LODGE,5133 51 Street,LAMONT,T0B 2R0,AB,Canada,Supportive Living Accommodation - Lodge,36,Lodge Assistance Program,LAMONT COUNTY HOUSING FOUNDATION,(780) 895-2573,N/A,9-Jan-17,Inspection Visit,1-Jan-10,1-Feb-17,31-Jan-20,3 Year - Full,70035530
Canada-AB-27-AB-SupportiveLiving-output-879,FATHER FILAS MANOR,5024 53 Avenue,MUNDARE,T0B 3H0,AB,Canada,Supportive Living Accommodation - Lodge,38,Lodge Assistance Program,LAMONT COUNTY HOUSING FOUNDATION,(780) 764-3013,N/A,11-Jan-17,Mini Inspection Visit,1-Jan-10,1-Feb-16,31-Jan-18,2 Year - Full,70035543
Canada-AB-27-AB-SupportiveLiving-output-880,HEART HAVEN LODGE,6011 50 Avenue,STETTLER,T0C 2L2,AB,Canada,Supportive Living Accommodation - Lodge,70,Lodge Assistance Program,COUNTY OF STETTLER HOUSING AUTHORITY,(403) 742-9220,N/A,28-Feb-17,Mini Inspection Visit,1-Oct-09,1-Apr-16,31-Mar-19,3 Year - Full,70035556
Canada-AB-27-AB-SupportiveLiving-output-881,WILLOW CREEK LODGE,6020 47 Avenue,STETTLER,T0C 2L1,AB,Canada,Supportive Living Accommodation - Lodge,53,Lodge Assistance Program,COUNTY OF STETTLER HOUSING AUTHORITY,(403) 742-2953,N/A,7-Mar-17,Inspection Visit,1-Oct-09,1-Apr-17,31-Mar-18,Full,70035569
Canada-AB-27-AB-SupportiveLiving-output-882,YORK CREEK LODGE,1810 112 Street,BLAIRMORE,T0K 0E0,AB,Canada,Supportive Living Accommodation - Lodge,58,Health,CROWSNEST PASS SENIOR HOUSING,(403) 562-2102,N/A,14-Jun-17,Inspection Visit,1-Apr-09,7-Sep-17,30-Jun-18,Full,70035572
Canada-AB-27-AB-SupportiveLiving-output-883,CYPRESS VIEW FOUNDATION,722 Bassett Crescent NW,MEDICINE HAT,T1A 7W8,AB,Canada,Supportive Living Accommodation - Lodge,158,Lodge Assistance Program,CYPRESS VIEW FOUNDATION,(403) 525-2228,N/A,6-Jul-17,Inspection Visit,16-Apr-09,1-Aug-17,30-Sep-17,Conditional,70035585
Canada-AB-27-AB-SupportiveLiving-output-884,SUNSHINE LODGE,698 6 Avenue East,DRUMHELLER,T0J 0Y5,AB,Canada,Supportive Living Accommodation - Lodge,78,Lodge Assistance Program,DRUMHELLER AND DISTRICT SENIORS FOUNDATION,(403) 823-3290,(403) 823-2070,2-Mar-17,Mini Inspection Visit,1-Jan-10,1-Apr-15,31-Mar-18,3 Year - Full,70035598
Canada-AB-27-AB-SupportiveLiving-output-885,EAGLE HILL LODGE,5303 49 Street,WILLINGDON,T0B 4R0,AB,Canada,Supportive Living Accommodation - Lodge,36,Lodge Assistance Program,EAGLE HILL FOUNDATION (1995),(780) 367-2717,N/A,15-Mar-17,Mini Inspection Visit,1-Apr-09,1-Apr-15,31-Mar-18,3 Year - Full,70035616
Canada-AB-27-AB-SupportiveLiving-output-886,EAGLE VIEW LODGE AND VILLA,Box 280,MYRNAM,T0B 3K0,AB,Canada,Supportive Living Accommodation - Lodge,40,Lodge Assistance Program,EAGLE HILL FOUNDATION (1995),(780) 366-3750,N/A,14-Mar-17,Inspection Visit,19-May-09,1-Apr-17,31-Mar-20,3 Year - Full,70035629
Canada-AB-27-AB-SupportiveLiving-output-887,HILLSIDE LODGE,4801 53 Avenue,TWO HILLS,T0B 4K0,AB,Canada,Supportive Living Accommodation - Lodge,41,Lodge Assistance Program,EAGLE HILL FOUNDATION (1995),(780) 657-3559,N/A,15-Mar-17,Mini Inspection Visit,19-May-09,1-Apr-16,31-Mar-19,3 Year - Full,70035632
Canada-AB-27-AB-SupportiveLiving-output-888,BIG KNIFE LODGE,4401 47 Street,FORESTBURG,T0B 1N0,AB,Canada,Supportive Living Accommodation - Lodge,42,Lodge Assistance Program,FLAGSTAFF REGIONAL HOUSING GROUP,(780) 582-3564,(780) 582-3733,19-Jan-17,Inspection Visit,1-Jan-10,1-Feb-17,31-Jan-20,3 Year - Full,70035645
Canada-AB-27-AB-SupportiveLiving-output-889,HIGH COUNTRY LODGE,707 Government Road,BLACK DIAMOND,T0L 0H0,AB,Canada,Supportive Living Accommodation - Lodge,41,Lodge Assistance Program,WESTWINDS COMMUNITIES,(403) 933-4028,N/A,14-Mar-17,Inspection Visit,17-Mar-09,1-Apr-17,31-Mar-20,3 Year - Full,70035661
Canada-AB-27-AB-SupportiveLiving-output-890,SANDSTONE LODGE,101 Centre Court,OKOTOKS,T1S 1Y4,AB,Canada,Supportive Living Accommodation - Lodge,47,Lodge Assistance Program,WESTWINDS COMMUNITIES,(403) 938-6404,N/A,14-Mar-17,Inspection Visit,17-Mar-09,1-Apr-17,31-Mar-20,3 Year - Full,70035687
Canada-AB-27-AB-SupportiveLiving-output-891,PLEASANT VIEW LODGE,1039 1 Street East,BOW ISLAND,T0K 0G0,AB,Canada,Supportive Living Accommodation - Lodge,55,Lodge Assistance Program,FORTY MILE FOUNDATION,(403) 545-2161,N/A,7-Mar-17,Inspection Visit,25-Nov-09,1-Apr-17,31-Mar-18,Full,70035718
Canada-AB-27-AB-SupportiveLiving-output-892,HERITAGE LODGE,10111 96 Street,GRANDE PRAIRIE,T8V 1Z8,AB,Canada,Supportive Living Accommodation - Lodge,72,Lodge Assistance Program,GRANDE SPIRIT FOUNDATION,(780) 532-8712,N/A,6-Oct-16,Inspection Visit,1-Nov-09,1-Nov-16,31-Oct-18,2 Year - Full,70035721
Canada-AB-27-AB-SupportiveLiving-output-893,PIONEER LODGE,9508 100 Avenue,GRANDE PRAIRIE,T8V 0T1,AB,Canada,Supportive Living Accommodation - Lodge,48,Lodge Assistance Program,GRANDE SPIRIT FOUNDATION,(780) 532-2901,N/A,1-Nov-16,Complaint Investigation,1-Nov-09,1-Nov-16,31-Oct-19,3 Year - Full,70035734
Canada-AB-27-AB-SupportiveLiving-output-894,PLEASANT VIEW LODGE,5230 44 Avenue,SPIRIT RIVER,T0H 3G0,AB,Canada,Supportive Living Accommodation - Lodge,42,Lodge Assistance Program,GRANDE SPIRIT FOUNDATION,(780) 864-3766,N/A,5-Oct-16,Inspection Visit,1-Nov-09,1-Nov-16,31-Oct-19,3 Year - Full,70035747
Canada-AB-27-AB-SupportiveLiving-output-895,WILD ROSE MANOR,9358 70 Avenue,GRANDE PRAIRIE,T8V 6L1,AB,Canada,Supportive Living Accommodation - Lodge,74,Lodge Assistance Program,GRANDE SPIRIT FOUNDATION,(780) 538-1818,(780) 539-5332,6-Oct-16,Inspection Visit,1-Nov-09,1-Nov-16,31-Oct-19,3 Year - Full,70035750
Canada-AB-27-AB-SupportiveLiving-output-896,BEVERLY LODGE,4410 117 Avenue NW,EDMONTON,T5W 4Z8,AB,Canada,Supportive Living Accommodation - Lodge,73,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 479-4693,N/A,12-Oct-16,Inspection Visit,1-Nov-09,1-Jul-17,30-Sep-17,Conditional,70035763
Canada-AB-27-AB-SupportiveLiving-output-897,KIWANIS PLACE LODGE,10330 120 Street NW,EDMONTON,T5K 2A6,AB,Canada,Supportive Living Accommodation - Lodge,206,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 488-4205,N/A,18-Oct-16,Inspection Visit,1-Nov-09,1-Nov-16,31-Oct-19,3 Year - Full,70035776
Canada-AB-27-AB-SupportiveLiving-output-898,MCQUEEN PLACE LODGE,10910 142 Street NW,EDMONTON,T5N 2P9,AB,Canada,Supportive Living Accommodation - Lodge,120,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 454-6350,N/A,14-Oct-16,Inspection Visit,1-Nov-09,1-Aug-17,31-Oct-17,Conditional,70035789
Canada-AB-27-AB-SupportiveLiving-output-899,MEADOWLARK LODGE,8609 161 Street NW,EDMONTON,T5R 5X9,AB,Canada,Supportive Living Accommodation - Lodge,58,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 484-0581,N/A,11-Oct-16,Inspection Visit,1-Nov-09,1-Aug-17,31-Oct-17,Conditional,70035792
Canada-AB-27-AB-SupportiveLiving-output-900,OTTEWELL PLACE LODGE,6207 92 Avenue NW,EDMONTON,T6B 0S3,AB,Canada,Supportive Living Accommodation - Lodge,124,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 469-7482,N/A,3-Oct-16,Inspection Visit,1-Nov-09,1-Jul-17,30-Sep-17,Conditional,70035807
Canada-AB-27-AB-SupportiveLiving-output-901,PLEASANTVIEW PLACE LODGE,5210 110 Street NW,EDMONTON,T6H 5K1,AB,Canada,Supportive Living Accommodation - Lodge,59,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 437-7061,N/A,19-Oct-16,Inspection Visit,1-Nov-09,1-Nov-16,31-Oct-19,3 Year - Full,70035810
Canada-AB-27-AB-SupportiveLiving-output-902,QUEEN ALEXANDRA LODGE,10825 77 Avenue NW,EDMONTON,T6E 6C5,AB,Canada,Supportive Living Accommodation - Lodge,58,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 433-5165,N/A,4-Oct-16,Inspection Visit,1-Nov-09,1-Jul-17,30-Sep-17,Conditional,70035823
Canada-AB-27-AB-SupportiveLiving-output-903,ROSSLYN PLACE LODGE,10915 134 Avenue NW,EDMONTON,T5E 1G4,AB,Canada,Supportive Living Accommodation - Lodge,120,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 473-2915,N/A,20-Oct-16,Inspection Visit,1-Nov-09,1-Aug-17,31-Oct-17,Conditional,70035836
Canada-AB-27-AB-SupportiveLiving-output-904,VIRGINIA PARK LODGE,11033 76 Street NW,EDMONTON,T5B 4T2,AB,Canada,Supportive Living Accommodation - Lodge,65,Lodge Assistance Program,GREATER EDMONTON FOUNDATION,(780) 479-2403,N/A,21-Oct-16,Mini Inspection Visit,1-Nov-09,1-Nov-15,31-Oct-17,2 Year - Full,70035849
Canada-AB-27-AB-SupportiveLiving-output-905,WILDROSE VILLA,5002 Ball Avenue,BOYLE,T0A 0M0,AB,Canada,Supportive Living Accommodation - Lodge,36,Lodge Assistance Program,GREATER NORTH FOUNDATION,(780) 689-3882,N/A,14-Feb-17,Mini Inspection Visit,18-Feb-09,1-Mar-16,28-Feb-18,2 Year - Full,70035881
Canada-AB-27-AB-SupportiveLiving-output-906,ALBERTA ROSE LODGE,2251 32 Street South,LETHBRIDGE,T1K 4J9,AB,Canada,Supportive Living Accommodation - Lodge,47,Lodge Assistance Program,GREEN ACRES FOUNDATION,(403) 327-5745,N/A,9-Jan-17,Mini Inspection Visit,1-Nov-09,1-Feb-16,31-Jan-19,3 Year - Full,70035894
Canada-AB-27-AB-SupportiveLiving-output-907,BLUE SKY LODGE,1431 16 Avenue North,LETHBRIDGE,T1H 4B9,AB,Canada,Supportive Living Accommodation - Lodge,67,Housing and Urban Affairs,GREEN ACRES FOUNDATION,(403) 328-9422,N/A,18-Jan-17,Inspection Visit,1-Nov-09,1-Feb-17,31-Jan-20,3 Year - Full,70035909
Canada-AB-27-AB-SupportiveLiving-output-908,GARDEN VIEW LODGE,751 1 Avenue South,LETHBRIDGE,T1J 4N7,AB,Canada,Supportive Living Accommodation - Lodge,125,Lodge Assistance Program,GREEN ACRES FOUNDATION,(403) 308-9532,N/A,12-Jan-17,Inspection Visit,1-Jan-10,25-May-17,31-Jan-18,Full,70035912
