row_id,license_num,initial_license,Expires,name,street_address,city,postal_code,county,#AZ,#Reg,#FL ,Total,adult_day_care_facility,alzheimer_facility,,facility_type
USA-IL-64-AssistedLiving-64-AssistedLiving-351,5102030,2017-04-27T00:00:00,2018-04-27T00:00:00,St. Joseph Village of Chicago,4021 W. Belmont,Chicago,60641,Cook,25,15,,40,No,Yes,7733285500,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-352,5102592,2017-06-01T00:00:00,2018-06-01T00:00:00,Stonecroft Village Ret. Community,1700 Burlington St.,Mendota,61342,LaSalle,,32,,32,No,No,8155385300,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-353,5104127,2016-08-31T00:00:00,2017-08-31T00:00:00,Sugar Creek Alzheimer's LLC,505 E Vernon Ave,Normal,61761,McLean,38,,,38,No,Yes,3094513000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-354,5104689,2017-01-18T00:00:00,2018-01-18T00:00:00,Summit of Uptown,10 N. Summit,Park Ridge,60068,Cook,19,,45,64,No,No,8478251161,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-355,5104028,2016-11-08T00:00:00,2018-11-08T00:00:00,Sunrise of Barrington,510 Northwest Highway,Barrington,60010,Lake,24,21,,45,No,Yes,8473828888,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-356,5101206,2016-07-08T00:00:00,2018-07-08T00:00:00,Sunrise of Bloomingdale (SZR Bloomingdale AL LLC),129 E Lake St.,Bloomingdale,60108,DuPage,30,52,,82,No,Yes,6302958600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-357,5101214,2016-07-08T00:00:00,2017-07-08T00:00:00,"Sunrise of Buffalo Grove (SZR Buffalo Grove AL,)F",180 West Half Day Rd,Buffalo Grove,60089,Lake,24,55,,79,No,Yes,8474788484,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-358,5101222,2015-07-08T00:00:00,2017-07-08T00:00:00,Sunrise of Crystal Lake,751 E Terra Cotta Ave,Crystal Lake,60014,McHenry,13,45,,58,No,Yes,8154446600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-359,5101230,2016-07-08T00:00:00,2017-07-08T00:00:00,Sunrise of Flossmoor,19715 Governor's Hwy,Flossmoor,60422,Cook,17,45,,62,No,Yes,7087981600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-360,5103343,2017-02-09T00:00:00,2019-02-09T00:00:00,Sunrise of Fountain Square,2210 Fountain Square,Lombard,60148,DuPage,20,60,,80,No,Yes,6308741405,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-361,5101255,2016-08-21T00:00:00,2017-08-21T00:00:00,Sunrise of Gurnee,500 N. Hunt Club Rd.,Gurnee,60031,Lake,13,46,,59,No,Yes,8478568100,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-362,5104275,2016-07-20T00:00:00,2017-07-20T00:00:00,Sunrise of Highland Park,1601 Green Bay Road,Highland Park,60035,Lake,19,56,,75,No,Yes,8476811620,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-363,5101263,2016-06-23T00:00:00,2017-06-23T00:00:00,Sunrise of Lincoln Park,2710 N. Clark St,Chicago,60614,Cook,14,46,,60,No,Yes,7732440005,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-364,5101271,2016-07-08T00:00:00,2018-07-08T00:00:00,Sunrise of Naperville,960 E. Chicago Ave.,Naperville,60540,DuPage,16,60,,76,No,Yes,6305791400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-365,5101289,2017-03-28T00:00:00,2018-03-28T00:00:00,Sunrise of Naperville North,535 W. Ogden Ave.,Naperville,60563,DuPage,33,44,,77,No,Yes,6303059400,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-366,5101297,2016-07-08T00:00:00,2017-07-08T00:00:00,Sunrise of Palos Park (SZR Palos Park LLC),12828 S. LaGrange Rd.,Palos Park,60464,Cook,25,60,,85,No,Yes,7083613577,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-367,5101305,2017-01-12T00:00:00,2017-07-08T00:00:00,Sunrise of Park Ridge,1725 Ballard Rd.,Park Ridge,60068,Cook,39,71,,110,No,Yes,8478241724,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-368,5101313,2016-07-08T00:00:00,2017-07-08T00:00:00,Sunrise of Schaumburg,790 N. Plum Grove Rd,Schaumburg,60193,Cook,30,52,,82,No,Yes,8475179700,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-369,5101321,2016-07-08T00:00:00,2017-07-08T00:00:00,Sunrise of Willowbrook,6300 Clarendon Hill Rd,Willowbrook,60527,DuPage,18,64,,82,No,Yes,6307349954,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-370,5101610,2016-09-09T00:00:00,2017-09-09T00:00:00,Sunrise of Wilmette,615 Ridge Rd,Wilmette,60091,Cook,28,,,28,No,Yes,8472561600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-371,5200669,2015-07-28T00:00:00,2017-07-28T00:00:00,Sunset Haven,361 N. Alfred Ave,Elgin,60123,Kane,,7,,7,No,No,8477421448,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-372,5105215,2017-02-25T00:00:00,2018-02-25T00:00:00,Sunshine Gardens,442 Comfort Drive,Marion,62959,Williamson,15,48,,63,No,Yes,6183640482,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-373,5103863,2017-05-01T00:00:00,2018-05-01T00:00:00,Sycamore Village,217 Castellano Dr,Swansea,62226,St. Clair,82,27,,109,No,Yes,6182222571,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-374,5104473,2017-06-13T00:00:00,2018-06-13T00:00:00,Taylorville Estates Inc,705 South Houston Street,Taylorville,62568,Christian,,49,,49,No,No,2178242222,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-375,5104044,2017-02-24T00:00:00,2018-02-24T00:00:00,Terraces at The Clare,55 East Pearson Street,Chicago,60611,Cook,13,26,,39,No,Yes,3127848100,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-376,5105207,2017-01-23T00:00:00,2018-01-23T00:00:00,Terra Vista of Oakbrook Terrace LLC,1635 s. Ardmore Avenue,Oakbrook Terrace,60181,DuPage,106,,,106,No,Yes,6305340886,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-377,5200917,2017-02-14T00:00:00,2018-02-14T00:00:00,"Theresa's Home Care 1, LLC",6455 Cunningham Court,Gurnee,60031,Lake,,5,,5,No,No,8475252816,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-378,5201303,2016-12-08T00:00:00,2017-12-08T00:00:00,"Theresa's Home Care III, LLC",402 Bonnie Brae Ave,Grayslake,60030,Lake,,3,,3,No,No,8475252816,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-379,5201063,2017-02-22T00:00:00,2018-02-22T00:00:00,"Theresa's Home Care II, LLC",5044 Darlene Dr,Gurnee,60031,Lake,,4,,4,No,No,8475252816,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-380,5102915,2017-03-11T00:00:00,2018-03-11T00:00:00,Three Crowns Park,2323 McDaniel,Evanston,60201,Cook,18,,,18,No,Yes,8473288700,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-381,5103947,2016-10-30T00:00:00,2017-10-30T00:00:00,Three Oaks Assisted Living,1055 Silver Lake Rd,Cary,60013,McHenry,25,69,,94,No,Yes,8475166016,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-382,5104812,2017-01-13T00:00:00,2018-01-13T00:00:00,Timber Creek Village,201 Stahlhut,Lincoln,62656,Logan,,40,,40,No,No,2176518771,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-383,5103855,2017-01-19T00:00:00,2018-01-19T00:00:00,Timber Creek Village,1302 W Highland Ave.,Robinson,62454,Crawford,,39,,39,No,No,6185448877,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-384,5101347,2016-09-01T00:00:00,2017-09-01T00:00:00,Timbers of Shorewood,1100 N. River Rd,Shorewood,60404,Will,,,90,90,No,No,8156090669,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-385,5105694,2017-04-12T00:00:00,2018-04-12T00:00:00,Travanse Living at Grayslake,1865 East Belvidere Rd,Grayslake,60030,Lake,28,68,,96,No,Yes,8475487000,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-386,5101354,2017-02-26T00:00:00,2019-02-26T00:00:00,Tremont Ridge Assisted Living,801 E Tremont St,Hillsboro,62049,Montgomery,10,28,,38,Yes,Yes,2175322733,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-387,5102170,2016-07-01T00:00:00,2017-07-01T00:00:00,Trenton Village LLC,980 E. Broadway,Trenton,62293,Clinton,8,42,,50,No,Yes,6182249465,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-388,5200974,2016-11-23T00:00:00,2017-11-23T00:00:00,United Methodist Village N. Campus,2101 James St,Lawrenceville,62439,Lawrence,,6,,6,No,No,6189433444,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-389,5101362,2017-02-07T00:00:00,2019-02-07T00:00:00,"United Methodist Village Retirement Community, INC.",5201 Asbury Avenue,Godfrey,62035,Madison,11,33,,44,No,Yes,6184670191,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-390,5100398,2015-11-19T00:00:00,2017-11-19T00:00:00,Vi at The Glen,2401 Indigo Lane,Glenview,60026,Cook,13,23,,36,No,Yes,8479044710,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-391,5101370,2016-06-05T00:00:00,2017-06-05T00:00:00,Victorian Inn,12600 Renaissance Circle,Homer Glen,60491,Will,20,40,,60,No,Yes,7083010800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-392,5101388,2015-10-21T00:00:00,2017-10-21T00:00:00,Villa Catherine AL,491 Clinton St,Carlyle,62231,Clinton,,18,,18,No,No,6185948363,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-393,5101404,2016-11-04T00:00:00,2017-11-04T00:00:00,Village Woods,2681 S. Route 394,Crete,60417,Will,,50,,50,No,No,7086726111,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-394,5104663,2015-07-12T00:00:00,2017-07-12T00:00:00,Villas at St. James,14335 Jamestown Road,Breese,62230,Clinton,,65,,65,No,No,6185260100,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-395,5105777,2017-03-04T00:00:00,2018-03-04T00:00:00,Villas of Holly Brook &amp; Reflections Pekin,2720 S. 14th Street,Pekin,61455,Tazewell,36,50,,86,No,Yes,3092013763,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-396,5104564,2016-07-21T00:00:00,2017-07-21T00:00:00,Villas of Holly Brook Chatham,825 East Walnut,Chatham,62629,Sangamon,,50,,50,No,No,2174834655,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-397,5104572,2016-10-11T00:00:00,2017-10-11T00:00:00,Villas of Holly Brook Effingham,904 West Evergreen,Effingham,62401,Effingham,,44,,44,No,No,2173422345,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-398,5105223,2016-10-22T00:00:00,2017-10-22T00:00:00,Villas of Holly Brook Gibson City,1400 N. Melvin Street,Gibson City,60936,Ford,,50,,50,No,No,2177271082,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-399,5105538,2016-08-15T00:00:00,2017-08-15T00:00:00,Villas of Holly Brook Harrisburg,220 Ron Crank Drive,Harrisburg,62946,Saline,18,50,,68,No,Yes,6182529218,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-400,5104580,2016-06-13T00:00:00,2017-06-13T00:00:00,Villas of Holly Brook Herrin,505 Rushing Drive,Carterville,62918,Williamson,,50,,50,No,No,6189931997,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-401,5104531,2016-06-13T00:00:00,2017-06-13T00:00:00,Villas of Holly Brook Marshall,17050 North Quality Lime Road,Marshall,62441,Clark,,46,,46,No,No,2178265600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-402,5104291,2016-11-23T00:00:00,2017-11-23T00:00:00,Villas of Holly Brook Monticello,901 Medical Center Dr,Monticello,61856,Piatt,,50,,50,No,No,2176311136,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-403,5105173,2017-01-21T00:00:00,2018-01-21T00:00:00,Villas of Holly Brook Morton,1709 North Main Street,Morton,61550,Tazewell,,50,,50,No,No,3093218393,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-404,5104549,2016-07-21T00:00:00,2017-07-21T00:00:00,Villas of Holly Brook Newton,101 South Gregory Dr.,Newton,62448,Jasper,,41,,41,No,No,6187834181,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-405,5104945,2016-06-19T00:00:00,2017-06-19T00:00:00,Villas of Holly Brook Savoy,68 E. Airport Road,Savoy,61874,Champaign,,50,,50,No,No,2173596224,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-406,5104556,2016-06-13T00:00:00,2017-06-13T00:00:00,Villas of Holly Brook Shelbyville,2201 East Main Street,Shelbyville,62565,Shelby,,45,,45,No,No,2177741040,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-407,5104457,2017-05-19T00:00:00,2018-04-05T00:00:00,Villas of Holly Brook Washington,1285 Independence Court,Washington,61571,Tazewell,,79,,79,Yes,Yes,3095087100,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-408,5105447,2017-04-10T00:00:00,2018-04-10T00:00:00,Villas of South Park,10000 South Main Street,Chatham,62629,Sangamon,,50,,50,No,No,2176975415,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-409,5105256,2017-06-09T00:00:00,2018-06-09T00:00:00,Villa West,4114 West Springfield Avenue,Champaign,61822,Champaign,,52,,52,No,No,2177143143,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-410,5200941,2016-04-25T00:00:00,2017-04-25T00:00:00,Violet Lane,101 N. Violet Lane,Carbondale,62901,Jackson,,6,,6,No,No,6185199560,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-411,5101412,2017-04-27T00:00:00,2018-04-27T00:00:00,Waterford Estates,17400 S. Kedzie Ave,Hazel Crest,60429,Cook,19,,61,80,No,Yes,7083351600,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-412,5103368,2016-05-04T00:00:00,2017-05-04T00:00:00,Weber Place Assisted Living,605 S. Edward Dr.,Romeoville,60446,Will,,187,18,205,No,No,8154392033,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-413,5101420,2016-06-14T00:00:00,2017-06-14T00:00:00,Weinberg Community,1551 Lake Cook Rd,Deerfield,60015,Cook,40,125,,165,Yes,Yes,8473740500,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-414,5104887,2016-06-25T00:00:00,2017-06-25T00:00:00,Wellshire Morton Grove,8415 Waukegan Road,Morton Grove,60053,Cook,,45,,45,No,No,8474704550,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-415,5105025,2016-06-26T00:00:00,2017-06-26T00:00:00,Westbridge Assisted Living,500 Wyndemere Circle,Wheaton,60187,DuPage,12,65,5,82,No,Yes,6306906662,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-416,5105504,2017-01-21T00:00:00,2018-01-21T00:00:00,Westbrook Senior Living,110 W. Schaumburg Rd,Streamwood,60107,Cook,24,56,,80,No,Yes,6303724114,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-417,5102329,2016-01-29T00:00:00,2018-01-29T00:00:00,Westminster Village AL,2025 E. Lincoln St,Bloomington,61701,McLean,,30,30,60,No,No,3096636474,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-418,5104846,2016-06-28T00:00:00,2017-06-28T00:00:00,White Oaks at Spring Street,1300 Spring Street,South Elgin,60177,Kane,30,,,30,No,Yes,8477173187,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-419,5200990,2016-11-18T00:00:00,2017-11-18T00:00:00,Willowbrook of Effingham,100 Blohm Avenue,Effingham,62401,Effingham,12,,,12,Yes,Yes,2178210779,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-420,5201550,2016-10-08T00:00:00,2017-10-08T00:00:00,Willowbrook of Effingham #3,104 Blohm Avenue,Effingham,62401,Effingham,12,,,12,No,Yes,2178210779,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-421,5201105,2016-11-18T00:00:00,2017-11-18T00:00:00,Willowbrook of Effingham East,102 Blohm Ave,Effingham,62401,Effingham,12,,,12,No,Yes,2173423239,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-422,5201394,2016-07-03T00:00:00,2017-07-03T00:00:00,Willowbrook of Savoy,404 W. Curtis,Savoy,61874,Champaign,12,,,12,No,Yes,2176078932,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-423,5201493,2017-04-15T00:00:00,2018-04-15T00:00:00,Willowbrook of Savoy #2,406 W. Curtis,Savoy,61874,Champaign,12,,,12,No,Yes,2176007705,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-424,5201527,2016-07-23T00:00:00,2017-07-23T00:00:00,Willowbrook of Savoy #3,408 W Curtis,Savoy,61874,Champaign,12,,,12,No,Yes,2178210779,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-425,5105546,2016-09-24T00:00:00,2017-09-24T00:00:00,Willow Falls,1681 Willow Circle Drive,Crest Hill,60403,Will,31,82,,113,No,Yes,8157255868,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-426,5102337,2017-02-10T00:00:00,2018-02-10T00:00:00,Windsor Court - Savoy,401 Burwash Ave,Savoy,61874,Champaign,,36,,36,No,No,2173511490,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-427,5104721,2016-12-09T00:00:00,2017-12-09T00:00:00,Windsor Manor Morrison,403 Scenic Street,Morrison,61270,Whiteside,10,30,,40,No,Yes,8157724031,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-428,5101453,2016-09-17T00:00:00,2017-09-17T00:00:00,Windsor Park Manor,124 Windsor Park Dr,Carol Stream,60188,DuPage,16,22,,38,No,Yes,6305105200,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-429,5105587,2017-04-07T00:00:00,2018-04-07T00:00:00,Winn Prairie,1545 S. Forest Road,Freeport,61032,Stephenson,30,31,,61,No,Yes,8156564800,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-430,5101461,2016-08-13T00:00:00,2017-08-13T00:00:00,Woodlands at The British Home,3000 McCormick Ave,Brookfield,60513,Cook,,73,,73,No,No,7084852422,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-431,5201535,2016-10-17T00:00:00,2017-10-17T00:00:00,"Woods Garden Villa, The",302 S. Main St,Lincoln,62656,Logan,,12,,12,No,No,2177322189,Assisted Living
USA-IL-64-AssistedLiving-64-AssistedLiving-432,5104424,2016-10-29T00:00:00,2018-10-29T00:00:00,Wyndcrest Assisted Living Comm,4817 Oak Hill Road,Rochester,62563,Sangamon,,37,,37,No,No,2174986959,Assisted Living
