row_id,Licence #,First Issue Date,Licensee Name,Address Line 1,Address Line 2,city,Postal Code,Province,Country,Contact Phone,Fax,Primary Contact,Website,Email,Services Available,Resident Capacity,Automatic Sprinklers in All Suites?,Number of Suites with Automatic Sprinklers,Sprinkler Locations,facility_type
Canada-ON-1-ON-AssistedLiving-output-598,T0395,5/30/2014,Seasons Retirement Communities (Clarington) GP Inc.,1315 North Service Road E.,Unit 200,Oakville,L6H 1A7,ON,Canada,905-697-9992,+1 905-697-2918,Mr. Michael Lavallee,http://www.seasonsretirement.com,mlavallee@seasonsretirement.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",145,Yes,112,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-599,N0153,5/1/2014,995496 Ontario Inc.,114 Whites Road,,Trenton,K8V 5P5,ON,Canada,+1 613-392-1615,+1 613-392-3879,Mr. David  Leo,http://www.thecarringtonretirement.com,carrington@cogeco.net,"[True, True, True, False, False, True, True, True, False, True, False, False, True]",47,Some,10,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-600,T0444,8/20/2015,Shannex RLC Limited,48 Lovett Lake Court,,Halifax,B3S 1B8,NS,Canada,905-820-8210,+1 905-820-8260,N/A,,,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",144,Yes,129,"Kitchen, Dining Room, Common Resident Areas, Staff Areas, Basement, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Parking Garage, Garbage Room, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-601,S0196,12/12/2012,"St. Andrew's Residence, Chatham",99 Park Street,,Chatham,N7M 3R5,ON,Canada,+1 519-354-8103,+1 519-351-2407,Ms. Denise Dodman,http://www.standrewsresidence.com,ddodman@standrewsresidence.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",87,Yes,70,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-602,N0073,8/15/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-549-4049,+1 613-384-0224, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",157,Yes,86,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-603,S0233,11/29/2013,18 Plains Road West Facility Inc.,22 St. Clair Avenue E.,Unit 1200,Toronto,M4T 2S3,ON,Canada,+1 905-527-9300,N/A,N/A,http://www.lasalleparkretirement.com,,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",150,Yes,123,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-604,N0087,3/15/2013,Dunn and Bay Holdings,9 Stafford Street,,Barry's Bay,K0J 1B0,ON,Canada,+1 613-756-9086,+1 613-756-9369,Ms. Amy Matcheskie,http://www.watertowerlodge.com,info@watertowerlodge.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",60,Yes,43,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-605,T0168,7/2/2013,2318719 Ontario Limited,500 Kingston Road,,Toronto,M4L 1V3,ON,Canada,+1 416-699-6622,N/A,N/A,,,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",82,Yes,82,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-606,N0058,8/22/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 807-343-0242,+1 807-343-9586, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",87,Yes,80,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Garbage Room,",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-607,N0236,9/11/2013,Genesis Gardens Inc.,1004 Buckskin Way,,Ottawa,K1C 2B6,ON,Canada,+1 613-443-5751,+1 613-443-9940,Mr. Benoit Marleau,http://www.genesisgardens.ca,bmarleau@rogers.com,"[False, False, False, False, False, False, True, True, False, False, True, True, True]",70,Yes,54,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-608,N0280,1/29/2015,CVH (No.6) LP,766 Hespeler Road,Unit 301,Combridge,N3H 5L8,ON,Canada,613-525-525-1574,+1 613-525-2023,N/A,,,"[False, False, False, False, False, False, True, True, False, False, True, True, True]",32,Yes,25,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-609,T0243,2/6/2013,Kenan Corporation,20 Eglinton Avenue W.,Box 2016,Toronto,M4R 1K8,ON,Canada,+1 705-435-3806,+1 705-435-1875,Ms. Ruth Green,http://www.riverwoodseniorliving.ca,ruth@riverwoodseniorliving.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",100,Yes,90,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-610,S0046,9/5/2012,DCMS GP Inc.,2121 Argentia Road,Unit 301,Mississauga,L5N 2X4,ON,Canada,+1 519-631-9393,+1 519-631-2563,Mr. David Bird,http://www.verveseniorliving.com,gm.metcalfe@verveseniorliving.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",194,Yes,94,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-611,S0071,3/6/2013,852862 Ontario Limited,3444 Highway 24,,Waterford,N0E 1Y0,ON,Canada,+1 519-443-4522,+1 519-443-4751,N/A,,,"[False, True, False, False, False, False, True, True, False, False, True, False, True]",30,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-612,T0006,7/11/2012,AON INC.,307 Aylmer Street N.,,Peterborough,K9J 7M4,ON,Canada,+1 705-750-1234,+1 705-750-0711,N/A,http://www.gardensofpeterborough.ca,,"[True, True, True, False, True, True, True, True, False, True, True, False, True]",136,Yes,126,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-613,N0361,8/1/2014,April Brickell,196 Oldmilford Road,,Picton,K0K 2T0,ON,Canada,+1 613-393-2741,N/A,N/A,,april_brickell@hotmail.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",8,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-614,T0269,5/28/2013,HCN-Revera Lessee (Glynnwood) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 905-881-9475,+1 905-881-9490,Ms. Shana Bond,http://reveraliving.comglynnwood,glynnwood@irc.ca,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",180,Yes,175,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-615,N0106,4/3/2013,Crown Ridge Health Care Services Inc.,106 Crown Street,,Trenton,K8V 6R3,ON,Canada,+1 613-392-6920,+1 613-392-6360,N/A,,admin@crownridgeretirement.ca,"[True, False, True, False, False, False, True, True, False, False, True, True, True]",75,Yes,63,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-616,S0229,5/31/2013,Signature Living (St. Catharines) Management Inc.,22 St. Clair Avenue E.,Unit 1200,Toronto,M4T 2S3,ON,Canada,+1 905-935-1800,+1 905-935-1805,Mr. Bennie Seliger,http://www.royalhenley.com,info@royalhenley.com,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",140,Yes,118,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-617,S0159,9/11/2013,1612714 Ontario Inc.,307 King Street E.,2nd Floor,Hamilton,L8N 1C1,ON,Canada,+1 905-529-9531,+1 905-529-8811,N/A,,nalc@cogeco.net,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",45,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-618,S0157,8/29/2012,Seasons Retirement Communities (Oak Park) GP Inc.,1315 North Service Road E.,Unit 200,Oakville,L6H 1A7,ON,Canada,+1 519-727-0034,+1 519-727-0033,Mr. Michael Lavallee,http://www.seasonsretirement.com,mlavallee@seasonsretirement.co,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",120,Yes,93,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-619,S0399,5/4/2016,Oxford County Retirement Home Inc.,2228 Baronwood Drive,,Oakville,L6M 5E4,ON,Canada,+1 519-539-2295,+1 519-421-4406,N/A,,,"[True, True, False, False, False, False, True, True, False, True, True, False, True]",18,No,0,Mechanical/Electrical Rooms,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-620,S0403,12/19/2016,BayBridge (Stoney Creek) Inc.,20 Queen Street  W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,905-664-8444,N/A,Ms. Andrea Prashad,http://http://stoneycreekseniorliving.ca,ed@stoneycreekseniorliving.ca,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",151,Yes,139,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-621,N0391,10/7/2015,2479535 Ontario Inc.,9582 Beaverdams Road,,Niagara Falls,L2E 6S4,ON,Canada,+1 705-523-5295,+1 705-523-5295,Mr. Paul  Stopciati,http://www.palambro.com,palambro@outlook.com,"[False, False, False, False, False, False, True, True, False, False, False, True, True]",56,No,0,"Kitchen, Boiler Room, Mechanical/Electrical Rooms",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-622,T0026,7/11/2012,V!VA Retirement Communities Inc.,3845 Bathurst Street,Unit 206,Toronto,M3H 3N2,ON,Canada,+1 905-566-4500,+1 905-997-1657,N/A,http://www.vivalife.ca,,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",263,Yes,124,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-623,N0389,10/1/2015,CVH (No. 7) LP,766 Hespeler Road,Unit 301,Cambridge,N3H 5L8,ON,Canada,+1 613-258-7484,+1 613-258-3838,N/A,,,"[True, False, True, False, True, False, True, True, False, True, True, True, True]",64,Yes,57,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-624,S0018,8/1/2012,Wildwood Care Centre Inc.,100 Ann Street,PO BOX 2200,St. Mary's,N4X 1A1,ON,Canada,+1 519-284-3628,+1 519-284-0575,Mr. Scott Walsh,http://www.wildwoodcarecentre.com,information@wildwoodcarecentre.com,"[True, False, False, False, False, True, True, True, False, True, False, False, True]",24,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-625,S0199,12/7/2012,Goodness Retirement Living Inc.,16 Aldborough Avenue,,St. Thomas,N5R 4S7,ON,Canada,+1 519-633-9500,+1 519-633-7016,Mr. Francis Osih,http://www.goodnessretirement.ca,goodnessretirement@hotmail.com,"[True, False, False, False, False, False, True, True, False, False, True, False, True]",25,Yes,19,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-626,N0439,7/24/2017,"2314052 Ontario Ltd., Acting Licensee for 2540594 Ontario Ltd.",7 Harriet Street,,Penetanguishene,L9M 1K8,ON,Canada,647-880-1669,+1 705-549-8655,Mr. Moises Ruiz,http://www.gbrh.ca,mruizmanagement.services@gmail.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",117,Some,50,"Kitchen, Dining Room, Boiler Room, Mechanical/Electrical Rooms, Laundry Rooms, Garbage Room",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-627,S0089,2/25/2014,Pranajen Group Ltd.,220 Dundas Street W.,Unit 204,Whitby,L1N 8M7,ON,Canada,+1 905-353-0016,+1 905-353-0324,Dr. Jitendra Singh,http://www.nimigonretirementhome.com,nimigonretirementhome@gmail.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",25,Yes,25,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-628,N0046,2/14/2013,1073686 Ontario Inc,462 Adair Road,,Tamworth,K0K 3G0,ON,Canada,+1 613-379-5700,+1 613-379-2028,N/A,http://www.adairplace.ca,,"[True, True, True, False, False, False, True, True, False, True, True, False, True]",32,Yes,16,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-629,N0433,9/1/2016,OVL Operations Inc.,22 St. Claire Avenue East,Unit 1200,Toronto,M4T 2S3,ON,Canada,+1 613-821-2233,+1 613-821-0586,Ms. Barbara Phillipps,http://www.orchardviewlivingcentre.ca,ovldirector@ovlc.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",150,Yes,128,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-630,T0267,5/28/2013,HCN-Revera Lessee (Rayoak Place) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 416-391-0633,+1 416-391-3320,Ms. Shana Bond,http://reveraliving.com/rayoak,rayoakplace@reveraliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",68,Yes,65,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-631,N0075,8/22/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 705-267-7935,+1 705-268-7133, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",126,Yes,63,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-632,N0169,7/24/2013,3673928 Ontario Inc,261 McGill Street,,Hawkesbury,K6A 1P9,ON,Canada,+1 613-632-8097,+1 613-636-1042,Ms. Tracy Kennedy,http://manoirmcgill.com,manoirmcgill.tkennedy@gmail.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",138,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-633,S0126,9/5/2012,Steeves and Rozema Enterprises Limited,265 North Front Street,Unit 200,Sarnia,N7T 7X1,ON,Canada,+1 519-332-8877,+1 519-332-5047,Mr. Clarke Boddy,http://Sarnia.ontarioretirementcommunity.com/rosewood,rosewood_manor@srgroup.ca,"[True, True, True, False, False, False, True, True, False, True, True, False, True]",65,Yes,53,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Basement, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-634,T0074,12/7/2012,The Elliott Board of Trustees,170 Metcalfe Street,,Guelph,N1E 4Y3,ON,Canada,+1 519-822-0491,+1 519-822-5658,Mr. Trevor Lee,http://www.elliottcommunity.org,info@elliottcommunity.org,"[True, True, True, False, False, True, True, True, False, True, False, False, True]",141,Some,57,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-635,N0065,8/22/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-841-2079,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",150,Yes,108,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-636,S0147,9/5/2012,Steeves and Rozema Enterprises Limited,265 North Front Street,Unit 200,Sarnia,N7T 7X1,ON,Canada,+1 519-542-6757,+1 519-542-1677,Mr. Clarke Boddy,http://www.landmarkvillage.ca,landmark_village@srgroup.ca,"[False, False, False, False, True, False, True, True, False, False, True, False, True]",145,Yes,123,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-637,S0193,2/14/2013,City Housing Hamilton Corporation,55 Hess Street S.,,Hamilton,L8N 4E5,ON,Canada,+1 905-525-9800,+1 905-527-2800,N/A,,,"[True, True, True, True, False, True, True, True, False, True, True, False, True]",75,Yes,68,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-638,N0354,5/1/2014,Lifetimes Limited Partnership,3200 Dufferin Street,Unit 407,Toronto,M6A 3B2,ON,Canada,+1 613-925-3784,+1 613-925-1294, Beryl Collingwood,http://www.mayfield.ca,lauradunnington@themayfield.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",65,Some,21,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-639,N0429,9/1/2016,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,705-527-5522,+1 705-526-4994, Cheryl Clausen,http://www.tiffinhouse.ca,info@tiffinhouse.ca,"[True, True, True, False, False, True, True, True, True, True, False, False, True]",121,Yes,110,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-640,T0093,8/29/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 416-778-7803,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",90,Yes,79,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-641,N0133,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 613-837-8720,+1 613-837-8107,Ms. Andrea Prashad,http://www.amica.ca,bearbrook@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",125,Yes,101,"Hallways, Common Resident Areas, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-642,S0055,9/12/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-637-7757,+1 905-333-2659, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",77,Yes,57,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-643,S0170,2/6/2013,Ventas SSL Ontario II Inc.,10350 Ormsby Park Place,Unit 300,Louisville,40223,KY,US,+1 905-333-9969,+1 905-333-3199,Ms. Luca Kamber,http://www.sunriseseniorliving.com,burlington.ed@sunriseseniorliving.com,"[True, True, True, True, True, True, True, True, True, True, True, False, True]",128,Yes,64,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-644,N0255,5/28/2013,HCN-Revera Lessee (Ogilvie Villa) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 613-742-6524,+1 613-742-7380,Ms. Shana Bond,http://reveraliving.comogilvie,OgilvieVilla@reveraliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",68,Yes,63,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-645,T0031,1/4/2013,Caressant Care Nursing and Retirement Homes Limited,264 Norwich Avenue,,Woodstock,N4S 3V9,ON,Canada,+1 519-843-2400,+1 519-843-2200,N/A,http://www.caressantcare.com,,"[True, False, False, False, False, False, True, True, False, False, True, True, True]",42,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-646,N0018,1/18/2013,Sharon Enterprises LP,1400 Carling Avenue,,Ottawa,K1Z 7L8,ON,Canada,+1 613-729-4321,+1 613-729-1600,Ms. Sharon Goldman,http://www.embassywestseniorliving.com,executivedirector@embassywestseniorliving.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",101,Yes,101,"Hallways, Dining Room, Common Resident Areas, Staff Areas, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-647,S0240,12/6/2013,Arran Elderslie Seniors Living Corporation,166 1st Avenue N.,PO BOX 980,Chesley,N0G 1L0,ON,Canada,+1 519-708-0758,+1 226-433-3007,Ms. Renata Peto,http://www.thehallidayhouse.com,the.halliday.house@gmail.com,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-648,T0360,5/12/2016,Patricia E. Turner-Campbell,63 Evans Avenue,,Etobicoke,M8Z 1H4,ON,Canada,416-247-1569,N/A,N/A,,,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-649,S0031,7/2/2013,Riviera Retirement Lodge Limited,2 St. Clair Avenue W.,Unit 801,Toronto,M4V 1L5,ON,Canada,+1 905-765-5503,+1 905-765-5504,N/A,http://www.rivieraretirement.ca,,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",44,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-650,T0200,9/12/2012,Ventas SSL Ontario II Inc.,10350 Ormsby Park Place,Unit 300,Louisville,40223,KY,US,+1 905-731-4300,+1 905-709-1300,Ms. Luca Kamber,http://www.sunriseseniorliving.com,thornemill.ed@sunriseseniorliving.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",307,Yes,229,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-651,S0088,3/22/2013,Westmount Terrace I Inc.,723 Rymal Road W.,,Hamilton,L9B 2W1,ON,Canada,+1 905-318-3090,+1 905-318-3091,Dr. Domenic Rosati,http://www.westmountterrace.ca,wterrace@quickclic.net,"[True, True, False, False, False, False, True, True, False, True, True, True, True]",51,Yes,51,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-652,T0218,10/10/2012,Revera Retirement Genpar Inc.,5015 Spectrum Way,Unit 600,Mississauga,L4W 0E4,ON,Canada,+1 416-787-5626,+1 416-787-3441,Ms. Shana Bond,http://reveraliving.com/pinevilla,pinevilla@reveraliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",74,Yes,74,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-653,S0200,1/4/2013,Unger Nursing Homes LTD,312 Queenston Street,,St. Catharines,L2P 2X4,ON,Canada,905-682-0503,+1 905-682-2770, Amy Matwijow,http://www.tufford.com,mmossman@tufford.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",50,Yes,47,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-654,S0179,10/31/2012,Revera Long Term Care Inc.,5015 Spectrum Way,Unit 600,Mississauga,L4W 0E4,ON,Canada,+1 519-776-9482,+1 519-776-4292,Ms. Wendy Gilmour,http://www.reveraliving.com/retirementliving/locations,ilerlodge@reveraliving.com,"[True, False, False, False, False, False, True, True, False, False, True, True, True]",25,Yes,25,"Common Resident Areas, Staff Areas, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-655,T0455,3/8/2016,Pleasant Valley Rest Home Inc.,511 Queensville Side Road,,Holland Landing,L9N 0G1,ON,Canada,905-836-1310,N/A,N/A,,,"[True, True, False, True, True, True, True, True, False, True, False, False, False]",17,Yes,9,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Parking Garage, Garba",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-656,N0029,1/30/2013,Jardin Royal Garden Inc.,2802 St-Joseph Boulevard,,Orleans,K1C 1G5,ON,Canada,+1 613-841-2221,+1 613-841-2287, Michelle Varin,http://www.jardinroyalgarden.ca,michellevarin@jardinroyalgarden.ca,"[True, True, False, False, False, False, True, True, False, True, True, True, True]",120,Yes,95,Common Resident Areas,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-657,N0149,3/6/2013,4434668 Canada Inc.,2499 8th Line Road,PO BOX 536,Metcalfe,K0A 2P0,ON,Canada,+1 613-634-7471,N/A,N/A,http://www.waterfordretirement.ca,,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",210,Yes,182,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-658,T0065,9/11/2013,Ewart Angus Homes Inc,2601 Bayview Avenue,,Toronto,M2L 1B5,ON,Canada,+1 416-447-1474,+1 416-447-5427,Ms. Gloria Lattanzio,http://www.cedarhursthome.ca,info@cedarhursthome.com,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",26,Yes,26,"Kitchen, Dining Room, Common Resident Areas, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-659,S0349,5/1/2014,Lifetimes Limited Partnership,3200 Dufferin Street,Unit 407,Toronto,M6A 3B2,ON,Canada,+1 905-521-4442,+1 905-521-8247,N/A,,,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",87,Yes,67,Common Resident Areas,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-660,T0255,1/22/2013,BayBridge (On the Avenue) Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 416-483-9900,+1 416-483-9977,N/A,http://www.livinglifeontheavenue.com,,"[True, True, True, True, True, True, True, True, False, True, True, False, True]",80,Yes,65,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-661,S0251,5/1/2014,NLG Goderich Inc.,2962 Carp Road,,Carp,K0A 1L0,ON,Canada,519-440-0110,+1 519-440-0622,Mr. Kevin Pidgeon,http://www.harbourhillsuites.com,kpidgeon@nauticallandsgroup.com,"[True, True, True, True, False, True, True, True, False, True, True, False, True]",87,Yes,64,"Kitchen, Hallways, Common Resident Areas, Staff Areas, Mechanical/Electrical Rooms, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-662,T0458,11/9/2015,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-841-1001,+1 905-841-1091, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",150,Yes,125,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-663,T0252,1/4/2013,Greenwood Retirement Communities Incorporated,2200 Yonge Street,Unit 805,Toronto,M4S 2C6,ON,Canada,+1 416-266-4445,+1 416-264-8377,Mrs. Miriam Koller,http://www.McCowanRR.com,Judy@mccowanrr.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",150,Yes,138,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-664,T0276,5/28/2013,HCN-Revera Lessee (Claremont) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 416-440-0012,+1 416-440-2636,Ms. Shana Bond,http://reveraliving.comclaremont,theclaremont@reveraliving.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",77,Yes,77,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-665,S0231,12/17/2013,CVH (No. 3) LP,766 Hespeler Road,Unit 301,Cambridge,N3H 5L8,ON,Canada,+1 519-432-1845,+1 519-432-7548,Mr. Keith McIntosh,http://www.chelseypark.com,sgormandy@extendicare.com,"[True, True, True, False, False, False, True, True, False, True, True, True, True]",82,No,0,None,Assisted Living
