row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,address_line_1,address_line_2,city,province,postal_code,country,latitude,longitude,neighborhood,addr_valid
USA-WI-50-All-50-All-3208,DESTINY AFH LLC IV,,REGULAR,,DESTINY ADULT FAMILY HOMES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538225&keyb=-1,MELISSA SOTO,(262) 308-1290,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,2301 ROMAYNE,,RACINE,WI,53404,USA,42.7511464,-87.8090267,,True
USA-WI-50-All-50-All-3209,A+ JUST LIKE FAMILY AFH,,REGULAR,,A+ JUST LIKE FAMILY LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538250&keyb=-1,MIRANDA YOUNG,(262) 412-3269,,,,,Corporation - Business,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,1926 DEANE BLVD,,RACINE,WI,53403,USA,42.707082,-87.815199,,True
USA-WI-50-All-50-All-3210,GOLDEN AGE CARE (1743),,REGULAR,,"GOLDEN AGE CARE, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538289&keyb=-1,ROMAN YISSAK,(262) 770-4084,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,1743 SPRING STREET,,RACINE,WI,53404,USA,42.7319693,-87.802905,,True
USA-WI-50-All-50-All-3211,SAFE HARBOUR HOMES LLC,,REGULAR,,"SAFE HARBOUR HOMES, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538292&keyb=-1,LANA SCHLAGEL,(262) 930-6497,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,5224 16TH STREET,,RACINE,WI,53403,USA,42.7123163,-87.8426454,,True
USA-WI-50-All-50-All-3212,SAFE HARBOUR HOMES II LLC,,REGULAR,,"SAFE HARBOUR HOMES, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538293&keyb=-1,LANA SCHLAGEL,(262) 930-6497,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,3219 BARBARA DRIVE,,RACINE,WI,53404,USA,42.747974,-87.819039,,True
USA-WI-50-All-50-All-3213,GOLDEN AGE CARE (1745),,REGULAR,,"GOLDEN AGE CARE, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538294&keyb=-1,ROMAN YISSAK,(262) 770-4084,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,1745 SPRING STREET,,RACINE,WI,53404,USA,42.7319328,-87.8029879,,True
USA-WI-50-All-50-All-3214,WIND POINT VILLA ADULT FAMILY HOME,,REGULAR,,NICOLE PFEIFER,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538300&keyb=-1,NICOLE PFEIFER,(414) 554-8280,,,,,Corporation - Business,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,314 JONSUE LANE,,WIND POINT,WI,53402,USA,42.7830946,-87.7802135,,True
USA-WI-50-All-50-All-3215,BISCAYNE HOUSE (THE),,REGULAR,,HANDS OF HOPE RESIDENTIAL LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538312&keyb=-1,SHANTA MCKINNEY,(262) 770-4167,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; TERMINALLY ILL; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,5232 ADMIRALTY DRIVE,,RACINE,WI,53406,USA,42.6896112,-87.8436074,,True
USA-WI-50-All-50-All-3216,BOULDER CREEK HOUSE I,,REGULAR,,BOULDER CREEK LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538319&keyb=-1,VERNITA M WILLIS,(414) 336-5639,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,4430 HIGHWAY 38,,FRANKSVILLE,WI,53126,USA,42.776916,-87.873378,Franksville,False
USA-WI-50-All-50-All-3217,K&D AFH LLC 4,,REGULAR,,K&D ADULT FAMILY HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538338&keyb=-1,LAVONDA PERKINS,(262) 994-8319,,,,,Limited Liability Company,3,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,2627 JEAN AVE,,RACINE,WI,53404,USA,42.752999,-87.809532,,True
USA-WI-50-All-50-All-3218,HOODS CREEK HOUSE I,,REGULAR,,BOULDER CREEK LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538346&keyb=-1,VERNITA M WILLS,(414) 336-5639,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,6810 HOODS CREEK ROAD,,FRANKSVILLE,WI,53126,USA,42.7687097,-87.8646602,Franksville,True
USA-WI-50-All-50-All-3219,WOOD ADULT FAMILY HOME LLC,,REGULAR,,"WOOD ADULT FAMILY HOME, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538348&keyb=-1,COURTNEY CONNER,(262) 880-1873,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,4406 WOOD RD,,MOUNT PLEASANT,WI,53403,USA,42.680061,-87.8465,,True
USA-WI-50-All-50-All-3220,ORCHARD ADULT FAMILY HOME LLC,,REGULAR,,ORCHARD ADULT FAMILY HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538349&keyb=-1,COURTNEY CONNER,(262) 880-1873,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,2114 ORCHARD ST,,RACINE,WI,53405,USA,42.7036021,-87.8288338,,True
USA-WI-50-All-50-All-3221,HOWE WE NATURALLY NURTURE,,REGULAR,,NATURALLY NURTURED LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538354&keyb=-1,CHANEL NELSON,(262) 752-3830,,,,,Limited Liability Company,3,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,2201 HOWE ST,,RACINE,WI,53403,USA,42.7027026,-87.7911222,,True
USA-WI-50-All-50-All-3222,GALL FAMILY CARE HOME,,REGULAR,,GALL FAMILY CARE HOME,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538376&keyb=-1,RENEE GALL,(262) 534-4018,,,,,Proprietorship,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,1315 SCHNEIDER LN,,BURLINGTON,WI,53105,USA,42.7324809,-88.2499595,,True
USA-WI-50-All-50-All-3223,WEILER HOME,,REGULAR,,BAY RIDGE HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538412&keyb=-1,ANNE LOETHER,(262) 210-2230,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,848 WEILER RD,,BURLINGTON,WI,53105,USA,42.6807454,-88.2533081,,True
USA-WI-50-All-50-All-3224,WILLOW RUN 3,,REGULAR,,WILLOW RUN FAMILY GROUP HOME INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538440&keyb=-1,MISTY GILBERT,(262) 806-7252,,,,,Corporation - Business,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,316 GARFIELD ST,,BURLINGTON,WI,53105,USA,42.6702582,-88.284501,,True
USA-WI-50-All-50-All-3225,FAITH GROUP HOME,,REGULAR,,FAITH COMMUNITY ADULT GROUP HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538443&keyb=-1,DYLAND WEATHER,(262) 554-3233,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,3317 OAKWOOD DRIVE,,RACINE,WI,53406,USA,42.6928244,-87.8402207,,True
USA-WI-50-All-50-All-3226,VISIONS OF LIFE LLC III,,REGULAR,,"VISIONS OF LIFE, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538461&keyb=-1,SHALANDA BEDFORD,(262) 554-9566,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,3509 S GREEN BAY ROAD,,RACINE,WI,53406,USA,42.691418,-87.855023,,True
USA-WI-50-All-50-All-3227,WILLIAMS COMPASSIONATE CARE MANOR LLC,,REGULAR,,"WILLIAMS COMPASSIONATE CARE MANOR, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538466&keyb=-1,PERE A. EPPS,(262) 456-7873,,,,,Proprietorship,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,601 SYDNEY DRIVE,,RACINE,WI,53402,USA,42.7720119,-87.7872533,,True
USA-WI-50-All-50-All-3228,DURAND ADULT FAMILY HOME LLC,,REGULAR,,"DURAND ADULT FAMILY HOME, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538499&keyb=-1,PARIT PATEL,(262) 939-3666,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; PUBLIC FUNDING,,,,,6439 DURAND AVENUE,,MT PLEASANT,WI,53406,USA,42.6974846,-87.859873,,True
USA-WI-50-All-50-All-3229,ENDLESS CARE LLC,,REGULAR,,ENDLESS CARE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538502&keyb=-1,ESTELLE L BARLOW,(262) 504-9450,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PREGNANT WOMEN/COUNSELLING,,,,,1236 BLUFF AVE,,RACINE,WI,53403,USA,42.7173022,-87.8011813,,True
USA-WI-50-All-50-All-3230,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,,REGULAR,,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538542&keyb=-1,ANTWAIN MCINTOSH,(262) 583-4743,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,1901 FAIRVIEW TERRACE,,RACINE,WI,53402,USA,42.7149938,-87.8026742,,True
USA-WI-50-All-50-All-3231,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,,REGULAR,,ROOTS RESIDENTIAL ADULT FAMILY HOME LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538543&keyb=-1,ANTWAIN MCINTOSH,(262) 822-4303,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; CORRECTIONAL CLIENTS; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,1936 FRANKLIN,,RACINE,WI,53403,USA,42.7064809,-87.79062,,True
USA-WI-50-All-50-All-3232,LIFESTYLE ADULT FAMILY HOME 5,,REGULAR,,"LIFESTYLE ADULT CARE HOMES, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538648&keyb=-1,JACQUELINE MCRAE,(262) 554-1934,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,5224 ADMIRALTY DRIVE,,RACINE,WI,53406,USA,42.6896429,-87.843348,,True
USA-WI-50-All-50-All-3233,COUNTRY MEADOWS FAMILY CARE ANGEL HOUSE,,REGULAR,,"COUNTRY MEADOWS FAMILY CARE, LLC",,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538655&keyb=-1,ANN HEDRINGTON,(262) 824-8008,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,13207 HWY B,,CALEDONIA,WI,53108,USA,42.842794,-87.9330927,,True
USA-WI-50-All-50-All-3234,FORGET ME NOT,,REGULAR,,FORGET ME NOT LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538704&keyb=-1,EUREKA BELL,(262) 637-4709,,,,,Proprietorship,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,1426 CARLISLE AVE,,RACINE,WI,53404,USA,42.7386358,-87.8032188,,True
USA-WI-50-All-50-All-3235,IVYS PLACE,,REGULAR,,HANDS OF HOPE RESIDENTIAL LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538706&keyb=-1,SHANTA MCKINNEY,(262) 681-2530,,,,,Limited Liability Company,3,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,1429 OREGON STREET,,RACINE,WI,53405,USA,42.7141834,-87.8319349,,True
USA-WI-50-All-50-All-3236,HEALING HANDZ,,REGULAR,,HEALING HANDZ HOMECARE LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538721&keyb=-1,JOREENA COBB,(702) 301-2364,,,,,Limited Liability Company,3,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; ALCOHOL/DRUG DEPENDENT; PHYSICALLY DISABLED; TERMINALLY ILL; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY,,,,,3023 GILSON STREET,,RACINE,WI,53403,USA,42.700787,-87.815605,,True
USA-WI-50-All-50-All-3237,CHARMING HOUSE II (THE),,REGULAR,,SHANTA MCKINNEY,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538802&keyb=-1,SHANTA MCKINNEY,(262) 456-1751,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; TERMINALLY ILL; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,1509 ROOSEVELT AVE,,RACINE,WI,53406,USA,42.7131362,-87.8400872,,True
USA-WI-50-All-50-All-3238,TRUE LIFE HOMES III,,REGULAR,,TRUE LIFE HOMES LLC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4538938&keyb=-1,DANIEL/MARIA RODRIGUEZ,(262) 456-2173,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,2620 JEAN AVE,,RACINE,WI,53404,USA,42.7528568,-87.8101122,,True
USA-WI-50-All-50-All-3239,REINEKE HOME,,REGULAR,,GERALD & BONNIE REINEKE,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4539045&keyb=-1,BONNIE REINEKE,(262) 534-3467,,,,,Proprietorship,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,2940 MEALY RD,,WATERFORD,WI,53185,USA,42.756295,-88.154819,,True
USA-WI-50-All-50-All-3240,BRI MC ADULT FAMILY HOME,,REGULAR,,ANTHONY MCWHORTER,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4539049&keyb=-1,ANTHONY MCWHORTER,(262) 619-1529,,,,,Proprietorship,3,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,5424 ATHENS AVE,,RACINE,WI,53406,USA,42.7159336,-87.8448046,,True
USA-WI-50-All-50-All-3241,LOETHERS HOME,,REGULAR,,ANNE & RUSSELL LOETHER,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4539053&keyb=-1,ANNE & RUSSELL LOETHER,(262) 878-0185,,,,,Proprietorship,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,1222 LAUREL LN,,KANSASVILLE,WI,53139,USA,42.7121806,-88.1262456,,True
USA-WI-50-All-50-All-3242,MANNA HOUSE (THE),,REGULAR,,MANNA HOUSE ADULT FAMILY HOME LLC (THE),,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4539084&keyb=-1,BEATRICE JOHNSON,(262) 637-8362,,,,,Limited Liability Company,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; IRREVERSIBLE DEMENTIA/ALZHEIMER'S; EMOTIONALLY DISTURBED/MENTAL ILLNESS; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,2400 KINZIE AVE,,RACINE,WI,53405,USA,42.7227804,-87.8123955,,True
USA-WI-50-All-50-All-3243,ALPHA HOMES OF WISCONSIN XIX,,REGULAR,,ALPHA HOMES OF WISCONSIN INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4539120&keyb=-1,DAVID DUFFECK,(262) 886-3328,,,,,Corporation - Business,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY; PUBLIC FUNDING,,,,,8917 CITADEL TERRACE,,STURTEVANT,WI,53177,USA,42.6842301,-87.8943318,,True
USA-WI-50-All-50-All-3244,KNOLL PLACE,,REGULAR,,KENWOOD KEYS INC,,,,,,,https://www.forwardhealth.wi.gov/WIPortal/Subsystem/Public/DQAProviderDetails.aspx?key=4539179&keyb=-1,HOPE SOUTER,(262) 456-0574,,,,,Corporation - Business,4,,Adult Family Home,Racine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL ILLNESS,,,,,3800 KNOLL PL,,RACINE,WI,53403,USA,42.6858345,-87.8113774,,True
