row_id,Facility Name,Address1,Address2,City,Zip,State,County,Contact Phone,Mailing Address1,Mailing Address2,Mailing City,Mailing Zip,Mailing State,Mailing County,Website,Space,Source,Country,facility_type
USA-FL-61-FL-HealthFinder-output-2950,BARRINGTON TERRACE - FT MYERS,9731 COMMERCE CENTER COURT,,FORT MYERS,33908,FL,Lee,(239) 334-2500,9731 COMMERCE CENTER COURT,,FORT MYERS,33908,FL,Lee,http://https://www.arborcompany.com/locations/florida/ft-myers-barrington-terrace,135,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4648,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2951,PLEASANT GROVE MANOR,5701 S PLEASANT GROVE ROAD,,INVERNESS,34452,FL,Citrus,(352) 726-2555,5701 S PLEASANT GROVE ROAD,,INVERNESS,34452,FL,Citrus,,24,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4651,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2952,"SOME PLACE LIKE HOME, INC.#3",4217 CHIPPEWA DRIVE,,JACKSONVILLE,32210,FL,Duval,(904) 674-0875,3930 NOVALINE LANE,,JACKSONVILLE,32277,FL,Duval,http://www.splh.net,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4652,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2953,THORNTON GARDENS,618 E CENTRAL BLVD.,,ORLANDO,32821,FL,Orange,(407) 383-9040,618 E CENTRAL BLVD,,ORLANDO,32821,FL,Orange,http://www.thorntongardens.org,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4653,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2954,"CARING HANDS RETIREMENT RESIDENCE, LLC",7438 NW 47TH PLACE,,LAUDERHILL,33319,FL,Broward,(954) 578-3635,7438 NW 47TH PLACE,,LAUDERHILL,33319,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4654,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2955,SAN JUDAS HOME CARE CORP.,10720 NW 5 AVENUE,,MIAMI,33168,FL,Miami-Dade,(305) 762-4064,10720 NW 5 AVENUE,,MIAMI,33168,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4656,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2956,CATHOLIC SENIOR LIVING LLC,100 SW 52ND AVE,,CORAL GABLES,33134-1291,FL,Miami-Dade,(786) 552-5704,100 SW 52ND AVE,,CORAL GABLES,33134-1291,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4657,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2957,LEPE'S HOME,524 HIGHLAND ST N,,ST PETERSBURG,33701-2120,FL,Pinellas,(727) 827-4778,951 MONTROSE BLVD N,,ST PETERSBURG,33703-3637,FL,Pinellas,,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4661,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2958,REFLEXION ALF II,1010 NW 31 AVENUE,,MIAMI,33125,FL,Miami-Dade,(786) 470-1554,1010 NW 31 AVENUE,,MIAMI,33125,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4665,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2959,AZALEA OPCO LLC,1701 MAYO STREET,,HOLLYWOOD,33020,FL,Broward,(954) 921-5990,1701 MAYO STREET,,HOLLYWOOD,33020,FL,Broward,http://www.azaleagardens.net,35,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4666,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2960,EVERGREEN ALF,720 SANTA ANA AVENUE,,ORMOND BEACH,32174,FL,Volusia,(386) 676-0765,720 SANTA ANA AVENUE,,ORMOND BEACH,32174,FL,Volusia,http://Evergreenormond.com,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4668,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2961,"CENTURY ASSISTED LIVING FACILITY, INC",15900 SW 72ND TER,,MIAMI,33193-2937,FL,Miami-Dade,(305) 752-3064,15900 SW 72ND TER,,MIAMI,33193-2937,FL,Miami-Dade,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4669,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2962,TWO SISTERS HOME CARE CORP.,9356 NW 121 TERRACE,,HIALEAH GARDENS,33018,FL,Miami-Dade,(305) 817-9589,9356 NW 121 TERRACE,,HIALEAH GARDENS,33018,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4670,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2963,FOUR SEASONS ALF,5080 WAYSIDE DRIVE,,SANFORD,32771,FL,Seminole,(407) 322-7118,5080 WAYSIDE DRIVE,,SANFORD,32771,FL,Seminole,http://www.fourseasonsalf.com,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4671,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2964,CRESCENT PARK VILLAGE,551 REDSTONE AVE W,,CRESTVIEW,32536,FL,Okaloosa,(850) 683-3997,551 REDSTONE AVE W,,CRESTVIEW,32536,FL,Okaloosa,http://Crescent%20Park%20Village,30,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4672,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2965,"TERRACE COMMUNITIES TEQUESTA , LLC",400 NORTH US ONE,,TEQUESTA,33469,FL,Palm Beach,(561) 207-6500,400 NORTH US ONE,,TEQUESTA,33469,FL,Palm Beach,http://TerraceCommunities.com,106,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4674,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2966,SEAGULL PLACE,1233 ISLAND RD,,WEST PALM BEACH,33404,FL,Palm Beach,(561) 845-6210,3879 BYRON DR,,RIVIERA BEACH,33404-3311,FL,Palm Beach,http://www.seagull.org,24,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4675,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2967,NICOLE'S FAMILY HOME ALF LLC,3700 SW 147TH PL,,MIAMI,33185-3902,FL,Miami-Dade,(305) 487-6736,3700 SW 147TH PL,,MIAMI,33185-3902,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4676,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2968,"MAYRA R RONDON, INC.",856 NW 136 AVENUE,,MIAMI,33182,FL,Miami-Dade,(305) 485-0876,856 NW 136 AVENUE,,MIAMI,33182,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4677,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2969,GOLDEN YEARS ALF,321 WEST BLUE HERON BLVD,,WEST PALM BEACH,33404,FL,Palm Beach,(561) 881-7615,321 WEST BLUE HERON BLVD,,WEST PALM BEACH,33404,FL,Palm Beach,,40,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4680,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2970,CORTEZ CARE INC,5015 29 TH AVE WEST,,BRADENTON,34209,FL,Manatee,(941) 795-4025,907 CIMARRON CIR,,BRADENTON,34209-1139,FL,Manatee,,16,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4683,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2971,KSJ HOME CARE INC.,67 EAST 56 TH STREET,,HIALEAH,33013,FL,Miami-Dade,(305) 823-0989,67 EAST 56 TH STREET,,HIALEAH,33013,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4685,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2972,LA ROSA ALF INC.,7865 WEST 5TH COURT,,HIALEAH,33014,FL,Miami-Dade,(305) 819-9739,7865 WEST 5TH COURT,,HIALEAH,33014,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4686,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2973,"MANATEE ASSISTED LIVING FACILITY, INC",2524 9TH AVE E,,BRADENTON,34208-3010,FL,Manatee,(941) 749-5250,2524 9TH AVE E,,BRADENTON,34208-3010,FL,Manatee,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4694,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2974,B P ASSISTED LIVING FACILITY II,1174 WYNNEWOOD DR,,WEST PALM BCH,33417-5638,FL,Palm Beach,(561) 687-3280,1174 WYNNEWOOD DR,,WEST PALM BCH,33417-5638,FL,Palm Beach,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4695,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2975,BROOKDALE BECKETT LAKE,2155 MONTCLAIR RD,,CLEARWATER,33763-4287,FL,Pinellas,(727) 797-7257,2155 MONTCLAIR RD,,CLEARWATER,33763-4287,FL,Pinellas,http://www.brookdale.com,130,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4696,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2976,SAN JUDAS PEACE AND CARE,15135 NW 88 COURT,,MIAMI LAKES,33018,FL,Miami-Dade,(305) 828-2003,15135 NW 88 COURT,,MIAMI LAKES,33018,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4697,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2977,BROOKDALE LAKE MARY,150 MIDDLE STREET,,LAKE MARY,32746,FL,Seminole,(407) 321-7550,150 MIDDLE STREET,,LAKE MARY,32746,FL,Seminole,http://www.brookdale.com,92,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4700,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2978,CAPE VILLA INC,4216 SW 5TH PLACE,,CAPE CORAL,33914,FL,Lee,(239) 540-4561,4216 SW 5TH PLACE,,CAPE CORAL,33914,FL,Lee,http://capevilla.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4701,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2979,XIOMARA'S GARDEN INC,13720 SW 13 ST,,MIAMI,33184,FL,Miami-Dade,(786) 564-0318,13720 SW 13 ST,,MIAMI,33184,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4705,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2980,DE' BLANCA HOME #II,2520 SW 102 AVENUE,,MIAMI,33165,FL,Miami-Dade,(305) 220-8616,2520 SW 102 AVENUE,,MIAMI,33165,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4707,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2981,"AMANDA'S PARADISE, INC",6132 S.W. 129TH COURT,,MIAMI,33183,FL,Miami-Dade,(305) 386-6695,6132 SW 129 COURT,,MIAMI,33183,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4712,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2982,SUPERIOR RESIDENCES OF CLERMONT,1600 HUNT TRACE BOULEVARD,,CLERMONT,34711,FL,Lake,(352) 394-5549,1600 HUNT TRACE BOULEVARD,,CLERMONT,34711,FL,Lake,http://www.superioralf.com,150,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4714,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2983,SUNSET BY THE SEA,420 N RIVERSIDE DR,,POMPANO BEACH,33062-5035,FL,Broward,(954) 788-8350,420 N RIVERSIDE DR,,POMPANO BEACH,33062-5035,FL,Broward,,15,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4716,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2984,DE' BLANCA HOME #IV,125 SW 103 COURT,,MIAMI,33174,FL,Miami-Dade,(305) 228-0018,125 SW 103 COURT,,MIAMI,33174,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4718,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2985,FRESH HORIZON'S ALF,4836 35TH AVENUE,,VERO BEACH,32967,FL,Indian River,(772) 564-7271,4836 35TH AVENUE,,VERO BEACH,32967,FL,Indian River,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4724,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2986,"BRIGHT HORIZONS OF RAMBLEWOOD, INC.",8630 RAMBLEWOOD DRIVE,,CORAL SPRINGS,33071,FL,Broward,(954) 796-6084,5106 NW 125TH AVENUE,,CORAL SPRINGS,33076,FL,Broward,http://southfloridaassistedliving.com,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4727,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2987,"BUCKINGHAM PLACE, LLC",1845 GARFIELD STREET,,HOLLYWOOD,33020,FL,Broward,(954) 921-1819,1845 GARFIELD STREET,,HOLLYWOOD,33020,FL,Broward,http://www.buckinghamplacealf.com,41,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4730,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2988,"BOSCH ALF, INC",3060 NW 19 TERRACE,,MIAMI,33125,FL,Miami-Dade,(305) 637-8109,3060 NW 19 TERRACE,,MIAMI,33125,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4733,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2989,SUANY'S HOME,20411 SW 116 ROAD,,MIAMI,33189,FL,Miami-Dade,(305) 252-0734,20411 SW 116 ROAD,,MIAMI,33189,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4734,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2990,PALM MANOR ALF (THE),6609 SW 20TH STREET,,MIRAMAR,33023,FL,Broward,(954) 682-9848,6609 SW 20TH STREET,,MIRAMAR,33023,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4736,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2991,ASTON GARDENS AT PELICAN MARSH,4750 ASTON GARDENS WAY,,NAPLES,34109,FL,Collier,(239) 593-5005,4750 ASTON GARDENS WAY,,NAPLES,34109,FL,Collier,http://AstonGardens.com,120,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4738,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2992,"A1A CARE CENTER, INC",641 WEST 33 STREET,,HIALEAH,33012,FL,Miami-Dade,(305) 825-4600,641 WEST 33 STREET,,HIALEAH,33012,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4742,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2993,E & A PARADISE HOME INC,5925 SW 117 AVENUE,,MIAMI,33183,FL,Miami-Dade,(305) 761-2194,5925 SW 117 AVENUE,,MIAMI,33183,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4745,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2994,"CUNNINGHAM ELDERLY, LLC",2909 COURTLAND BLVD,,DELTONA,32738,FL,Volusia,(386) 215-4053,2909 COURTLAND  BLVD,,DELTONA,32738,FL,Volusia,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4747,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2995,1 ZOURCE LIVING CARE,1401 NE 176TH ST,,N MIAMI BEACH,33162-1363,FL,Miami-Dade,(305) 935-4186,16808 SW 39 STREET,,MIRAMAR,33027,FL,Broward,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4750,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2996,MANGROVE BAY,110 MANGROVE BAY WAY,,JUPITER,33477,FL,Palm Beach,(561) 575-3123,110 MANGROVE BAY WAY,,JUPITER,33477,FL,Palm Beach,http://www.seniorlifestyle.com,75,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4754,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2997,"WE ""R"" FAMILY USA CORP INC",2230 S.W. 131 COURT,,MIAMI,33175,FL,Miami-Dade,(305) 485-0849,2230 S.W. 131 COURT,,MIAMI,33175,FL,Miami-Dade,,6,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4756,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2998,STEPHENS MEMORIAL HOME INC.,5805 DATIL PEPPER ROAD,,SAINT AUGUSTINE,32086,FL,St. Johns,(904) 797-0294,5805 DATIL PEPPER ROAD,,SAINT AUGUSTINE,32086,FL,St. Johns,,15,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4757,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-2999,PALM'S EDGE ASSISTED LIVING AND MEMORY CARE,4201 LEO LANE,,PALM BEACH GARDENS,33410,FL,Palm Beach,(561) 841-0055,4201 LEO LANE,,PALM BEACH GARDENS,33410,FL,Palm Beach,http://www.palmsedgememorycare.com,65,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4759,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3000,RAINBOW HEIGHTS HOME CARE INC.,1430 NW 35 ST,,MIAMI,33142,FL,Miami-Dade,(305) 637-9988,1430 NW 35 ST,,MIAMI,33142,FL,Miami-Dade,,14,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=4762,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3001,AGUILA ADULT CARE CENTER,503 N MATANZAS,,TAMPA,33609,FL,Hillsborough,(813) 872-8000,503 N MATANZAS,,TAMPA,33609,FL,Hillsborough,,10,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=723,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3002,HERITAGE OAKS ALF INC,2801 BRANCH FORBES ROAD,,PLANT CITY,33565,FL,Hillsborough,(813) 752-1076,1307 E BAKER ST,,PLANT CITY,33563-5801,FL,Hillsborough,,16,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=724,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3003,BROOKDALE BAYSHORE,4902 BAYSHORE BLVD,,TAMPA,33611-3870,FL,Hillsborough,(813) 835-4475,4902 BAYSHORE BOULEVARD,,TAMPA,33611,FL,Hillsborough,http://www.brookdale.com,190,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=725,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3004,VILLA AT CARPENTERS (THE),1001 CARPENTERS WAY,,LAKELAND,33809-3956,FL,Polk,(863) 858-3847 ext: 117,1001 CARPENTERS WAY,,LAKELAND,33809-3956,FL,Polk,http://www.estatesatcarpenters.com,52,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=729,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3005,EVA'S HOME CARE,2601 NORTH WOODROW AVENUE,,TAMPA,33602,FL,Hillsborough,(813) 228-0206,PO BOX 973,,TAMPA,33601-0973,FL,Hillsborough,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=738,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3006,JOHN KNOX VILLAGE OF TAMPA BAY,4100 E. FLETCHER AVENUE,,TAMPA,33613-4863,FL,Hillsborough,(813) 632-2430,4100 E. FLETCHER AVENUE,,TAMPA,33613-4863,FL,Hillsborough,http://www.stjosephsjohnknox.org,175,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=741,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3007,RENAISSANCE,16001 LAKESHORE VILLA DRIVE,,TAMPA,33613,FL,Hillsborough,(813) 386-1145,212 S CENTRAL AVE,STE 301,SAINT LOUIS,63105-3500,MO,Not Available,http://www.renaissancesrliving.com,135,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=745,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3008,HANNA OAKS CENTER FOR INDEPENDENT AND ASSISTED LIVING,2425 E HANNA AVENUE,,TAMPA,33610,FL,Hillsborough,(813) 238-3053,2425 E HANNA AV,,TAMPA,33647,FL,Hillsborough,http://www.hannaoaksalf.com,135,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=748,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3009,HAILES BOARDING HOME,1009 N WILLOW AVE,,TAMPA,33607-5549,FL,Hillsborough,(813) 251-1327,1009 N WILLOW AVE,,TAMPA,33607-5549,FL,Hillsborough,,12,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=750,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3010,BROOKDALE PALMA SOLA,450 67TH ST W,,BRADENTON,34209-2380,FL,Manatee,(941) 794-5657,450 67TH ST W,,BRADENTON,34209-2380,FL,Manatee,http://Brookdale.com,160,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=752,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3011,KRISTIANNA'S,104 GARLAND CT,,TAMPA,33613-1826,FL,Hillsborough,(813) 961-6887,104 GARLAND CT,,TAMPA,33613-1826,FL,Hillsborough,,22,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=753,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3012,LAKE HOWARD HEIGHTS,650 N LAKE HOWARD DR,,WINTER HAVEN,33881-3162,FL,Polk,(863) 293-3171,650 N LAKE HOWARD DR,,WINTER HAVEN,33881-3162,FL,Polk,http://www.seniorlifestyle.com,65,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=754,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3013,"GRACE MANOR AT LAKE MORTON, LLC",610 E LIME ST,,LAKELAND,33801-5444,FL,Polk,(863) 937-9114,610 E LIME ST,,LAKELAND,33801-5444,FL,Polk,http://gracemanorlakemorton.com,50,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=755,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3014,SUN TOWERS RETIREMENT COMMUNITY,101 TRINITY LAKES DRIVE,,SUN CITY CENTER,33573,FL,Hillsborough,(813) 634-3347,101 TRINITY LAKES DR,,SUN CITY CENTER,33573,FL,Hillsborough,,286,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=756,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3015,MIGDALIA'S ACLF,2302 NORTH LINCOLN AVENUE,,TAMPA,33607,FL,Hillsborough,(813) 879-6980,2302 N LINCOLN AVE,,TAMPA,33607,FL,Hillsborough,,8,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=762,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3016,NEW HORIZON SHARE HOME,2100 STATE ROAD 540 W,,WINTER HAVEN,33880-1768,FL,Polk,(863) 299-3651,2100 STATE ROAD 540 WEST,,WINTER HAVEN,33880-1768,FL,Polk,http://www.newhorizonretirementcommunities.com,60,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=763,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3017,OAKLAND MANOR,2812 N NEBRASKA AVE,,TAMPA,33602-1728,FL,Hillsborough,(813) 225-1347,2812 N NEBRASKA AVE,,TAMPA,33602-1728,FL,Hillsborough,,32,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=764,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3018,"RUBY'S RESIDENTIAL CARE, INC",5906 NORTH 32ND STREET,,TAMPA,33610,FL,Hillsborough,(813) 237-1330,5906 NORTH 32ND STREET,,TAMPA,33610,FL,Hillsborough,,10,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=767,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3019,"RESTHAVEN OF HARDEE COUNTY, INC",298 RESTHAVEN ROAD,,ZOLFO SPRINGS,33890,FL,Hardee,(863) 773-6000,298 RESTHAVEN ROAD,,ZOLFO SPRINGS,33890,FL,Hardee,,38,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=770,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3020,HERITAGE ALF OF PLANT CITY INC.,1307 E BAKER ST,,PLANT CITY,33563-5801,FL,Hillsborough,(813) 752-1648,1307 E BAKER ST,,PLANT CITY,33563-5801,FL,Hillsborough,,42,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=773,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3021,PALMS OF SEBRING (THE),725 S PINE ST,,SEBRING,33870-3654,FL,Highlands,(863) 385-0161,725 S PINE ST,,SEBRING,33870-3654,FL,Highlands,http://www.palmsofsebring.com,141,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=776,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3022,GRAND VILLA LAKELAND,2111 LAKELAND HILLS BLVD,,LAKELAND,33805-2905,FL,Polk,(863) 688-1126,2111 LAKELAND HILLS BLVD,,LAKELAND,33805-2905,FL,Polk,http://www.grandvillalakeland.com/,85,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=781,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3023,"SHADY PALMS RETIREMENT HOMES, INC",14527 NORTH FLORIDA AVENUE,,TAMPA,33613,FL,Hillsborough,(813) 961-3072,14527 NORTH FLORIDA AVENUE,,TAMPA,33613,FL,Hillsborough,http://www.angelsseniorliving.com,98,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=782,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3024,SUMMERFIELD RETIREMENT,3409 26TH ST W,,BRADENTON,34205-3600,FL,Manatee,(941) 751-7200,PO BOX 1700,C/O HOLIDAY RETIREMENT,LAKE OSWEGO,97035-1700,OR,Not Available,http://www.holidaytouch.com/our-communities/summerfield-retirement,142,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=783,US,Assisted Living
USA-FL-61-FL-HealthFinder-output-3025,LAKELAND MANOR ALF,747 BON AIR ST,,LAKELAND,33805,FL,Polk,(863) 688-1196,747 BON AIR ST,,LAKELAND,33805,FL,Polk,,60,http://www.floridahealthfinder.gov/FacilityLocator/FacilityProfilePage.aspx?id=786,US,Assisted Living
