name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country
B & O SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4814 ATTERBURY DRIVE,,,COLUMBUS,,,GA,,31907,US
B & O SERVICES SITE #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3754 CASPIAN DRIVE,,,COLUMBUS,,,GA,,31906,US
B & O SERVICES SITE #8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,617 WILDER DRIVE,,,COLUMBUS,,,GA,,31907,US
B & O SERVICES SITE 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,546 FAIR OAKS DR,,,COLUMBUS,,,GA,,31907,US
BAILEY WOODS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,882 BAILEY WOODS,,,DACULA,,,GA,,30019,US
BALLARD'S CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,138 BALLARD DRIVE,,,LA FAYETTE,,,GA,,30728,US
BARCELENA 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,6954 BARCELENA  BLVD,,,MACON,,,GA,,31216,US
BARNSLEY HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,25 BARNSLEY VILLAGE TRAIL,,,ADAIRSVILLE,,,GA,,30103,US
BAY COVE COMMUNITY LIVING ARRANGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2460 KINGS PARK CIRCLE,,,DECATUR,,,GA,,30034,US
BEAVER RUN DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,9 BEAVER RUN DRIVE,,,SAVANNAH,,,GA,,31419,US
BELLERIVE TRACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,421 BELLERIVE TRACE,,,MACON,,,GA,,31216,US
BELLVIEW COMMUNITY LIVING ARRANGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1552 FORT MORRIS ROAD,,,MIDWAY,,,GA,,31320,US
BELMONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,205 BELMONT TRAIL,,,COVINGTON,,,GA,,30016,US
BELMONT DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,8 BELMONT DRIVE,,,THOMASVILLE,,,GA,,31792,US
"BELMONT HOUSE, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2018 BELMONT AVENUE,,,TIFTON,,,GA,,31794,US
BENNETT CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1877 SINGER WAY,,,LITHONIA,,,GA,,30058,US
BENNETT CLA #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5758 LANNY LANE,,,LITHONIA,,,GA,,30058,US
BENT CREEK COMMUNITY LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,126 BENT CREEK DRIVE,,,ROME,,,GA,,30165,US
BEST CARE 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,270 TRELAWNEY DRIVE,,,COVINGTON,,,GA,,30016,US
BEST CARE 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,270 TRELAWNEY DRIVE,,,COVINGTON,,,GA,,30016,US
BEST CARE GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1359 EDGEWOOD AVENUE,,,DOUGLAS,,,GA,,31533,US
BETH'EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4327 WEBB MEADOWS DRIVE,,,LOGANVILLE,,,GA,,30052,US
BETH'EL PCH II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,860 CHAPEL HILL DRIVE,,,LAWRENCEVILLE,,,GA,,30045,US
BETHANY TWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,202 N ETOWAH LANE,,,CANTON,,,GA,,30114,US
BETHLEHEM ROAD GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4409 BETHLEHEM ROAD,,,JESUP,,,GA,,31546,US
BETTY'S FAMILY CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,6505 BATTERY POINT,,,STONE MOUNTAIN,,,GA,,30087,US
BEVERLY HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1093 LANFORD CIRCLE,,,LILBURN,,,GA,,30047,US
BIG OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4211 BIG OAK CIRCLE,,,VALDOSTA,,,GA,,31602,US
BIG OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4112 BIG OAK DR,,,HEPHZIBAH,,,GA,,30815,US
BLACKOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,743 BLACK OAK DRIVE,,,COLUMBUS,,,GA,,31906,US
BLESSINGS ASSURANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,285 VICKERY LANE,,,FAYETTEVILLE,,,GA,,30215,US
BOLTON LIVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1091 BOLTON CT,,,COLUMBUS,,,GA,,31906,US
BRADLEY'S LIVING ASSISTED CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1041 CHICO ROAD,,,CRAWFORDVILLE,,,GA,,30631,US
BRECKINRIDGE I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2006 EXECUTIVE DRIVE,,,DULUTH,,,GA,,30096,US
BRECKINRIDGE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2845 BRIAR OAK DRIVE,,,DULUTH,,,GA,,30096,US
BRIAN'S COMMUNITY LIVING ARRANGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,118 KINGSWOOD COURT,,,ELLENWOOD,,,GA,,30294,US
BRIDLEWOOD GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,12509 BRIDLEWOOD DRIVE,,,SAVANNAH,,,GA,,31419,US
BRIERWOOD FEMALE GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2407 BRIERWOOD DRIVE,,,ALBANY,,,GA,,31705,US
BRIERWOOD MALE GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2405 BRIERWOOD DRIVE,,,ALBANY,,,GA,,31705,US
BRIGHT ONE CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,603 O'NEAL STREET,,,BAINBRIDGE,,,GA,,39817,US
BRIGHTON COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,7203 BRIGHTON COURT,,,LITHONIA,,,GA,,30058,US
BRIGHTSTAR AT CANDLEWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4899 CANDLEWOOD LANE,,,STONE MOUNTAIN,,,GA,,30088,US
BRIGHTSTAR AT GOLFBROOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5135 GOLFBROOK COURT,,,STONE MOUNTAIN,,,GA,,30088,US
BRITLIN CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2136 TIFFANY LANE,,,LITHONIA,,,GA,,30058,US
BRITTWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2444 W BRITT DAVID ROAD # 1904,,,COLUMBUS,,,GA,,31909,US
BROOKSIDE CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,308 BROOKSIDE DRIVE,,,ADEL,,,GA,,31620,US
BROOKVIEW TERRACE GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,205 BROOKVIEW TERRACE,,,VALDOSTA,,,GA,,31602,US
BROOKWOOD 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,227 BROOKWOOD DRIVE,,,GRAY,,,GA,,31032,US
BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2082 BROWN ROAD,,,HEPHZIBAH,,,GA,,30815,US
BRYANA CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3702 ROCKBRIDGE ROAD,,,STONE MOUNTAIN,,,GA,,30083,US
BUFORD PLACE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,251 BUFORD PLACE,,,MACON,,,GA,,31204,US
BURTON ROAD HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,150 BURTON ROAD,,,ROME,,,GA,,30161,US
BUTLER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3104 BUTLER AVENUE,,,THUNDERBOLT,,,GA,,31404,US
BUTLER-BOWDEN PCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,694 LEIGHTON WAY,,,STONE MOUNTAIN,,,GA,,30088,US
"BUTTERFIELD HOUSE, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1391 PAIR ROAD,,,MARIETTA,,,GA,,30006,US
C & E INTEGRITY CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2397 ROCKBRIDGE ROAD,,,STONE MOUNTAIN,,,GA,,30087,US
CAIRO HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,180 21ST STREET NE,,,CAIRO,,,GA,,39828,US
CAMELLIA GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,311 GRADY STREET,,,BLACKSHEAR,,,GA,,31516,US
CAMPBELL GATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1010 CAMPBELL GATE,,,LAWRENCEVILLE,,,GA,,30045,US
CANTERBURY LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,13112 CANTERBURY LANE,,,SAVANNAH,,,GA,,31419,US
CARE WIND PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2895 JORDAN AVENUE,,,MACON,,,GA,,31217,US
CARE WIND PLACE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2315 BRISTOL DRIVE,,,MACON,,,GA,,31217,US
CAREFREE MAISON III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1415 HEATHERLAND DRIVE,,,ATLANTA,,,GA,,30331,US
CARING HANDS SERVICES II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,634 ROCKBOUROUGH DRIVE,,,STONE MOUNTAIN,,,GA,,30083,US
CARKAR-PCHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5387 WHIPORWILL DRIVE,,,GAINESVILLE,,,GA,,30504,US
"CARTER HOUSE, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,707 BRIARCLIFF ROAD,,,WARNER ROBINS,,,GA,,31088,US
CASSIE'S CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3096 SKYVIEW LANE,,,MARIETTA,,,GA,,30066,US
CASTLEWOOD COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4301 CASTLEWOOD COURT,,,COLUMBUS,,,GA,,31907,US
CATRINA COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,649 CATRINA COURT,,,STONE MOUNTAIN,,,GA,,30087,US
CEDAR HILL HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1623 CEDAR HILL DR,,,GROVETOWN,,,GA,,30813,US
CEDAR HILLS CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4533 MOLINE AVENUE,,,COLUMBUS,,,GA,,31907,US
CEDAR MILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2340 CEDAR MILL DRIVE,,,CONYERS,,,GA,,30094,US
CELIA DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1837 CELIA DRIVE,,,COLUMBUS,,,GA,,31907,US
CENTER ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1185 CENTER STREET,,,MABLETON,,,GA,,30126,US
CHANGING LIVES TODAY #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5448 SWEET SPRINGS DR,,,POWDER SPRINGS,,,GA,,30127,US
CHAPARRAL CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2159 CHAPARRAL DRIVE,,,SNELLVILLE,,,GA,,30078,US
CHATHAM VIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4279 CHATHAM VIEW DRIVE,,,BUFORD,,,GA,,30518,US
CHERRY LAUREL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2403 CHERRY LAUREL LN,,,ALBANY,,,GA,,31705,US
CHESTNUT HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,405 CHESTNUT STREET,,,SPRINGFIELD,,,GA,,31329,US
CHIMNEY HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,650 CHIMNEY HILL CIRCLE,,,EVANS,,,GA,,30809,US
CHRISTINE'S HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5546 DOWNS COURT,,,LITHONIA,,,GA,,30058,US
CIRCLEWOOD ROAD CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2524 CIRCLEWOOD,,,ATLANTA,,,GA,,30345,US
"CLAIRMONT HOME, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3025 CLAIRMONT AVE,,,MACON,,,GA,,31204,US
CLARK HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,213 CECIL STREET,,,THOMASVILLE,,,GA,,31792,US
"CLUB HOUSE, THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3632 CLUB DRIVE,,,ALBANY,,,GA,,31721,US
COLLEGE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,217 SOUTH COLLEGE AVE,,,DOUGLAS,,,GA,,31533,US
COLLEGE PARK 164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3535 WILLIAMSON ROAD,,,MACON,,,GA,,31206,US
COLLEGE PARK 168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3535 WIILIAMSON ROAD,,,MACON,,,GA,,31206,US
COLONIAL HILLS - NORMAL LIFE OF GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,208 COLONIAL HILLS ROAD,,,WINDER,,,GA,,30680,US
COLUMBUS CARE AND WELLNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3320 MELROSE DRIVE,,,COLUMBUS,,,GA,,31906,US
COLUMBUS GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4450 COLUMBUS ROAD,,,MACON,,,GA,,31206,US
COMFORT HOMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1857 WALDREP CIRCLE SE,,,MARIETTA,,,GA,,30060,US
COMFORT ZONE HOME AT FROG ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,485 FROG ROAD,,,LOCUST GROVE,,,GA,,30248,US
"COMFORTING HOME, A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4039 ENGLISH VALLEY DRIVE,,,ELLENWOOD,,,GA,,30294,US
COMMUNITY CARE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,659 WILMONT DRIVE,,,JONESBORO,,,GA,,30236,US
COMMUNITY CARE HOME II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1717 NEW HOPE ROAD,,,LOCUST GROVE,,,GA,,30248,US
COMMUNITY CARE HOME III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,663 WILMONT,,,JONESBORO,,,GA,,30238,US
COMMUNITY CARE HOME IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,190 TAYLOR ROAD,,,JACKSON,,,GA,,30233,US
COMMUNITY INTEGRATION HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,210 WEST LOOMIS STREET,,,THOMASVILLE,,,GA,,31792,US
COMMUNITY LIVING SOLUTIONS AT COLONIAL TRAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3875 COLONIAL TRAIL,,,LILBURN,,,GA,,30047,US
CONSUMER CARE CORP III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3230 WAKEFIELD DRIVE,,,DECATUR,,,GA,,30034,US
CONSUMER'S CARE # 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,935 MILLARD ROAD,,,STONE MOUNTAIN,,,GA,,30088,US
CONSUMER'S CARE CORP 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,7952 WEATHERS COURT,,,LITHONIA,,,GA,,30058,US
CONSUMER'S CARE CORP 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3560 GOLFE LINKS DRIVE,,,SNELLVILLE,,,GA,,30039,US
CONSUMER'S CARE CORP II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2330 BANKSIDE CIRCLE,,,DECATUR,,,GA,,30035,US
CONSUMER'S CARE CORPORATION #8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3416 SNAPFINGER ROAD,,,LITHONIA,,,GA,,30038,US
CONSUMER'S CARE CORPORATION 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,6301 WINDY RIDGE WAY,,,LITHONIA,,,GA,,30058,US
CONSUMERS CARE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5376 WINDING GLEN DRIVE,,,LITHONIA,,,GA,,30038,US
CORDELE INTENSIVE TRAINING RESIDENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,"613 13TH AVE, EAST",,,CORDELE,,,GA,,31015,US
CORMORANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,127 CORMORANT WAY,,,SAVANNAH,,,GA,,31419,US
COUNTRY ANGELS CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1887 CLOVERDALE RD,,,RISING FAWN,,,GA,,30738,US
COUNTRY PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2045 COUNTRY PLACE DRIVE,,,AUGUSTA,,,GA,,30906,US
COVE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2395 COVE LAKE WAY,,,LITHONIA,,,GA,,30058,US
CRABAPPLE DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,845 CRABAPPLE DRIVE,,,THOMASVILLE,,,GA,,31792,US
CRAWFORD STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,419 N CRAWFORD STREET,,,THOMASVILLE,,,GA,,31792,US
CREEKS END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,236 SPRAYBERRY HILL ROAD,,,SUMMERVILLE,,,GA,,30747,US
CREEKSIDE DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,6072 CREEKSIDE DRIVE,,,COLUMBUS,,,GA,,31907,US
CRENSHAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5800 LILLIAN LANE,,,MORROW,,,GA,,30260,US
CRESCENT LANE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,844 CRESCENT LANE,,,GRIFFIN,,,GA,,30223,US
CRESTVIEW IGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1832 CRESTVIEW DRIVE,,,MACON,,,GA,,31211,US
CROMWELL COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,3004 CROMWELL COURT,,,HEPHZIBAH,,,GA,,30815,US
CROWN CLA 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,133 VALLEY HILL ROAD,,,RIVERDALE,,,GA,,30274,US
CRYSTAL LAKE I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2802 CRYSTAL LAKE CIRCLE,,,MACON,,,GA,,31204,US
CRYSTAL LAKE II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2806 CRYSTAL LAKE CIRCLE,,,MACON,,,GA,,31206,US
CULLARS ROSIE RESIDENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1430 EDGEWOOD ROAD,,,CRAWFORDVILLE,,,GA,,30631,US
CURRILUCK COURT HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4506 CURRILUCK COURT,,,AUGUSTA,,,GA,,30906,US
CUTTER'S MILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1573 CUTTER'S MILL DRIVE,,,LITHONIA,,,GA,,30058,US
CYPRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,152 ROGERS DRIVE,,,ROME,,,GA,,30165,US
CYPRESS HILL GROUP HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,123 QUART DOUGLAS ROAD,,,ALMA,,,GA,,31510,US
DACULA HERITAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2613 AUSTIN RIDGE DRIVE,,,DACULA,,,GA,,30019,US
DAILY CARE CLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,123 MARTIN STREET,,,SUMMERVILLE,,,GA,,30747,US
DAPHNEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,120 DAPHNEY  STREET,,,MILLEDGEVILLE,,,GA,,31061,US
DAUFY ADULT COMMUNITY SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,13078 REGION TRACE,,,ALPHARETTA,,,GA,,30004,US
DAWSON'S TENDER LOVING CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,155 NORTH MAIN STREET,,,WADLEY,,,GA,,30477,US
DECATUR HOME CARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1277 FENWAY CIRCLE,,,DECATUR,,,GA,,30030,US
DELTA CORNERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1390 DELTA CORNERS,,,LAWRENCEVILLE,,,GA,,30045,US
DEMBURE CLA I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2100 S HAIRSTON ROAD,,,DECATUR,,,GA,,30032,US
DEMBURE CLA II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2057 PANOLA ROAD,,,LITHONIA,,,GA,,30058,US
DEMBURE CLA III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,1520 S HAIRSTON ROAD,,,STONE MOUNTAIN,,,GA,,30088,US
DEMBURE CLA IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,5416 BIFFLE ROAD,,,STONE MOUNTAIN,,,GA,,30088,US
DEMBURE CLA V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,2331 BERMUDA RUN COURT,,,DECATUR,,,GA,,30035,US
DEMBURE CLA VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community Living Arrangements,,,,,4367 BERLINE DRIVE,,,LITHONIA,,,GA,,30038,US
