row_id,Facility Name,Address,City,Zip Code,Beds,Type
USA-GA-79-GA-All-output-2346,WAVERLY GARDENS OF EVANS,550 GIBBS ROAD,EVANS,30809,20,Personal Care Home
USA-GA-79-GA-All-output-2347,WAVERLY PLACE PCH,911 WAVERLY DRIVE,LAWRENCEVILLE,30046,3,Personal Care Home
USA-GA-79-GA-All-output-2348,WE ARE FAMILY I,515 WINLEY DRIVE,STONE MOUNTAIN,30083,3,Personal Care Home
USA-GA-79-GA-All-output-2349,WE ARE FAMILY II,581 COLLINGWOOD DRIVE,DECATUR,30032,3,Personal Care Home
USA-GA-79-GA-All-output-2350,WE CARE 2 PCH,1483 VIRGIL POND LANE,LOGANVILLE,30052,3,Personal Care Home
USA-GA-79-GA-All-output-2351,WE CARE 5 PCH,1703 CONDUCTOR LANE,CONYERS,30013,6,Personal Care Home
USA-GA-79-GA-All-output-2352,WE CARE PCH,2470  NORTHBROOK ROAD,SNELLVILLE,30039,6,Personal Care Home
USA-GA-79-GA-All-output-2353,WE CARE PERSONAL CARE #1,1022 FISK AVENUE,COLUMBUS,31906,6,Personal Care Home
USA-GA-79-GA-All-output-2354,WE CARE PERSONAL CARE HOME  # 2,2036 7TH STREET,COLUMBUS,31907,6,Personal Care Home
USA-GA-79-GA-All-output-2355,WE CARE PERSONAL CARE HOME FACILITY,206 WALNUT DRIVE,AMERICUS,31719,6,Personal Care Home
USA-GA-79-GA-All-output-2356,WE CARE PERSONAL HOME PHASE II,813 PARKER STREET,AMERICUS,31709,4,Personal Care Home
USA-GA-79-GA-All-output-2357,WEAVER'S MANOR,803 WEST OGEECHEE,SYLVANIA,30467,12,Personal Care Home
USA-GA-79-GA-All-output-2358,WEBERS CREEK MISSIONS,2118 CLAXTON DAIRY ROAD,DUBLIN,31021,5,Personal Care Home
USA-GA-79-GA-All-output-2359,WELCOME HOME PERSONAL CARE HOM,5780 ROCK ROAD,UNION CITY,30291,6,Personal Care Home
USA-GA-79-GA-All-output-2360,WELCOME HOME PERSONAL CARE HOME,2366 CENTERVILLE ROSEBUD ROAD,LOGANVILLE,30052,6,Personal Care Home
USA-GA-79-GA-All-output-2361,WELCOMING ARMS,210 CRABAPPLE ROAD,FAYETTEVILLE,30215,3,Personal Care Home
USA-GA-79-GA-All-output-2362,WELL CARE,2433 POWDER SPRINGS ROAD,MARIETTA,30064,6,Personal Care Home
USA-GA-79-GA-All-output-2363,WELLBORN ACRES SOCIETY,1599 WELLBORN ROAD,LITHONIA,30058,6,Personal Care Home
USA-GA-79-GA-All-output-2364,WELLINGTON COURT AT ST GEORGE VILLAGE,11350 WOODSTOCK ROAD,ROSWELL,30075,49,Personal Care Home
USA-GA-79-GA-All-output-2365,WELLINGTON PLACE OF KENNESAW,2800 JILES ROAD,KENNESAW,30144,50,Personal Care Home
USA-GA-79-GA-All-output-2366,WELLSPRINGS PLACE,518 E CLAY STREET,THOMASVILLE,31792,6,Personal Care Home
USA-GA-79-GA-All-output-2367,WESBY'S PERSONAL CARE HOME,1429 HIGHWAY 23 SOUTH,WAYNESBORO,30830,6,Personal Care Home
USA-GA-79-GA-All-output-2368,WESLEY GLEN MINISTRIES,3707 AGAPE VILLAGE ROAD,MACON,31210,4,Personal Care Home
USA-GA-79-GA-All-output-2369,WESLEY GLEN MINISTRIES  APT 1701,291 PLANTATION CENTRE DRIVE NORTH  APT 1701,MACON,31210,4,Personal Care Home
USA-GA-79-GA-All-output-2370,WESLEY GLEN MINISTRIES #2402,291 PLANTATION CENTRE DRIVE NORTH #2402,MACON,31210,4,Personal Care Home
USA-GA-79-GA-All-output-2371,WESLEY GLEN MINISTRIES- JACKSON HM 3710-B,4580 NORTH MUMFORD ROAD,MACON,31210,2,Personal Care Home
USA-GA-79-GA-All-output-2372,WESLEY WOODS TOWERS PCH*,"1825 CLIFTON ROAD, NE",ATLANTA,30329,36,Personal Care Home
USA-GA-79-GA-All-output-2373,WESLEYAN MENS HOME,841 WESLEYAN DRIVE,MACON,31210,4,Personal Care Home
USA-GA-79-GA-All-output-2374,WEST ASSISTIVE LIVING,507 MARTIN LUTHER KING JR DRIVE,GREENSBORO,30642,6,Personal Care Home
USA-GA-79-GA-All-output-2375,WEST ASSISTIVE LIVING II,116 MAPLE CIRCLE,GREENSBORO,30642,6,Personal Care Home
USA-GA-79-GA-All-output-2376,WEST END GROUP HOME,"684 LAWTON STREET, S. W.",ATLANTA,30310,5,Personal Care Home
USA-GA-79-GA-All-output-2377,WEST FORREST,280 WEST FORREST STREET,HARLEM,30814,12,Personal Care Home
USA-GA-79-GA-All-output-2378,WEST PERSONAL CARE HOME,105 MAPLE CIRCLE,GREENSBORO,30642,6,Personal Care Home
USA-GA-79-GA-All-output-2379,WEST VILLAGE RETIREMENT COMM,409 WEST GOODRICH AVENUE,THOMASTON,30286,24,Personal Care Home
USA-GA-79-GA-All-output-2380,"WEST, GEORGE MH FOUNDATION",2573 & 2575 SKYLAND TRAIL,ATLANTA,30319,16,Personal Care Home
USA-GA-79-GA-All-output-2381,WESTSIDE 1 PERSONAL CARE HOME,2940 DOGWOOD CIRCLE,VALDOSTA,31601,4,Personal Care Home
USA-GA-79-GA-All-output-2382,WHISPERING PINES,"6273 HIGHWAY 41, SOUTH",BOLINGBROKE,31004,15,Personal Care Home
USA-GA-79-GA-All-output-2383,WHISPERING PINES PCH,10098 BURKHALTER ROAD,STATESBORO,30461,5,Personal Care Home
USA-GA-79-GA-All-output-2384,WHISPERING PINES PERSONAL CARE HOME I,110 EAST PACES DRIVE,ATHENS,30605,15,Personal Care Home
USA-GA-79-GA-All-output-2385,WHISPERING PINES PERSONAL CARE HOME II,100 EAST PACES DRIVE,ATHENS,30605,15,Personal Care Home
USA-GA-79-GA-All-output-2386,WHITE DOVE,2229 HIGHWAY 98 EAST,DANIELSVILLE,30633,6,Personal Care Home
USA-GA-79-GA-All-output-2387,WHITE DOVE PERSONAL HOME CARE,3753 FROSTBERRY FALL PLACE,BETHLEHEM,30620,3,Personal Care Home
USA-GA-79-GA-All-output-2388,"WHITE HOUSE PERSONAL CARE, THE",452 STATE STREET,WAYCROSS,31501,24,Personal Care Home
USA-GA-79-GA-All-output-2389,WHITE OAKS,130 MOORE'S ROAD,MINERAL BLUFF,30559,6,Personal Care Home
USA-GA-79-GA-All-output-2390,WHITE OAKS,867 LONGSTREET ROAD,COCHRAN,31014,15,Personal Care Home
USA-GA-79-GA-All-output-2391,WHITE OAKS AT LANIER,255 ELM STREET,CUMMING,30040,39,Personal Care Home
USA-GA-79-GA-All-output-2392,WILBURN,1188 WILBURN DRIVE,MARIETTA,30064,4,Personal Care Home
USA-GA-79-GA-All-output-2393,WILLIAMS PCH,7412 CHADS CIRCLE,JONESBORO,30236,3,Personal Care Home
USA-GA-79-GA-All-output-2394,WILLIAMS PCH,4293 HAMBRICK WAY,STONE MOUNTAIN,30083,6,Personal Care Home
USA-GA-79-GA-All-output-2395,WILLIAMS PCH AT FIELDER ROAD,6602 FIELDER ROAD,REX,30273,3,Personal Care Home
USA-GA-79-GA-All-output-2396,WILLIAMS PCH AT VALLEY STREAM,8246 VALLEY STREAM,JONESBORO,30236,3,Personal Care Home
USA-GA-79-GA-All-output-2397,WILLING HANDS AND A LOVING HEART PCH,4231 CHESTNUT LAKE AVENUE,LITHONIA,30038,2,Personal Care Home
USA-GA-79-GA-All-output-2398,WILLOW CREEK CENTERVILLE,404 N HOUSTON LAKE BLVD,CENTERVILLE,31028,24,Personal Care Home
USA-GA-79-GA-All-output-2399,WILLOW CREEK PERRY,1900 MACON ROAD,PERRY,31069,15,Personal Care Home
USA-GA-79-GA-All-output-2400,WILLOW CREEK PERRY II,1902 MACON ROAD,PERRY,31069,15,Personal Care Home
USA-GA-79-GA-All-output-2401,"WILLOW CREEK, MACON",2738 WALDEN ROAD,MACON,31216,24,Personal Care Home
USA-GA-79-GA-All-output-2402,WILLOW GARDENS,16 CRESTWOOD DRIVE,TOCCOA,30577,14,Personal Care Home
USA-GA-79-GA-All-output-2403,WILLOW RIDGE,801 FACEVILLE HIGHWAY,BAINBRIDGE,39819,24,Personal Care Home
USA-GA-79-GA-All-output-2404,WILLOW RIDGE HOME,181 MAIN STREET,LOGANVILLE,30052,6,Personal Care Home
USA-GA-79-GA-All-output-2405,WILLOWOOD,"19818 HARTFORD STREET,PO  BOX 669",EDISON,39846,15,Personal Care Home
USA-GA-79-GA-All-output-2406,WILLOWOOD,19818 HARTFORD STREET,EDISON,39846,15,Personal Care Home
USA-GA-79-GA-All-output-2407,WILLOWS EDGE,401 DIXIE STREET,SPARTA,31087,6,Personal Care Home
USA-GA-79-GA-All-output-2408,"WILLOWS OF CUTHBERT, THE",6330 US HWY 82 WEST,CUTHBERT,39840,24,Personal Care Home
USA-GA-79-GA-All-output-2409,"WILLOWS, THE",4179 WHEELER RD,MARTINEZ,30907,6,Personal Care Home
USA-GA-79-GA-All-output-2410,WILSON'S PCH,1527 DADE STREET,AUGUSTA,30904,3,Personal Care Home
USA-GA-79-GA-All-output-2411,WINGS OF EAGLES PERSONAL CARE HOME,1730 RIVER MILL TRAIL,CONYERS,30012,3,Personal Care Home
USA-GA-79-GA-All-output-2412,WINGS OF FAITH,12433 HWY 16 E,MONTICELLO,31064,4,Personal Care Home
USA-GA-79-GA-All-output-2413,WINNWOOD RETIREMENT COMMUNITY,100 WHITLOCK AVENUE,MARIETTA,30064,70,Personal Care Home
USA-GA-79-GA-All-output-2414,WINTERVILLE RETIREMENT CENTER,124 AVERY STREET,WINTERVILLE,30683,61,Personal Care Home
USA-GA-79-GA-All-output-2415,WINTERVILLE RETIREMENT CENTER,124 AVERY STREET,WINTERVILLE,30683,61,Personal Care Home
USA-GA-79-GA-All-output-2416,WINTHROP  AT POLK,131 MELISSA LANE,CEDARTOWN,30125,50,Personal Care Home
USA-GA-79-GA-All-output-2417,WINTHROP COURT,10 HIGHWAY 411 EAST,ROME,30161,100,Personal Care Home
USA-GA-79-GA-All-output-2418,WINTHROP WEST SENIOR LIVING,279 TECHNOLOGY PARKWAY,ROME,30165,47,Personal Care Home
USA-GA-79-GA-All-output-2419,WISDOM WELL,5798 SUWANEE-DAM ROAD,SUGAR HILL,30518,3,Personal Care Home
USA-GA-79-GA-All-output-2420,WISE CHOICE PERSONAL CARE HOME,318 MEADOW COURT,MARTINEZ,30907,5,Personal Care Home
USA-GA-79-GA-All-output-2421,WISTERIA GARDENS,1384 SOUTH ROGERS STREET,POOLER,31322,24,Personal Care Home
USA-GA-79-GA-All-output-2422,WONDER YEARS PCH,3321 OLD SALEM ROAD,CONYERS,30013,3,Personal Care Home
USA-GA-79-GA-All-output-2423,WOODHAVEN SENIOR LIVING,6246 HIGHWAY 136,TRENTON,30752,21,Personal Care Home
USA-GA-79-GA-All-output-2424,WOODLAND MANOR,903 BELLEVUE AVENUE,DUBLIN,31021,15,Personal Care Home
USA-GA-79-GA-All-output-2425,"WOODS SENIOR LIVING COMMUNITY, THE",1401 MACON ROAD,GRIFFIN,30224,40,Personal Care Home
USA-GA-79-GA-All-output-2426,XTRAORDINARY PERSONAL CARE HOME,328 ROCKDALE ROAD,MARTINEZ,30907,6,Personal Care Home
USA-GA-79-GA-All-output-2427,YAX'S PERSONAL CARE HOME,417 ORANGE STREET,AUGUSTA,30901,5,Personal Care Home
USA-GA-79-GA-All-output-2428,YELLOW BRICK HOUSE,6903 MAIN STREET,LITHONIA,30058,52,Personal Care Home
USA-GA-79-GA-All-output-2429,YELLOW BRICK ROAD PERSONAL CARE HOME,5063 UPPER ELM STREET,ATLANTA,30349,3,Personal Care Home
USA-GA-79-GA-All-output-2430,YELLOW ROSE MANOR AT WORLEY PCH,1035 WORLEY DRIVE,MARIETTA,30066,3,Personal Care Home
USA-GA-79-GA-All-output-2431,YELLOW ROSE MANOR PCH,4392 YELLOW ROSE DRIVE,AUSTELL,30106,3,Personal Care Home
USA-GA-79-GA-All-output-2432,"YOUNG AT HEART PCH, THE",61 TURKEY CREEK ROAD,CARNESVILLE,30521,6,Personal Care Home
USA-GA-79-GA-All-output-2433,YOUNG AT HEART PLACE,1597 PINE GLEN CIRCLE,DECATUR,30035,3,Personal Care Home
USA-GA-79-GA-All-output-2434,"YOUNG'S, LORAINE PCH",2836 TOBACCO ROAD,HEPHZIBAH,30815,15,Personal Care Home
USA-GA-79-GA-All-output-2435,YOUR CHOICE PCH,40 MAPLE TRACE,COVINGTON,30016,4,Personal Care Home
USA-GA-79-GA-All-output-2436,ZION CENTER MISSION,101 WILTI ROAD,LOCUST GROVE,30248,4,Personal Care Home
USA-GA-79-GA-All-output-2437,10 BROOKSTONE CLA,10 BROOKSTONE DRIVE,ROME,30165,4,Community Living Arrangements
USA-GA-79-GA-All-output-2438,103 HUFFAKER,103 HUFFAKER ROAD,ROME,30165,4,Community Living Arrangements
USA-GA-79-GA-All-output-2439,105 HUFFAKER,105 HUFFAKER ROAD,ROME,30165,4,Community Living Arrangements
USA-GA-79-GA-All-output-2440,113 COVE,113 COVE LANDING DRIVE,THOMASVILLE,31792,4,Community Living Arrangements
USA-GA-79-GA-All-output-2441,114 COVE,114 COVE LANDING DRIVE,THOMASVILLE,31792,4,Community Living Arrangements
USA-GA-79-GA-All-output-2442,12 BROOKSTONE CLA,12 BROOKSTONE DRIVE,ROME,30165,4,Community Living Arrangements
USA-GA-79-GA-All-output-2443,125 COUNTRY CLUB,125 COUNTRY CLUB DRIVE,IVEY,31031,4,Community Living Arrangements
USA-GA-79-GA-All-output-2444,127 SWINT AVENUE,127 SWINT AVENUE,MILLEDGEVILLE,31061,4,Community Living Arrangements
USA-GA-79-GA-All-output-2445,130 COVE,130 COVE LANDING DRIVE,THOMASVILLE,31792,4,Community Living Arrangements
USA-GA-79-GA-All-output-2446,1360 NEW HUTCHINSON MILL ROAD,1360 NEW HUTCHINSON MILL ROAD,LAGRANGE,30240,3,Community Living Arrangements
USA-GA-79-GA-All-output-2447,138 SWINT,138 SWINT AVENUE,MILLEDGEVILLE,31061,4,Community Living Arrangements
USA-GA-79-GA-All-output-2448,14 BARKSDALE DRIVE,14 BARKSDALE DRIVE,SAVANNAH,31419,4,Community Living Arrangements
USA-GA-79-GA-All-output-2449,1432 QUEENSBURY STREET,1432 QUEENSBURY STREET,SAVANNAH,31406,4,Community Living Arrangements
USA-GA-79-GA-All-output-2450,153 COUNTRY CLUB,153 COUNTRY CLUB,IVEY,31031,4,Community Living Arrangements
USA-GA-79-GA-All-output-2451,169 OAK BLUFF CLA,169 OAK BLUFF DRIVE,ATHENS,30607,3,Community Living Arrangements
USA-GA-79-GA-All-output-2452,2 GRIFFIN,534 GRIFFIN AVE #2,VALDOSTA,31601,3,Community Living Arrangements
USA-GA-79-GA-All-output-2453,200 VINCENT DRIVE,200 VINCENT DRIVE,ATHENS,30607,4,Community Living Arrangements
USA-GA-79-GA-All-output-2454,2013 ARROWPOINT LANE,2013 ARROWPOINT LANE,COLUMBUS,31907,3,Community Living Arrangements
USA-GA-79-GA-All-output-2455,21 WIDGEON WAY,21 WIDGEON WAY,ROME,30165,4,Community Living Arrangements
USA-GA-79-GA-All-output-2456,211 N CASWELL STREET,211 N CASWELL STREET,GLENNVILLE,30427,5,Community Living Arrangements
USA-GA-79-GA-All-output-2457,23 WIDGEON WAY,23 WIDGEON WAY,ROME,30165,4,Community Living Arrangements
USA-GA-79-GA-All-output-2458,2300,2300 UPPER RIVER ROAD,MACON,31211,4,Community Living Arrangements
USA-GA-79-GA-All-output-2459,2941 SUNSET DRIVE,2941 SUNSET DRIVE,VALDOSTA,31601,3,Community Living Arrangements
USA-GA-79-GA-All-output-2460,302 N RAILROAD STREET,302 N RAILROAD STREET,GLENNVILLE,30427,5,Community Living Arrangements
USA-GA-79-GA-All-output-2461,3435 ESSEX PLACE,3435 ESSEX PLACE,HEPHZIBAH,30815,3,Community Living Arrangements
USA-GA-79-GA-All-output-2462,3437 ESSEX PLACE,3437 ESSEX PLACE,HEPHZIBAH,30815,3,Community Living Arrangements
USA-GA-79-GA-All-output-2463,36 ROSE COURT,"36 ROSE COURT, PIGEON CREEK APTS",MANCHESTER,31816,2,Community Living Arrangements
USA-GA-79-GA-All-output-2464,51ST STREET GROUP HOME,1915 E 51ST STREET,SAVANNAH,31404,4,Community Living Arrangements
USA-GA-79-GA-All-output-2465,61 ROSE COURT,"61 ROSE COURT, PIGEON BLUFF APTS",MANCHESTER,31816,3,Community Living Arrangements
USA-GA-79-GA-All-output-2466,6238 MOON ROAD,6238 MOON ROAD,COLUMBUS,31909,2,Community Living Arrangements
USA-GA-79-GA-All-output-2467,730 PULLMAN LANE,730 PULLMAN LANE,STOCKBRIDGE,30281,3,Community Living Arrangements
USA-GA-79-GA-All-output-2468,807 TAVERN ROAD,807 TAVERN ROAD,SAVANNAH,31419,4,Community Living Arrangements
USA-GA-79-GA-All-output-2469,9 LYNN HAVEN CLA,9 LYNN HAVEN DRIVE,ROME,30161,4,Community Living Arrangements
USA-GA-79-GA-All-output-2470,92 HOUSE CLA,3899 DALLAS ACWORTH HWY,ACWORTH,30101,3,Community Living Arrangements
USA-GA-79-GA-All-output-2471,999-B WEST MAIN,999-B WEST MAIN STREET,MANCHESTER,31816,3,Community Living Arrangements
USA-GA-79-GA-All-output-2472,ABC CLARA MAE,5756 HARRIER LANE,ATLANTA,30349,4,Community Living Arrangements
USA-GA-79-GA-All-output-2473,ABC COMFORT HOUSE,1140 CARLO TERRACE,ATLANTA,30331,4,Community Living Arrangements
USA-GA-79-GA-All-output-2474,ABC PRAISE CLA,3991 PITTMAN ROAD,ATLANTA,30349,4,Community Living Arrangements
USA-GA-79-GA-All-output-2475,ABIGAIL MANOR,518 LAKE MICHELE COURT,STONE MOUNTAIN,30088,3,Community Living Arrangements
USA-GA-79-GA-All-output-2476,ABLE MABEL CLA,665 WYNFIELD WAY,JONESBORO,30238,3,Community Living Arrangements
USA-GA-79-GA-All-output-2477,ABSOLUTE COMMUNITY LIVING ARRANGEMENT,7285 DEXTER DRIVE,RIVERDALE,30296,3,Community Living Arrangements
USA-GA-79-GA-All-output-2478,AD,624 MAXWELL STREET,HINESVILLE,31313,4,Community Living Arrangements
USA-GA-79-GA-All-output-2479,AGAPE HOUSE,103 LAVENDER STREET,FORT VALLEY,31030,4,Community Living Arrangements
USA-GA-79-GA-All-output-2480,AGELESS CLA,2061 MESA DRIVE,ATLANTA,30361,3,Community Living Arrangements
USA-GA-79-GA-All-output-2481,ALANDALE 1,2760 ALANDALE DRIVE,MACON,31211,3,Community Living Arrangements
USA-GA-79-GA-All-output-2482,ALBANY MENTOR COMMUNITY HOUSE,2318 WEST ALBERSON DRIVE,ALBANY,31721,4,Community Living Arrangements
USA-GA-79-GA-All-output-2483,ALERO CLA,230 TRELAWNEY CIRCLE,COVINGTON,30016,4,Community Living Arrangements
USA-GA-79-GA-All-output-2484,ALERO CLA,230 TRELAWNEY CIRCLE,COVINGTON,30016,4,Community Living Arrangements
USA-GA-79-GA-All-output-2485,ALPHA HOUSE,2760 ZINGARA ROAD,CONYERS,30012,4,Community Living Arrangements
USA-GA-79-GA-All-output-2486,ALTERNATIVE RESIDENTIAL OPTION,"101 OWENS LANE, BLDG 400, APTS 25 ",BARNESVILLE,30204,9,Community Living Arrangements
USA-GA-79-GA-All-output-2487,AMBER COVE,5487 AMBER COVE WAY,FLOWERY BRANCH,30542,4,Community Living Arrangements
USA-GA-79-GA-All-output-2488,AMELIA'S DEN COMMUNITY LIVING ARRANGEMENT,1921 SAILCLOTH STREET,LITHONIA,30058,3,Community Living Arrangements
USA-GA-79-GA-All-output-2489,AMORE COMMUNITY SERVICES,3720 NEWHALEM ST SW,ATLANTA,30331,3,Community Living Arrangements
USA-GA-79-GA-All-output-2490,ANGEL II CLA,2145 EAST-WEST CONNECTOR  APT 609 SOUTH,AUSTELL,30106,3,Community Living Arrangements
USA-GA-79-GA-All-output-2491,ANGELS ROYAL GARDENS,7752 MARABOU LANE,RIVERDALE,30274,3,Community Living Arrangements
USA-GA-79-GA-All-output-2492,ANIYAH'S CARING HANDS,15 ESCAPADE LANE,SAVANNAH,31405,3,Community Living Arrangements
USA-GA-79-GA-All-output-2493,ANIYAH'S CARING HANDS,15 ESCAPADE LANE,SAVANNAH,31405,4,Community Living Arrangements
USA-GA-79-GA-All-output-2494,ANN ST CLA,44 ANN STREET,TALLAPOOSA,30176,5,Community Living Arrangements
USA-GA-79-GA-All-output-2495,APARTMENT #25 119 OLD AIRPORT ROAD,119 OLD AIRPORT ROAD APT#25,LAGRANGE,30240,3,Community Living Arrangements
USA-GA-79-GA-All-output-2496,APARTMENT #26 119 OLD AIRPORT ROAD,119 OLD AIRPORT ROAD APT #26,LAGRANGE,30240,3,Community Living Arrangements
USA-GA-79-GA-All-output-2497,APARTMENT #3 119 OLD AIRPORT ROAD,119 OLD AIRPORT ROAD APT #3,LAGRANGE,30240,3,Community Living Arrangements
USA-GA-79-GA-All-output-2498,APARTMENT #7 119 OLD AIRPORT ROAD,119 OLD AIRPORT ROAD APT#7,LAGRANGE,30240,3,Community Living Arrangements
USA-GA-79-GA-All-output-2499,ARBOR SPRINGS GARDEN,11605 NEW HOPE ROAD,HAMPTON,30228,4,Community Living Arrangements
USA-GA-79-GA-All-output-2500,"ARC HOUSE, THE",315 SMYRNA  POWDER SPRINGS RD,MARIETTA,30060,4,Community Living Arrangements
USA-GA-79-GA-All-output-2501,"ARC LIGHTHOUSE, THE",1327 PALMER PLACE,MABLETON,30126,4,Community Living Arrangements
USA-GA-79-GA-All-output-2502,ARDWICK HOME,2603 ARDWICK DRIVE,HEPHZIBAH,30815,3,Community Living Arrangements
USA-GA-79-GA-All-output-2503,ARMOUR HOUSE II,209 CENTERVILLE ROAD,RAYLE,30660,4,Community Living Arrangements
USA-GA-79-GA-All-output-2504,ARMOUR HOUSE III,115 EAST 1ST STREET,CRAWFORD,30630,4,Community Living Arrangements
USA-GA-79-GA-All-output-2505,"ARMOUR HOUSE, THE",344 W CHURCH STREET,LEXINGTON,30648,4,Community Living Arrangements
USA-GA-79-GA-All-output-2506,ARNOLD DRIVE,6126 ARNOLD DRIVE,COLUMBUS,31907,4,Community Living Arrangements
USA-GA-79-GA-All-output-2507,ART OF LIVING CLA,1668 SOUTH HAIRSTON ROAD,STONE MOUNTAIN,30088,4,Community Living Arrangements
USA-GA-79-GA-All-output-2508,"ART OF LIVING CLA II, THE",3995 AMBROSE WAY,ELLENWOOD,30294,4,Community Living Arrangements
USA-GA-79-GA-All-output-2509,"ART OF LIVING CLA III, THE",2752 JAGUAR DRIVE,ELLENWOOD,30294,3,Community Living Arrangements
USA-GA-79-GA-All-output-2510,ART OF LIVING CLA IV,2535 HEWATT ROAD,SNELLVILLE,30039,3,Community Living Arrangements
USA-GA-79-GA-All-output-2511,ASCHE COMMUNITY LIVING ARRANGEMENT,894 DESHON CREEK DR,LITHONIA,30058,3,Community Living Arrangements
USA-GA-79-GA-All-output-2512,ASHLY FOREST,3094 ASHLY FOREST DRIVE,SNELLVILLE,30078,4,Community Living Arrangements
USA-GA-79-GA-All-output-2513,ASHMONT COVE CLA,3396 WARBLER DRIVE,DECATUR,30034,3,Community Living Arrangements
USA-GA-79-GA-All-output-2514,ASPIRATIONS 2B,8268 CREEKRIDGE CIRCLE,RIVERDALE,30296,4,Community Living Arrangements
USA-GA-79-GA-All-output-2515,ASPIRE ITR,912 10TH AVENUE,ALBANY,31702,4,Community Living Arrangements
USA-GA-79-GA-All-output-2516,AUSTIN CHASE #1503,291 PLANTATION CENTER DRIVE APT #1503,MACON,31210,3,Community Living Arrangements
USA-GA-79-GA-All-output-2517,AUSTIN CHASE #1904,"291 PLANTATION CENTER DRIVE, APT 1904",MACON,31210,4,Community Living Arrangements
USA-GA-79-GA-All-output-2518,B & O SERVICES,4814 ATTERBURY DRIVE,COLUMBUS,31907,4,Community Living Arrangements
USA-GA-79-GA-All-output-2519,B & O SERVICES SITE #2,3754 CASPIAN DRIVE,COLUMBUS,31906,4,Community Living Arrangements
USA-GA-79-GA-All-output-2520,B & O SERVICES SITE #8,617 WILDER DRIVE,COLUMBUS,31907,3,Community Living Arrangements
USA-GA-79-GA-All-output-2521,B & O SERVICES SITE 5,546 FAIR OAKS DR,COLUMBUS,31907,4,Community Living Arrangements
USA-GA-79-GA-All-output-2522,BAILEY WOODS,882 BAILEY WOODS,DACULA,30019,4,Community Living Arrangements
USA-GA-79-GA-All-output-2523,BALLARD'S CLA,138 BALLARD DRIVE,LA FAYETTE,30728,4,Community Living Arrangements
USA-GA-79-GA-All-output-2524,BARCELENA 1,6954 BARCELENA  BLVD,MACON,31216,4,Community Living Arrangements
USA-GA-79-GA-All-output-2525,BARNSLEY HOME,25 BARNSLEY VILLAGE TRAIL,ADAIRSVILLE,30103,3,Community Living Arrangements
USA-GA-79-GA-All-output-2526,BAY COVE COMMUNITY LIVING ARRANGEMENT,2460 KINGS PARK CIRCLE,DECATUR,30034,3,Community Living Arrangements
USA-GA-79-GA-All-output-2527,BEAVER RUN DRIVE,9 BEAVER RUN DRIVE,SAVANNAH,31419,5,Community Living Arrangements
USA-GA-79-GA-All-output-2528,BELLERIVE TRACE,421 BELLERIVE TRACE,MACON,31216,4,Community Living Arrangements
USA-GA-79-GA-All-output-2529,BELLVIEW COMMUNITY LIVING ARRANGEMENT,1552 FORT MORRIS ROAD,MIDWAY,31320,4,Community Living Arrangements
USA-GA-79-GA-All-output-2530,BELMONT,205 BELMONT TRAIL,COVINGTON,30016,4,Community Living Arrangements
USA-GA-79-GA-All-output-2531,BELMONT DRIVE,8 BELMONT DRIVE,THOMASVILLE,31792,4,Community Living Arrangements
USA-GA-79-GA-All-output-2532,"BELMONT HOUSE, THE",2018 BELMONT AVENUE,TIFTON,31794,3,Community Living Arrangements
USA-GA-79-GA-All-output-2533,BENNETT CLA,1877 SINGER WAY,LITHONIA,30058,4,Community Living Arrangements
USA-GA-79-GA-All-output-2534,BENNETT CLA #3,5758 LANNY LANE,LITHONIA,30058,3,Community Living Arrangements
USA-GA-79-GA-All-output-2535,BENT CREEK COMMUNITY LIVING,126 BENT CREEK DRIVE,ROME,30165,4,Community Living Arrangements
USA-GA-79-GA-All-output-2536,BEST CARE 1,270 TRELAWNEY DRIVE,COVINGTON,30016,3,Community Living Arrangements
USA-GA-79-GA-All-output-2537,BEST CARE 1,270 TRELAWNEY DRIVE,COVINGTON,30016,3,Community Living Arrangements
USA-GA-79-GA-All-output-2538,BEST CARE GROUP HOME,1359 EDGEWOOD AVENUE,DOUGLAS,31533,4,Community Living Arrangements
USA-GA-79-GA-All-output-2539,BETH'EL,4327 WEBB MEADOWS DRIVE,LOGANVILLE,30052,4,Community Living Arrangements
USA-GA-79-GA-All-output-2540,BETH'EL PCH II,860 CHAPEL HILL DRIVE,LAWRENCEVILLE,30045,3,Community Living Arrangements
USA-GA-79-GA-All-output-2541,BETHANY TWO,202 N ETOWAH LANE,CANTON,30114,4,Community Living Arrangements
USA-GA-79-GA-All-output-2542,BETHLEHEM ROAD GROUP HOME,4409 BETHLEHEM ROAD,JESUP,31546,4,Community Living Arrangements
USA-GA-79-GA-All-output-2543,BETTY'S FAMILY CLA,6505 BATTERY POINT,STONE MOUNTAIN,30087,3,Community Living Arrangements
USA-GA-79-GA-All-output-2544,BEVERLY HOUSE,1093 LANFORD CIRCLE,LILBURN,30047,4,Community Living Arrangements
USA-GA-79-GA-All-output-2545,BIG OAK,4211 BIG OAK CIRCLE,VALDOSTA,31602,4,Community Living Arrangements
USA-GA-79-GA-All-output-2546,BIG OAK,4112 BIG OAK DR,HEPHZIBAH,30815,4,Community Living Arrangements
USA-GA-79-GA-All-output-2547,BLACKOAK,743 BLACK OAK DRIVE,COLUMBUS,31906,3,Community Living Arrangements
