License Number,Legal Name,Short Name,Address,PO Box,Municipality,Postal Code,Country,Phone,Health Region,Territory CLSC,MRC,Circ. Provincial Election,Licensing Services,Fax,Dir. General,Chairman of the Board,Complaints and Quality of Service Commissioner,Status,Law,Incorpporation,Mission(s),Ministerial designation,Local authority,Funding method,facility_type
5122-4509,CLSC DE LA RUE CHAMPLAIN,CLSC DE LA RUE CHAMPLAIN,"185, rue Champlain",,Saint-Jean-sur-Richelieu (56083),J3B 6V5,Canada,(450) 358-2572,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Saint-Jean (189),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-7304,CLSC DE LA VALLÉE-DES-FORTS,CLSC DE LA VALLÉE-DES-FORTS,"978, boulevard du Séminaire Nord",,Saint-Jean-sur-Richelieu (56083),J3A 1E5,Canada,(450) 358-2572,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Saint-Jean (189),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-5901,CLSC DE SAINT-CÉSAIRE,CLSC DE SAINT-CÉSAIRE,"1394, rue Notre-Dame",,Saint-Césaire (55023),J0L 1T0,Canada,(000) 000-0000,Montérégie (16),Chambly-Carignan-Marieville (16121),Rouville (550),Iberville (143),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-5927,CLSC DU RICHELIEU,CLSC DU RICHELIEU,"300, chemin de Marieville",,Richelieu (55057),J3L 3V8,Canada,(000) 000-0000,Montérégie (16),Chambly-Carignan-Marieville (16121),Rouville (550),Chambly (193),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9086,CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE SAINT-HUBERT,CLSC ET GMFU DE SAINT-HUBERT,"6800, boulevard Cousineau",,Longueuil (58227),J3Y 8Z4,Canada,(450) 443-7400,Montérégie (16),Saint-Hubert (16112),Longueuil (580),Vachon (229),CHSGS    Groupe de médecine de famille universitaire; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5282-9702,CLSC SAINT-HUBERT (POINT DE SERVICE),CLSC SAINT-HUBERT (POINT DE SERVICE),"1400, boulevard Édouard, porte 104",,Longueuil (58227),J4T 3T2,Canada,(450) 443-7400,Montérégie (16),Saint-Hubert (16112),Longueuil (580),Laporte (209),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9078,CLSC SAMUEL-DE-CHAMPLAIN,CLSC SAMUEL-DE-CHAMPLAIN,"5811, boulevard Taschereau, bureau 100",,Brossard (58007),J4Z 1A5,Canada,(450) 445-4452,Montérégie (16),Brossard - Saint-Lambert (16111),Longueuil (580),La Pinière (203),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5293-3959,CLSC SAMUEL-DE-CHAMPLAIN (POINT DE SERVICE),CLSC SAMUEL-DE-CHAMPLAIN (POINT DE SERVICE),"2499, rue Saint-Georges",,Longueuil (58227),J4R 2T4,Canada,(450) 466-6084,Montérégie (16),Brossard - Saint-Lambert (16111),Longueuil (580),Laporte (209),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3799,HÔPITAL CHARLES-LE MOYNE,HÔPITAL CHARLES-LE MOYNE,"3120, boulevard Taschereau",,Longueuil (58227),J4V 2H1,Canada,(450) 466-5000,Montérégie (16),Brossard - Saint-Lambert (16111),Longueuil (580),Laporte (209),CHSGS   571 Lit(s) de santé physique; CHSGS    Urgence; CHSGS    Consultations externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9045,HÔPITAL DU HAUT-RICHELIEU,HÔPITAL DU HAUT-RICHELIEU,"920, boulevard du Séminaire Nord",,Saint-Jean-sur-Richelieu (56083),J3A 1B7,Canada,(450) 359-5000,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Saint-Jean (189),"CHSGS   249 Lit(s) de santé physique; CHSGS   20 Lit(s) de gériatrie; CHSGS   38 Lit(s) de psychiatrie; CHSGS    Urgence; CHSGS    Consultations externes; CHSGS    Hôpital de jour, santé mentale",(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3500,INSTITUT NAZARETH ET LOUIS-BRAILLE,INSTITUT NAZARETH ET LOUIS-BRAILLE,"1111, rue Saint-Charles Ouest",,Longueuil (58227),J4K 5G4,Canada,(450) 463-1710,Montérégie (16),Longueuil-Ouest (16211),Longueuil (580),Marie-Victorin (213),CRDPV    Service d'aides techniques; CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3492,INSTITUT NAZARETH ET LOUIS-BRAILLE BERRI,INSTITUT NAZARETH ET LOUIS-BRAILLE BERRI,"3600, rue Berri",,Montréal (66023),H2L 4G9,Canada,(450) 463-1710,Montréal (06),Plateau-Mont-Royal (06322),Montréal (660),Sainte-Marie--Saint-Jacques (389),CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5704,INSTITUT NAZARETH ET LOUIS-BRAILLE D'ASSIGNY,INSTITUT NAZARETH ET LOUIS-BRAILLE D'ASSIGNY,"955, rue d'Assigny",,Longueuil (58227),J4K 5C3,Canada,(000) 000-0000,Montérégie (16),Longueuil-Ouest (16211),Longueuil (580),Marie-Victorin (213),CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-2214,INSTITUT NAZARETH ET LOUIS-BRAILLE JEAN-BRILLANT,INSTITUT NAZARETH ET LOUIS-BRAILLE JEAN-BRILLANT,"3744, rue Jean-Brillant",,Montréal (66023),H3T 1P1,Canada,(450) 463-1710,Montréal (06),Côte-des-Neiges (06224),Montréal (660),Outremont (421),CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5712,INSTITUT NAZARETH ET LOUIS-BRAILLE PLACE ALTON-GOLDBLOOM,INSTITUT NAZARETH LOUIS-BRAILLE PLACE ALTON-GOLDBLOOM,"3205, place Alton-Goldbloom",,Laval (65005),H7V 1R2,Canada,(000) 000-0000,Laval (13),Chomedey (13114),Laval (650),Chomedey (441),CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9052,MAISON DE NAISSANCE DU RICHELIEU,MAISON DE NAISSANCE DU RICHELIEU,"700, rue Martel",,Richelieu (55057),J3L 5R6,Canada,(450) 658-7561,Montérégie (16),Chambly-Carignan-Marieville (16121),Rouville (550),Chambly (193),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3484,POINT DE SERVICE SAINT-JEAN-SUR-RICHELIEU,POINT DE SERVICE SAINT-JEAN-SUR-RICHELIEU,"383, boulevard du Séminaire Nord, bureau",,Saint-Jean-sur-Richelieu (56083),J3B 8C5,Canada,(450) 463-1710,Montérégie (16),Saint-Jean-sur-Richelieu - Saint-Luc (16122),Le Haut-Richelieu (560),Saint-Jean (189),CHSGS    Consultations externes; CLSC; CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1512,C.S.R.E. ET BUREAU DE SAINT-HUBERT,C.S.R.E. ET BUREAU DE SAINT-HUBERT,"1400, boulevard Édouard",,Longueuil (58227),J4T 3T2,Canada,(450) 678-3341,Montérégie (16),Saint-Hubert (16112),Longueuil (580),Laporte (209),CPEJ; CRJDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8832,CENTRE D'HÉBERGEMENT ANDRÉE-PERRAULT,CENTRE D'HÉBERGEMENT ANDRÉE-PERRAULT,"1955, avenue Pratte",,Saint-Hyacinthe (54048),J2S 7W5,Canada,(450) 771-4536,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CHSLD    Centre de jour; CHSLD   70 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9219,CENTRE D'HÉBERGEMENT D'ACTON-VALE,CENTRE D'HÉBERGEMENT D'ACTON-VALE,"1268, rue Ricard",,Acton Vale (48028),J0H 1A0,Canada,(450) 546-3234,Montérégie (16),Acton (16223),Acton (480),Johnson (269),CHSLD    Centre de jour; CHSLD   80 Lit(s) d'hébergement permanent; CHSLD   1 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3071,CENTRE D'HÉBERGEMENT DE LAJEMMERAIS,CENTRE D'HÉBERGEMENT DE LAJEMMERAIS,"60, rue d'Youville",,Varennes (59020),J3X 1R1,Canada,(450) 463-2995,Montérégie (16),Lajemmerais (16213),Marguerite-D'Youville (590),Verchères (249),CHSLD    Centre de jour; CHSLD   120 Lit(s) d'hébergement permanent; CHSLD   2 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5458-3356,CENTRE D'HÉBERGEMENT DE L'HÔTEL-DIEU-DE-SAINT-HYACINTHE,CENTRE D'HÉBERGEMENT DE L'HÔTEL-DIEU-DE-SAINT-HYACINTHE,"1800, rue Dessaulles",,Saint-Hyacinthe (54048),J2S 2T2,Canada,(450) 771-3333,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CHSGS   55 Lit(s) de santé physique; CHSGS    Consultations externes; CHSLD    Hôpital de jour; CHSLD    Services externes; CHSLD   376 Lit(s) d'hébergement permanent; CHSLD   10 Lit(s) d'hébergement temporaire; CRDPM    Service d'aides techniques,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5561-7039,CENTRE D'HÉBERGEMENT DE MONSEIGNEUR-CODERRE,CENTRE D'HÉBERGEMENT DE MONSEIGNEUR-CODERRE,"2761, rue Beauvais",,Longueuil (58227),J4M 2A4,Canada,(450) 448-3111,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CHSLD    Centre de jour; CHSLD   154 Lit(s) d'hébergement permanent; CHSLD   2 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5561-6999,CENTRE D'HÉBERGEMENT DE MONTARVILLE,CENTRE D'HÉBERGEMENT DE MONTARVILLE,"265, boulevard Seigneurial Ouest",,Saint-Bruno-de-Montarville (58037),J3V 2H4,Canada,(450) 461-2650,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),Longueuil (580),Montarville (233),CHSLD    Centre de jour; CHSLD   150 Lit(s) d'hébergement permanent; CHSLD   5 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5458-3455,CENTRE D'HÉBERGEMENT DE TRACY,CENTRE D'HÉBERGEMENT DE TRACY,"4205, rue Frontenac",,Sorel-Tracy (53052),J3R 4G8,Canada,(450) 743-4924,Montérégie (16),Bas Richelieu (16231),Pierre-De Saurel (530),Richelieu (253),CHSLD   28 Lit(s) d'hébergement permanent; CHSLD   5 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9029,CENTRE D'HÉBERGEMENT DU CHEVALIER-DE LÉVIS,CENTRE D'HÉBERGEMENT DU CHEVALIER-DE LÉVIS,"40, rue Lévis",,Longueuil (58227),J4H 1S5,Canada,(450) 670-5110,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CHSLD    Centre de jour; CHSLD   142 Lit(s) d'hébergement permanent; CHSLD   4 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3948,CENTRE D'HÉBERGEMENT DU MANOIR-TRINITÉ,CENTRE D'HÉBERGEMENT DU MANOIR-TRINITÉ,"1275, boulevard Jacques-Cartier Est",,Longueuil (58227),J4M 2Y8,Canada,(450) 674-4948,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CHSLD    Centre de jour; CHSLD   115 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9094,CENTRE D'HÉBERGEMENT ÉLISABETH-LAFRANCE,CENTRE D'HÉBERGEMENT ÉLISABETH-LAFRANCE,"151, rue George",,Sorel-Tracy (53052),J3P 1C8,Canada,(450) 745-5555,Montérégie (16),Bas Richelieu (16231),Pierre-De Saurel (530),Richelieu (253),CHSLD   147 Lit(s) d'hébergement permanent; CHSLD   2 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5458-3430,CENTRE D'HÉBERGEMENT J.-ARSÈNE-PARENTEAU,CENTRE D'HÉBERGEMENT J.-ARSÈNE-PARENTEAU,"40, rue de Ramezay",,Sorel-Tracy (53052),J3P 3Y7,Canada,(450) 742-5936,Montérégie (16),Bas Richelieu (16231),Pierre-De Saurel (530),Richelieu (253),CHSLD   60 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3097,CENTRE D'HÉBERGEMENT JEANNE-CREVIER,CENTRE D'HÉBERGEMENT JEANNE-CREVIER,"151, rue de Muy",,Boucherville (58033),J4B 4W7,Canada,(450) 641-0590,Montérégie (16),Lajemmerais (16213),Longueuil (580),Montarville (233),CHSLD    Centre de jour; CHSLD   93 Lit(s) d'hébergement permanent; CHSLD   1 Lit(s) d'hébergement temporaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5561-6981,CENTRE D'HÉBERGEMENT MARGUERITE-ADAM,CENTRE D'HÉBERGEMENT MARGUERITE-ADAM,"425, rue Hubert",,Beloeil (57040),J3G 2T1,Canada,(450) 467-1631,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),La Vallée-du-Richelieu (570),Borduas (243),CHSLD    Centre de jour; CHSLD   70 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5561-7047,CENTRE D'HÉBERGEMENT RENÉ-LÉVESQUE,CENTRE D'HÉBERGEMENT RENÉ-LÉVESQUE,"1901, rue Claude",,Longueuil (58227),J4G 1Y5,Canada,(450) 651-2210,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CHSLD    Centre de jour; CHSLD   224 Lit(s) d'hébergement permanent,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5373,CLSC D'ACTON-VALE,CLSC D'ACTON-VALE,"1266, rue Lemay",,Acton Vale (48028),J0H 1A0,Canada,(450) 546-2572,Montérégie (16),Acton (16223),Acton (480),Johnson (269),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5265-1288,CLSC DE BOUCHERVILLE,CLSC DE BOUCHERVILLE,"160, boulevard de Montarville",,Boucherville (58033),J4B 6S2,Canada,(450) 655-3630,Montérégie (16),Lajemmerais (16213),Longueuil (580),Montarville (233),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9003,CLSC DE LONGUEUIL-OUEST,CLSC DE LONGUEUIL-OUEST,"201, boulevard Curé-Poirier Ouest",,Longueuil (58227),J4J 2G4,Canada,(450) 651-9830,Montérégie (16),Longueuil-Ouest (16211),Longueuil (580),Marie-Victorin (213),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5092,CLSC DE MONT-SAINT-HILAIRE,CLSC DE MONT-SAINT-HILAIRE,"480, boulevard Sir-Wilfrid-Laurier",,Mont-Saint-Hilaire (57035),J3H 6H4,Canada,(000) 000-0000,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),La Vallée-du-Richelieu (570),Borduas (243),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4839,CLSC DE SAINT-AMABLE,CLSC DE SAINT-AMABLE,"555, rue Principale",,Saint-Amable (59015),J0L 1N0,Canada,(450) 468-5250,Montérégie (16),Lajemmerais (16213),Marguerite-D'Youville (590),Verchères (249),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8238,CLSC DE SAINT-BRUNO-DE-MONTARVILLE,CLSC DE SAINT-BRUNO-DE-MONTARVILLE,"50, chemin de La Rabastalière Est, bur.",,Saint-Bruno-de-Montarville (58037),J3V 2A5,Canada,(450) 461-1012,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),Longueuil (580),Montarville (233),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-4566,CLSC DE SAINTE-JULIE,CLSC DE SAINTE-JULIE,"461, boulevard Saint-Joseph, bureau 112",,Sainte-Julie (59010),J3E 1W8,Canada,(450) 468-3670,Montérégie (16),Lajemmerais (16213),Marguerite-D'Youville (590),Verchères (249),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0423,CLSC DE SAINT-JUDE,CLSC DE SAINT-JUDE,"942, rue du Centre",,Saint-Jude (54110),J0H 1P0,Canada,(450) 778-2572,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Richelieu (253),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4821,CLSC DE VARENNES,CLSC DE VARENNES,"2082, route Marie-Victorin",,Varennes (59020),J3X 2C7,Canada,(450) 677-2917,Montérégie (16),Lajemmerais (16213),Marguerite-D'Youville (590),Verchères (249),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9953,CLSC DE VERCHÈRES,CLSC DE VERCHÈRES,"90, montée Calixa-Lavallée",,Verchères (59025),J0L 2R0,Canada,(450) 448-3700,Montérégie (16),Lajemmerais (16213),Marguerite-D'Youville (590),Verchères (249),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5561-8136,CLSC DES CASCADES,CLSC DES CASCADES,"959, rue des Cascades",,Saint-Hyacinthe (54048),J2S 3G5,Canada,(450) 778-2572,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0431,CLSC DES MASKOUTAINS,CLSC DES MASKOUTAINS,"1015, rue Gauthier",,Saint-Hyacinthe (54048),J2S 8T2,Canada,(450) 778-2572,Montérégie (16),Les Maskoutains (16222),Les Maskoutains (540),Saint-Hyacinthe (263),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-8824,CLSC DES PATRIOTES,CLSC DES PATRIOTES,"347, rue Duvernay",,Beloeil (57040),J3G 5S8,Canada,(450) 536-2572,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),La Vallée-du-Richelieu (570),Borduas (243),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-9037,CLSC DES SEIGNEURIES,CLSC DES SEIGNEURIES,"2220, boulevard René-Gaultier",,Varennes (59020),J3X 1E3,Canada,(450) 677-2917,Montérégie (16),Lajemmerais (16213),Marguerite-D'Youville (590),Verchères (249),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3089,CLSC DES SEIGNEURIES ET CENTRE D'HEBERGEMENT DE CONTRECOEUR,CLSC DES SEIGNEURIES ET CENTRE D'HEB. DE CONTRECOEUR,"4700, route Marie-Victorin",,Contrecoeur (59035),J0L 1C0,Canada,(450) 468-8413,Montérégie (16),Lajemmerais (16213),Marguerite-D'Youville (590),Verchères (249),CHSLD    Centre de jour; CHSLD   68 Lit(s) d'hébergement permanent; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5458-3448,CLSC GASTON-BÉLANGER,CLSC GASTON-BÉLANGER,"30, rue Ferland",,Sorel-Tracy (53052),J3P 3C7,Canada,(450) 746-4545,Montérégie (16),Bas Richelieu (16231),Pierre-De Saurel (530),Richelieu (253),CHSLD    Hôpital de jour; CHSLD    Centre de jour; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-7528,CLSC SIMONNE-MONET-CHARTRAND,CLSC SIMONNE-MONET-CHARTRAND,"1303, boulevard Jacques-Cartier Est",,Longueuil (58227),J4M 2Y8,Canada,(450) 463-2850,Montérégie (16),Longueuil-Est (16212),Longueuil (580),Taillon (223),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5141-7624,CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE CHÂTEAUGUAY,CPEJ  DE CHÂTEAUGUAY,"278, boulevard Saint-Jean-Baptiste",,Châteauguay (67050),J6K 3C2,Canada,(450) 692-6741,Montérégie (16),Châteauguay-Mercier (16341),Roussillon (670),Châteauguay (173),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5179-1879,CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE BELOEIL,CPEJ DE BELOEIL,"535, boulevard Sir-Wilfrid-Laurier",bureau 210,Beloeil (57040),J3G 5E9,Canada,(450) 467-0256,Montérégie (16),Saint-Bruno - Beloeil - Saint-Hilaire (16221),La Vallée-du-Richelieu (570),Borduas (243),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5179-1853,CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE COWANSVILLE,CPEJ DE COWANSVILLE,"911, rue Principale, bureau 200",,Cowansville (46080),J2K 1J8,Canada,(450) 263-4990,Estrie (05),Cowansville-Farnham-Bedford (05111),Brome-Missisquoi (460),Brome-Missisquoi (129),CPEJ,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
