row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,street_address,po_box,city,province,postal_code,country
USA-CO-74-All-74-All-191,HERITAGE PARK CARE CENTER,,,,,,,,,,,,Mr ROBERT BAKER,(970)963-1500,,(970)963-3703,,,,90,,,GARFIELD COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,66,1200 VILLAGE ROAD,,CARBONDALE,CO,81623,USA
USA-CO-74-All-74-All-192,HIGHLINE REHABILITATION AND CARE COMMUNITY,,,,,,,,,,,,Ms MARIE STERN,(303)759-4221,,(303)759-4005,,,,135,,,DENVER COUNTY,,,,OR PROFIT - CORP.,"SEQUOIA CARE COMMUNITY, LLC",12136 W BAYAUD AVE STE 200,,LAKEWOOD,CO,80222,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,115,6060 EAST ILIFF AVENUE,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-193,HILDEBRAND CARE CENTER,,,,,,,,,,,,Mr JAMES BURRELL,(719)275-8656,,(719)275-8858,,,FOR PROFIT - CORP.,80,,,FREMONT COUNTY,,,,(719)275-4979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,71,1401 PHAY AVENUE,,CANON CITY,CO,81212,USA
USA-CO-74-All-74-All-194,HILLCREST CARE CENTER,,,,,,,,,,,,Ms GINGER WILLIAMS (P),(970)332-4856,,(970)332-4882,,,,58,,,YUMA COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,42,360 CANYON RIDGE DRIVE,,WRAY,CO,80758,USA
USA-CO-74-All-74-All-195,HOLLY HEIGHTS CARE CENTER,,,,,,,,,,,,Ms LYNN STOCKWELL,(303)757-5441,,(303)757-8862,,,FOR PROFIT - CORP.,133,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,123,6000 EAST ILIFF AVENUE,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-196,HOLLY NURSING CARE CENTER,,,,,,,,,,,,Ms AMY PIERCE (ADM),(719)537-6555,,(719)537-6366,,,FOR PROFIT - CORP.,45,,,PROWERS COUNTY,,,,(719)383-3167,PINON MANAGEMENT LLC,12136 W BAYAUD AVENUE STE 200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,29,320 NORTH 8TH STREET,,HOLLY,CO,81047,USA
USA-CO-74-All-74-All-197,HORIZONS CARE CENTER,,,,,,,,,,,,Mr JOHN NORRIS,(970)835-2600,,(970)835-2665,,,,79,,,DELTA COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,60,11411 HIGHWAY 65,,ECKERT,CO,81418,USA
USA-CO-74-All-74-All-198,JEWELL CARE CENTER OF DENVER,,,,,,,,,,,,Ms KATHRYN EVANS,(303)757-7438,,(303)757-7467,,,FOR PROFIT - CORP.,106,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,98,4450 EAST JEWELL AVENUE,,DENVER,CO,80222,USA
USA-CO-74-All-74-All-199,JULIA TEMPLE HEALTHCARE CENTER,,,,,,,,,,,,Mr EDWARD (EDDY) BOYLES,(303)761-0075,,(303)761-2967,,,8,128,,,ARAPAHOE COUNTY,,,,OR PROFIT - CORP.,ENSIGN GROUP,"27101 PUERTA REAL, SUITE 450",,MISSION VIEJO,CA,92691,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,111,3401 SOUTH LAFAYETTE STREET,,ENGLEWOOD,CO,80113,USA
USA-CO-74-All-74-All-200,JUNIPER VILLAGE - THE SPEARLY CENTER,,,,,,,,,,,,Ms SUSAN MARIE PAPPAS,(303)458-1112,,(303)433-1212,,,,135,,,DENVER COUNTY,,,,OR PROFIT-PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,121,2205 WEST 29TH AVENUE,,DENVER,CO,80211,USA
USA-CO-74-All-74-All-201,KENTON MANOR,,,,,,,,,,,,Mr THOMAS GARRETT TRUMP,(970)353-1018,,(970)352-5648,,,FOR PROFIT - CORP.,114,,,WELD COUNTY,,,,(970)353-3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,104,850 27TH AVENUE,,GREELEY,CO,80634,USA
USA-CO-74-All-74-All-202,KINDRED NURSING AND REHABILITATION-AURORA,,,,,,,,,,,,Mr KELLY ALDERMAN,(303)364-3364,,(303)364-9225,,,,108,,,ADAMS COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,66,10201 EAST THIRD AVENUE,,AURORA,CO,80010,USA
USA-CO-74-All-74-All-203,LA VILLA GRANDE CARE CENTER,,,,,,,,,,,,"Mr ROBERT ""BOB"" DAVIS",(970)245-1211,,(970)245-4437,,,,96,,,MESA COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,83,2501 LITTLE BOOKCLIFF DRIVE,,GRAND JUNCTION,CO,81501,USA
USA-CO-74-All-74-All-204,LAKEWOOD VILLA,,,,,,,,,,,,Ms DIANE HERNDON,(303)238-8161,,(303)238-2714,,,,57,,,JEFFERSON COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,52,1625 SIMMS STREET,,LAKEWOOD,CO,80215,USA
USA-CO-74-All-74-All-205,LAMAR ESTATES LLC,,,,,,,,,,,,Ms SHARON FULTON,(719)336-3434,,(719)336-2708,,,FOR PROFIT - CORP.,60,,,PROWERS COUNTY,,,,(719)383-3167,LAMAR ESTATES LLC,,P O BOX 191,LAMAR,CO,81052,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,40,205 SOUTH 10TH ST,,LAMAR,CO,81052,USA
USA-CO-74-All-74-All-206,LARCHWOOD INNS,,,,,,,,,,,,Ms MELISSA LATHAM,(970)245-0022,,(970)245-0044,,,FOR PROFIT - CORP.,130,,,MESA COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,118,2845 NORTH 15TH STREET,,GRAND JUNCTION,CO,81506,USA
USA-CO-74-All-74-All-207,LAUREL MANOR CARE CENTER,,,,,,,,,,,,Ms JANET STAUFFACHER,(719)473-7780,,(719)473-0945,,,,81,,,EL PASO COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,78,920 SOUTH CHELTON ROAD,,COLORADO SPRINGS,CO,80910,USA
USA-CO-74-All-74-All-208,LEMAY AVENUE HEALTH AND REHABILITATION FACILITY,,,,,,,,,,,,Mr JOSEPH LA MASTRA,(970)482-1584,,(970)482-4134,,,,130,,,LARIMER COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,128,4824 SOUTH LEMAY AVENUE,,FORT COLLINS,CO,80525,USA
USA-CO-74-All-74-All-209,LIBERTY HEIGHTS,,,,,,,,,,,,Ms TAMMY MINUHIN,(719)481-5007,,(719)487-1706,,,FOR PROFIT - CORP.,42,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,22,12205 GUNSTOCK DRIVE,,COLORADO SPRINGS,CO,80921,USA
USA-CO-74-All-74-All-210,LIFE CARE CENTER OF AURORA,,,,,,,,,,,,Ms DANIELLE ANDRADE,(303)751-2000,,(303)751-0026,,,FOR PROFIT - CORP.,166,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,80,14101 EAST EVANS AVENUE,,AURORA,CO,80014,USA
USA-CO-74-All-74-All-211,LIFE CARE CENTER OF COLORADO SPRINGS,,,,,,,,,,,,Mr DAVID MERRELL,(719)630-8888,,(719)313-4167,,,FOR PROFIT - CORP.,121,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,88,2490 INTERNATIONAL CIRCLE,,COLORADO SPRINGS,CO,80910,USA
USA-CO-74-All-74-All-212,LIFE CARE CENTER OF EVERGREEN,,,,,,,,,,,,Mr KEITH MULLETT,(303)674-4500,,(303)674-8436,,,FOR PROFIT - CORP.,120,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,85,2987 BERGEN PEAK DRIVE,,EVERGREEN,CO,80439,USA
USA-CO-74-All-74-All-213,LIFE CARE CENTER OF GREELEY,,,,,,,,,,,,Ms RAQUEL CATHERINE BELLER,(970)330-6400,,(970)506-1370,,,FOR PROFIT - CORP.,124,,,WELD COUNTY,,,,(970)353-3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,87,4800 25TH STREET,,GREELEY,CO,80634,USA
USA-CO-74-All-74-All-214,LIFE CARE CENTER OF LITTLETON,,,,,,,,,,,,Ms MICHELLE FRATERNALI,(303)795-7300,,(303)795-6210,,,FOR PROFIT - CORP.,120,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,113,1500 WEST MINERAL AVENUE,,LITTLETON,CO,80120,USA
USA-CO-74-All-74-All-215,LIFE CARE CENTER OF LONGMONT,,,,,,,,,,,,Mr STEPHEN DEBELLE,(303)776-5000,,(303)776-7661,,,,187,,,BOULDER COUNTY,,,,OR PROFIT-PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,140,2451 PRATT STREET,,LONGMONT,CO,80501,USA
USA-CO-74-All-74-All-216,LIFE CARE CENTER OF PUEBLO,,,,,,,,,,,,Mr KEITH JACKSON,(719)564-2000,,(719)564-7741,,,FOR PROFIT - CORP.,187,,,PUEBLO COUNTY,,,,(719)583-6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,127,2118 CHATALET LANE,,PUEBLO,CO,81005,USA
USA-CO-74-All-74-All-217,LIFE CARE CENTER OF STONEGATE,,,,,,,,,,,,Mr LUCAS CARROLL,(303)805-2085,,(303)805-2089,,,FOR PROFIT - CORP.,120,,,DOUGLAS COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,64,15720 GARDEN PLAZA DRIVE,,PARKER,CO,80134,USA
USA-CO-74-All-74-All-218,LIFE CARE CENTER OF WESTMINSTER,,,,,,,,,,,,Ms HOLLY RAYMER,(303)412-9121,,(303)412-9187,,,FOR PROFIT-PARTNERSHIP,120,,,ADAMS COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,69,7751 ZENOBIA COURT,,WESTMINSTER,CO,80030,USA
USA-CO-74-All-74-All-219,LINCOLN COMMUNITY HOSPITAL NURSING HOME,,,,,,,,,,,,Ms ERIKA SAFFER,(719)743-2421,,(719)743-2880,,,GOVERNMENT-COUNTY,35,,,LINCOLN COUNTY,,,,(719)348-5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,26,111 6TH STREET,,HUGO,CO,80821,USA
USA-CO-74-All-74-All-220,LITTLE SISTERS OF THE POOR MULLEN HOME,,,,,,,,,,,,Ms RUTH HORTON,(303)433-7221,,(303)477-0519,,,NON PROFIT-CORPORATION,42,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,40,3629 WEST 29TH AVENUE,,DENVER,CO,80211,USA
USA-CO-74-All-74-All-221,LITTLETON CARE AND REHABILITATION CENTER,,,,,,,,,,,,Mr ROGER HARPER,(303)798-2497,,(303)797-6847,,,FOR PROFIT - CORP.,35,,,ARAPAHOE COUNTY,,,,(303)480-6738,ENSIGN SERVICES,"27101 PUERTA REAL, STE 450",,MISSION VIEJO,CA,92691,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,30,5822 SOUTH LOWELL WAY,,LITTLETON,CO,80123,USA
USA-CO-74-All-74-All-222,MANORCARE HEALTH SERVICES - BOULDER,,,,,,,,,,,,Ms JULIE NASH,(303)440-9100,,(303)440-9251,,,FOR PROFIT - CORP.,150,,,BOULDER COUNTY,,,,(303)441-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,114,2800 PALO PARKWAY,,BOULDER,CO,80301,USA
USA-CO-74-All-74-All-223,MANORCARE HEALTH SERVICES - DENVER,,,,,,,,,,,,Ms CARLY BADER,(303)355-2525,,(303)333-6960,,,,160,,,DENVER COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,124,290 SOUTH MONACO PARKWAY,,DENVER,CO,80224,USA
USA-CO-74-All-74-All-224,MANTEY HEIGHTS REHABILITATION AND CARE CENTER,,,,,,,,,,,,Ms KIMBERLY BRYANT,(970)242-7356,,(970)245-9196,,,FOR PROFIT - CORP.,88,,,MESA COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,69,2825 PATTERSON ROAD,,GRAND JUNCTION,CO,81506,USA
USA-CO-74-All-74-All-225,MAPLETON CARE CENTER,,,,,,,,,,,,Mr STEPHEN ARTHUR WESTER,(303)237-1325,,(303)237-3397,,,FOR PROFIT - CORP.,90,,,JEFFERSON COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,65,115 INGALLS STREET,,LAKEWOOD,CO,80226,USA
USA-CO-74-All-74-All-226,MEDALLION POST ACUTE REHABILITATION,,,,,,,,,,,,Mr MARK GARDNER,(719)381-4963,,(719)381-4998,,,FOR PROFIT - CORP.,60,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,50,1719 E BIJOU STREET,,COLORADO SPRINGS,CO,80909,USA
USA-CO-74-All-74-All-227,MESA MANOR CENTER,,,,,,,,,,,,Mr PAUL CROOK,(970)243-7211,,(970)245-5104,,,FOR PROFIT - CORP.,89,,,MESA COUNTY,,,,(970)248-2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,54,2901 NORTH 12TH STREET,,GRAND JUNCTION,CO,81506,USA
USA-CO-74-All-74-All-228,MESA VISTA OF BOULDER,,,,,,,,,,,,Ms CHRISTINE BESON,(303)442-4037,,(303)442-5430,,,,162,,,BOULDER COUNTY,,,,OR PROFIT - CORP.,MESA VISTA OF BOULDER,12136 W BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,144,2121 MESA DRIVE,,BOULDER,CO,80304,USA
USA-CO-74-All-74-All-229,MINNEQUA MEDICENTER,,,,,,,,,,,,Mr LUKE PETTIETTE,(719)561-1300,,(719)561-9958,,,FOR PROFIT - CORP.,115,,,PUEBLO COUNTY,,,,(719)583-6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,93,2701 CALIFORNIA STREET,,PUEBLO,CO,81004,USA
USA-CO-74-All-74-All-230,MISSION SAN MIGUEL NURSING AND REHABILITATION CENTER,,,,,,,,,,,,Ms THOMAS CASTELLANO,(303)289-7110,,(303)288-3517,,,,95,,,ADAMS COUNTY,,,,OR PROFIT-PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,71,7150 POPLAR STREET,,COMMERCE CITY,CO,80022,USA
USA-CO-74-All-74-All-231,MONACO PARKWAY HEALTH AND REHABILITATION CENTER,,,,,,,,,,,,Mr JOHN NEZBETH,(303)321-3110,,(303)321-1581,,,FOR PROFIT - CORP.,117,,,DENVER COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,84,895 SOUTH MONACO PARKWAY,,DENVER,CO,80224,USA
USA-CO-74-All-74-All-232,MONTE VISTA ESTATES LLC,,,,,,,,,,,,Ms MARY JILL WEINGER,(719)852-5138,,(719)852-4012,,,FOR PROFIT - CORP.,60,,,RIO GRANDE COUNTY,,,,(719)589-4511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,50,2277 EAST DRIVE,,MONTE VISTA,CO,81144,USA
USA-CO-74-All-74-All-233,MOUNT ST FRANCIS NURSING CENTER,,,,,,,,,,,,Ms ALMAZ BERHE,(719)598-1336,,(719)955-7029,,,NON PROFIT-CORPORATION,108,,,EL PASO COUNTY,,,,(719)471-7080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,108,7550 ASSISI HEIGHTS,,COLORADO SPRINGS,CO,80919,USA
USA-CO-74-All-74-All-234,MOUNTAIN VISTA HEALTH CENTER,,,,,,,,,,,,Ms MARY SAWYER-WINTERS (ADMIN),(303)421-4161,,(303)424-6152,,,,168,,,JEFFERSON COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,145,4800 TABOR STREET,,WHEAT RIDGE,CO,80033,USA
USA-CO-74-All-74-All-235,NAMASTE ALZHEIMER CENTER,,,,,,,,,,,,Ms MICHELLE BROZOWSKI,(719)442-4240,,(719)520-9709,,,,64,,,EL PASO COUNTY,,,,ON PROFIT-CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,64,2 PENROSE BOULEVARD,,COLORADO SPRINGS,CO,80906,USA
USA-CO-74-All-74-All-236,NORTH SHORE HEALTH AND REHAB FACILITY,,,,,,,,,,,,Mr CLARK MCLAURIN,(970)667-6111,,(970)667-2460,,,FOR PROFIT - CORP.,134,,,LARIMER COUNTY,,,,(303)862-3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,118,1365 WEST 29TH STREET,,LOVELAND,CO,80538,USA
USA-CO-74-All-74-All-237,NORTH STAR REHABILITATION AND CARE COMMUNITY,,,,,,,,,,,,Ms MARCIA BRENOWITZ,(303)922-1169,,(303)934-0220,,,NON PROFIT-OTHER,85,,,DENVER COUNTY,,,,(303)480-6738,PINON MANAGEMENT LLC,12136 W. BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,74,3185 WEST ARKANSAS AVENUE,,DENVER,CO,80219,USA
USA-CO-74-All-74-All-238,ORCHARD PARK HEALTH CARE CENTER,,,,,,,,,,,,Mr CHRIS TANNER,(303)773-1000,,(303)220-9989,,,FOR PROFIT - CORP.,133,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,117,6005 SOUTH HOLLY STREET,,LITTLETON,CO,80121,USA
USA-CO-74-All-74-All-239,PALISADES LIVING CENTER,,,,,,,,,,,,Ms STASIA ALLYN,(970)464-7500,,(970)464-0815,,,,91,,,MESA COUNTY,,,,OR PROFIT - CORP.,PALISADE LIVING CENTER,,PO BOX 190,PALISADE,CO,81526,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,83,151 EAST 3RD STREET,,PALISADE,CO,81526,USA
USA-CO-74-All-74-All-240,PAONIA CARE AND REHABILITATION CENTER,,,,,,,,,,,,Mr JASON BELL,(970)527-4837,,(970)527-6407,,,,60,,,DELTA COUNTY,,,,OR PROFIT - CORP.,PAONIA CARE &amp; REHABILITATION CENTER,1625 MEADOWBROOK BLVD,,PAONIA,CO,81428,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,51,1625 MEADOWBROOK BOULEVARD,,PAONIA,CO,81428,USA
USA-CO-74-All-74-All-241,"PARK FOREST CARE CENTER, INC.",,,,,,,,,,,,Ms BEVERLY SHAMLEY,(303)427-7045,,(303)427-0023,,,FOR PROFIT - CORP.,103,,,ADAMS COUNTY,,,,(303)480-6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicaid Certified,6/20/2017,93,7045 STUART STREET,,WESTMINSTER,CO,80030,USA
USA-CO-74-All-74-All-242,PARKMOOR VILLAGE HEALTHCARE CENTER,,,,,,,,,,,,Ms PAULA MURRAY,(719)550-0200,,(719)637-0756,,,FOR PROFIT - CORP.,125,,,EL PASO COUNTY,,,,(719)471-7080,PARKMOOR VILLAGE HEALTHCARE CENTER C/O VIVAGE,12136 WEST BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,113,3625 PARKMOOR VILLAGE DRIVE,,COLORADO SPRINGS,CO,80917,USA
USA-CO-74-All-74-All-243,PARKVIEW CARE CENTER,,,,,,,,,,,,Mr JOHN BEAUDRIE,(303)936-3497,,(303)936-9981,,,FOR PROFIT - CORP.,77,,,DENVER COUNTY,,,,(303)480-6738,PARKVIEW CARE CENTER,12136 W BAYAUD AVE #200,,LAKEWOOD,CO,80228,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,67,3105 WEST ARKANSAS AVENUE,,DENVER,CO,80219,USA
USA-CO-74-All-74-All-244,"PAVILION AT VILLA PUEBLO, THE",,,,,,,,,,,,Ms ANGELINA VALDEZ,(719)253-3737,,(719)253-3701,,,FOR PROFIT - CORP.,90,,,PUEBLO COUNTY,,,,(719)583-6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,86,855 HUNTER DRIVE,,PUEBLO,CO,81001,USA
USA-CO-74-All-74-All-245,PEAKS CARE CENTER THE,,,,,,,,,,,,Ms JERUSHA SIEGEL,(303)776-2814,,(303)776-5362,,,FOR PROFIT - CORP.,92,,,BOULDER COUNTY,,,,(303)441-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,78,1440 COFFMAN STREET,,LONGMONT,CO,80501,USA
USA-CO-74-All-74-All-246,PEARL STREET HEALTH AND REHABILITATION CENTER,,,,,,,,,,,,Ms KAREN KAHLER,(303)761-1640,,(303)761-3133,,,FOR PROFIT - CORP.,81,,,ARAPAHOE COUNTY,,,,(303)480-6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,60,3636 SOUTH PEARL STREET,,ENGLEWOOD,CO,80110,USA
USA-CO-74-All-74-All-247,PIKES PEAK CENTER,,,,,,,,,,,,Ms DEBRA WELKER,(719)636-1676,,(719)636-9168,,,,210,,,EL PASO COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,123,2719 NORTH UNION BLVD,,COLORADO SPRINGS,CO,80909,USA
USA-CO-74-All-74-All-248,PINE RIDGE EXTENDED CARE CENTER,,,,,,,,,,,,Ms ANDREA CONSTANT,(970)731-4330,,(970)731-4046,,,FOR PROFIT-PARTNERSHIP,60,,,ARCHULETA COUNTY,,,,(970)259-1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,44,119 BASTILLE DRIVE,,PAGOSA SPRINGS,CO,81147,USA
USA-CO-74-All-74-All-249,PIONEER HEALTH CARE CENTER,,,,,,,,,,,,Mr CHRISTOPHER BELSKY,(719)254-3314,,(719)254-7007,,,,101,,,OTERO COUNTY,,,,OR PROFIT - CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,82,900 SOUTH 12TH STREET,,ROCKY FORD,CO,81067,USA
USA-CO-74-All-74-All-250,POWERBACK REHABILITATION LAFAYETTE,,,,,,,,,,,,JOHN ADAMS,(720)639-2200,,(720)890-5851,,,FOR PROFIT - CORP.,70,,,BOULDER COUNTY,,,,(303)441-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,55,329 EXEMPLA CIRCLE,,LAFAYETTE,CO,80026,USA
USA-CO-74-All-74-All-251,POWERBACK REHABILITATION LAKEWOOD,,,,,,,,,,,,Mr DAVID FARMER (ADMIN),(303)730-8000,,(303)730-8008,,,FOR PROFIT - CORP.,108,,,DENVER COUNTY,,,,(303)480-6738,POWERBACK REHABILITATION LAKEWOOD,101 SUN AVENUE,,ALBUQUERQUE,NM,87109,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare Certified,6/20/2017,59,7395 WEST EASTMAN PLACE,,LAKEWOOD,CO,80227,USA
USA-CO-74-All-74-All-252,PROSPECT PARK LIVING CENTER,,,,,,,,,,,,Ms BROOK RICHARDSON,(970)586-8103,,(970)577-4324,,,GOVERNMENT-HOSP. DIST.,52,,,LARIMER COUNTY,,,,(303)862-3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,39,555 PROSPECT AVE,,ESTES PARK,CO,80517,USA
USA-CO-74-All-74-All-253,PUEBLO CENTER,,,,,,,,,,,,Mr CHARLES JAQUEZ,(719)564-1735,,(719)566-1960,,,FOR PROFIT - CORP.,146,,,PUEBLO COUNTY,,,,(719)583-6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NH,,,Medicare/Medicaid Certified,6/20/2017,109,2611 JONES AVENUE,,PUEBLO,CO,81004,USA
