row_id,Name of Home,License #,Extension To Date,Licensed To,Licensed From,Lic Type,Type Res,# Res,Owner/Agency,Adm First Name,Adm Last Name,Dsgne First Name,Dsgne Last Name,Website Phone #,Fax #,email address,Mailing Address,M City,M ZIP Code,Physical Address,P City,P ZIP Code,Sprinkler,facility_type
USA-AK-70-AK-AssistedLiving-output-481,NuStart Assisted Living Home,100218,,30-Apr-18,1-May-16,Biennial,DD/MH,10,Jacquelyn Wingfield,Jacquelyn,Wingfield,Heather,Brooks,258-4663,,JLW@alaska.net,PO Box 202744,Anchorage,99520,729 E. 9th Avenue,Anchorage,99501,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-482,O'Bie's Adobe,101099,,31-Mar-18,17-May-17,Biennial,DD/MH,2,Charles E. O'Bryan Jr.,Charles 'Chuck',O'Bryan,Jamette/Billie Jo,O'Bryan/Hansen,376-6240,,akobryan@me.com,4128 E Country Field Circle,Wasilla,99654,1790 N Centurian Place,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-483,Olsen's ALH,354304,,31-Oct-18,1-Nov-16,Biennial,DD/MH,2,Mary Ann & Wayne Olsen,Mary Ann,Olsen,Cindy/Wayne,Byrd/Olsen,225-2001,,maolsen@kpunet.net,PO Box 9476,Ketchikan,99901,4604 N. Tongass Hwy,Ketchikan,99901,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-484,Olympus House,262,,31-Aug-17,1-Sep-15,Biennial,SS,5,Yolanda Campos,Yolanda,"Campos, CNA",Monica,Velasco,770-2730,,olympushouse@gmail.com,PO Box 242381,Anchorage,99524,1621 Demeter Drive,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-485,"Opus Memoria II, LLC",101166,,31-Jul-19,1-Aug-17,Provisional,SS,4,"Opus Memoria, LLC",Suzanne,Hickel,Sondra,Montgomery,677-1919,,hickel@opusmemoria.com,PO Box 220813,Anchorage,99522,4880 Chuck Drive,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-486,"Opus Memoria, LLC",101165,,31-Jul-19,1-Aug-17,Provisional,SS,4,"Opus Memoria, LLC",Suzanne,Hickel,Sondra,Montgomery,677-1919,,hickel@opusmemoria.com,PO Box 220813,Anchorage,99522,4890 Chuck Drive,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-487,Orchard Assisted Living,101114,,31-Aug-18,1-Sep-16,Biennial,DD/MH,4,Jessica Fulton,Jessica,Fulton,Michael A.,Brown,929-1278,866-413-7297,fulton.jessica@yahoo.com,400 W. 76th Ave #105,Anchorage,99518,1001 Cherry St. Unit A,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-488,Otcheck ALH,100620,,30-Jun-19,8-Aug-17,Biennial,DD/MH,4,Skyline Assisted Living Home LLC,Tana,Otcheck,Dale,Otcheck,598-1993,,tanashepard@hotmail.com,63540 Skyline Drive,Homer,99603,63540 Skyline Drive,Homer,99603,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-489,Otter House,100983,,31-Aug-19,1-Sep-17,Biennial,DD/MH,3,Ramona 'Lynne' Stevens,Ramona 'Lynne',Stevens,Tazz Studie / Jennifer Van der Slice,Kevin McCaffrey,222-6553,,southernbellak@yahoo.com,1503 Otter Street,Anchorage,99504,1503 Otter Street,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-490,Our Family ALH,101195,,31-Jul-18,14-Jul-17,Provisional,SS,2,Demilyn Sayavong,Demilyn,Sayavong,Elaine,Dagdag,231-7296,,ourfamilyalh@gmail.com,11245 Via Balboa,Anchorage,99515,11245 Via Balboa,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-491,Our Home,100528,,30-Jun-18,1-Jul-16,Biennial,SS,5,Marichelle Pagtakhan,Marichelle,Pagtakhan,Mithosila,Laurin,349-2417 (Not in service),,richelle1660@gmail.com,1660 Thuja Ave,Anchorage,99507,9330 Aphrodite Drive,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-492,Our House II,100608,,30-Sep-17,1-Oct-15,Biennial,SS,4,Our House on the Lake LLC,Bonita,Quale,Cynthia,LaChapelle,776-8684,907-262-2332,cquale96@yahoo.com,264 Crest Drive,Kenai,99611,264 Crest Drive,Soldotna,99669,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-493,Our Lady of Fatima LLC,100559,,30-Nov-17,1-Dec-15,Biennial,SS,5,Gina Nidoy,Gina,Nidoy,Maletch,Pineda,529-7495,,olof_assistedlivinghome@yahoo.com,4030 Defiance St.,Anchorage,99504,4030 Defiance St.,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-494,Our Lady of Lourdes LLC,11,,28-Feb-18,29-Feb-16,Biennial,SS,5,"Our Lady of Lourdes, LLC",Leo,Valdez,Jerome,Valdez,333-4692,,leocrv69@yahoo.com,1931 Greendale Drive,Anchorage,99504,1931 Greendale Drive,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-495,Padre Pio Assisted Living Home,101197,,31-Jul-18,3-Aug-17,Provisional,SS,2,Bryan Bolo,Bryan,Bolo,Lolita,Bolo,350-2375,,bluntbryan2000@yahoo.com,8423 Dunlap Circle,Anchorage,99504,8423 Dunlap Circle,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-496,Parson Home,101072,,31-Jul-19,1-Aug-17,Biennial,DD/MH,5,James and Barbara Parson,James,Parson,Barbara,Parson,250-5769,,parson78@hotmail.com,9801 Spring Hill Drive,Anchorage,99507,9801 Spring Hill Drive,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-497,Pathways LLC,101143,,31-Mar-19,1-Apr-17,Biennial,SS,5,Pathways LLC,Brian,Sherbondy,Elisabeth,Moore,435-3938,776-3613,pathwaysllc@outlook.com,PO Box 1954,Homer,99603,45864 Inlet Breeze,Kenai,99611,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-498,"Patricia Jane's, LLC.",101232,,31-Jul-18,15-Aug-17,Provisional,SS,5,"Patricia Jane's, LLC.",Melinda,Jarvis,Byron,Romer III,903-5224,907-885-3736,PatriciaJanesllc@gmail.com,8501 Gordon Cricle,Anchorage,99507,8501 Gordon Circle,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-499,Peace & Harmony ALH,100909,,31-Jul-18,1-Aug-16,Biennial,DD/MH,4,Jacqueline D. Ramos,Jacqueline,Ramos,Ivette,Perez,230-0502,,somar@ak.net,107 Matthew Paul Way,Anchorage,99504,107 Matthew Paul Way,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-500,Peace and Harmony ALH #2,200000,,31-Jan-18,1-Feb-16,Biennial,DD/MH,5,"Raymond, Jacqueline, Michael Ramos",Jacqueline,Ramos,Raymond,Ramos,310-6434,,somar@ak.net,6730 Howard Ave,Anchorage,99504,840 Jay Circle,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-501,Perpetual Help Care Center,101029,,31-Oct-18,1-Nov-16,Biennial,SS,4,"Perpetual Care of AK , LLC",Rachel,Miranda-Valdez,Rebecca,Miranda,677-1901,677-1411,perpetualcare.ak@gci.net,PO Box 110158,Anchorage,99511,2531 Trisha Avenue,Anchorage,99516,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-502,Pine Creek,361510,,31-Dec-18,1-Jan-16,Biennial,DU,16,Personalized Assisted Living Inc.,Erin,Terry,Debbie,Bennett,646-0797,,erinterry91@yahoo.com,PO Box 143326,Anchorage,99514,341 N. Bunn,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-503,Pioneers' Home-Anchorage,67,,31-Jul-18,1-Aug-16,Biennial,SS,168,State of Alaska,Richard,Saville,Jerri,VanSandt,276-3414,,richard.saville@alaska.gov,923 West 11th Avenue,Anchorage,99501,923 W. 11th Avenue,Anchorage,99501,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-504,Pioneers' Home-Fairbanks,52,,30-Apr-18,1-May-16,Biennial,SS,93,State of Alaska,Angie,Howard,Douglas/Celina,Hickman/Ramsdale,456-4372,,angie.howard@alaska.gov,2221 Eagan Avenue,Fairbanks,99701,2221 Eagan Avenue,Fairbanks,99701,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-505,Pioneers' Home-Juneau,66,,30-Jun-18,1-Jul-16,Biennial,SS,48,State of Alaska,Gina,Del Rosario,Heidi,Hamilton,780-6422 (ext 213),,gina.delrosario@alaska.gov,4675 Glacier Highway,Juneau,99801,4675 Glacier Highway,Juneau,99801,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-506,Pioneers' Home-Ketchikan,60,,31-Aug-18,1-Sep-16,Biennial,SS,46,State of Alaska,Julie,Sande,Belinda,Reno,225-4111,,julie.sande@alaska.gov,141 Bryant Street,Ketchikan,99901,141 Bryant Street,Ketchikan,99901,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-507,Pioneers' Home-Sitka,64,,31-Aug-18,1-Sep-16,Bienniel,SS,65,State of Alaska,Dayna,Arnold (Acting),,,747-3213,,dayna.arnold@alaska.gov,120 Katlian Street,Sitka,99835,120 Katlian Street,Sitka,99835,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-508,Potala ALH,100416,,30-Apr-19,1-May-17,Biennial,DD/MH,3,Ttsewang Tsangwa & Karma Yonten,Tsewang C.,Tsangwa,Karma,Yonten,522-2157,,karma@GCI.net,2115 Mistybrook Circle,Anchorage,99502,2115 Mistybrook Circle,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-509,Powell's Home Care,100265,,30-Nov-17,25-Nov-15,Biennial,DD/MH,5,Dennis D. & Yolanda Powell,Dennis D.,Powell,Armida L,Pimental,,,dennis.powell@johnstonesupply.com,3361 Checkmate Drive,Anchorage,99508,6069 Doncaster Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-510,"Precious Care Assisted Living Facility, LLC",101012,,31-May-19,1-Jun-17,Biennial,SS,7,"Precious Care Assisted Living Facility, LLC",Jonel,Williams,Christin,Mgirchongor,227-5421,868-3721,preciouscare@gci.net,3773 Scenic View Drive,Anchorage,99504,3773 Scenic View Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-511,Pribbenow Place,100782,,31-Aug-18,1-Sep-17,Biennial,DD/MH,1,Gretchen Pribbenow,Gretchen,Pribbenow,Noelle,Phillips,,,gpribbenow@gmail.com,P.O. Box 1321,Kenai,99611,1803 Miranda Ct.,Kenai,99611,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-512,Primrose ALH,100747,,31-May-18,1-Jun-16,Biennial,SS,56,"Wasilla Retirement, LLC",Tauna,Norman,Sarah,Ravencraft,373-5500,,tnorman@primroseretirement.com,889 N. Elkhorn Drive,Wasilla,99654,889 N. Elkhorn Drive,Wasilla,99654,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-513,Providence Forest View Assisted Living Care Center,100899,,31-May-18,1-Jun-16,Biennial,SS,10,Providence Health Systems,Theresa,Gleason,Camela,Kerr,212-4700,,theresa.gleason@providence.org,4140 Folker Street,Anchorage,99508,3831 Piper Street Ste. S333,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-514,Providence Horizon House,3,,31-May-18,1-Jun-16,Biennial,SS,65,Providence Health Systems,Theresa,Gleason,Brooke,Maruskie,261-4140,,theresa.gleason@providence.org,4140 Folker Street,Anchorage,99508,4140 Folker Street,Anchorage,99508,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-515,Providence Horizon House-Cottages,229,,31-May-18,1-Jun-16,Biennial,SS,25,Providence Health Systems,Theresa,Gleason,Jennifer,Branch,261-4140,,theresa.gleason@providence.org,4140 Folker Street,Anchorage,99508,4140 Folker Street,Anchorage,99508,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-516,Quality and Quantity Care Services,100368,,31-Aug-18,1-Sep-16,Biennial,DD/MH,4,Ousman Fatty-Hydara,Ousman,Fatty-Hydara,Providence,Feh,229-2056,,Ousmanfattyhydara@yahoo.com,848 Elaine Drive,Anchorage,99504,848 Elaine Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-517,Quality Care Center of Delta,101023,,31-Jul-18,1-Aug-16,Biennial,SS,10,Richard D. Karr,Catrina,Marsh,,Ellis,388-3327,,qualitycarecenter@hotmail.com,PO Box 167,Delta Junction,99737,2730 Alaska Highway,Delta Junction,99737,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-518,Queen Victoria,100254,,30-Jun-18,1-Jul-16,Biennial,DD/MH,2,Jessica Brunsting,Jessica,Brunsting,Yvonne,Brunsting,441-2105,770-1301,houghtonhill@hotmail.com,20176 Constitution Dr.,Eagle River,99577,20176 Constitution Dr.,Eagle River,99577,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-519,Rabe Assisted Living Home,100788,,31-Aug-18,1-Sep-16,Biennial,SS,5,"Rabe Assisted Living Home, LLC",Josephine S.,Balgenorth,Richard W.(2nd des. Sarah),Balgenorth (2nd des. Hess),727-4723,,balgenorth5@aol.com,4941 Alpha Circle,Anchorage,99516,4941 Alpha Circle,Anchorage,99516,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-520,Ramona's Home,100241,,31-Jan-19,1-Feb-17,Biennial,DD/MH,4,Ramona and Jim Godsby,Ramona,Godsby,Jim,Godsby,357-6906,,monag@gci.net,PO Box 877805,Wasilla,99687,6921 Werner,Wasilla,99687,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-521,Randel Home Care I,100471,,31-Mar-18,1-Apr-16,Biennial,SS,5,Theresa and Rodrigo Malijan,Ma. Theresa,Malijan,Rodrigo (Rudy),Malijan,743-0818,743-6912,randelhomecare@yahoo.com,9290 Aphrodite Drive,Anchorage,99515,9290 Aphrodite Drive,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-522,Randel Home Care II,100701,,31-Mar-18,1-Apr-16,Biennial,SS,5,Theresa and Rodrigo Malijan,Ma. Theresa,Malijan,Rodrigo (Rudy),Malijan,743-0818,868-1957,randelhomecare@yahoo.com,9290 Aphrodite Drive,Anchorage,99515,7637 Winchester St.,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-523,Randel Home Care III,100702,,31-Mar-18,1-Apr-16,Biennial,SS,5,Theresa and Rodrigo Malijan,Ma. Theresa,Malijan,Rodrigo (Rudy),Malijan,743-0818,522-0302,randelhomecare@yahoo.com,9290 Aphrodite Drive,Anchorage,99515,7655 Winchester St.,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-524,Raven,101227,,31-May-18,1-Jun-17,Provisional,DD/MH,4,Gentle Care Services INC.,Jeanne,Owen,Jerry,Isolokwu,631-3078,631-3518,jeanne.owen@genacta.com,591 N Knik St. Ste. F,Wasilla,99654,5545 S Irwin Drive #4,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-525,Raven's View,100699,,30-Apr-19,1-May-17,Biennial,DD/MH,3,Ella Savage,Ella,Savage,James,Savage,715-8773,,sibonz@hotmail.com,1051 Rainbow Park,Wasilla,99654,1051 Rainbow Park Drive,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-526,REACH - Glacier Woods,100298,,30-Nov-18,1-Dec-16,Biennial,DD/MH,5,REACH Inc.,Rick,Driscoll,Martha,Polanco,796-7235,,rdriscoll@reachak.org,213 Third Street,Juneau,99801,3514 Mendenhall Loop Road,Juneau,99801,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-527,REACH - Mark Alan Home,358367,,30-Nov-18,1-Dec-16,Biennial,DD/MH,5,REACH Inc.,Rick,Driscoll,Reid,Tippets,796-7235,,rdriscoll@reachak.org,213 Third Street,Juneau,99801,1814 Mark Alan Street,Juneau,99801,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-528,REACH - Mendenhall Woods,101089,,30-Nov-18,1-Dec-16,Biennial,DD/MH,4,REACH Inc.,Rick,Driscoll,Chelsea,Kelly,796-7235,,rdriscoll@reachak.org,213 Third Street,Juneau,99801,3510 Mendenhall Loop Road,Juneau,99801,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-529,Reflective Assisted Living Home,100815,,31-Dec-17,1-Jan-16,Biennial,DD/MH,5,Susan Taylor,Susan,Taylor,Sheba,Stockdale,332-2203,,susant@gci.net,9113 Jewel Terrace,Anchorage,99504,9113 Jewel Terrace St,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-530,Riverside Assisted Living Soldotna,101025,,30-Sep-17,1-Oct-15,Biennial,DU,96,Riverside Assisted Living Soldotna Inc,Darla,Peterson,Cynthia,Brown,262-9600,262-6400,dpederson@riversideassistedliving.com,390 Lovers Lane,Soldotna,99669,390 Lovers Lane,Soldotna,99669,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-531,RJP Home Care Services,100574,,30-Sep-19,1-Oct-17,Biennial,SS,5,Harry & Rebecca Petrie,Rebecca J. (Vicki),Petrie,Harry (Reed),Petrie,646-1131,677-9756,reedpetrie@hotmail.com,PO Box 242414,Anchorage,99524,973 Shakespeare Circle,Anchorage,99503,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-532,"Robert, Diana ALH",100306,,30-Sep-17,1-Oct-15,Biennial,DD/MH,3,Diana Robert & George Benzel,Diana,Robert,Susan,Hough,344-7729/227-4871,,dianalioness@yahoo.com,6610 Round Tree Drive,Anchorage,99507,6610 Round Tree Drive,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-533,Robin's Nest ALH,100933,,30-Nov-18,1-Dec-16,Biennial,DD/MH,3,Dan & Robin Mingo,Robin,Mingo,Lisa,Newell,715-7284,,rcazer@mtaonline.net,602 N. Moriah Circle,Wasilla,99623,7750 W. Golden Drive,Wasilla,99623,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-534,Rocking Years One,54,,30-Sep-18,1-Oct-16,Biennial,SS,5,Nicole Masson,Nicole,Masson,Wendy,Latimer,451-0806,452-6951,rockingyears@hotmail.com,1913 Jack Street,Fairbanks,99709,1913 Jack Street,Fairbanks,99709,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-535,Rocking Years Two,100576,,30-Apr-18,1-May-17,Provisional,SS,10,Nicole Masson,Nicole,Masson,Wendy,Latimer,388-4605,452-6951,rockingyears@hotmail.com,1913 Jack Street,Fairbanks,99709,3291 Jefferson Drive,Fairbanks,99709,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-536,Romana 2 Assisted Living Home,100872,,31-Aug-19,1-Sep-17,Biennial,DD/MH,5,Romana 2 Assisted Living Home LLC,Santiago M.,Maniti,Susan,Navarro,229-7240,,trunx_xx@yahoo.com,1023 E. 28th Avenue,Anchorage,99508,1023 E. 28th Avenue,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-537,Roses Care ALH,101200,,31-Mar-19,1-Apr-17,Biennial,SS,2,Roselyn Missig,Roselyn,Missig,Kimberly Sudaria,Ondajon,,,rdmissig@gci.net,7500 Wade circle,Anchorage,99518,7500 Wade Circle,Anchorage,99518,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-538,Rosewood Assisted Living,101236,,31-Aug-18,1-Sep-17,Provisional,DU,16,Hallelujah ALH LLC,SK,Son,Anthony,Braden Jr.,258-1141,258-1527,sk@anchor-house.biz,P.O. Box 241465,Anchorage,99524,3722 Parsons Avenue,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-539,Ruth Mingo Manor,100575,,31-Jan-19,1-Feb-15,Biennial,DD/MH,4,Robin Mingo,Robin,Mingo,Lisa,Newell,376-0389,,rcazer@mtaonline.net,602 North Moriah Circle,Wasilla,99654,602 North Moriah Circle,Wasilla,99654,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-540,Sacred Heart Care Center,172,,28-Feb-19,1-Mar-17,Biennial,SS,5,Rebecca Miranda,Rachel,Miranda-Valdez,Rebecca,Miranda,561-6542,,sacredheartcare@yahoo.com,8232 Blackberry St.,Anchorage,99502,8232 Blackberry St.,Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-541,Saint Catherine Home Care,101128,,30-Nov-18,1-Dec-16,Biennial,DD/MH,1,Catherine San Juan,Catherine,San Juan,Jerico,San Juan,,,saintcatherinehomecare@yahoo.com,7072 Stella Place,Anchorage,99507,7072 Stella Place,Anchorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-542,Saint Lourdes Home Care,100352,,31-Jul-18,1-Aug-16,Biennial,DD/MH,5,Lourdes I. Davis,Lourdes I.,Davis,Romeo D.,Escalante,562-1243,,stlourdeshome@gmail.com,906 Lancaster Drive,Anchorage,99503,4904 Cambridge Way,Anchorage,99503,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-543,Saint Pio Assisted Living Home LLC,101171,,30-Sep-17,29-Sep-16,Provisional,SS,5,Robin Porte,Robin,Porte,Zayda,Pentecostes,952-1079,,robinpentecostes@gmail.com,7924 Resurrection Drive,Anchorage,99504,7924 Resurrection Drive,Anchorage,99504,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-544,Saint Timothy Home I,100271,,30-Jun-18,1-Jul-16,Biennial,SS,5,"Saint Timothy Home, LLC",Irene C,Escalante,Romeo,Escalante,337-6364,,sttimothyhome@gmail.com,12363 Division Street,Anchorage,99515,12363 Division Street,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-545,Saint Timothy Home II,283,,30-Jun-18,1-Jul-16,Biennial,SS,5,"Saint Timothy Home, LLC",Irene,Escalante,Romeo,Escalante,337-6364,,sttimothyhome@gmail.com,12363 Division Street,Anchorage,99515,12371 Division Street,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-546,Saint Timothy Home III,100925,,30-Nov-18,1-Dec-16,Biennial,SS,4,Romeo and Irene Escalante,Irene,Escalante,Romeo,Escalante,337-6364,,sttimothyhome@gmail.com,12363 Division Street,Anchorage,99515,11621 Nix Court,Anchorage,99515,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-547,Sally Marie's ALH,100707,,31-Jan-18,1-Feb-16,Biennial,DD/MH,1,Sally Swafford,Sally Marie,Swafford,Wayne,Swafford,222-1743,,N/A,PO Box 201713,Anchorage,99520-1713,"1545 Hoyt, Space 44",Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-548,Sanctuary ALH,100376,,30-Apr-18,1-May-16,Biennial,DD/MH,5,Tiana Jones,Tiana,Jones,Gary,Jones,764-8331,,christian_lass@yahoo.com,"8901 Lakehurst Drive, Unit A",Anchorage,99502,6700 Rockridge Drive,Anchorage,99516,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-549,Sanctuary II ALH,100619,,31-Dec-17,1-Jan-16,Biennial,DD/MH,5,Gary Jones,Gary,Jones,Tiana,Jones,764-8331,,CHRISTIAN_LASS@YAHOO.COM,"8901 Lakehurst Drive, Unit A",Anchorage,99502,"8901 Lakehurst Drive, Unit A",Anchorage,99502,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-550,Sandra Boatner ALH,100267,,31-Aug-18,1-Sep-16,Biennial,DD/MH,2,Sandra Boatner,Sandra,Boatner,Jeannine,McIntyre,488-0913,,sandral@gci.net,PO Box 58135,Fairbanks,99711,1960 Persinger Drive,North Pole,99705,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-551,Sankofa,101213,2/28/2018,28-Feb-17,11-Mar-16,Provisional,DD/MH,5,David Ampong,David,Ampong,Anthony,Ong,570-1654,,nanampong@aol.com,5040 Vi Street,Anchorage,99507,5500 Alora Loop,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-552,Santo Nino ALH,264,,31-Aug-19,10-Sep-17,Biennial,SS,4,Nora & Ramiro Rivera,Imelda P.,Sipin,Doris,Scott,646-1341,,imeldasipin@yahoo.com,2900 E. 18th. Avenue,Anchorage,99508,2900 E. 18th. Avenue,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-553,Sauda's Helping Hands ALH,100382,,31-Dec-18,1-Jan-17,Biennial,DD/MH,4,Sauda Abdul-Haqq,Sauda,Abdul-Haqq,Charisse,Wilson,332-0263,,sauda3.sah@gmail.com,1735 Katrina Cir.,Anchorage,99508,1735 Katrina Cir.,Anchorage,99508,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-554,Scenic Manor,101215,,31-May-19,1-Jun-17,Biennial,DU,5,Rowena Jones,Rowena,Jones,Kiarha,Gadiana,770-5777,,rmrrwn@yahoo.com,4009 Scenic View Drive,Anchorage,99504,4009 Scenic View Drive,Anchorage,99504,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-555,"SCK Caring Hearts ALH, LLC",101105,,30-Jun-18,1-Jul-16,Biennial,SS,5,"SCK Caring Hearts ALH, LLC.",Maricar,Jordana-Remigio,Marissa,Vallangca,201-218-6205,,maricar_jordana@yahoo.com OR sckcaringhearts@yahoo,1741 Flatwater Circle,Anchorage,99507,1741 Flatwater Circle,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-556,Seaview Community Services ALH,359407,,31-May-19,1-Jun-17,Biennial,DD/MH,7,Seaview Community Services,Mel,Nobles,Angela,Calcateera,224-5257,,jhancock@seaviewseward.org,PO Box 1045,Seward,99664,1400 Chamberlain Rd.,Seward,99664,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-557,Second Chances,101052,,31-Mar-19,1-Apr-17,Biennial,DD/MH,4,Michael Robinson,Michael,Robinson,Timothy,Ellzey,727-4352,,robinsonfamilyzoo@gmail.com,PO Box 672509,Chugiak,99567,21342 Torkelson Circle,Chugiak,99567,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-558,Serene Grace Assisted Living Home II,101199,,31-Jul-18,14-Aug-17,Provisional,SS,5,"Serene Grace Assisted Living Home, LLC.",Mirasol,Williams,Larry,Williams,272-4073,522-1626,serenegracealh@gmail.com,7810 Alpine View Circle,Anchorage,99507,2937 Bass St.,Ancorage,99507,FALSE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-559,Serene Grace Asssited Living Home,101074,,31-Jul-19,1-Aug-17,Biennial,SS,5,Mirasol Williams,Mirasol,Williams,Larry,Williams,272-4073,522-1626,serenegracealh@gmail.com,3639 E. 74th Ave,Anchorage,99507,3639 E. 74th Ave,Anchorage,99507,TRUE,Assisted Living
USA-AK-70-AK-AssistedLiving-output-560,Serenity Circle Assisted Living,100524,,31-May-18,1-Jun-16,Biennial,SS,5,Lori and Melvin Frey,Melvin,Frey,Lori,Frey,334-3968,868-3595,lorifrey_234@msn.com,13050 Badger Lane,Anchorage,99516,13050 Badger Lane,Anchorage,99516,FALSE,Assisted Living
