name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country
THE PAVILION AT GLACIER VALLEY,,,DAWN GORDON,,,(262) 297-6301,,,,,,,,,,,,(262) 297-6300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1900 AMERICAN EAGLE DR,,,SLINGER,WASHINGTON,Southeastern,WI,,53086,USA
CEDAR LAKE HEALTH AND REHABILITATION CENTER,,,KELLI DE RUYTER,,,(262) 306-2101,,,,,,,,,,,,(262) 306-2100,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,5595 CTY RD Z,,,WEST BEND,WASHINGTON,Southeastern,WI,,53095,USA
SAMARITAN HEALTH CENTER,,,MARI BETH BOREK,,,(262) 335-4699,,,,,,,,,,,,(262) 335-4500,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,531 E WASHINGTON ST,,,WEST BEND,WASHINGTON,Southeastern,WI,,53095,USA
BROOKFIELD REHAB AND SPECIALTY CARE CENTER,,,JAMES WEIBELER,,,(262) 797-8306,,,,,,,,,,,,(262) 782-0230,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,18740 W BLUEMOUND RD,,,BROOKFIELD,WAUKESHA,Southeastern,WI,,53045,USA
CARE AGE OF BROOKFIELD,,,BRIAN HENDERSON,,,(262) 821-3944,,,,,,,,,,,,(262) 821-3939,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1755 N BARKER RD,,,BROOKFIELD,WAUKESHA,Southeastern,WI,,53045,USA
"CONGREGATIONAL HOME, INC",,,KRIS SPRTEL,,,(262) 781-0559,,,,,,,,,,,,(262) 781-0550,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,13900 W BURLEIGH RD,,,BROOKFIELD,WAUKESHA,Southeastern,WI,,53005,USA
FRANCISCAN WOODS,,,ANDREA OHMAN,,,(262) 780-3805,,,,,,,,,,,,(262) 785-1114,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,19525 W NORTH AVE,,,BROOKFIELD,WAUKESHA,Southeastern,WI,,53045,USA
CLEARVIEW HOME CORP,,,LINDA PATTISON,,,(262) 646-3361,,,,,,,,,,,,(262) 646-3361,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,"935 MAIN STREET, PO BOX 180198",,,DELAFIELD,WAUKESHA,Southeastern,WI,,53018,USA
"MASONIC CENTER HEALTH & REHAB, INC",,,MARGE GOZDOWIAK,,,(262) 965-4053,,,,,,,,,,,,(262) 965-7245,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,400 N MAIN ST,,,DOUSMAN,WAUKESHA,Southeastern,WI,,53118,USA
LINDENGROVE MENOMONEE FALLS,,,AMBER DONOVAN,,,(262) 253-2283,,,,,,,,,,,,(262) 253-2700,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,W180 N8071 TOWN HALL RD,,,MENOMONEE FALLS,WAUKESHA,Southeastern,WI,,53051,USA
MENOMONEE FALLS HEALTH CARE CENTER,,,MICHAEL GULOCK,,,(262) 255-1638,,,,,,,,,,,,(262) 255-1180,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N84 W17049 MENOMONEE AVE,,,MENOMONEE FALLS,WAUKESHA,Southeastern,WI,,53051,USA
LINDENGROVE MUKWONAGO,,,JEANNE PICCIONE,,,(262) 363-6837,,,,,,,,,,,,(262) 363-6830,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,837 CTY RD NN E,,,MUKWONAGO,WAUKESHA,Southeastern,WI,,53149,USA
MUSKEGO HEATLH CARE CENTER,,,HAROLD SWANTO JR,,,(262) 679-9717,,,,,,,,,,,,(262) 679-0246,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,S77 W18690 JANESVILLE RD,,,MUSKEGO,WAUKESHA,Southeastern,WI,,53150,USA
TUDOR OAKS HEALTH CENTER,,,DIANE JAHNKE,,,(414) 529-0537,,,,,,,,,,,,(414) 529-0100,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,S77 W12929 MCSHANE DR,,,MUSKEGO,WAUKESHA,Southeastern,WI,,53150,USA
LINDENGROVE NEW BERLIN,,,DAVID MARGGRAF,,,(262) 796-2765,,,,,,,,,,,,(262) 796-3660,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,13755 W FIELDPOINTE DR,,,NEW BERLIN,WAUKESHA,Southeastern,WI,,53151,USA
LAKE COUNTRY HEALTH AND REHABILITATION CENTER,,,WILLIAM STEELE,,,(262) 567-4714,,,,,,,,,,,,(262) 567-4662,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2195 NORTH SUMMIT VILLAGE WAY,,,OCONOMOWOC,WAUKESHA,Southeastern,WI,,53066,USA
SHOREHAVEN HEALTH AND REHABILITATION CENTER,,,HEATHER BARTELL,,,(262) 567-0273,,,,,,,,,,,,(262) 567-8341,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1305 W WISCONSIN AVE,,,OCONOMOWOC,WAUKESHA,Southeastern,WI,,53066,USA
LINDENGROVE WAUKESHA,,,SUZANNE WHITTY,,,(262) 524-9233,,,,,,,,,,,,(262) 524-6400,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,425 N UNIVERSITY DR,,,WAUKESHA,WAUKESHA,Southeastern,WI,,53188,USA
MANORCARE HEALTH SERVICES-PEWAUKEE,,,MICHAEL JONES,,,(262) 523-1674,,,,,,,,,,,,(262) 523-0933,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N26 W23977 WATERTOWN RD,,,WAUKESHA,WAUKESHA,Southeastern,WI,,53188,USA
VIRGINIA HEALTH AND REHABILITATION CENTER,,,KRISTINE WELCHMAN,,,(262) 547-6204,,,,,,,,,,,,(262) 547-2123,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1451 CLEVELAND AVE,,,WAUKESHA,WAUKESHA,Southeastern,WI,,53186,USA
WAUKESHA SPRINGS HEALTH AND REHABILITATION CENTER,,,LISA EASTMAN,,,(262) 548-1422,,,,,,,,,,,,(262) 548-1400,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1810 KENSINGTON DR,,,WAUKESHA,WAUKESHA,Southeastern,WI,,53188,USA
GREENTREE HEALTH AND REHABILITATION CENTER,,,NATHANIEL SPROAT,,,(715) 823-1306,,,,,,,,,,,,(715) 823-2194,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,70 GREENTREE RD,,,CLINTONVILLE,WAUPACA,Northeastern,WI,,54929,USA
PINE MANOR HEALTH AND REHABILITATION,,,TRIS ROLLINS,,,(715) 823-1313,,,,,,,,,,,,(715) 823-3135,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1625 E MAIN ST,,,CLINTONVILLE,WAUPACA,Northeastern,WI,,54929,USA
"IOLA LIVING ASSISTANCE, INC",,,GREGORY LOESER,,,(715) 445-4487,,,,,,,,,,,,(715) 445-2412,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,185 CHET KRAUSE DR  PO BOX 237,,,IOLA,WAUPACA,Northeastern,WI,,54945,USA
WI VETERANS HOME AINSWORTH 800,,,MOLLY GUTT,,,(715) 256-3226,,,,,,,,,,,,(715) 258-5586,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N2665 CTY RD QQ,,,KING,WAUPACA,Northeastern,WI,,54946,USA
WI VETERANS HOME MACARTHUR 422,,,GREGORY REICHENBACH,,,(715) 256-3226,,,,,,,,,,,,(715) 258-5586,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N2665 CTY RD QQ,,,KING,WAUPACA,Northeastern,WI,,54946,USA
WI VETERANS HOME OLSON 600,,,SANDRA SCHOEN,,,(715) 256-3226,,,,,,,,,,,,(715) 258-5586,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N2665 CTY RD QQ,,,KING,WAUPACA,Northeastern,WI,,54946,USA
WI VETERANS HOME STORDOCK 700,,,TAMMY SERVATIUS,,,(715) 256-3226,,,,,,,,,,,,(715) 258-5586,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,N2665 CTY RD QQ,,,KING,WAUPACA,Northeastern,WI,,54946,USA
MANAWA COMMUNITY NURSING CENTER,,,PHILIP CASTLEBERG,,,(920) 596-2588,,,,,,,,,,,,(920) 596-2566,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,400 EAST 4TH ST,,,MANAWA,WAUPACA,Northeastern,WI,,54949,USA
ST JOSEPH RESIDENCE,,,GIDGET BLANK,,,(920) 982-5420,,,,,,,,,,,,(920) 982-5354,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,107 E BECKERT RD,,,NEW LONDON,WAUPACA,Northeastern,WI,,54961,USA
BETHANY HOME,,,PAULINE DARLING,,,(715) 258-6989,,,,,,,,,,,,(715) 258-5521,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1226 BERLIN ST,,,WAUPACA,WAUPACA,Northeastern,WI,,54981,USA
CROSSROADS CARE CENTER OF CRYSTAL RIVER,,,CARRIE RUSSERT,,,(715) 258-0179,,,,,,,,,,,,(715) 258-8131,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1401 CHURCHILL ST,,,WAUPACA,WAUPACA,Northeastern,WI,,54981,USA
CROSSROADS CARE CENTER OF WEYAUWEGA,,,TIMOTHY DIETZEN,,,(920) 867-3997,,,,,,,,,,,,(920) 867-3121,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,717 E ALFRED ST,,,WEYAUWEGA,WAUPACA,Northeastern,WI,,54983,USA
WILD ROSE MANOR,,,CINDY ANDERSON,,,(920) 622-3655,,,,,,,,,,,,(920) 622-4342,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,425 SUMMIT ST,,,WILD ROSE,WAUSHARA,Southern,WI,,54984,USA
PEABODY MANOR,,,CINDY GRINDHEIM,,,(920) 225-7791,,,,,,,,,,,,(920) 738-3000,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2600 S HERITAGE WOODS DR,,,APPLETON,WINNEBAGO,Northeastern,WI,,54915,USA
"OAKRIDGE GARDENS NURSING CENTER, INC",,,CAITLIN KEMPFERT,,,(920) 739-4002,,,,,,,,,,,,(920) 739-0111,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1700 MIDWAY RD,,,MENASHA,WINNEBAGO,Northeastern,WI,,54952,USA
ATRIUM POST ACUTE CARE OF NEENAH,,,MIRIAH SEYLER,,,(920) 725-5085,,,,,,,,,,,,(920) 725-2714,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,125 BYRD AVE,,,NEENAH,WINNEBAGO,Northeastern,WI,,54956,USA
OMRO CARE CENTER,,,KENNETH GREEN,,,(920) 685-0599,,,,,,,,,,,,(920) 685-2755,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,500 GRANT AVE,,,OMRO,WINNEBAGO,Northeastern,WI,,54963,USA
"BETHEL HOME, INC",,,DAVID MERKLEY,,,(920) 235-3644,,,,,,,,,,,,(920) 235-4653,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,225 N EAGLE ST,,,OSHKOSH,WINNEBAGO,Northeastern,WI,,54902,USA
"EDEN REHABILITATION SUITES AND GREEN HOUSE HOMES, INC",,,KELLY FITZPATRICK,,,(920) 651-4001,,,,,,,,,,,,(920) 651-4000,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3151 EDEN CT,,,OSHKOSH,WINNEBAGO,Northeastern,WI,,54904,USA
EVERGREEN HEALTH CENTER,,,PEGGY BELLIN,,,(920) 237-2109,,,,,,,,,,,,(920) 233-2340,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1130 N WESTFIELD ST,,,OSHKOSH,WINNEBAGO,Northeastern,WI,,54902,USA
NORTHPOINT MEDICAL AND REHABILITATION CENTER,,,CARRIE WENDLING,,,(920) 233-5177,,,,,,,,,,,,(920) 233-4011,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1850 BOWEN ST,,,OSHKOSH,WINNEBAGO,Northeastern,WI,,54901,USA
PARK VIEW HEALTH CENTER,,,MARLEAH KEULER,,,(920) 237-6944,,,,,,,,,,,,(920) 237-6300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,725 BUTLER AVE,,,OSHKOSH,WINNEBAGO,Northeastern,WI,,54901,USA
BETHEL CENTER,,,DORI MUTCH,,,(715) 652-2171,,,,,,,,,,,,(715) 652-2103,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,8014 BETHEL RD,,,ARPIN,WOOD,Southern,WI,,54410,USA
ATRIUM POST ACUTE CARE OF MARSHFIELD,,,TONYA BROWN,,,(715) 387-4095,,,,,,,,,,,,(715) 387-1188,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,814 W 14TH ST,,,MARSHFIELD,WOOD,Southern,WI,,54449,USA
MARSHFIELD CLINIC COMFORT AND RECOVERY- MARSHFIELD,,,TODD RAMLET,,,(715) 221-5032,,,,,,,,,,,,(715) 221-5000,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1000 OAK AVE,,,MARSHFIELD,WOOD,Southern,WI,,54449,USA
NORWOOD HEALTH CENTER-CENTRAL,,,JORDON BRUCE,,,(715) 387-1533,,,,,,,,,,,,(715) 384-2188,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1600 N CHESTNUT AVE,,,MARSHFIELD,WOOD,Southern,WI,,54449,USA
NORWOOD HEALTH CENTER-PATHWAYS,,,JORDON BRUCE,,,(715) 387-1533,,,,,,,,,,,,(715) 384-2188,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1600 N CHESTNUT AVE,,,MARSHFIELD,WOOD,Southern,WI,,54449,USA
EDGEWATER HAVEN NURSING HOME,,,CYNTHIA ROBINSON,,,(715) 885-8351,,,,,,,,,,,,(715) 885-8300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1351 WISCONSIN RIVER DR,,,PORT EDWARDS,WOOD,Southern,WI,,54469,USA
ATRIUM POST ACUTE CARE OF WISCONSIN RAPIDS,,,ZACHARY GRABOT,,,(715) 421-7116,,,,,,,,,,,,(715) 421-3140,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1350 RIVER RUN DR,,,WISCONSIN RAPIDS,WOOD,Southern,WI,,54494,USA
STRAWBERRY LANE MEDICAL AND REHABILITATION CENTER,,,ARTHUR SCHMITZ,,,(715) 423-6874,,,,,,,,,,,,(715) 424-1600,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,130 STRAWBERRY LN,,,WISCONSIN RAPIDS,WOOD,Southern,WI,,54494,USA
ATTIC ANGEL PLACE HEALTH CENTER,,,DEREK BUCKLEY,,,(608) 662-8800,,,,,,,,,,,,(608) 662-8842,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,8301 OLD SAUK RD,,,MIDDLETON,DANE,Southern,WI,,53562,USA
THE VILLA AT MIDDLETON VILLAGE,,,COURTNEY POTTER,,,(608) 831-4253,,,,,,,,,,,,(608) 831-8300,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,6201 ELMWOOD AVE,,,MIDDLETON,DANE,Southern,WI,,53562,USA
INGLESIDE MANOR,,,DONNA KRUCHTEN,,,(608) 437-9603,,,,,,,,,,,,(608) 437-5511,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,407 N EIGHTH ST,,,MOUNT HOREB,DANE,Southern,WI,,53572,USA
"OREGON MANOR, LTD",,,THOMAS GRAVES,,,(608) 835-3890,,,,,,,,,,,,(608) 835-3535,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,354 N MAIN ST,,,OREGON,DANE,Southern,WI,,53575,USA
NAZARETH HEALTH AND REHAB CENTER,,,BENJAMIN PRINCE,,,(608) 873-0829,,,,,,,,,,,,(608) 873-6448,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,814 JACKSON ST,,,STOUGHTON,DANE,Southern,WI,,53589,USA
SKAALEN NURSING AND REHABILITATION CENTER,,,KRISTIAN KRENTZ,,,(608) 873-5748,,,,,,,,,,,,(608) 873-5651,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,400 N MORRIS ST,,,STOUGHTON,DANE,Southern,WI,,53589,USA
SUN PRAIRIE HEALTH CARE CENTER,,,ROCHELLE KRUCHTEN,,,(608) 825-4390,,,,,,,,,,,,(608) 837-5959,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,228 W MAIN ST,,,SUN PRAIRIE,DANE,Southern,WI,,53590,USA
THE WILLOWS NURSING & REHABILITATION CENTER,,,JASON WILLIAMS,,,(608) 837-9484,,,,,,,,,,,,(608) 837-8529,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,41 RICKEL RD,,,SUN PRAIRIE,DANE,Southern,WI,,53590,USA
BADGER PRAIRIE HEALTH CARE CENTER,,,WILLIAM BROTZMAN,,,(608) 845-1264,,,,,,,,,,,,(608) 845-6601,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1100 E VERONA AVE,,,VERONA,DANE,Southern,WI,,53593,USA
FOUR WINDS MANOR,,,M LYNN HOWARD,,,(608) 848-8315,,,,,,,,,,,,(608) 845-6465,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,303 S JEFFERSON ST,,,VERONA,DANE,Southern,WI,,53593,USA
WAUNAKEE MANOR HEALTH CARE CENTER,,,DAVID KRUCHTEN,,,(608) 849-9353,,,,,,,,,,,,(608) 849-5016,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,801 KLEIN DR,,,WAUNAKEE,DANE,Southern,WI,,53597,USA
BURNETT MEDICAL CENTER,,,GORDON LEWIS,,,(715) 463-2423,,,,,,,,,,,,(715) 463-5355,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,257 W ST GEORGE AVE,,,GRANTSBURG,BURNETT,Northern,WI,,54840,USA
AMERICAN LUTHERAN HOME-MONDOVI,,,PETER FILLA,,,(715) 926-3933,,,,,,,,,,,,(715) 926-4962,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,200 MEMORIAL DR,,,MONDOVI,BUFFALO,Northern,WI,,54755,USA
RENNES HEALTH AND REHAB CENTER-DEPERE,,,JOSEPH SCHERWINSKI,,,(920) 336-5882,,,,,,,,,,,,(920) 336-5680,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,200 S NINTH ST,,,DE PERE,BROWN,Northeastern,WI,,54115,USA
BORNEMANN NURSING HOME,,,JANEL KONKEL,,,(920) 468-0667,,,,,,,,,,,,(920) 468-8675,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,226 BORNEMANN ST,,,GREEN BAY,BROWN,Northeastern,WI,,54302,USA
BROWN COUNTY COMMUNITY TREATMENT CENTER- BAYSHORE VILLAGE,,,LUCUS SCHUBERT,,,(920) 391-4872,,,,,,,,,,,,(920) 391-4700,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,3150 GERSHWIN DRIVE,,,GREEN BAY,BROWN,Northeastern,WI,,54311,USA
GRANCARE NURSING CENTER,,,BRITTANY COBB,,,(920) 494-2816,,,,,,,,,,,,(920) 494-4525,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1555 DOUSMAN ST,,,GREEN BAY,BROWN,Northeastern,WI,,54303,USA
GREEN BAY HEALTH SERVICES,,,AMY BRAUER,,,(920) 499-6035,,,,,,,,,,,,(920) 499-5177,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1640 SHAWANO AVE,,,GREEN BAY,BROWN,Northeastern,WI,,54303,USA
MANORCARE HEALTH SERVICES-EAST,,,STEPHANIE JOHNSON,,,(920) 432-0614,,,,,,,,,,,,(920) 432-3213,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,600 S WEBSTER AVE,,,GREEN BAY,BROWN,Northeastern,WI,,54301,USA
MANORCARE HEALTH SERVICES-WEST,,,JOSH THEIS,,,(920) 499-8959,,,,,,,,,,,,(920) 499-5191,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1760 SHAWANO AVE,,,GREEN BAY,BROWN,Northeastern,WI,,54303,USA
MAPLE RIDGE REHABILITATION AND CARE CENTER,,,DORIS DRAIN,,,(920) 494-1958,,,,,,,,,,,,(920) 494-5231,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2305 SAN LUIS PLACE,,,GREEN BAY,BROWN,Northeastern,WI,,54304,USA
ODD FELLOW HOME,,,CASSANDRA STREMER,,,(920) 437-9896,,,,,,,,,,,,(920) 437-6523,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1229 S JACKSON ST,,,GREEN BAY,BROWN,Northeastern,WI,,54301,USA
PARKVIEW MANOR HEALTH AND REHABILITATION CENTER,,,KAREN WHITMER,,,(920) 468-5897,,,,,,,,,,,,(920) 468-0861,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2961 ST ANTHONY DR,,,GREEN BAY,BROWN,Northeastern,WI,,54311,USA
SANTA MARIA NURSING HOME INC,,,MARY SCHWEITZER,,,(920) 432-9881,,,,,,,,,,,,(920) 432-5231,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,430 S CLAY ST,,,GREEN BAY,BROWN,Northeastern,WI,,54301,USA
WOODSIDE LUTHERAN HOME,,,MEGHAN MEHLBERG,,,(920) 499-1501,,,,,,,,,,,,(920) 499-1481,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1040 PILGRIM WAY,,,GREEN BAY,BROWN,Northeastern,WI,,54304,USA
ANNA JOHN RESIDENT CENTERED CARE COMMUNITY,,,DAVID LARSON,,,(920) 869-6790,,,,,,,,,,,,(920) 869-2797,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,2901 SOUTH OVERLAND ROAD,,,ONEIDA,BROWN,Northeastern,WI,,54155,USA
NORTHERN LIGHTS HEALTH CARE CENTER,,,JENNIFER AUGUSTINE,,,(715) 373-5244,,,,,,,,,,,,(715) 373-5621,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,706 BRATLEY DR,,,WASHBURN,BAYFIELD,Northern,WI,,54891,USA
BARRON CARE AND REHABILITATION,,,LEN FAST,,,(715) 537-5911,,,,,,,,,,,,(715) 537-5643,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,660 E BIRCH AVE,,,BARRON,BARRON,Western,WI,,54812,USA
ATRIUM POST ACUTE CARE OF CHETEK,,,DYLAN FAULKNER,,,(715) 924-4896,,,,,,,,,,,,(715) 924-4891,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,725 KNAPP ST,,,CHETEK,BARRON,Western,WI,,54728,USA
CARE AND REHAB - CUMBERLAND,,,TERESA SIMPSON,,,(715) 822-2740,,,,,,,,,,,,(715) 822-7050,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1100 7TH AVE,,,CUMBERLAND,BARRON,Western,WI,,54829,USA
DALLAS CARE AND REHAB,,,LEN FAST,,,(715) 837-1713,,,,,,,,,,,,(715) 837-1222,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,104 E DALLAS ST  BOX 220,,,DALLAS,BARRON,Western,WI,,54733,USA
PIONEER NURSING HOME,,,TAYLOR KOLLROSS,,,(715) 455-1044,,,,,,,,,,,,(715) 455-1178,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,530 RIVER AVE S,,,PRAIRIE FARM,BARRON,Northern,WI,,54762,USA
DOVE HEALTHCARE - RICE LAKE,,,MARIE ZACHMANN,,,(715) 324-2605,,,,,,,,,,,,(715) 234-2604,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,910 BEAR PAW AVE,,,RICE LAKE,BARRON,Western,WI,,54868,USA
HERITAGE MANOR,,,DEREK JOSWIAK,,,(715) 234-1705,,,,,,,,,,,,(715) 234-2161,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,19 W NEWTON ST PO BOX 311,,,RICE LAKE,BARRON,Western,WI,,54868,USA
RICE LAKE CONVALESCENT CENTER,,,DEREK JOSWIAK,,,(715) 234-4021,,,,,,,,,,,,(715) 234-9101,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1016 LAKESHORE DR,,,RICE LAKE,BARRON,Western,WI,,54868,USA
ASHLAND HEALTH AND REHABILITATION CENTER,,,BRIDGET STABERG,,,(715) 682-8872,,,,,,,,,,,,(715) 682-3468,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,1319 BEASER AVE,,,ASHLAND,ASHLAND,Northern,WI,,54806,USA
COURT MANOR HEALTH SERVICES,,,MELISSA ESTAIN,,,(715) 682-6662,,,,,,,,,,,,(715) 682-8172,,,,,Administrator,,,,,,,,,,,NH,Nursing Home,,,,911 3RD ST  WEST,,,ASHLAND,ASHLAND,Northern,WI,,54806,USA
MELLEN MANOR,,,JILL PREISLER-HERSPERGER,,,(715) 274-2702,,,,,,,,,,,,(715) 274-5706,,,,,ministrator,,,,,,,,,,,NH,Nursing Home,,,,450 LAKE DR,,,MELLEN,ASHLAND,Northern,WI,,54546,USA
