row_id,Facility Name,Address,City,Postal Code,Province,Contact Phone,Fax,Accessibility,Service hours,Eligibility,facility_type,country
Canada-AB-28-AB-ContinuingAndLongTermCare-output-165,Peace River Community Health Centre,10101 68 Street,Peace River,T8S 1T6,AB,780-624-7500,780-618-3472,Wheel chair access available.; Parking and ramps.,Daily:  8:00 am - 4:00 pm and 24 hours emergenc,,"Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Breastfeeding Clinic; Car Seat Safety; Cardiac Diagnostics - Ambulatory Blood Pressure Monitoring; Cardiac Diagnostics - Holter Monitoring; Cardiac Stress Testing; Communication Development Services; Community Cancer Centre, Peace River; Community Health Services (Public Health Centres); Computed Tomography; Continuing Care Services; Diabetes Prevention and Wellness Program; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Equipment Loan Program; Facilities Maintenance & Engineering, Grande Prairie & Area; Fluoride Protection for Toddlers; Fluoroscopy; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Health Promotion Program; Hemodialysis - Northern Alberta Renal Program; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Indigenous Health Liaison Services; Indigenous Health Program; Laboratory Services; Linen & Environmental Services; Mammography; Medical Device Reprocessing; Newborn Hearing Screening Program; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Operating Room and Recovery Room; Option 4; Oral Health - Programs and Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Patient Food Services; Peripheral Clinic; Pharmacy Services; Physical Therapy Services; Pregnancy Testing; Prenatal Classes; Prevent Alcohol and Risk Related Trauma in Youth; Respiratory Health Program; Respiratory Therapy; School Health Presentations; School Oral Health Services; Security Services; Sexual Health Services; Social Work; Speech Language Pathology; Symptom Control & Palliative Care Telehealth Program; Therapeutic Recreation Services; Tour - Become a Skilled Shopper; Traffic Safety - Alberta Occupant Restraint Program; Traffic Safety - Use Your Head, Wear A Helmet; Travel Health Services; Tuberculosis Testing; Ultrasound; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-166,Pines Lodge,52 Piper  Drive,Red Deer,T4P 1H8,AB,403-343-0656 (switchboard),403-343-7789,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-167,Piyami Lodge,301 Rogers Avenue,Picture Butte,T0K 1V0,AB,403-732-4811 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-168,Piyami Place,301 Cowan Avenue,Picture Butte,T0K 1V0,AB,403-732-4811 (Switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-169,Place Beausejour,5020 52 Avenue,Beaumont,T4X 1P3,AB,780-929-9000 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-170,Pleasant View Lodge,4606 54 Street,Mayerthorpe,T0E 1N0,AB,780-786-2393 (switchboard),780-786-4827,Wheel chair access available.,"Admin, Mon-Fri, 8-4:30 closed stats & weeken",To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-171,Pleasant View Lodge,1039 1 Street,Bow Island,T0K 0G0,AB,403-545-2161 (switchboard),,Wheel chair access available.; Elevator between floors.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-172,Points West Living Century Park,4613 50 Street,Vegreville,T9C 1L7,AB,780-423-5959 (Switchboard),,Wheel chair access available.,Monday: 8:30 am - 4:00 pm.Tuesday: 8:30 am - 4:00 pm.Wednesday: 8:30 am - 4:00 pm.Thursday: 8:30 am - 4:00 pm.Friday: 8:30 am - 4:00 pm.Hours of operation are for information on service delivery and Receptio,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-173,Points West Living Lloydminster,4025 56 Avenue,Lloydminster,T9V 1N9,AB,780-874-4300 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-174,Points West Living Peace River,11011 99 Street,Peace River,T8S 1B3,AB,780-624-0700 (Switchboard),,Wheel chair access available.,,To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-175,Points West Living Stettler,4501 70 Street,Stettler,T0C 2L3,AB,403-740-7700 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-176,Points West Living Wainwright,2710 11 Avenue,Wainwright,T9W 0B1,AB,780-845-2080 (Switchboard),,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 pm.Hours of operation are for information on service delivery and Receptio,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-177,Prairie Rose Lodge,117 3 Avenue,Milk River,T0K 1M0,AB,403-647-3531 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-178,Prince of Peace Manor,285030 Luther Rose  Boulevard,Calgary,T1X 1M9,AB,403-285-5080 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-179,Providence Place,6120 51 Avenue,Daysland,T0B 1A0,AB,780-374-2527 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-180,Provost Health Centre,5002 54 Avenue,Provost,T0B 3S0,AB,780-753-2291 (Switchboard),780-753-6132,Wheel chair access available.; Ambulance bay,Visiting Hours Monday - Sunday 2:00 pm to 8:00 p,,Cafeteria Services; Cardiac Monitoring Services; Central Zone Surgical Services; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Laboratory Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult; Nutrition Counselling - Pediatric; Obstetrics Services; Occupational Therapy Outpatient; Occupational Therapy Services Continuing Care; Palliative Care; Parking Services; Patient Email Well Wishes; Patient Food Services; Patient Information; Pharmacy Services; Physical Therapy - Outpatients; Physical Therapy Services Continuing Care; Pulmonary Function Testing; Registration; Respiratory Therapy Adult and Pediatric Services; Respiratory Therapy Outpatient; Respiratory Therapy Pediatric Services; Respite Care; Speech Language Pathology - Children's Rehabilitation Services; Switchboard; Vital Heart Response / STEMI Program,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-181,Queen Elizabeth II Hospital,10409 98 Street,Grande Prairie,T8V 2E8,AB,780-538-7100 (Switchboard),780-538-7500,Wheel chair access available.,Visiting Hours Monday - Sunday 2:00 pm to 8:00 p,Adults 18 years and older,"Acute Inpatient Psychiatry; Acute Rehabilitation Unit; Alberta Hip and Knee Clinic; Cafeteria Services; Cardiac Rehabilitation; Cardiac Stress Testing; Cardiology Services; Child Care Centre; Computed Tomography; Continuing Care Services; Contracting, Procurement and Supply Management; Day Surgery Services & Recovery; Designated Supportive Living Level 4; Diagnostic Imaging Services; Discharge Planning Services; Echocardiography; EEG Testing; Emergency Services; Enterostomal Therapy Nurse; Facilities Maintenance & Engineering, Grande Prairie & Area; Fluoroscopy; General Radiography (X-Ray); Gift Shops - North Zone; Grande Prairie Adult Bariatric Specialty Clinic; Health Information - Access and Disclosure; Health Information / Records Management; Hemodialysis - Northern Alberta Renal Program; Hepatitis Clinic; Hospitals; Indigenous Health Liaison Services; Indigenous Health Program; Inflammatory Bowel Disease Clinic; Information Technology; Intensive Care Unit; Interventional Radiography / Angiography; Laboratory Services; Labour and Delivery; Labour and Delivery - Obstetrics Triage; Library; Linen & Environmental Services; Lost and Found; Magnetic Resonance Imaging; Mammography; Medical Device Reprocessing; Medicine; Neonatal Intensive Care Unit; Newborn Care; Newborn Hearing Screening Program; Nuclear Medicine; Occupational Therapy Services; Operating Room and Recovery Room; Orthopedic Clinics; Outpatient Booking; Outpatient Cancer Drug Benefit Program; Outpatient Department; Outpatient Endoscopy; Outpatient Recovery; Parking Services - North Zone; Pastoral Care Services; Patient Food Services; Patient Information; Pediatric Cardiology Clinics; Pediatrics; Pharmacy Services; Physical Therapy Services; Postpartum; Pre-admission Clinic; Psychiatric Nurses Team; Regional Cancer Centre, Grande Prairie; Registration; Respiratory Health Program; Respiratory Therapy; Security Services; Seniors Consultation Team; Short Stay Assessment Unit; Social Work; Speech Language Pathology; Stroke Early Supported Discharge Program; Stroke Prevention Clinic; Surgical Service; Switchboard; Therapeutic Recreation Services; Ultrasound; Urology Clinic; Volunteer Resources; Workplace Health & Safety",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-182,Radway Continuing Care Centre ,5002 52 Street,Radway,T0A 2V0,AB,780-736-3740,780-736-2353,Wheel chair access available.,"Continuing Care Access phone number available Monday to Friday 8:15 a.m. to 8:15 p.m. and Saturday, Sunday and Holidays 9:00 a.m. to 5:15 p.",,Continuing Care Services; Health Information - Access and Disclosure; Laboratory Services; Linen & Environmental Services; Occupational Therapy Services; Patient Food Services; Patient Information; Physical Therapy Services; Registration; Respite Care; Social Work; Speech and Language Services; Switchboard; Therapeutic Recreation Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-183,Raymond Health Centre,150 N 4  Street,Raymond,T0K 2S0,AB,403-752-4561 (Switchboard),403-752-3554,Wheel chair access available.; Washrooms are wheelchair accessbile,Visiting Hours Monday - Sunday 11:00 am to 8:00 p,,Children's Allied Health Services; Community Mental Health Service; Continuing Care Services (West); Diagnostic Imaging Services; Emergency Services; Fluoride Protection for Toddlers; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Laboratory Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Patient Food Services; Patient Information; Physical Therapy; Prenatal Education; Public Health Nursing; Registration; Rural Outpatient and Community Respiratory Therapy Services; School Oral Health Services; Speech Language Pathology - Adult; Therapeutic Recreation; Travel Health Services; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-184,Redwater Health Centre ,4812 58 Street,Redwater,T0A 2W0,AB,780-942-3932,780-942-2373,Wheel chair access available.,Closed statutory holiday,Adults (young adults under 18 may be considered),"Addiction and Mental Health - Suburban Community Assessment and Treatment Services, Adult; Cafeteria Services; Continuing Care Services; Diagnostic Imaging Services; Emergency Services; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Information / Records Management; Hospitals; Laboratory Services; Linen & Environmental Services; Lost and Found; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Patient Email Well Wishes; Patient Food Services; Patient Information; Registration; School Oral Health Services; Social Work; Spiritual Care; Switchboard; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-185,Revera Heartland,47 Riverside Gate,Okotoks,T1S 0J2,AB,403-938-4448 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-186,Ridgevalley Seniors Home,Rural Route 1 - Site 1,Crooked Creek,T0H 0Y0,AB,(780) 957-2372 (switchboard),,,,To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-187,Riverbend Retirement Residence,103 Rabbit Hill Court,Edmonton,T6R 2V3,AB,780-438-2777 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-188,Rivercrest Care Centre,10104 101 Avenue,Fort Saskatchewan,T8L 2A5,AB,780-998-2425,780-992-9432,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-189,Rocky Ridge Retirement Community ,10715 Rocky Ridge Boulevard,Calgary,T3G 4G1,AB,403-879-1748 (Switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-190,Rosedale at Griesbach,4480 McCrae  Avenue,Edmonton,T5E 0Y5,AB,780-478-2233 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-191,Rosedale Estates,10101 111 Street,Edmonton,T5K 2W4,AB,780-425-1668 (Switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-192,Rosedale St Albert,20 Hebert Road,St. Albert,T8N 3Y6,AB,780-460-1600 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-193,Royal Oak Manor,4501 College Avenue,Lacombe,T4L 2M8,AB,403-782-4435 (Switchboard),,Wheel chair access available.,Monday: 8:00 am - 4:00 pm.Tuesday: 8:00 am - 4:00 pm.Wednesday: 8:00 am - 4:00 pm.Thursday: 8:00 am - 4:00 pm.Friday: 8:00 am - 4:00 pm.Hours quoted are for front reception onl,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-194,Sacred Heart Community Health Centre,350 3 Avenue,McLennan,T0H 2L0,AB,780-324-3730 (Switchboard),780-324-2267,Wheel chair access available.,Visiting Hours Monday - Sunday 1:00 pm to 8:00 p,,"Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Breastfeeding Clinic; Car Seat Safety; Cardiac Diagnostics - Ambulatory Blood Pressure Monitoring; Cardiac Diagnostics - Holter Monitoring; Community Health Services (Public Health Centres); Diabetes Prevention and Wellness Program; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Equipment Loan Program; Facilities Maintenance & Engineering, Grande Prairie & Area; General Radiography (X-Ray); Health Information - Access and Disclosure; Health Services in French/Services de santé en français; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Indigenous Health Liaison Services; Indigenous Health Program; Laboratory Services; Linen & Environmental Services; Medical Device Reprocessing; Mental Health Services; Newborn Hearing Screening Program; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Oral Health - Programs and Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Outpatient Endoscopy; Palliative and End of Life Care; Patient Food Services; Pharmacy Services; Physical Therapy Services; Prenatal Classes; School Health Presentations; Social Work; Therapeutic Recreation Services; Travel Health Services; Tuberculosis Testing; Ultrasound; Volunteer Resources",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-195,Saint Thomas Assisted Living Centre,8411 91 Street,Edmonton,T6C 1Z9,AB,780-450-2987 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-196,Salem Manor Nursing Home,4419 46 Street,Leduc,T9E 6L2,AB,780-986-8654,780-986-4130,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-197,Salvation Army Grace Manor,12510 140 Avenue,Edmonton,T5X 6C4,AB,780-454-5484 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-198,Scenic Acres Retirement Residence,150 Scotia Landing,Calgary,T3L 2K1,AB,403-208-0338 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-199,Serenity House,4552 Madsen  Avenue,Drayton Valley,T7A 1T2,AB,780-542-3610 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-200,Seton - Jasper Healthcare Centre,518 Robson Street,Jasper,T0E 1E0,AB,780-852-3344 (Switchboard),780-852-3413,Wheel chair access available.,Visiting Hours Monday - Sunday 11:00 am to 9:00 p,Adults 18 years of age and older.,"Adult Mental Health Treatment Services; Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Ambulatory Services; Breastfeeding Clinic; Case Management Coordination; Children's Mental Health Treatment Services; Community Health Services (Public Health Centres); Continuing Care Services; Diagnostic Imaging Services; Early Childhood Intervention Program; Eating Disorder Services; Emergency Services; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Equipment Loan Program; General Medicine; General Radiography (X-Ray); Gift Shops - North Zone; Health Information - Access and Disclosure; Health Promotion - Community Presentations; Health Promotion Program; Home Care; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Linen & Environmental Services; Mental Health Information, Promotion and Prevention; Mental Health Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Occupational Therapy Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Patient Food Services; Patient Information; Pharmacy Services; Physical Therapy Services; Prenatal Classes; Psychogeriatric Consultation; Regional Collaborative Service Delivery - School based and school linked mental health teams; Registration; Respiratory Health Program; Sexual Health Services; Social Work; Speech and Language Services; Switchboard; Travel Health Services; Tuberculosis Testing",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-201,Shepherd's Care Ashbourne,11148 84 Avenue,Edmonton,T6G 0V8,AB,780-430-5800 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-202,Shepherd's Care Barrhead,5236 59 Street,Barrhead,T7N 0A3,AB,,,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Health Information - Access and Disclosure; Occupational Therapy Services; Patient Information; Physical Therapy Services; Registration; Social Work; Switchboard; Therapeutic Recreation Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-203,Shepherd's Care Kensington,12603 135  Avenue,Edmonton,T5L 5B2,AB,780-447-3840 (Switchboard),,Wheel chair access available.,,,Continuing Care Services; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-204,Shepherd's Care Vanguard ,10311 122 Avenue,Edmonton,T5G 0K8,AB,780-474-1798 (Switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-205,Sherwood Care,2020 Brentwood  Boulevard,Sherwood Park,T8A 0X1,AB,780-467-2281,780-449-1529,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-206,Silver Birch Lodge,910 Bison Way,Sherwood Park,T8H 2C4,AB,780-400-3600,780-467-7018,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 pm.Closed statutory holiday,"To access the program, people must: ",Adult Day Support Program,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-207,Silver Willow Lodge,2007 22 Avenue,Nanton,T0L 1R0,AB,403-646-2660 (switchboard),,Wheel chair access available.,,Clients are assessed to make sure they’re placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3; Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-208,Smithfield Lodge,10203 97 Street,Westlock,T7P 2H1,AB,780-349-4123 (Switchboard),,Wheel chair access available.,"Admin, Mon-Fri, 8-4:30 closed stats & weeken",To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3; Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-209,Smoky Lake Continuing Care Centre,4607 52 Avenue,Smoky Lake,T0A 3C0,AB,780-656-3818,780-656-3010,Wheel chair access available.,"Continuing Care Access phone number available Monday to Friday 8:15 a.m. to 8:15 p.m. and Saturday, Sunday and Holidays 9:00 a.m. to 5:15 p.",,Continuing Care Services; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Occupational Therapy Services; Palliative and End of Life Care; Physical Therapy Services; Registration; Respite Care; Switchboard; Therapeutic Recreation Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-210,South Terrace Continuing Care Centre,5905 112 Street,Edmonton,T6H 3J4,AB,780-434-1451,780-436-4300,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-211,Spruce Grove Centre,415 King Street,Spruce Grove,T7X 3Y8,AB,,,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-212,Spruce View Lodge,12 Sunset Boulevard,Whitecourt,T7S 1S9,AB,780-778-5530 (switchboard),,Wheel chair access available.,"Admin Mon-Fri, 8-4:30 closed stats & weeken",To access a designated living option a referral is made through the North Zone (Continuing Care Access) CCA team. A Home Care Case Manager will contact the client to review their healthcare needs and complete an assessment to determine eligibility.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-213,St. Joseph's Auxiliary Hospital,10707 29 Avenue,Edmonton,T6J 6W1,AB,780-430-9110 (Switchboard),780-430-9777,Wheel chair access available.; All Day programs operate out of Wheelchair accessible facilities.,Clients attend once or twice weekly from 10:00 am to 4:00 p,"To access the program, people must: ",Adult Day Support Program; Continuing Care Services; Interpretive Services; Spiritual Care; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-214,St. Michael's Long Term Care Centre,7404 139 Avenue,Edmonton,T5C 3H7,AB,780-473-5621,780-472-4506,Wheel chair access available.; All Day programs operate out of Wheelchair accessible facilities.; Elevator available;; Free Parking,Clients attend once or twice weekly from 10:00 am to 4:00 p,"To access the program, people must: ",Adult Day Support Program; Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-215,St. Paul Community Health Services,5610 50 Avenue,St. Paul,T0A 3A1,AB,780-645-3396,780-645-6609,Wheel chair access available.,Monday: 8:30 am - 4:30 pm.Tuesday: 8:30 am - 4:30 pm.Wednesday: 8:30 am - 4:30 pm.Thursday: 8:30 am - 4:30 pm.Friday: 8:30 am - 4:30 p,,"Alberta Aids to Daily Living Program; Alberta Healthy Living Program - North Zone; Audiology Services; Breastfeeding Clinic; Case Management Coordination; Community Health Services (Public Health Centres); Early Childhood Intervention Program; Environmental Public Health - Disease: Communicable, Rabies, Food Borne Illness; Environmental Public Health - Drinking Water; Environmental Public Health - Education; Environmental Public Health - Housing and Illegal Drug Operations; Environmental Public Health - New Business and Plan Approval; Environmental Public Health - Orders, Disclosure and Legal Activity; Environmental Public Health - Personal Services; Environmental Public Health - Recreational Water; Environmental Public Health - Risks: Indoor Air, Outdoor Air, Contaminated Sites; Environmental Public Health - Safe Food; Environmental Public Health - Social Care; Environmental Public Health - Work Camps; Environmental Public Health Program; Equipment Loan Program; Health Promotion - Community Presentations; Health Promotion Program; Healthy Families Program; Home Care; Indigenous Health Liaison Services; Indigenous Health Program; Occupational Therapy Services; Option 4; Palliative and End of Life Care; Physical Therapy Services; Postpartum Depression Support; Prenatal Classes; Prevent Alcohol and Risk Related Trauma in Youth; Respite Care; Sexual Health Services; Social Work; Speech and Language Services; Travel Health Services; Tuberculosis Testing",Canada
