row_id,LICENSE NUMBER,name,STREET,PO BOX,CITYSTZIP,BEDS,COUNTY,REGION,TELEPHONE,ADMINISTRATOR,CERTIFICATION,FAXPHONE,OWNCOMP,OWNEROFDESC,OWNCATDESC,OWNEND,MCARE,FAC_CITY,OWNER,LICISSUED,LICENSURE,facility_type
USA-WI-48-Facilities-48-NursingHomes-172,Lic. 2485,WI VETERANS HOME STORDOCK 700,N2665 CTY RD QQ,,"KING, WI  54946",200 Beds,WAUPACA,Northeastern,(715) 258-5586,Administrator: TAMMY SERVATIUS,525716,FAX: (715) 256-3226,STATE OF WI DEPT OF VETERANS AFFAIRS, HEALTH CARE OP, GOVERNMENT-STA,,Title 18 SNF    Title 19 NF,KING,GOVERNMENT STATE,2-Aug-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-173,Lic. 2748,SHELL LAKE HEALTH CARE CENTER,802 E CTY HWY B,,"SHELL LAKE, WI  54871",50 Beds,WASHBURN,Northern,(715) 468-7292,Administrator: JENNIE KLASSA,525553,FAX: (715) 468-4232,"PREMIER HEALTHCARE MANAGEMENT OF SHELL LAKE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SHELL LAKE,LIMITED LIABILITY COMPANY,4-Mar-83,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-174,Lic. 5002,LINDENGROVE MUKWONAGO,837 CTY RD NN E,,"MUKWONAGO, WI  53149",69 Beds,WAUKESHA,Southeastern,(262) 363-6830,Administrator: JEANNE PICCIONE,525645,FAX: (262) 363-6837,LINDENGROVE  INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MUKWONAGO,NONPROFIT CORPORATION,14-Oct-98,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-175,Lic. 2963,BORNEMANN NURSING HOME,226 BORNEMANN ST,,"GREEN BAY, WI  54302",127 Beds,BROWN,Northeastern,(920) 468-8675,Administrator: JANEL KONKEL,525571,FAX: (920) 468-0667,"BORNEMANN OPERATING COMPANY, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GREEN BAY,LIMITED LIABILITY COMPANY,1-Apr-60,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-176,Lic. 3153,BELMONT NURSING AND REHABILITATION CENTER,110 BELMONT RD,,"MADISON, WI  53714",83 Beds,DANE,Southern,(608) 249-7391,Administrator: MAR'QUE ANDERSON,525074,FAX: (608) 249-7906,LSS OF MADISON LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MADISON,LIMITED LIABILITY COMPANY,13-Jun-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-177,Lic. 5032,LAKE COUNTRY HEALTH AND REHABILITATION CENTER,2195 NORTH SUMMIT VILLAGE WAY,,"OCONOMOWOC, WI  53066",100 Beds,WAUKESHA,Southeastern,(262) 567-4662,Administrator: WILLIAM STEELE,525702,FAX: (262) 567-4714,FMG NORTH SUMMIT VILLAGE WAY WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,OCONOMOWOC,LIMITED LIABILITY COMPANY,16-Oct-09,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-178,Lic. 5040,PRIDE TLC THERAPY AND LIVING CAMPUS,7805 BIRCH ST,,"WESTON, WI  54476",35 Beds,MARATHON,Northern,(715) 298-3833,Administrator: PHILIP CASTLEBERG,525711,FAX: (715) 298-4284,FPG & LCD LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WESTON,LIMITED LIABILITY COMPANY,18-Mar-13,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-179,Lic. 3232,THE PAVILION AT GLACIER VALLEY,1900 AMERICAN EAGLE DR,,"SLINGER, WI  53086",106 Beds,WASHINGTON,Southeastern,(262) 297-6300,Administrator: DAWN GORDON,525461,FAX: (262) 297-6301,THI OF WISCONSIN AT HARTFORD LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,SLINGER,LIMITED LIABILITY COMPANY,17-Feb-14,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-180,Lic. 2012,AMERICAN LUTHERAN HOME -  MENOMONIE UNIT,915 ELM AVE,,"MENOMONIE, WI  54751",50 Beds,DUNN,Northern,(715) 235-9041,Administrator: TARA NENAHLO,525480,FAX: (715) 235-2289,AMERICAN LUTHERAN HOMES INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MENOMONIE,NONPROFIT CHURCH/CORP,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-181,Lic. 2462,RICE LAKE CONVALESCENT CENTER,1016 LAKESHORE DR,,"RICE LAKE, WI  54868",85 Beds,BARRON,Western,(715) 234-9101,Administrator: DEREK JOSWIAK,525654,FAX: (715) 234-4021,FIRST AMERICAN ENTERPRISES INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,RICE LAKE,FOR PROFIT CORPORATION,5-Jun-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-182,Lic. 3123,KARMENTA CENTER,4502 MILWAUKEE ST,,"MADISON, WI  53714",105 Beds,DANE,Southern,(608) 249-2137,Administrator: GLENN CARVINO,525072,FAX: (608) 249-8122,AMERICAN EAGLE NURSING HOME COMPANY OF MADISON LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MADISON,LIMITED LIABILITY COMPANY,7-Dec-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-183,Lic. 2415,ST CROIX HEALTH CENTER,1445 N FOURTH ST,,"NEW RICHMOND, WI  54017",50 Beds,SAINT CROIX,Western,(715) 246-8211,Administrator: SANDRA HACKENMUELLER,525468,FAX: (715) 246-8225,ST CROIX COUNTY BOARD, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,NEW RICHMOND,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-184,Lic. 1159,NAZARETH HEALTH AND REHAB CENTER,814 JACKSON ST,,"STOUGHTON, WI  53589",99 Beds,DANE,Southern,(608) 873-6448,Administrator: BENJAMIN PRINCE,525681,FAX: (608) 873-0829,"NAZARETH FACILITIES, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,STOUGHTON,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-185,Lic. 995,SPRING VALLEY HEALTH AND REHABILITATION CENTER,S830 - WESTLAND DR,,"SPRING VALLEY, WI  54767",50 Beds,PIERCE,Western,(715) 778-5545,Administrator: KEVIN LARSON,525466,FAX: (715) 778-5575,"SPRING VALLEY HEALTH CARE SERVICES, INC", HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,SPRING VALLEY,NONPROFIT CORPORATION,4-Oct-11,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-186,Lic. 3223,AMERICAN LUTHERAN HOME-MONDOVI,200 MEMORIAL DR,,"MONDOVI, WI  54755",35 Beds,BUFFALO,Northern,(715) 926-4962,Administrator: PETER FILLA,525383,FAX: (715) 926-3933,AMERICAN LUTHERAN HOMES INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,MONDOVI,NONPROFIT CHURCH/CORP,1-Jan-98,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-187,Lic. 2365,PINE VALLEY COMMUNITY VILLAGE,25951 CIRCLE VIEW LANE,,"RICHLAND CENTER, WI  53581",80 Beds,RICHLAND,Southern,(608) 647-2138,Administrator: KATHLEEN CIANCI,525365,FAX: (608) 647-8955,RICHLAND COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,RICHLAND CENTER,GOVERNMENT COUNTY,3-Nov-16,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-188,Lic. 1056,PIONEER NURSING HOME,530 RIVER AVE S,,"PRAIRIE FARM, WI  54762",30 Beds,BARRON,Northern,(715) 455-1178,Administrator: TAYLOR KOLLROSS,525652,FAX: (715) 455-1044,VILLAGE OF PRAIRIE FARM, HEALTH CARE OP, GOVERNMENT-CIT,,Title 18 SNF    Title 19 NF,PRAIRIE FARM,GOVERNMENT CITY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-189,Lic. 2432,PLEASANT VIEW NURSING HOME,N3150 HWY 81  PO BOX 768,,"MONROE, WI  53566",110 Beds,GREEN,Southern,(608) 325-2171,Administrator: TERRY SNOW,525643,FAX: (608) 325-1352,COUNTY OF GREEN, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,MONROE,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-190,Lic. 2394,PORTAGE COUNTY HEALTH CARE CENTER,825 WHITING AVE,,"STEVENS POINT, WI  54481",100 Beds,PORTAGE,Southern,(715) 346-1374,Administrator: MARCIA MCDONALD,525611,FAX: (715) 346-1628,PORTAGE COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,STEVENS POINT,GOVERNMENT COUNTY,23-Nov-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-191,Lic. 2925,RIDGEWOOD CARE CENTER,3205 WOOD RD,,"RACINE, WI  53406",200 Beds,RACINE,Southeastern,(262) 554-6440,Administrator: LIAM DOHERTY,525608,FAX: (262) 504-0052,RACINE COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,RACINE,GOVERNMENT COUNTY,1-Oct-86,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-192,Lic. 2425,ROCK HAVEN,3400 N CTY TRK HWY F  PO BOX 920,,"JANESVILLE, WI  53547",128 Beds,ROCK,Southern,(608) 757-5076,Administrator: SUE PROSTKO,525390,FAX: (608) 757-5026,COUNTY OF ROCK COUNTY CLERK, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,JANESVILLE,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-193,Lic. 2362,ROCKY KNOLL HEALTH CARE FACILITY,N7135 ROCKY KNOLL PARKWAY,,"PLYMOUTH, WI  53073",149 Beds,SHEBOYGAN,Northeastern,(920) 893-6441,Administrator: RACHELLE VALLESKEY,525337,FAX: (855) 716-7528,SHEBOYGAN COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,PLYMOUTH,GOVERNMENT COUNTY,1-Jan-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-194,Lic. 2385,SAMARITAN HEALTH CENTER,531 E WASHINGTON ST,,"WEST BEND, WI  53095",131 Beds,WASHINGTON,Southeastern,(262) 335-4500,Administrator: MARI BETH BOREK,525165,FAX: (262) 335-4699,WASHINGTON COUNTY, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,WEST BEND,GOVERNMENT COUNTY,31-Dec-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-195,Lic. 1199,"IOLA LIVING ASSISTANCE, INC",185 CHET KRAUSE DR  PO BOX 237,,"IOLA, WI  54945",50 Beds,WAUPACA,Northeastern,(715) 445-2412,Administrator: GREGORY LOESER,525487,FAX: (715) 445-4487,IOLA LIVING ASSISTANCE INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,IOLA,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-196,Lic. 2185,FRANCISCAN VILLA,3601 S CHICAGO AVE,,"SOUTH MILWAUKEE, WI  53172",150 Beds,MILWAUKEE,Southeastern,(414) 764-4100,Administrator: DANIEL LANGENWALTER,525526,FAX: (414) 764-0706,FRANCISCAN VILLA OF SOUTH MILWAUKEE INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,SOUTH MILWAUKEE,NONPROFIT CORPORATION,16-Feb-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-197,Lic. 3129,FRANCISCAN WOODS,19525 W NORTH AVE,,"BROOKFIELD, WI  53045",120 Beds,WAUKESHA,Southeastern,(262) 785-1114,Administrator: ANDREA OHMAN,525528,FAX: (262) 780-3805,WHEATON FRANCISCAN HLTHCARE- TERRACE AT ST FRANCIS, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,BROOKFIELD,NONPROFIT CORPORATION,14-Dec-93,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-198,Lic. 2123,CARE AND REHAB - BOSCOBEL,207 PARKER ST,,"BOSCOBEL, WI  53805",50 Beds,GRANT,Southern,(608) 375-6342,Administrator: TRACY ATKINSON,525373,FAX: (608) 375-6358,"SENIOR MANAGEMENT, INC.", HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,BOSCOBEL,FOR PROFIT CORPORATION,5-May-69,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-199,Lic. 2290,RANDOLPH HEALTH SERVICES,502 S HIGH ST,,"RANDOLPH, WI  53956",84 Beds,DODGE,Southern,(920) 326-3171,Administrator: JOANN EVANS,525355,FAX: (920) 326-3239,NSH RANDOLPH LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,RANDOLPH,LIMITED LIABILITY COMPANY,10-Apr-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-200,Lic. 5018,THREE OAKS HEALTH SERVICES,209 WILDERNESS VIEW DRIVE,,"MARSHFIELD, WI  54449",110 Beds,MARATHON,Northern,(715) 389-6000,Administrator: RHONDA O'DOVERO,525684,FAX: (715) 389-6090,NSH THREE OAKS LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,MARSHFIELD,LIMITED LIABILITY COMPANY,6-Jun-05,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-201,Lic. 2681,STURGEON BAY HEALTH SERVICES,200 N SEVENTH AVE,,"STURGEON BAY, WI  54235",120 Beds,DOOR,Northeastern,(920) 743-6274,Administrator: DANIEL RICHMOND,525306,FAX: (920) 743-5604,NSH DORCHESTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,STURGEON BAY,LIMITED LIABILITY COMPANY,27-Aug-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-202,Lic. 3224,CLEARWATER CARE CENTER,2120 HEIGHTS DR,,"EAU CLAIRE, WI  54701",161 Beds,EAU CLAIRE,Western,(715) 832-1681,"Administrator: RAYMOND FRESON, JR",525364,FAX: (715) 832-8367,"AMERICAN EAGLE NURSING HOME CO OF EAU CLAIRE, LLC", HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,EAU CLAIRE,NONPROFIT CORPORATION,19-Apr-72,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-203,Lic. 2205,STRUM AREA HEALTH AND REHABILITATION,208 ELM ST PO BOX 9,,"STRUM, WI  54770",35 Beds,TREMPEALEAU,Western,(715) 695-2611,Administrator: JOHN HALBLEIB,525606,FAX: (715) 695-3185,JMH ENTERPRISES LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,STRUM,LIMITED LIABILITY COMPANY,8-Jun-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-204,Lic. 2733,TOMAHAWK HEALTH SERVICES,720 E KINGS RD,,"TOMAHAWK, WI  54487",83 Beds,LINCOLN,Northern,(715) 453-2164,Administrator: STEVEN KLEKAMP,525334,FAX: (715) 453-1066,NSH GOLDEN AGE LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,TOMAHAWK,LIMITED LIABILITY COMPANY,18-Mar-69,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-205,Lic. 2744,MANORCARE HEALTH SERVICES-EAST,600 S WEBSTER AVE,,"GREEN BAY, WI  54301",79 Beds,BROWN,Northeastern,(920) 432-3213,Administrator: STEPHANIE JOHNSON,525009,FAX: (920) 432-0614,"MANOR CARE OF GREEN BAY WI (EAST), LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GREEN BAY,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-206,Lic. 2732,RIB LAKE HEALTH SERVICES,650 PEARL ST,,"RIB LAKE, WI  54470",60 Beds,TAYLOR,Northern,(715) 427-5291,Administrator: TAMMY SIROIN,525329,FAX: (715) 427-5848,NSH RIB LAKE LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,RIB LAKE,LIMITED LIABILITY COMPANY,1-Feb-69,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-207,Lic. 5038,"LADYSMITH LIVING CENTER, INC",1001 E 11TH ST N,,"LADYSMITH, WI  54848",30 Beds,RUSK,Northern,(715) 532-5546,Administrator: JENNIFER ABERNATHY,525710,FAX: (715) 532-5498,"LADYSMITH LIVING CENTER, INC.", HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,LADYSMITH,FOR PROFIT CORPORATION,10-Sep-12,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-208,Lic. 2734,RIVERVIEW HEALTH SERVICES,428 N 6TH ST,,"TOMAHAWK, WI  54487",61 Beds,LINCOLN,Northern,(715) 453-2511,Administrator: STEVEN KLEKAMP,525332,FAX: (715) 453-1062,NSH RIVERVIEW LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,TOMAHAWK,LIMITED LIABILITY COMPANY,12-Mar-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-209,Lic. 2153,MAPLEWOOD CENTER,8615 W BELOIT RD,,"WEST ALLIS, WI  53227",150 Beds,MILWAUKEE,Southeastern,(414) 607-4100,Administrator: ANNE-MARIE FOGEL,525069,FAX: (414) 607-4502,METHODIST MANOR HEALTH CENTER INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,WEST ALLIS,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-210,Lic. 2083,AUGUSTA HEALTH AND REHABILITATION,901 BRIDGE CREEK LANE,,"AUGUSTA, WI  54722",50 Beds,EAU CLAIRE,Northern,(715) 286-2266,Administrator: JAHN BRADLEY,525535,FAX: (715) 286-2653,"AUGUSTA AREA HOME, INC", HEALTH CARE OP, NON PROFIT-OTH,,Title 18 SNF    Title 19 NF,AUGUSTA,NONPROFIT OTHER,1-Aug-68,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-211,Lic. 2028,DOVE HEALTHCARE - BLOOMER,2217 DUNCAN ROAD,,"BLOOMER, WI  54724",40 Beds,CHIPPEWA,Western,(715) 568-9770,Administrator: JOSEPH MUENCH,525479,FAX: (715) 568-9771,"BLOOMER HEALTHCARE, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,BLOOMER,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-212,Lic. 2695,DYCORA TRANSITIONAL HEALTH - BEAVER DAM,410 ROEDL CT,,"BEAVER DAM, WI  53916",90 Beds,DODGE,Southern,(920) 887-7191,Administrator: JENNIFER SAUER,525338,FAX: (920) 887-8699,DYCORA TRANSITIONAL HEALTH - BEAVER DAM LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,BEAVER DAM,LIMITED LIABILITY COMPANY,1-May-69,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-213,Lic. 3178,DYCORA TRANSITIONAL HEALTH - MILWAUKEE,1616 W BENDER RD,,"GLENDALE, WI  53209",141 Beds,MILWAUKEE,Southeastern,(414) 228-8700,Administrator: LAKISHA HAYDEN,525309,FAX: (414) 228-9946,DYCORA TRANSITIONAL HEALTH - MILWAUKEE LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,GLENDALE,LIMITED LIABILITY COMPANY,31-May-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-214,Lic. 2874,DYCORA TRANSITIONAL HEALTH - ABBOTSFORD,600 E ELM ST,,"ABBOTSFORD, WI  54405",78 Beds,MARATHON,Northern,(715) 223-2359,Administrator: DANA DECKER,525435,FAX: (715) 223-6539,DYCORA TRANSITIONAL HEALTH - ABBOTSFORD LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,ABBOTSFORD,LIMITED LIABILITY COMPANY,31-Oct-73,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-215,Lic. 2683,DYCORA TRANSITIONAL HEALTH - FORT ATKINSON,430 WILCOX ST,,"FORT ATKINSON, WI  53538",87 Beds,JEFFERSON,Southeastern,(920) 563-5533,Administrator: REBECCA KERN,525262,FAX: (920) 563-5965,DYCORA TRANSITIONAL HEALTH - FORT ATKINSON LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,FORT ATKINSON,LIMITED LIABILITY COMPANY,1-Oct-75,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-216,Lic. 2196,DOOR COUNTY MEMORIAL HOSPITAL SNF,323 S 18TH AVE,,"STURGEON BAY, WI  54235",30 Beds,DOOR,Northeastern,(920) 743-5566,Administrator: NANCY BOHRMAN,525377,FAX: (920) 746-0492,DOOR COUNTY MEMORIAL HOSPITAL, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,STURGEON BAY,NONPROFIT CORPORATION,23-Mar-70,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-217,Lic. 2376,GOLDEN AGE MANOR,220 SCHOLL CT,,"AMERY, WI  54001",114 Beds,POLK,Western,(715) 268-7107,Administrator: DANA REESE,525507,FAX: (715) 268-6167,POLK COUNTY BOARD, HEALTH CARE OP, GOVERNMENT-COU,,Title 18 SNF    Title 19 NF,AMERY,GOVERNMENT COUNTY,30-Apr-59,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-218,Lic. 2890,WAUSAU MANOR,3107 WESTHILL DR,,"WAUSAU, WI  54401",68 Beds,MARATHON,Northern,(715) 842-0575,Administrator: ERICA POOLE,525369,FAX: (715) 842-0577,FMG 3107 WESTHILL DRIVE WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,WAUSAU,LIMITED LIABILITY COMPANY,3-May-84,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-219,Lic. 3174,MANORCARE HEALTH SERVICES-PLATTEVILLE,1300 N WATER ST,,"PLATTEVILLE, WI  53818",99 Beds,GRANT,Southern,(608) 348-2453,Administrator: CLAY STOLTZ,525219,FAX: (608) 348-2944,"HEARTLAND OF PLATTEVILLE WI, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,PLATTEVILLE,LIMITED LIABILITY COMPANY,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-220,Lic. 3077,ATRIUM POST ACUTE CARE OF LANCASTER,1350 S MADISON ST,,"LANCASTER, WI  53813",50 Beds,GRANT,Southern,(608) 723-4143,Administrator: LONA ELLIS,525352,FAX: (608) 723-7278,LANCASTER CARE CENTER LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,LANCASTER,LIMITED LIABILITY COMPANY,1-Jan-75,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-221,Lic. 1165,VILLA LORETTO NURSING HOME,N8114 COUNTY WW,,"MOUNT CALVARY, WI  53057",50 Beds,FOND DU LAC,Northeastern,(920) 753-3211,Administrator: JENNA FLOBERG,525621,FAX: (920) 753-3100,AGNESIAN HEALTHCARE INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,MOUNT CALVARY,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-222,Lic. 2021,DOVE HEALTHCARE - RICE LAKE,910 BEAR PAW AVE,,"RICE LAKE, WI  54868",50 Beds,BARRON,Western,(715) 234-2604,Administrator: MARIE ZACHMANN,525715,FAX: (715) 324-2605,"GEMINI HOLDINGS, LLC", HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,RICE LAKE,LIMITED LIABILITY COMPANY,16-May-16,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-223,Lic. 2463,HERITAGE MANOR,19 W NEWTON ST PO BOX 311,,"RICE LAKE, WI  54868",88 Beds,BARRON,Western,(715) 234-2161,Administrator: DEREK JOSWIAK,525374,FAX: (715) 234-1705,FIRST AMERICAN ENTERPRISES INC, HEALTH CARE OP, FOR PROFIT - C,,Title 18 SNF    Title 19 NF,RICE LAKE,FOR PROFIT CORPORATION,5-Jun-74,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-224,Lic. 2114,SKAALEN NURSING AND REHABILITATION CENTER,400 N MORRIS ST,,"STOUGHTON, WI  53589",101 Beds,DANE,Southern,(608) 873-5651,Administrator: KRISTIAN KRENTZ,525512,FAX: (608) 873-5748,"SKAALEN NURSING AND REHABILITATION CENTER, INC.", HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,STOUGHTON,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-225,Lic. 1164,MAPLE RIDGE CARE CENTER,510 FIRST ST,,"SPOONER, WI  54801",75 Beds,WASHBURN,Northern,(715) 635-1415,Administrator: NICOLE DANGER,525673,FAX: (715) 635-7498,WISCONSIN ILLINOIS SENIOR HOUSING INC, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,SPOONER,NONPROFIT CORPORATION,1-Jan-65,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-226,Lic. 3111,GOOD SAMARITAN SOCIETY-SCANDIA VILLAGE,10560 APPLEWOOD RD,,"SISTER BAY, WI  54234",50 Beds,DOOR,Northeastern,(920) 854-2317,Administrator: MICHELE NOTZ,525494,FAX: (920) 854-9529,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY, HEALTH CARE OP, NON PROFIT-COR,,Title 18 SNF    Title 19 NF,SISTER BAY,NONPROFIT CORPORATION,2-Nov-81,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-227,Lic. 5006,ST DOMINIC VILLA,2375 SINSINAWA RD,,"HAZEL GREEN, WI  53811",62 Beds,GRANT,Southern,(608) 748-9814,Administrator: KRIS DOYLE,525660,FAX: (608) 748-9945,SINSINAWA NURSING INC, HEALTH CARE OP, NON PROFIT-CHU,,Title 18 SNF    Title 19 NF,HAZEL GREEN,NONPROFIT CHURCH/CORP,1-Oct-00,Skilled Care,Nursing Home
USA-WI-48-Facilities-48-NursingHomes-228,Lic. 2794,WILLOWBROOK NURSING & REHABILITATION CENTER,901 MULBERRY ST,,"LAKE MILLS, WI  53551",50 Beds,JEFFERSON,Southeastern,(920) 648-8344,Administrator: CHRISTINA SAID,525314,FAX: (920) 648-3441,FMG MULBERRY STREET WISCONSIN LLC, HEALTH CARE OP,,,Title 18 SNF    Title 19 NF,LAKE MILLS,LIMITED LIABILITY COMPANY,4-Sep-70,Skilled Care,Nursing Home
